3.418590	3.414260	3.316470	3.314110	3.427980	3.412880	3.467200	3.652670	3.648560	3.734030	3.806050	3.821170	3.751030	4.016650	3.780380	3.953280	4.148420	4.209020	3.991910	3.880500	3.847580	3.794990	3.733970	3.761290	4.006260	3.966690	4.018170	3.929040	3.849930	3.805080	3.599950	3.444040	3.387750	3.186370	3.304600	3.225070	3.312420	3.337170	3.294800	3.375680	3.395400	3.333200	3.354230	3.360000	3.353930	3.348860	3.343850	3.303580	3.276330	3.288010	3.384050	3.304740	3.280500	3.266390	3.311930	3.274210	3.242110	3.278210	3.212680	3.298160	3.330840	2.960560
0.008070	0.005870	0.006220	0.027670	-0.036510	-0.069280	-0.044890	-0.164280	-0.153080	-0.162140	-0.219360	-0.177860	-0.114630	-0.027310	0.002070	0.044520	0.023410	-0.039430	-0.051030	0.024130	0.009870	0.005850	0.010390	-0.022580	0.007700	0.066080	-0.025620	-0.015720	-0.035490	-0.052600	0.071560	-0.011520	0.096120	-0.003690	-0.047980	-0.027590	-0.014480	0.003980	0.011740	0.012700	0.006680	-0.029520	-0.001080	-0.048430	0.006740	-0.061140	-0.040580	-0.038530	-0.000990	-0.013890	-0.068790	-0.018770	-0.024260	-0.037450	-0.067830	-0.058120	-0.020640	-0.035260	0.033050	0.009780	-0.038790	0.012850
-0.215970	-0.238650	-0.281990	-0.253100	-0.247430	-0.140800	-0.300770	-0.328300	-0.304080	-0.314230	-0.281270	-0.335170	-0.342730	-0.174160	-0.239160	-0.201050	-0.199930	-0.109420	-0.130770	-0.247840	-0.209280	-0.205300	-0.163600	-0.133530	-0.152610	-0.250550	-0.168630	-0.202620	-0.125680	-0.069000	-0.169000	-0.141490	-0.222640	-0.266710	-0.217150	-0.219330	-0.241510	-0.215820	-0.242190	-0.230340	-0.233020	-0.154970	-0.229940	-0.199210	-0.264210	-0.181240	-0.217220	-0.191800	-0.277820	-0.288900	-0.218360	-0.250150	-0.238620	-0.220560	-0.223010	-0.245360	-0.211350	-0.188240	-0.243900	-0.219160	-0.147010	-0.215360
-0.188050	-0.120420	-0.075990	-0.177080	-0.069720	-0.252350	-0.087020	-0.005290	-0.088310	-0.095660	-0.114640	-0.036340	-0.023730	-0.211420	-0.088630	-0.155540	-0.151670	-0.226650	-0.201710	-0.120070	-0.179220	-0.158550	-0.210010	-0.222350	-0.205990	-0.075590	-0.150910	-0.063840	-0.161300	-0.254440	-0.241360	-0.261250	-0.226650	-0.147580	-0.150790	-0.201810	-0.125730	-0.199270	-0.178740	-0.177270	-0.151130	-0.288940	-0.159160	-0.175720	-0.099770	-0.201570	-0.165340	-0.218580	-0.119500	-0.125410	-0.145750	-0.163490	-0.179090	-0.188850	-0.131490	-0.115710	-0.212260	-0.196740	-0.187140	-0.165030	-0.262730	-0.194590
-0.083370	-0.179050	-0.147310	-0.016120	-0.191910	-0.012810	-0.024820	-0.044570	0.052740	0.086870	0.090080	0.003270	-0.040010	-0.103200	-0.239040	-0.232960	-0.175720	-0.152360	-0.189190	-0.196610	-0.122960	-0.196370	-0.165100	-0.151070	-0.140620	-0.289050	-0.176150	-0.302850	-0.284290	-0.196350	-0.146230	-0.062870	-0.090490	-0.024250	-0.079010	0.019370	-0.129960	-0.036930	-0.033710	-0.043100	-0.088910	0.042190	-0.075530	-0.056600	-0.142020	-0.029670	-0.060060	-0.035650	-0.052560	-0.016910	-0.069450	-0.017780	-0.008830	-0.011820	-0.077120	-0.076630	0.014900	-0.066000	-0.047810	-0.117410	-0.017310	-0.086310
-0.062220	-0.022260	-0.091510	-0.162290	-0.039250	-0.100820	-0.172860	-0.154110	-0.163770	-0.249700	-0.195420	-0.147290	-0.162260	-0.076760	-0.014990	0.041290	-0.029250	0.005120	0.048740	0.051980	-0.055860	0.040080	0.021180	-0.010800	-0.029800	0.089340	-0.038320	0.010310	0.081690	0.068840	0.014140	-0.044690	0.003460	-0.149710	-0.072910	-0.157250	-0.050380	-0.074340	-0.087540	-0.081700	-0.094020	-0.088120	-0.095280	-0.091180	-0.033240	-0.125230	-0.088800	-0.028660	-0.102580	-0.128820	-0.102160	-0.136260	-0.132570	-0.155330	-0.113360	-0.128220	-0.169930	-0.038600	-0.100740	-0.035600	-0.089250	-0.032320
-0.215280	-0.185390	-0.075990	-0.123800	-0.119520	-0.201590	-0.106750	-0.136040	-0.225870	-0.089590	-0.185640	-0.140540	-0.118040	-0.182070	-0.123560	-0.159030	-0.074760	-0.086100	-0.184820	-0.243430	-0.126020	-0.217620	-0.184960	-0.134580	-0.100220	-0.094200	-0.076070	-0.015450	-0.099060	-0.145220	-0.143440	-0.140800	-0.233160	-0.094400	-0.176090	-0.147190	-0.211140	-0.096870	-0.151680	-0.133000	-0.020420	-0.199900	-0.109710	-0.172140	-0.175360	-0.157500	-0.158730	-0.234230	-0.152140	-0.193450	-0.178100	-0.157340	-0.161330	-0.106170	-0.089960	-0.099200	-0.088590	-0.190930	-0.135930	-0.121500	-0.178760	-0.266630
0.001920	-0.081370	-0.167810	0.006420	-0.121730	0.049270	-0.061200	-0.120000	0.042930	-0.122550	-0.071170	-0.101240	-0.097410	-0.045620	-0.136030	-0.124370	-0.096020	-0.047830	-0.151660	-0.088170	-0.193360	-0.108430	-0.078940	-0.130510	-0.029370	-0.157410	-0.044750	-0.212600	-0.200080	-0.126890	-0.096320	-0.086280	0.033210	-0.110000	0.018300	0.023580	0.024820	-0.069620	-0.019490	0.071470	-0.123650	0.112070	-0.014070	0.053370	0.003960	0.023540	0.057520	0.103300	-0.004410	0.004010	0.022390	-0.018060	-0.051480	-0.133400	-0.115330	-0.104040	-0.105610	-0.053050	-0.111000	-0.143600	-0.046900	0.057060
-0.313490	-0.286190	-0.161740	-0.258940	-0.173180	-0.295510	-0.117970	0.043080	-0.143000	-0.024820	-0.056580	0.012540	-0.078990	-0.366080	-0.337740	-0.359190	-0.284190	-0.264640	-0.219870	-0.259100	-0.198760	-0.313520	-0.337280	-0.282520	-0.340130	-0.150110	-0.337330	-0.254490	-0.256270	-0.255140	-0.290180	-0.150680	-0.292220	-0.085290	-0.251420	-0.216890	-0.376030	0.017640	-0.095260	-0.220520	-0.056660	-0.215070	-0.195840	-0.301040	-0.186240	-0.271040	-0.228780	-0.130960	-0.122430	-0.134720	-0.245180	-0.161750	-0.145230	-0.120560	-0.073660	-0.134700	-0.105510	-0.089130	-0.121360	-0.082330	-0.220500	-0.359880
-0.037830	-0.053910	-0.024880	-0.023410	-0.043530	0.000100	-0.017840	-0.072440	0.014740	-0.022940	-0.037790	-0.007970	0.029740	-0.055870	0.048450	0.040300	0.100870	0.159160	-0.022070	-0.041070	-0.120170	-0.036910	0.039150	0.020020	0.106260	0.082950	0.106100	0.056290	0.076180	0.076790	0.066440	-0.016460	0.050690	-0.086130	0.063090	0.024910	0.072580	-0.111360	-0.098240	0.089960	0.014220	0.066840	0.041960	0.071680	-0.054370	0.011320	0.075500	-0.007920	-0.052590	-0.153180	0.001600	-0.079700	-0.120180	-0.070440	-0.089150	-0.066830	-0.097900	-0.083190	-0.105780	-0.041700	-0.049160	0.009670
