3.587790	3.796640	3.733510	3.705360	3.731060	3.661610	3.813170	3.764770	3.802350	3.898110	3.963170	3.883030	3.900580	3.935300	3.939540	3.782480	3.812000	3.769640	3.681810	3.617030	3.640700	3.674560	3.666630	3.639120	3.736250	3.866290	3.894380	3.836640	3.824560	3.726730	3.677430	3.737620	3.857170	3.675880	3.444710	3.406920	3.361020	3.750540	3.724640	3.559370	3.360760	3.291580	3.368730	3.245250	3.262560	3.216760	3.208390	3.174530	3.276420
-0.057180	-0.132470	-0.114020	-0.091520	-0.135410	-0.058570	-0.102760	-0.066080	-0.091530	-0.153730	-0.197520	-0.197440	-0.189990	-0.217860	-0.161300	-0.052910	-0.078280	-0.010130	0.007250	0.033910	-0.002970	-0.024890	-0.028840	0.029890	0.042700	-0.021130	-0.049880	0.036480	0.062390	0.054260	-0.002460	-0.007550	-0.087480	-0.029880	-0.030140	-0.030140	-0.018340	-0.109030	-0.000600	-0.080050	0.009960	-0.027790	-0.072950	-0.004930	0.025190	-0.015660	-0.011060	0.009210	-0.034730
-0.323840	-0.167550	-0.143190	-0.127170	-0.138570	-0.218640	-0.154910	-0.213990	-0.227790	-0.246750	-0.296830	-0.340310	-0.312390	-0.259410	-0.291380	-0.247260	-0.120660	-0.160690	-0.197930	-0.233480	-0.216510	-0.165940	-0.162420	-0.201020	-0.232070	-0.235700	-0.134700	-0.240250	-0.240440	-0.236210	-0.184530	-0.299580	-0.214310	-0.314220	-0.186330	-0.230640	-0.248430	-0.203290	-0.228480	-0.177650	-0.221580	-0.196690	-0.169140	-0.213490	-0.230550	-0.262730	-0.215380	-0.209990	-0.238090
-0.083910	-0.231670	-0.269600	-0.286770	-0.236290	-0.148390	-0.237310	-0.198600	-0.153030	-0.111390	-0.038690	-0.031670	-0.065320	-0.066680	-0.037750	-0.126270	-0.255460	-0.215460	-0.163800	-0.116310	-0.138660	-0.181490	-0.193780	-0.199730	-0.193600	-0.101330	-0.254450	-0.123220	-0.157870	-0.103670	-0.178130	-0.103390	-0.223070	-0.052410	-0.215720	-0.119870	-0.125810	-0.156850	-0.168720	-0.116640	-0.171680	-0.198160	-0.155990	-0.169570	-0.153830	-0.073620	-0.150070	-0.222690	-0.136770
-0.123550	-0.057540	-0.027430	-0.032450	-0.051410	-0.181130	-0.101250	-0.123980	-0.108300	-0.060700	-0.042020	0.032690	0.051960	-0.022500	-0.055470	-0.113210	-0.067370	-0.138010	-0.188840	-0.259000	-0.242940	-0.215290	-0.203610	-0.144550	-0.067420	-0.168870	-0.070310	-0.202370	-0.129720	-0.271600	-0.154520	-0.137200	-0.022820	-0.229450	-0.092690	-0.167400	-0.129860	-0.153320	-0.137410	-0.221740	-0.145020	-0.081790	-0.165540	-0.136310	-0.129400	-0.186640	-0.157140	-0.014450	-0.081960
-0.038520	-0.052030	-0.055720	-0.105920	-0.102750	0.035180	0.030450	-0.007470	-0.062370	-0.095070	-0.140100	-0.203790	-0.246520	-0.146860	-0.164570	-0.077890	-0.059090	0.026170	-0.031670	0.006010	0.015620	0.008750	0.005560	-0.037560	-0.138580	-0.074640	-0.037940	0.026160	-0.051170	0.040880	-0.083320	-0.053360	-0.094510	0.003570	-0.058840	-0.076080	-0.103800	-0.014800	-0.071850	-0.029250	0.002670	-0.101680	-0.042120	-0.024630	-0.055400	-0.062470	-0.004590	-0.144710	-0.094620
-0.233240	-0.212160	-0.227420	-0.182280	-0.167980	-0.273440	-0.312540	-0.297430	-0.258860	-0.330590	-0.277850	-0.270440	-0.196760	-0.282730	-0.170580	-0.269170	-0.196740	-0.244400	-0.104880	-0.108920	-0.175650	-0.161770	-0.181580	-0.163940	-0.072650	-0.080880	-0.194880	-0.139060	-0.114570	-0.076140	-0.091950	-0.177180	-0.222330	-0.188310	-0.229410	-0.143390	-0.082860	-0.203830	-0.163200	-0.105720	-0.207790	-0.123040	-0.156660	-0.234900	-0.157710	-0.063530	-0.220830	-0.135860	-0.186260
-0.221670	-0.209610	-0.144410	-0.115230	-0.123990	-0.109370	-0.130520	-0.155950	-0.118990	0.063000	0.023760	0.005460	0.011830	0.108290	-0.061090	-0.002390	-0.055720	0.015660	-0.184980	-0.224720	-0.174200	-0.154460	-0.153000	-0.123010	-0.150110	-0.108920	-0.035620	-0.128830	-0.035480	-0.233230	-0.081800	-0.179090	-0.129130	-0.252660	-0.048300	-0.110890	-0.207690	-0.208320	-0.094460	-0.151910	-0.111560	-0.153100	-0.088140	-0.015330	0.003180	-0.251040	-0.055140	-0.050680	0.023920
-0.165390	-0.224540	-0.250160	-0.386580	-0.344840	-0.299030	-0.176300	-0.219350	-0.166090	-0.251510	-0.157210	-0.164160	-0.069410	-0.145920	-0.027720	-0.336900	-0.332200	-0.341440	-0.281990	-0.304350	-0.367000	-0.352270	-0.348880	-0.329570	-0.223630	-0.293700	-0.253680	-0.144510	-0.235590	-0.160450	-0.441160	-0.232140	-0.339470	-0.227370	-0.324940	-0.318000	-0.219290	-0.261710	-0.325120	-0.306390	-0.204070	-0.160530	-0.262730	-0.324310	-0.322070	-0.070340	-0.179870	-0.210640	-0.268590
-0.070760	0.022170	0.019340	0.043200	0.073570	-0.020040	-0.088150	-0.078900	-0.164760	-0.154320	-0.118980	-0.119460	-0.130080	-0.149840	-0.208750	-0.111800	0.017370	0.057060	-0.003880	-0.043700	-0.017880	0.005080	-0.025250	-0.000020	-0.019310	0.094570	0.020120	0.012910	0.008210	-0.003810	0.101000	-0.001820	0.053060	-0.049310	-0.072870	-0.019420	-0.016630	0.007110	-0.012070	0.040040	-0.068090	-0.116920	-0.044700	-0.015370	0.048700	-0.128680	-0.107750	-0.103990	-0.029830
-0.209700	-0.273040	-0.238000	-0.193820	-0.212670	-0.169510	-0.234060	-0.312580	-0.204520	-0.080330	-0.133060	-0.141760	-0.134190	-0.044700	-0.078330	-0.150300	-0.159930	-0.131180	-0.158610	-0.118560	-0.157570	-0.164300	-0.169390	-0.188260	-0.182870	-0.186370	-0.152930	-0.236430	-0.121630	-0.194950	-0.142470	-0.227700	-0.203750	-0.183470	-0.110160	-0.186670	-0.193580	-0.240530	-0.134740	-0.184840	-0.127290	-0.101040	-0.130630	-0.168330	-0.133640	-0.129380	-0.154450	-0.046740	-0.095020
-0.026080	-0.005830	-0.019880	-0.085900	-0.111630	-0.106820	0.040440	0.133220	0.090520	-0.091790	-0.070290	-0.074540	-0.076550	-0.134870	-0.046370	0.031100	-0.073480	-0.143220	-0.065900	-0.092400	-0.063120	-0.059990	-0.026870	-0.020680	-0.018830	-0.127990	-0.095520	0.018400	-0.073030	-0.031600	-0.140850	-0.027240	-0.105580	-0.089140	-0.058210	-0.001790	-0.044870	-0.020400	-0.097180	-0.071290	-0.070240	-0.065790	-0.055280	-0.026750	-0.101980	-0.037020	0.033420	-0.108270	-0.101180
-0.107980	-0.061310	-0.062140	0.044480	0.073730	0.059720	-0.114150	-0.158130	-0.229590	-0.024940	-0.053440	-0.083550	-0.125290	-0.054630	-0.224030	-0.033780	0.025460	0.050270	-0.008520	0.044920	0.047400	0.025610	0.019500	-0.019530	-0.116920	0.039160	-0.037430	-0.147300	-0.167110	-0.083540	0.006510	-0.111530	-0.005240	0.001070	-0.056140	-0.059180	-0.040800	-0.047120	-0.053400	-0.030060	-0.055540	-0.076080	-0.068390	-0.060970	-0.077540	-0.070280	-0.186480	-0.076720	-0.103540
