3.126070	3.138760	3.234260	3.269540	3.170820	3.270110	3.356160	3.445170	3.581960	3.623670	3.621230	3.746400	3.683140	3.591830	3.525140	3.517120	3.393180	3.434660	3.476480	3.445920	3.411270	3.436670	3.421030	3.429650	3.411250	3.389370	3.446100	3.646250	3.695110	3.738190	3.643400	3.681200	3.705670	3.769680	3.678130	3.532510	3.434290	3.409320	3.381300	3.214770	3.190780
0.015750	0.015560	-0.035140	0.023230	0.028740	0.016290	0.000130	-0.134700	-0.140360	-0.253130	-0.208670	-0.246210	-0.278930	-0.120310	-0.126900	-0.090580	-0.058740	-0.101230	-0.095060	-0.108160	-0.100220	-0.097870	-0.070360	-0.091980	-0.039300	-0.055990	-0.081240	-0.072240	-0.104440	-0.064300	-0.072300	-0.081960	-0.049590	-0.092420	-0.050710	-0.010200	-0.026860	-0.058970	-0.045540	-0.041490	0.000360
-0.264080	-0.276260	-0.158790	-0.227840	-0.260900	-0.237300	-0.283890	-0.234450	-0.267570	-0.283210	-0.321050	-0.281710	-0.271580	-0.305680	-0.202480	-0.215800	-0.216400	-0.152390	-0.150720	-0.141950	-0.147670	-0.151980	-0.186590	-0.161270	-0.200660	-0.185930	-0.157790	-0.175140	-0.204510	-0.240820	-0.225100	-0.207960	-0.205950	-0.138990	-0.154420	-0.194240	-0.183830	-0.163640	-0.184120	-0.168140	-0.239100
-0.174290	-0.124090	-0.247530	-0.187410	-0.162830	-0.168350	-0.067310	-0.171700	-0.143970	-0.060180	-0.027310	-0.053880	-0.031050	-0.094590	-0.166820	-0.121790	-0.139150	-0.194330	-0.156230	-0.178350	-0.191110	-0.151940	-0.132980	-0.165960	-0.151580	-0.154360	-0.186970	-0.175970	-0.088310	-0.061180	-0.107670	-0.120390	-0.147660	-0.174390	-0.166810	-0.145000	-0.167540	-0.178310	-0.178740	-0.252170	-0.145890
-0.024900	-0.084420	-0.062710	-0.125550	-0.104440	-0.105830	-0.260380	0.018710	0.036380	0.002930	0.000240	-0.011880	-0.010510	0.009550	-0.052910	-0.151380	-0.166900	-0.122670	-0.187240	-0.186920	-0.158770	-0.183830	-0.199620	-0.169860	-0.205010	-0.165700	-0.117890	-0.093350	-0.168840	-0.177860	-0.116670	-0.121110	-0.099160	-0.165510	-0.183050	-0.203830	-0.146200	-0.128150	-0.098160	-0.000440	-0.135540
-0.127010	-0.097010	-0.103540	-0.043540	-0.082750	-0.126860	-0.004390	-0.180930	-0.248980	-0.200100	-0.195750	-0.188580	-0.167190	-0.278300	-0.155340	-0.086550	-0.065850	-0.091010	-0.046470	-0.060920	-0.067660	-0.037740	-0.039290	-0.055780	0.005490	-0.028160	-0.062750	-0.090150	-0.032070	-0.055170	-0.065180	-0.049740	-0.072480	0.034720	-0.002040	-0.013470	-0.061870	-0.066350	-0.118960	-0.140610	-0.038660
-0.149830	-0.149530	-0.162630	-0.258550	-0.192180	-0.101650	-0.205520	-0.244650	-0.180740	-0.236570	-0.274510	-0.293260	-0.240340	-0.173820	-0.233270	-0.218670	-0.213930	-0.173500	-0.147530	-0.148510	-0.176370	-0.156880	-0.167270	-0.172490	-0.243700	-0.209160	-0.177260	-0.111090	-0.139140	-0.054110	-0.168150	-0.141550	-0.092390	-0.158860	-0.102770	-0.097410	-0.064860	-0.114100	-0.083280	-0.150550	-0.138410
-0.060870	0.001640	-0.085560	0.005710	-0.069130	-0.147490	-0.129980	-0.009740	-0.117010	-0.079570	0.018400	0.022230	0.032550	-0.023360	0.021800	-0.025170	-0.047490	-0.064720	-0.073240	-0.107030	-0.069940	-0.072940	-0.065480	-0.070360	-0.035190	-0.011710	0.009630	0.027390	-0.026650	-0.162020	-0.018400	-0.076240	-0.065570	-0.044330	-0.127040	-0.216500	-0.215740	-0.040820	-0.120530	-0.078230	-0.202860
-0.117090	-0.187170	-0.310010	-0.422380	-0.210450	-0.324990	-0.403790	-0.252870	-0.200600	-0.190140	-0.218720	-0.267590	-0.142650	-0.232620	-0.243900	-0.428900	-0.447950	-0.439170	-0.393810	-0.461320	-0.484010	-0.363810	-0.445580	-0.437820	-0.464720	-0.399060	-0.324400	-0.210410	-0.147930	-0.020430	-0.196350	-0.072240	-0.111800	-0.118300	-0.173570	-0.133320	-0.111720	-0.329700	-0.285190	-0.201650	-0.024520
-0.090360	-0.037870	-0.050970	-0.043810	-0.131150	-0.055120	-0.058760	-0.123510	-0.221620	-0.132240	-0.141270	-0.195270	-0.119890	-0.248240	-0.207080	-0.058540	-0.059250	-0.011850	0.029410	0.026230	0.023180	0.024510	0.065230	0.026090	0.020540	0.037890	0.042280	0.046870	0.023250	-0.055000	-0.008140	-0.082940	0.009800	0.025950	0.058240	-0.062940	-0.046020	0.138920	0.055500	-0.059850	-0.147290
-0.134240	-0.051170	-0.115400	-0.108670	-0.091540	-0.094260	-0.111210	-0.099730	-0.059840	-0.119090	-0.086560	-0.015900	-0.039870	-0.002430	-0.040570	-0.106810	-0.062840	-0.075080	-0.115310	-0.108810	-0.094680	-0.134340	-0.152300	-0.117420	-0.111050	-0.132800	-0.123600	-0.123560	-0.187840	-0.156760	-0.144960	-0.141020	-0.183680	-0.199960	-0.249750	-0.219700	-0.207330	-0.216900	-0.218210	-0.181510	-0.179290
-0.028140	-0.175680	-0.060760	-0.047440	-0.041240	-0.084770	-0.070260	-0.068020	-0.059930	-0.048670	-0.091330	-0.113260	-0.125290	-0.056370	-0.023050	-0.054700	-0.120560	-0.164410	-0.132420	-0.148420	-0.157640	-0.111690	-0.117620	-0.140510	-0.139910	-0.119400	-0.132880	-0.109210	-0.039910	-0.051120	-0.099500	-0.036450	-0.033090	-0.012600	0.018010	0.060360	0.015730	-0.100060	-0.026860	0.027790	0.044990
-0.193270	-0.040310	0.000890	-0.004030	-0.121540	0.028430	0.108880	-0.102860	-0.046630	-0.033840	-0.019560	0.009720	-0.053430	-0.009520	-0.137500	0.056180	0.082920	0.124030	0.061440	0.111490	0.109880	0.039540	0.086250	0.109510	0.115230	0.045440	-0.021690	-0.175400	-0.147230	-0.118030	-0.032330	-0.190450	-0.160280	-0.169610	-0.129290	-0.153490	-0.092600	0.011360	-0.043120	-0.154560	-0.164320
0.763380	1.030430	1.497640	2.090830	2.912040	3.444220	3.532500	4.116510	4.111690	2.834440	1.365860	0.040420	-1.496630	-2.131850	-2.243960	-2.343290	-1.780070	-1.096440	-0.685470	-0.402640	-0.138010	-0.474740	-0.373310	0.726330	1.698870	2.421290	2.564610	2.574170	2.464580	2.243020	1.187410	-0.455770	-1.577490	-2.342830	-2.719060	-3.878480	-4.516230	-4.541200	-3.731240	-2.800130	-2.109780
-0.102730	-0.069950	-0.102320	-0.658470	-1.086790	-1.810050	-2.087560	-2.544560	-2.629420	-1.750100	-0.810330	0.337120	1.028440	1.445540	1.284380	1.135020	0.729220	0.023210	0.039330	-0.113950	0.090110	0.335370	0.264400	0.240310	-0.000910	-0.045540	-0.146370	-0.173870	-0.168380	-0.113180	0.078500	0.300720	0.430240	0.224940	0.228610	0.189720	0.239120	0.368040	0.232880	0.213450	0.345500
0.244660	0.219270	-0.019270	-0.040260	-0.223340	-0.465490	-0.900750	-0.546550	-0.374170	-0.459720	0.030330	0.199320	0.545010	0.963080	1.194440	1.139210	1.078670	0.917490	0.327770	0.236280	-0.120610	-0.436700	-0.350620	-0.320230	-0.339020	-0.469070	-0.464670	-0.491660	-0.362630	-0.118050	0.076770	0.221570	0.357660	0.436380	0.210770	0.070960	-0.323920	-0.677650	-0.663420	-0.626250	-0.703480
-0.164910	-0.116430	0.330250	0.252410	0.282870	0.618180	1.221860	1.005230	0.986920	0.680940	-0.009730	-0.016630	-0.560400	-1.218820	-1.255510	-1.120300	-1.017940	-0.507530	-0.118120	-0.183360	0.033180	0.181630	-0.061080	-0.076610	0.167600	0.366500	0.445380	0.523890	0.315850	0.054480	-0.167640	-0.453140	-0.815750	-0.791590	-0.543530	-0.704030	-0.358520	-0.123860	-0.024650	0.083970	0.280730
-0.830300	-0.876500	-1.459990	-0.691590	0.103840	0.704190	0.968390	1.207940	1.087940	1.038760	0.618730	-1.020870	-1.436070	-1.400380	-1.631160	-1.683950	-1.497570	-1.257690	-0.807300	-0.341020	-0.390750	-0.307270	0.187420	0.452680	0.323640	0.281230	0.377330	0.309610	0.399960	-0.021520	-0.356120	-0.517440	-0.239610	-0.214170	-0.154580	0.522140	0.520070	0.642140	0.468840	0.177890	-0.264460
0.429320	0.248700	0.557810	0.038180	-0.699760	-1.120230	-1.300180	-1.385370	-0.999930	-1.131330	-0.795930	0.455450	0.989180	0.966870	1.209150	1.261750	1.188410	1.220810	0.561980	0.212990	0.353510	0.370880	0.086370	-0.113300	-0.109250	-0.260130	-0.313950	-0.286310	-0.421670	0.194940	0.466970	0.494200	0.141520	0.033050	-0.367060	-0.840030	-0.752550	-0.789880	-0.324980	0.029470	0.363390
-0.595950	-0.239660	-0.347030	-0.555230	-0.413000	-0.463160	-0.576800	-0.706020	-0.972510	-0.659250	-0.149490	0.030890	0.047750	0.515150	0.800050	0.802300	0.473360	0.370050	0.474370	0.254010	-0.239010	-0.545160	-0.526270	-0.109090	0.154500	0.609570	0.583680	0.623510	0.808180	0.290770	0.085560	-0.045030	0.205550	0.072670	0.463180	0.043600	-0.212010	-0.224940	-0.524230	-0.563520	-0.540350
0.104700	-0.337930	-0.623910	-0.359790	-0.575900	-0.586110	0.126910	0.402420	1.067770	1.108390	0.892090	0.406130	0.327320	-0.319010	-0.864530	-1.061630	-0.965750	-0.738120	-0.654750	-0.322940	0.006810	0.328900	0.614470	0.854090	0.607920	-0.074600	-0.105590	-0.385170	-0.635720	-0.630260	-0.829090	-1.163650	-1.180280	-0.524310	-0.849880	-0.329630	-0.537250	-0.564920	-0.349110	-0.388320	-0.798980
-1.820330	-1.990310	-2.267550	-1.654430	-0.696430	0.386900	1.078590	0.992140	0.801170	1.030210	0.663630	-0.918030	-1.796210	-2.182800	-2.097080	-2.220640	-2.436720	-1.330880	-0.780840	-0.043160	-0.144190	-0.042010	0.353820	1.317670	2.010530	2.786500	2.996230	3.126090	2.763160	1.913690	0.825000	0.045140	-0.269480	-1.242270	-1.217760	-1.473890	-0.395650	0.437060	1.149970	1.492750	1.887740
