3.403050	3.572660	3.639940	3.687630	3.742000	3.611260	3.571590	3.506920	3.559350	3.687700	3.622250	3.631040	3.549890	3.550930	3.589320	3.534460	3.573730	3.571990	3.752930	3.930030	3.947750	3.933170	3.916220	3.789880	3.947780	3.879480	3.866320	3.771940	3.810420	3.812670	3.787010	3.894100	3.879380	3.892150	3.888610	3.949620	3.905440	3.937970	3.940000	3.797770	3.746680	3.703550	3.615450	3.530660	3.574440	3.457740	3.503290	3.515120	3.529040	3.532710	3.525610	3.796000	3.957710	3.924650	3.811670	3.817490	3.836430	3.754510	3.885350	3.833810	3.778470	3.733350	3.586360	3.596300	3.817370	3.802610	4.024120	3.834570	3.844270	3.948660
-0.023160	-0.043770	-0.100670	-0.069480	-0.105040	-0.061950	-0.048920	-0.074160	-0.091530	-0.143170	-0.077150	-0.095760	-0.043680	-0.130550	-0.097260	-0.058860	-0.097480	-0.085920	-0.183610	-0.232340	-0.247120	-0.228550	-0.155290	-0.085660	-0.120370	-0.050720	-0.101190	-0.072230	-0.086500	-0.093910	-0.041930	-0.123100	-0.096340	0.006940	0.018150	-0.058230	-0.029960	-0.063120	-0.088470	-0.024730	-0.032500	-0.069940	-0.047030	-0.025460	-0.069540	0.011360	-0.054830	-0.001670	-0.089290	-0.061050	-0.003090	-0.071900	-0.063530	-0.044820	-0.099480	-0.056990	-0.100260	-0.071230	-0.059040	-0.004220	-0.019200	-0.045130	-0.085260	-0.020900	-0.072300	-0.041980	-0.109270	-0.091740	-0.098310	-0.081620
-0.320090	-0.250660	-0.214130	-0.248250	-0.231260	-0.258990	-0.264740	-0.293640	-0.268740	-0.223620	-0.244790	-0.242780	-0.298490	-0.236050	-0.302200	-0.302740	-0.295130	-0.294980	-0.326640	-0.315580	-0.300640	-0.324160	-0.312830	-0.221820	-0.140950	-0.206740	-0.202400	-0.195300	-0.163650	-0.161670	-0.253610	-0.162020	-0.192820	-0.287870	-0.271710	-0.167840	-0.209520	-0.237950	-0.127690	-0.193560	-0.242340	-0.231130	-0.273290	-0.270560	-0.237320	-0.305030	-0.173240	-0.258450	-0.215900	-0.193030	-0.271370	-0.205590	-0.276980	-0.283020	-0.177590	-0.279690	-0.222720	-0.261730	-0.263770	-0.282610	-0.278070	-0.235000	-0.219480	-0.266160	-0.215650	-0.309960	-0.235470	-0.288800	-0.305020	-0.249540
-0.103050	-0.177420	-0.209980	-0.191770	-0.162150	-0.193490	-0.176990	-0.126090	-0.160630	-0.179210	-0.207210	-0.165070	-0.139460	-0.204720	-0.139520	-0.158860	-0.136170	-0.183890	-0.092170	-0.032390	-0.076070	-0.048940	-0.097510	-0.202990	-0.212850	-0.206320	-0.169700	-0.261920	-0.311230	-0.302420	-0.181440	-0.260510	-0.211640	-0.140210	-0.178750	-0.209420	-0.185710	-0.165410	-0.287010	-0.222660	-0.212070	-0.220750	-0.139460	-0.197020	-0.166110	-0.146960	-0.294840	-0.202480	-0.202540	-0.259690	-0.219160	-0.283270	-0.161190	-0.122140	-0.259060	-0.116900	-0.191150	-0.156870	-0.110490	-0.154270	-0.164240	-0.185810	-0.218140	-0.208870	-0.235840	-0.147640	-0.146500	-0.123190	-0.074950	-0.165560
-0.136210	-0.112030	-0.091610	-0.095160	-0.136220	-0.074330	-0.094870	-0.102670	-0.055310	-0.084420	-0.065060	-0.132590	-0.123090	-0.047620	-0.110860	-0.116520	-0.141430	0.001720	0.012420	-0.104730	-0.037510	-0.037610	-0.023850	-0.126080	-0.200820	-0.147940	-0.211690	-0.114800	-0.049870	-0.072440	-0.180510	-0.103470	-0.132020	-0.166460	-0.114300	-0.231400	-0.224440	-0.152240	-0.137000	-0.192400	-0.112490	-0.057940	-0.142660	-0.048360	-0.184740	-0.098320	-0.022190	-0.097130	-0.102780	-0.060910	-0.049410	0.005900	-0.080490	-0.184940	-0.075130	-0.175520	-0.068570	-0.077230	-0.202950	-0.114350	-0.086880	-0.104870	-0.075710	-0.052540	-0.044300	-0.076570	-0.140760	-0.077650	-0.171580	-0.100580
-0.140250	-0.138420	-0.123070	-0.104290	-0.112710	-0.106880	-0.069790	-0.115080	-0.177950	-0.158020	-0.099720	-0.109670	-0.110900	-0.141200	-0.058760	-0.022620	-0.040170	-0.191870	-0.274140	-0.175490	-0.227890	-0.223850	-0.242180	-0.125220	-0.065610	-0.098400	-0.072160	-0.062630	-0.117810	-0.090390	-0.017510	-0.101130	-0.101260	-0.117430	-0.184960	0.017410	-0.039820	-0.156550	-0.049000	-0.009160	-0.099520	-0.181920	-0.129160	-0.205240	-0.010270	-0.199030	-0.120580	-0.092420	-0.093100	-0.098180	-0.095100	-0.105050	-0.134080	-0.035030	-0.071300	-0.074640	-0.160990	-0.196620	-0.064950	-0.126420	-0.155130	-0.145690	-0.104810	-0.161880	-0.143440	-0.097070	-0.099490	-0.222900	-0.095990	-0.147630
-0.093420	-0.156410	-0.223620	-0.242370	-0.125390	-0.221880	-0.296960	-0.251400	-0.208930	-0.150400	-0.297300	-0.206060	-0.207130	-0.194280	-0.309110	-0.307350	-0.273000	-0.216190	-0.152910	-0.174830	-0.139720	-0.075900	-0.123920	-0.254020	-0.140480	-0.170200	-0.162560	-0.271440	-0.248080	-0.265290	-0.295180	-0.213670	-0.198870	-0.130050	-0.029200	-0.207110	-0.160760	-0.060860	-0.221430	-0.235440	-0.202520	-0.106660	-0.149350	-0.086860	-0.252930	-0.014130	-0.169090	-0.110130	-0.159610	-0.202560	-0.218450	-0.179260	-0.028860	-0.117470	-0.200410	-0.124570	-0.169320	-0.109760	-0.129490	-0.099350	-0.122770	-0.135820	-0.236000	-0.169770	-0.114620	-0.173770	-0.092660	-0.001180	-0.157350	-0.074840
-0.179200	-0.087800	-0.029220	-0.004250	-0.174600	-0.054150	0.096540	0.006420	0.004320	-0.072730	0.052860	-0.071870	-0.139930	-0.126350	-0.049230	-0.117640	-0.137490	-0.066520	-0.084700	-0.104600	-0.052250	-0.020890	-0.006220	-0.020020	-0.121140	-0.051530	-0.163070	-0.114630	-0.088690	-0.106850	-0.068480	-0.111760	-0.068940	-0.084220	-0.156970	-0.101730	-0.124860	-0.251350	-0.079060	-0.047970	-0.117360	-0.151290	-0.087110	-0.160290	-0.040840	-0.179230	0.003790	-0.122180	-0.090430	-0.037830	0.031420	-0.013680	-0.126660	-0.090420	-0.009490	-0.101760	0.025210	-0.078090	-0.080330	-0.040330	-0.033080	-0.003470	-0.012810	-0.067680	-0.075720	0.019470	-0.098850	-0.231810	-0.097230	-0.141140
-0.076320	-0.260190	-0.327100	-0.338620	-0.159760	-0.194080	-0.296440	-0.188480	-0.229150	-0.202430	-0.286780	-0.248920	-0.127580	-0.134360	-0.327190	-0.205920	-0.243630	-0.194300	-0.169410	-0.033950	-0.065850	0.034440	-0.114530	-0.425100	-0.410310	-0.437640	-0.390630	-0.369440	-0.390270	-0.322100	-0.397430	-0.400040	-0.418700	-0.324970	-0.341240	-0.315370	-0.363120	-0.264260	-0.382520	-0.403440	-0.206420	-0.215180	-0.281190	-0.194870	-0.197480	-0.169950	-0.215570	-0.079120	-0.147260	-0.203820	-0.250350	-0.046540	0.005380	-0.064240	-0.199650	-0.115950	-0.220110	-0.131020	-0.160290	-0.205170	-0.176050	-0.356610	-0.176760	-0.188710	-0.149230	-0.148170	-0.101220	0.007230	-0.137090	-0.114420
-0.176970	-0.087770	-0.072350	-0.013520	-0.061750	-0.070470	-0.046100	-0.219570	-0.213170	-0.059420	-0.107870	-0.092960	-0.249780	-0.047240	0.026520	-0.028510	0.001380	-0.140320	-0.071590	-0.172120	-0.117220	-0.095010	-0.089660	-0.132090	0.049050	0.038800	-0.015670	-0.061160	-0.050160	-0.100390	-0.026980	0.002940	0.005530	-0.007410	0.096950	0.003940	0.006050	-0.026240	-0.006710	0.041130	-0.152810	-0.047230	-0.069280	-0.102860	-0.029580	0.006680	-0.011320	-0.028460	-0.012750	-0.055880	0.108520	0.005410	0.083240	0.053900	0.061110	-0.006710	-0.115450	-0.226930	-0.027270	0.047890	-0.102380	0.019680	-0.145450	-0.141060	0.018400	0.055380	0.019210	-0.139150	-0.056790	0.025570
