2.420930	3.065620	3.004850	2.999290	2.948400	2.957200	3.127100	3.250630	3.411440	3.398190	3.360360	3.148780	3.285820	3.426350	3.558070	3.552060	3.478220	3.509870	3.499070	3.488050	3.484950	3.476220	3.469900	3.474430	3.399960	3.389110	3.364930	3.310210	3.172500	3.094900	2.865560	2.915090	2.947510	2.909270	2.843990	2.874350	2.843450	2.925180	2.824640	2.796400	2.818440	2.778130	2.814880	2.808940	2.825070	2.853290	2.893120	2.753140	2.761560	2.789720	2.824260	2.814210	2.784260	2.692950	2.727000	2.562740
0.015380	-0.062640	-0.086840	-0.078060	-0.042140	-0.042630	-0.142320	-0.160530	-0.251330	-0.224300	-0.139960	-0.064460	0.035450	0.022640	-0.077360	-0.105950	-0.119460	-0.119220	-0.120130	-0.118170	-0.120390	-0.120280	-0.117110	-0.039410	0.032790	0.029080	0.086090	0.035640	0.035600	0.002710	-0.016760	0.002710	0.029930	-0.019030	0.014690	-0.008810	0.048440	-0.004500	0.043400	0.047570	0.009110	-0.020890	0.041290	0.014110	0.076930	0.017220	-0.010090	0.049160	0.050770	0.063950	0.032160	0.043380	0.045960	0.042790	-0.016070	-0.002690
-0.352000	-0.236890	-0.226850	-0.262550	-0.264810	-0.244600	-0.269020	-0.309810	-0.281870	-0.283460	-0.284440	-0.265720	-0.189770	-0.195830	-0.086690	-0.089920	-0.099610	-0.094910	-0.099020	-0.097980	-0.098150	-0.093820	-0.090360	-0.125550	-0.188850	-0.191170	-0.166900	-0.127710	-0.204190	-0.204420	-0.200380	-0.213970	-0.198760	-0.141760	-0.133510	-0.160380	-0.174030	-0.221850	-0.199650	-0.207150	-0.235870	-0.157230	-0.185160	-0.166840	-0.247940	-0.153780	-0.178260	-0.190860	-0.223220	-0.248770	-0.217310	-0.212630	-0.210440	-0.230610	-0.215580	-0.224080
-0.020090	-0.106740	-0.089160	-0.018040	-0.053020	-0.053800	-0.006340	0.046740	0.083480	0.036170	0.055860	-0.036830	-0.145580	-0.117970	-0.184060	-0.168880	-0.143830	-0.150320	-0.145700	-0.145270	-0.146750	-0.151890	-0.161880	-0.154130	-0.137450	-0.111440	-0.197880	-0.210650	-0.061150	-0.041400	-0.076560	-0.091880	-0.147060	-0.182120	-0.262260	-0.175660	-0.201950	-0.041410	-0.158390	-0.135880	-0.067740	-0.185510	-0.160660	-0.201670	-0.085350	-0.185060	-0.093300	-0.192870	-0.137920	-0.095420	-0.127720	-0.128000	-0.149930	-0.148220	-0.101690	-0.084780
-0.022370	-0.018640	-0.007440	-0.104260	-0.077130	-0.110460	-0.061710	-0.038590	-0.062650	-0.006890	-0.092360	-0.051380	-0.186950	-0.216750	-0.182310	-0.247690	-0.285500	-0.289760	-0.293890	-0.296830	-0.294800	-0.285890	-0.263270	-0.189520	-0.184750	-0.234050	-0.138400	-0.120180	-0.349820	-0.268580	-0.173150	-0.110740	-0.117390	-0.091140	0.012700	-0.068410	-0.058220	-0.214110	-0.106690	-0.177730	-0.171610	-0.037140	-0.106960	-0.081190	-0.201730	-0.112430	-0.206070	-0.034600	-0.088090	-0.128390	-0.149250	-0.121240	-0.095050	-0.045570	-0.121260	-0.128860
-0.129790	-0.109830	-0.158470	-0.120710	-0.167030	-0.051640	-0.147210	-0.203730	-0.224780	-0.258900	-0.201540	-0.163880	-0.010640	-0.043950	-0.045140	-0.027110	-0.014350	-0.012630	-0.012400	-0.009480	-0.012490	-0.014080	-0.022410	-0.022110	-0.009630	0.023140	0.031540	-0.019870	0.153750	-0.005120	-0.042360	-0.128000	-0.092500	-0.052610	-0.097630	-0.070760	-0.053240	-0.046330	-0.068470	0.010320	-0.060490	-0.113660	-0.020690	-0.071650	0.015620	-0.020790	0.054500	-0.100330	-0.087150	-0.064260	-0.017080	-0.069840	-0.081430	-0.154450	-0.125350	-0.100220
-0.183810	-0.208440	-0.091110	-0.069620	-0.022730	-0.142900	-0.122540	-0.063180	-0.029910	-0.026080	0.007500	-0.040410	-0.143870	-0.092050	-0.089150	-0.088600	-0.082920	-0.081800	-0.081740	-0.078850	-0.081220	-0.083520	-0.090790	-0.111940	-0.131880	-0.107820	-0.138450	-0.072970	-0.195390	-0.029050	-0.079180	0.015710	-0.092250	-0.168190	-0.188050	-0.161200	-0.151620	-0.045140	-0.120730	-0.179710	-0.106160	-0.120840	-0.168880	-0.169910	-0.166210	-0.162390	-0.169730	-0.137850	-0.114620	-0.090360	-0.192600	-0.081670	-0.101390	-0.089220	-0.092180	-0.112110
0.052490	-0.003750	0.002900	-0.148570	-0.209560	-0.064740	0.011610	0.000410	-0.047080	-0.043360	-0.030830	0.126170	-0.119610	-0.129380	-0.084370	-0.154210	-0.199420	-0.202150	-0.207550	-0.211070	-0.207850	-0.197670	-0.170740	-0.069030	-0.114580	-0.180700	-0.073860	-0.100270	-0.158370	-0.182030	-0.095600	-0.154870	-0.120930	0.034940	0.068500	0.053800	-0.019530	-0.160950	-0.086040	-0.109480	-0.081530	0.028180	0.014640	-0.039320	-0.081120	-0.000720	-0.023780	0.008480	-0.063210	-0.112240	-0.080230	-0.134120	-0.114680	-0.057210	-0.056850	-0.031880
-0.184020	-0.160580	-0.161770	-0.074850	-0.080890	-0.113470	-0.125790	-0.041360	-0.053100	-0.109350	-0.066230	-0.183090	-0.364170	-0.413060	-0.511420	-0.505000	-0.493670	-0.504930	-0.501730	-0.500300	-0.503200	-0.504640	-0.509970	-0.451650	-0.345080	-0.260150	-0.263220	-0.298860	-0.262460	-0.273580	-0.246300	-0.172260	-0.269450	-0.335320	-0.337670	-0.390920	-0.238870	-0.241480	-0.255420	-0.263480	-0.317070	-0.313670	-0.312200	-0.360150	-0.310280	-0.373210	-0.244490	-0.303110	-0.266930	-0.189370	-0.227960	-0.229790	-0.245900	-0.306650	-0.431410	-0.360590
-0.023470	-0.167150	0.002420	-0.100940	-0.147170	-0.081270	-0.034590	-0.092900	-0.109210	-0.011930	-0.098470	0.047850	-0.023370	-0.011370	0.072630	0.047790	0.029590	0.033440	0.030580	0.033370	0.030550	0.033280	0.036710	0.044690	-0.004100	0.001900	0.064410	0.114110	-0.051940	0.030840	0.021740	-0.019530	-0.130150	-0.024140	-0.015180	0.056560	-0.035940	-0.024630	-0.092570	-0.096970	-0.024060	0.021410	0.042610	-0.041100	-0.050630	0.105830	0.048020	-0.024820	-0.062690	-0.114610	-0.173030	-0.072580	-0.165550	-0.098590	0.026380	-0.056600
