2.629570	3.026770	3.111430	2.973340	2.947570	2.939730	2.975580	3.057420	2.947810	2.976200	2.993820	2.889900	3.031550	3.122240	3.184930	3.183250	3.121170	3.039740	3.239490	3.155230	3.329030	3.218530	3.204730	3.379230	3.449500	3.624890	3.641560	3.614110	3.660290	3.726170	3.820830	3.903510	3.993970	3.961030	3.854000	3.755520	3.996430	4.040850	4.088510	3.976660	3.933690	3.861920	3.881190	3.877010	3.880740	3.901930	4.086550	4.177220	4.157460	4.162360	4.163210	4.134080	4.091180
0.048910	-0.028240	-0.067790	-0.018530	-0.009960	-0.022280	-0.016100	-0.035290	-0.089980	-0.060530	-0.056350	-0.073450	-0.151420	-0.046680	-0.111430	-0.156920	-0.069670	-0.105900	-0.072340	-0.017750	-0.033150	-0.038140	-0.090310	-0.135760	-0.111370	-0.063520	-0.094120	-0.171160	-0.249890	-0.289860	-0.299850	-0.351650	-0.362720	-0.347080	-0.226610	-0.064000	-0.088970	-0.118950	-0.182500	-0.138830	-0.186460	-0.134170	-0.178960	-0.168850	-0.164540	-0.172730	-0.122910	-0.147700	-0.110250	-0.108260	-0.137210	-0.124360	-0.115970
-0.338400	-0.282020	-0.263780	-0.301920	-0.277070	-0.296970	-0.265720	-0.267550	-0.265820	-0.246030	-0.247990	-0.263350	-0.197460	-0.260210	-0.291390	-0.210180	-0.217930	-0.227790	-0.214540	-0.255820	-0.243550	-0.267280	-0.203640	-0.212060	-0.212730	-0.240630	-0.283230	-0.305970	-0.332960	-0.361050	-0.345460	-0.321360	-0.338560	-0.328860	-0.338860	-0.294270	-0.237140	-0.194430	-0.161670	-0.149030	-0.140560	-0.229400	-0.170800	-0.234500	-0.246590	-0.193910	-0.178690	-0.189650	-0.252380	-0.233850	-0.176630	-0.183800	-0.188170
-0.150780	-0.208120	-0.205690	-0.185740	-0.227580	-0.218170	-0.253630	-0.217690	-0.173360	-0.200020	-0.202360	-0.204080	-0.246640	-0.198370	-0.174080	-0.217520	-0.262800	-0.261590	-0.233790	-0.230710	-0.205000	-0.178080	-0.278020	-0.192820	-0.265160	-0.207330	-0.180490	-0.136610	-0.091370	-0.061070	-0.100210	-0.101520	-0.039520	-0.066240	-0.085150	-0.232740	-0.232560	-0.315310	-0.287060	-0.358780	-0.340890	-0.268640	-0.365200	-0.232080	-0.204040	-0.288650	-0.282700	-0.243580	-0.148650	-0.158920	-0.226270	-0.216730	-0.206390
-0.201430	-0.104660	-0.110510	-0.135350	-0.127070	-0.071020	-0.074280	-0.119610	-0.142220	-0.188990	-0.220600	-0.113330	-0.067120	-0.145890	-0.074740	-0.109660	-0.092590	-0.039580	-0.145210	-0.146010	-0.200100	-0.200520	-0.077510	-0.242000	-0.098800	-0.172490	-0.122360	-0.073950	-0.070160	-0.039750	-0.000330	0.056740	-0.065810	-0.019230	-0.053850	-0.027330	-0.140770	-0.015840	-0.064180	-0.003820	-0.044370	-0.078950	0.030850	-0.109100	-0.136060	-0.030200	-0.080600	-0.111230	-0.231280	-0.252350	-0.192640	-0.211800	-0.236220
-0.052290	-0.177410	-0.194620	-0.118350	-0.106320	-0.192010	-0.148160	-0.096300	-0.181930	-0.079560	-0.058470	-0.159090	-0.149370	-0.125950	-0.156320	-0.123180	-0.143780	-0.197600	-0.104000	-0.079150	-0.075710	-0.085730	-0.136480	-0.049660	-0.138590	-0.088440	-0.140620	-0.195010	-0.159300	-0.166530	-0.189850	-0.281610	-0.172970	-0.202780	-0.191020	-0.186560	-0.014800	-0.098590	-0.104990	-0.092930	-0.061590	-0.056260	-0.123760	-0.071720	-0.055740	-0.135290	-0.108630	-0.110370	0.009900	0.035040	-0.022280	-0.002470	0.014970
-0.221280	-0.060950	-0.064010	-0.186880	-0.217030	-0.156330	-0.226230	-0.248120	-0.060760	-0.234760	-0.231900	-0.158130	-0.217940	-0.183180	-0.258520	-0.186010	-0.164240	-0.202820	-0.143850	-0.218320	-0.170590	-0.151310	-0.193430	-0.115490	-0.184170	-0.195070	-0.238890	-0.214080	-0.193920	-0.287620	-0.267420	-0.211060	-0.226400	-0.246770	-0.241010	-0.284700	-0.343200	-0.329530	-0.235660	-0.279410	-0.336640	-0.343140	-0.367110	-0.295300	-0.290130	-0.255370	-0.175290	-0.128960	-0.215120	-0.227100	-0.180670	-0.199450	-0.197040
-0.072090	-0.191750	-0.251580	-0.108130	-0.122390	-0.130390	-0.053220	-0.038510	-0.272110	-0.083350	-0.169730	-0.171610	0.000580	-0.102410	-0.001320	-0.094180	-0.149670	-0.081510	-0.062700	-0.115390	-0.133270	-0.114880	-0.007700	-0.179270	-0.054290	-0.010450	0.010690	-0.067120	-0.015770	0.132900	0.141260	-0.035130	0.037670	0.155020	-0.066650	-0.040360	-0.080150	-0.019450	-0.125250	-0.067620	-0.155230	-0.191460	-0.139190	-0.269530	-0.269790	-0.201020	-0.099840	-0.190030	-0.125200	-0.093840	-0.119250	-0.086850	-0.110120
-0.247620	-0.141730	-0.168760	-0.188970	-0.251950	-0.240780	-0.255330	-0.214680	-0.069170	-0.353170	-0.337940	-0.176020	-0.193660	-0.226970	-0.150620	-0.116660	-0.195580	-0.259780	-0.271400	-0.227480	-0.314930	-0.314080	-0.286690	-0.138890	-0.219560	-0.347280	-0.304440	-0.081640	0.114190	-0.039950	-0.015190	0.061050	0.023560	-0.054230	-0.004030	-0.236210	-0.184140	-0.220860	-0.160730	-0.129810	-0.128670	-0.125220	-0.204470	-0.104650	-0.088360	-0.166810	-0.176690	-0.065860	-0.073910	-0.139180	-0.147000	-0.186790	-0.187520
-0.059050	0.003610	-0.019780	-0.100120	-0.071700	-0.069550	-0.127660	-0.135830	-0.155000	-0.053600	-0.086190	-0.164660	-0.130440	-0.130350	-0.211920	-0.067750	-0.106760	-0.110220	0.048320	-0.082910	-0.005950	0.117680	0.043760	0.069880	0.014310	0.080370	0.005030	-0.200690	-0.212170	-0.096940	-0.097280	-0.192200	-0.055230	-0.069400	-0.238140	-0.219600	-0.150110	-0.049980	-0.012290	-0.023150	-0.135140	-0.156180	-0.138380	-0.159070	-0.159860	-0.062960	0.041200	-0.014560	-0.045730	0.005190	0.001580	0.017730	0.032280
-0.179540	-0.257620	-0.312800	-0.170870	-0.240810	-0.206040	-0.143440	-0.136540	-0.202560	-0.202480	-0.223900	-0.135510	-0.095720	-0.171670	-0.062200	-0.254890	-0.169690	-0.179930	-0.210120	-0.211030	-0.212680	-0.349710	-0.197730	-0.307940	-0.220260	-0.215840	-0.197610	-0.107070	-0.045900	-0.093700	-0.072920	-0.105810	-0.176540	-0.123190	-0.084910	-0.104090	-0.160810	-0.249500	-0.306890	-0.292340	-0.297050	-0.300650	-0.297440	-0.339770	-0.332980	-0.359440	-0.295570	-0.338260	-0.264980	-0.275930	-0.262400	-0.254340	-0.277650
-0.112360	-0.087700	-0.013750	-0.095930	-0.029010	-0.087470	-0.087320	-0.088060	-0.047390	-0.073280	-0.048050	-0.108360	-0.138890	-0.031620	-0.155400	-0.019170	-0.110640	-0.072750	-0.130950	-0.058160	-0.109200	-0.039860	-0.167790	-0.103770	-0.157710	-0.166480	-0.176240	-0.159360	-0.237350	-0.243400	-0.277590	-0.209640	-0.151980	-0.176410	-0.172150	-0.103820	-0.140840	-0.093640	-0.057310	-0.051560	0.017080	0.008390	0.000970	0.060350	0.050610	0.031650	-0.067590	0.023620	-0.047160	-0.055130	-0.052510	-0.063740	-0.053970
-0.119870	-0.148820	-0.137280	-0.155660	-0.175070	-0.137440	-0.165270	-0.198890	-0.174910	-0.092160	-0.057240	-0.114980	-0.166900	-0.197630	-0.133490	-0.152770	-0.078570	-0.147150	-0.148830	-0.133410	-0.109400	-0.132430	-0.119530	-0.185000	-0.135950	-0.101950	-0.046890	-0.173080	-0.235430	-0.162570	-0.127440	-0.203700	-0.132310	-0.180390	-0.228220	-0.115030	-0.045350	-0.057520	-0.085200	-0.122830	-0.134010	-0.088040	-0.096480	-0.117220	-0.112640	-0.068810	-0.106840	-0.205460	-0.154830	-0.156930	-0.179950	-0.188470	-0.174350
3.547800	3.247620	2.780670	2.295070	0.943210	-0.613360	-0.460080	-0.266260	0.025250	0.492490	0.996610	1.428080	1.812730	1.259880	1.556020	1.339970	1.138090	0.763310	0.599810	1.365290	2.209180	3.177960	3.302490	3.714170	3.514660	3.942640	3.799590	3.315960	3.367910	3.024720	2.618850	1.673250	1.440070	1.233130	1.165700	0.761850	0.443670	0.260540	0.121850	-0.488830	-1.600050	-1.547180	-0.439260	1.223980	2.160230	2.720400	2.696440	2.351020	1.560250	0.573920	-0.516860	-0.873830	-0.782040
