1.605750	1.767980	1.880970	2.154550	2.502150	2.538340	2.729220	2.741110	2.729170	2.690100	2.436590	2.689540	2.801860	2.732740	2.671230	2.656370	2.654190	2.628220	2.598120	2.551860	2.513900	2.502930	2.496980	2.541330	2.563920	2.591160	2.590770	2.568360	2.557150	2.545210	2.593190	2.646250	2.509400	2.426570	2.340870	2.221850	2.061300
-0.024740	-0.040380	-0.050370	-0.094170	-0.089370	-0.075880	-0.100180	-0.077630	-0.061030	-0.005370	-0.033080	0.001410	-0.075820	-0.025320	-0.026050	-0.030020	-0.033790	-0.033830	-0.028990	-0.023900	-0.015120	-0.005050	0.015810	-0.025040	0.011430	-0.001290	0.017400	0.022530	-0.004380	0.009040	0.001780	-0.075250	-0.033150	-0.013130	-0.022120	-0.053170	-0.003300
-0.190920	-0.179580	-0.128060	-0.153910	-0.223420	-0.225850	-0.164990	-0.125110	-0.159090	-0.208390	-0.109300	-0.158770	-0.091770	-0.156930	-0.196380	-0.184300	-0.173100	-0.175250	-0.170250	-0.191770	-0.178100	-0.193240	-0.213060	-0.162180	-0.168090	-0.151670	-0.156650	-0.153660	-0.158290	-0.167740	-0.141800	-0.091120	-0.108230	-0.147470	-0.163490	-0.147950	-0.192400
-0.107390	-0.099580	-0.172210	-0.140740	-0.077770	-0.069430	-0.102900	-0.217650	-0.140240	-0.051490	-0.172810	-0.113190	-0.134410	-0.088320	-0.053260	-0.064480	-0.070890	-0.078020	-0.092930	-0.077380	-0.091800	-0.088630	-0.068320	-0.129000	-0.097870	-0.115910	-0.117870	-0.111700	-0.099450	-0.078940	-0.110230	-0.127860	-0.168480	-0.152470	-0.128040	-0.108270	-0.087650
-0.082850	-0.086380	-0.045340	-0.037310	-0.091360	-0.080520	-0.111980	0.029540	-0.059530	-0.171610	-0.089980	-0.185940	-0.186270	-0.201630	-0.249640	-0.230810	-0.229710	-0.251930	-0.234550	-0.237800	-0.232730	-0.217970	-0.224600	-0.155230	-0.216200	-0.208460	-0.211370	-0.224800	-0.220060	-0.258890	-0.207910	-0.193390	-0.142880	-0.174510	-0.195610	-0.173830	-0.146650
-0.037880	-0.118060	-0.026710	-0.057640	0.007420	0.001600	0.011400	-0.043470	0.001470	0.028950	-0.048670	-0.031780	-0.031440	-0.069040	-0.031840	-0.040360	-0.036480	-0.016430	-0.013480	-0.004290	0.003610	-0.002040	-0.034220	-0.070080	0.016630	0.014010	0.025920	0.033980	-0.005060	0.019170	-0.023620	-0.033310	-0.065530	-0.060090	-0.060530	-0.051180	-0.067250
-0.218090	-0.040270	-0.160670	-0.082730	-0.036240	-0.057390	-0.069580	-0.134990	-0.109660	-0.065280	-0.105210	-0.068790	-0.066700	0.002990	-0.060840	-0.054630	-0.051840	-0.071720	-0.070500	-0.122690	-0.096360	-0.112580	-0.035820	-0.042270	-0.093830	-0.094740	-0.114040	-0.087820	-0.081480	-0.047550	-0.008680	-0.052250	-0.055630	-0.060100	-0.061720	-0.081870	-0.072890
0.023910	-0.197920	-0.047200	-0.025080	-0.016620	-0.027030	0.007540	0.120410	0.049280	-0.029710	-0.042690	-0.164220	-0.140840	-0.247200	-0.225100	-0.219720	-0.218290	-0.230990	-0.253520	-0.186870	-0.233990	-0.218100	-0.301000	-0.272210	-0.198150	-0.210430	-0.170000	-0.206080	-0.182390	-0.255180	-0.254880	-0.150610	-0.134810	-0.184220	-0.204310	-0.160600	-0.150360
-0.240660	-0.105530	-0.066130	-0.039490	0.057380	0.038560	-0.007920	-0.081150	-0.061380	-0.052930	-0.219880	-0.331760	-0.345100	-0.261170	-0.302520	-0.297390	-0.296250	-0.310570	-0.274350	-0.326850	-0.272160	-0.266630	-0.192650	-0.219130	-0.252520	-0.242890	-0.281310	-0.229110	-0.303150	-0.231960	-0.201190	-0.335260	-0.404620	-0.405810	-0.376720	-0.314970	-0.293670
-0.031670	-0.089990	-0.042960	0.081290	0.098800	0.101590	0.127750	0.101240	0.112990	0.076730	0.022930	0.036460	0.049130	-0.002080	-0.015520	-0.006280	-0.002020	-0.004150	-0.013750	0.017890	-0.012020	-0.022540	-0.071450	-0.046570	0.008460	-0.012800	0.040530	0.002400	0.040310	-0.014660	0.006880	0.055330	0.077850	0.042960	0.028360	0.029110	0.001600
-0.122900	-0.145050	-0.152220	-0.169130	-0.166240	-0.178700	-0.211000	-0.125730	-0.172220	-0.136370	-0.094360	-0.135850	-0.123450	-0.149560	-0.138250	-0.150750	-0.148720	-0.155130	-0.173410	-0.203110	-0.183260	-0.183600	-0.153370	-0.172340	-0.183270	-0.175580	-0.215880	-0.176500	-0.203370	-0.152120	-0.184900	-0.139640	-0.113780	-0.102100	-0.132900	-0.168590	-0.110900
-0.032900	0.009470	0.007620	-0.073570	-0.086110	-0.070580	-0.043480	-0.107380	-0.059330	-0.102150	-0.107390	-0.066450	-0.094050	-0.024600	-0.032370	-0.022320	-0.023700	-0.020210	0.002480	0.023550	0.015830	0.021560	0.013460	0.021020	-0.001330	0.011330	0.020480	-0.002570	0.013520	-0.028710	0.004890	-0.073440	-0.119220	-0.105110	-0.051740	-0.014210	-0.077110
-0.033450	-0.066620	-0.149530	-0.104780	-0.158110	-0.166610	-0.161160	-0.151630	-0.173740	-0.108120	-0.039690	0.047080	0.049500	-0.012570	0.032670	0.020900	0.023520	0.037780	0.038980	0.035460	0.038290	0.040370	0.011640	0.022140	0.018950	0.003940	-0.005490	-0.012850	-0.015220	0.008020	-0.050680	0.022600	0.084020	0.099330	0.068090	0.033950	0.075620
5.883820	7.731520	9.410180	10.012920	9.432540	7.572470	4.425120	2.185920	0.955340	0.538960	-0.173090	-0.123060	0.050520	0.147460	0.029600	-1.448870	-1.929670	-1.717130	-1.575090	-1.327430	-0.933780	-0.349640	0.166130	0.479160	0.545840	0.369690	0.299290	0.321130	-0.131980	-0.771480	-1.480280	-2.416760	-3.738620	-4.609470	-5.044160	-4.755050	-3.668730
-0.594500	-0.623710	-0.699030	-0.608690	-0.399080	0.069450	0.329610	0.670530	0.431690	0.400530	0.369870	0.151920	-0.038470	-0.189890	-0.070850	-0.046390	0.176520	0.070070	0.228830	0.179390	0.254930	0.219300	0.225740	0.225660	0.091810	0.036070	-0.022500	-0.291760	-0.505800	-0.449280	-0.467800	-0.496190	-0.228860	-0.070290	0.154330	0.355020	0.175570
0.057310	-0.161120	-0.101180	0.092310	0.084110	-0.153150	0.080140	0.302890	0.695080	0.416970	-0.097610	-0.289020	-0.216950	-0.275360	-0.544140	-0.441650	-0.449350	-0.163320	-0.180850	-0.136040	-0.088640	0.064220	0.164960	0.284060	0.260480	0.233950	0.225120	0.268490	0.375840	0.242790	0.107130	0.020530	-0.237600	-0.480140	-0.735840	-0.837180	-0.634540
-0.164210	0.048360	0.089090	-0.333670	-0.336520	0.048470	-0.068620	-0.237190	-0.392320	-0.054540	0.475700	0.777540	0.441570	0.317390	0.515060	0.209810	0.049520	-0.225540	-0.234700	-0.331290	-0.283720	-0.306940	-0.328660	-0.360410	-0.246620	-0.100860	-0.077240	-0.001000	-0.331090	-0.402020	-0.410800	-0.338190	-0.161850	0.051660	0.355940	0.512490	0.558310
0.113200	0.051500	-0.138330	0.267050	0.203750	-0.331190	-0.468510	-0.780920	-0.913840	-1.229530	-1.572790	-1.828920	-1.254180	-0.954440	-0.953160	-0.493780	-0.346160	-0.094320	0.085900	0.326540	0.323010	0.341360	0.215710	0.082690	-0.057360	-0.345150	-0.329070	-0.298140	0.250490	0.355380	0.372890	0.450140	0.531450	0.558300	0.317600	0.219540	0.132800
0.003320	0.204730	0.405850	0.338190	0.455890	0.644150	0.054150	-0.080920	-0.364190	-0.498740	-0.437130	-0.327130	-0.424220	-0.223360	0.144570	0.203600	0.334300	0.408690	0.136950	-0.127050	-0.048520	-0.018100	0.109730	0.242170	0.216910	0.328950	0.225930	-0.055190	-0.645380	-0.784780	-0.862340	-0.768360	-0.621280	-0.568210	-0.331730	-0.222800	-0.118720
1.365310	1.455640	1.336560	0.807290	0.296270	-0.145680	-0.011070	-0.267840	-0.218420	0.326220	0.470470	0.582140	0.362900	0.107710	0.041320	-0.428270	-0.592950	-0.784510	-0.274600	-0.070900	-0.060950	-0.001530	-0.075750	0.003290	-0.135950	-0.049020	0.063490	0.281610	0.470430	0.396890	0.278590	-0.049790	-0.243330	-0.420120	-0.435860	-0.231880	-0.181570
-0.734060	-0.555340	-0.187380	0.648410	1.103220	1.216640	0.222610	-0.659220	-1.219910	-2.047960	-2.609060	-2.777700	-2.149000	-1.588000	-1.231880	-0.450210	-0.320540	0.059360	-0.346860	-0.473620	-0.230130	-0.050180	0.220150	0.172510	0.505420	0.307110	0.210620	0.153490	0.153130	0.188020	0.067240	0.317310	0.418570	0.582530	0.350550	0.015200	0.096700
2.219070	2.527120	2.369980	1.687180	0.923920	0.015210	-1.073380	-2.298180	-3.177490	-2.931090	-2.625600	-2.190940	-1.828370	-1.209180	-0.153640	0.078560	0.077090	-0.028560	0.502870	0.653110	0.612020	0.570340	0.249980	0.290270	-0.273330	-0.302400	-0.220960	-0.371310	-0.788920	-1.192780	-1.278780	-1.176120	-0.693580	-0.516680	0.006690	0.745640	0.906740
