3.645780	3.645600	3.655950	3.584380	3.754460	3.642820	3.626300	3.610360	3.649730	3.622900	3.675640	3.711930	3.573630	3.665020	3.609530	3.683940	3.674620	3.700760	3.729720	3.688660	3.725470	3.760770	3.776770	3.623160	3.656180	3.695280	3.632920	3.647180	3.726960	4.042490	4.252840	4.336860	4.351260	4.175860	3.778200	4.285420	4.472120	4.312010	4.234880	4.244090	4.184520	4.222550	4.257820	4.169330	4.180180	4.113230	3.990040	3.982590	3.798240	3.702490	3.685870	3.690600	3.630210	3.587760	3.650560	3.658500	3.645850	3.657150	3.692140	3.646260	3.643610	3.675090	3.645920	3.631060	3.634350	3.681020	3.675600	3.607560	3.662160	3.732030	3.643370	3.603530	3.684540	3.660840	3.705240	3.731780	3.752370	3.740060	3.698000	3.630260	3.660450	3.586330	3.661320	3.654370	3.702030	3.654410	3.680850	3.625770
-0.000260	-0.028870	-0.014510	-0.017700	-0.136960	-0.062690	-0.017760	-0.016810	-0.052080	-0.035890	-0.049410	-0.022610	0.013310	-0.059550	-0.016230	-0.081840	-0.094250	-0.056810	-0.072370	-0.061100	-0.128800	-0.101460	-0.051490	-0.015000	-0.033440	-0.032320	-0.016760	-0.105480	-0.105520	-0.195130	-0.343700	-0.410720	-0.343600	-0.235740	-0.109530	0.003130	-0.043570	0.050740	-0.014240	-0.021910	0.026090	-0.058060	-0.120430	-0.030680	-0.001100	-0.014120	-0.030520	-0.095420	0.002850	-0.036790	-0.049960	-0.049320	-0.076110	-0.011740	-0.011810	-0.067140	-0.051990	-0.056320	-0.046130	-0.047110	-0.070510	-0.051760	-0.036760	-0.042000	-0.048930	-0.090270	-0.056860	-0.014930	-0.033760	-0.122970	-0.076540	-0.037950	-0.049230	-0.099560	-0.121200	-0.047270	-0.081640	-0.108260	-0.062040	-0.026910	-0.092540	-0.003990	-0.051120	-0.032750	-0.101510	-0.064630	-0.034450	-0.029030
-0.279320	-0.348570	-0.344720	-0.325020	-0.239370	-0.285550	-0.331290	-0.304080	-0.310940	-0.317660	-0.303780	-0.249630	-0.342930	-0.259520	-0.297220	-0.275500	-0.228790	-0.272090	-0.220860	-0.295420	-0.299880	-0.263770	-0.327830	-0.277030	-0.330810	-0.287330	-0.305880	-0.301420	-0.268980	-0.389330	-0.364330	-0.344960	-0.345480	-0.315550	-0.348390	-0.229140	-0.175370	-0.285390	-0.295890	-0.278050	-0.313970	-0.273510	-0.190500	-0.213390	-0.295070	-0.340530	-0.381450	-0.253780	-0.224290	-0.299800	-0.278950	-0.281270	-0.310540	-0.286720	-0.291220	-0.245740	-0.298320	-0.243550	-0.297490	-0.263080	-0.247230	-0.246900	-0.293420	-0.257990	-0.302670	-0.269980	-0.240100	-0.328470	-0.272660	-0.234020	-0.298120	-0.278300	-0.276130	-0.231810	-0.230360	-0.294440	-0.224230	-0.295730	-0.288380	-0.325690	-0.251010	-0.333220	-0.290560	-0.289760	-0.276730	-0.221100	-0.306030	-0.286780
-0.208300	-0.062270	-0.051650	-0.122340	-0.130300	-0.131750	-0.094290	-0.182040	-0.117640	-0.104430	-0.110520	-0.213020	-0.145620	-0.153970	-0.174040	-0.130890	-0.206640	-0.136000	-0.236290	-0.101400	-0.084880	-0.169920	-0.099290	-0.179880	-0.086700	-0.153410	-0.164890	-0.090270	-0.147140	0.030750	-0.011040	-0.009090	-0.047260	-0.087050	-0.029620	-0.239040	-0.222020	-0.178320	-0.179790	-0.168830	-0.161100	-0.202980	-0.251980	-0.197070	-0.136970	-0.101830	0.006350	-0.130260	-0.278380	-0.113740	-0.149410	-0.130760	-0.094020	-0.188850	-0.180940	-0.194580	-0.112080	-0.207720	-0.126440	-0.189520	-0.214610	-0.201730	-0.144210	-0.207170	-0.121500	-0.117500	-0.218630	-0.100010	-0.183620	-0.148690	-0.099080	-0.175560	-0.149800	-0.222340	-0.161530	-0.100000	-0.175690	-0.134540	-0.109790	-0.125950	-0.194250	-0.145720	-0.147120	-0.162960	-0.115190	-0.269860	-0.108130	-0.188170
-0.042960	-0.125350	-0.183390	-0.086900	-0.100630	-0.091700	-0.126670	0.023410	-0.085740	-0.105740	-0.094050	-0.063320	-0.007530	-0.105700	-0.015640	-0.127040	-0.019380	-0.106830	-0.013160	-0.131840	-0.097510	0.020940	-0.069110	-0.074600	-0.100160	-0.054180	-0.019640	-0.106430	-0.068280	-0.084830	0.058520	0.056960	0.111440	0.040630	-0.115310	-0.141070	-0.217770	-0.184250	-0.166150	-0.232860	-0.214430	-0.165980	-0.128790	-0.218370	-0.176140	-0.074850	-0.227440	-0.111740	-0.021010	-0.096720	-0.078130	-0.148410	-0.099560	-0.022990	-0.030680	-0.055990	-0.118760	-0.021750	-0.077420	-0.065290	-0.020150	-0.059730	-0.079690	-0.027270	-0.115530	-0.126240	-0.012050	-0.107960	-0.028410	-0.100170	-0.128380	-0.050900	-0.087720	0.042230	-0.076310	-0.153840	-0.111840	-0.018240	-0.139650	-0.085040	-0.034410	-0.018030	-0.054650	-0.047190	-0.098550	0.061360	-0.119600	-0.007400
-0.110780	-0.163790	-0.124660	-0.121550	-0.137280	-0.119070	-0.099690	-0.236850	-0.153200	-0.141640	-0.147500	-0.081310	-0.218460	-0.088190	-0.194620	-0.080730	-0.178820	-0.130560	-0.164270	-0.101540	-0.183910	-0.273630	-0.166550	-0.088190	-0.198310	-0.185720	-0.191420	-0.108800	-0.149800	-0.176350	-0.286280	-0.236470	-0.346530	-0.275660	-0.176750	-0.058180	0.022690	0.023220	-0.074380	0.012960	0.026360	-0.043830	-0.038380	0.031510	-0.081110	-0.238310	-0.100020	-0.179070	-0.087920	-0.185230	-0.139760	-0.064690	-0.140660	-0.195760	-0.203280	-0.130460	-0.100490	-0.180160	-0.215000	-0.109150	-0.165970	-0.064740	-0.144780	-0.150490	-0.041610	-0.097950	-0.170080	-0.136550	-0.178960	-0.137430	-0.101150	-0.123490	-0.142000	-0.272990	-0.163890	-0.075200	-0.083690	-0.197420	-0.099630	-0.132770	-0.127770	-0.205160	-0.148160	-0.156120	-0.142000	-0.219390	-0.145610	-0.218610
-0.254520	-0.052930	-0.052120	-0.232490	-0.109740	-0.159060	-0.193200	-0.076920	-0.122070	-0.113320	-0.081090	-0.286840	-0.028720	-0.197760	-0.091670	-0.203250	-0.165360	-0.159170	-0.190630	-0.171180	-0.085910	-0.020780	-0.143250	-0.219690	-0.047640	-0.076590	-0.145290	-0.142420	-0.182190	-0.200700	-0.137110	-0.179920	-0.071950	-0.107380	-0.119600	-0.223120	-0.215520	-0.288320	-0.173480	-0.280590	-0.346280	-0.253230	-0.281290	-0.280540	-0.195650	-0.086220	-0.159110	-0.062900	-0.293840	-0.024960	-0.192120	-0.205590	-0.110350	-0.133360	-0.101430	-0.194800	-0.187920	-0.139580	-0.039060	-0.261260	-0.195140	-0.310140	-0.157070	-0.152700	-0.277330	-0.150930	-0.138150	-0.154680	-0.151070	-0.118220	-0.171280	-0.179810	-0.114780	-0.052340	-0.081080	-0.176920	-0.163960	-0.162180	-0.155850	-0.143000	-0.253820	-0.129490	-0.164840	-0.177390	-0.083420	-0.145730	-0.107140	-0.127990
0.050930	-0.148620	-0.165210	0.065830	-0.090930	0.017120	-0.027630	-0.041020	-0.123430	-0.123720	-0.073300	0.080920	-0.116730	0.046880	-0.106530	-0.022490	0.013540	-0.044160	-0.002060	-0.030310	-0.175970	-0.073720	-0.026830	-0.006030	-0.129870	-0.103040	0.018310	-0.087810	-0.020470	-0.042260	-0.139810	-0.066620	-0.087880	0.051400	-0.089120	-0.109740	-0.129250	-0.034440	-0.376370	-0.228990	-0.076790	-0.317250	-0.205810	-0.089820	-0.160830	-0.129410	-0.190700	-0.210750	0.060560	-0.186150	0.037460	-0.050900	-0.059600	-0.009260	-0.075240	0.038380	-0.013730	-0.032930	-0.166630	0.059330	0.069800	0.133600	-0.026430	-0.063920	0.128000	-0.043880	-0.018390	0.000910	0.055270	-0.062380	0.048770	0.020600	-0.150540	-0.090840	-0.139220	-0.016050	-0.062390	0.005310	-0.138210	-0.038420	0.062800	0.025720	0.028020	0.067280	-0.173320	0.052790	-0.090930	-0.063530
-0.258660	-0.061600	-0.067690	-0.287010	-0.145080	-0.172050	-0.208210	-0.133920	-0.057420	-0.096320	-0.100170	-0.291100	-0.008140	-0.264300	-0.068130	-0.172280	-0.286400	-0.223890	-0.263220	-0.202520	-0.066660	-0.154330	-0.170020	-0.155370	-0.154280	-0.126470	-0.208510	-0.037450	-0.280430	-0.031200	0.015000	0.107090	0.010500	-0.063810	-0.090230	-0.449900	-0.367490	-0.418000	-0.108080	-0.269770	-0.418650	-0.182130	-0.267460	-0.335270	-0.230650	-0.269030	-0.111710	-0.104640	-0.266750	-0.044230	-0.306280	-0.182550	-0.096230	-0.227420	-0.175020	-0.247660	-0.244470	-0.214240	-0.135560	-0.297620	-0.278730	-0.281430	-0.154100	-0.094460	-0.192840	-0.165910	-0.165280	-0.201630	-0.268100	-0.184470	-0.212230	-0.127600	-0.075010	-0.199870	-0.087640	-0.235300	-0.134930	-0.154770	-0.117780	-0.148830	-0.257040	-0.210650	-0.195610	-0.305840	0.024690	-0.200110	-0.219780	-0.199270
-0.131320	-0.130980	-0.117580	-0.031890	-0.044120	-0.014030	-0.097260	-0.088220	-0.216110	-0.121050	-0.059860	-0.101440	-0.146080	0.040190	-0.148110	-0.057690	0.004060	-0.134320	-0.044850	-0.079690	-0.178520	0.008290	-0.052770	-0.129350	-0.055380	-0.137600	-0.084160	-0.128490	0.013340	-0.186050	-0.107690	-0.150190	-0.070530	-0.074990	-0.169310	0.014300	0.011770	0.075950	-0.260500	-0.149530	-0.049190	-0.207070	-0.131450	-0.082320	-0.206550	-0.114700	-0.298420	-0.184870	-0.143730	-0.174360	-0.022500	-0.055120	-0.065100	-0.056990	-0.127860	0.001750	-0.010550	-0.072700	-0.130550	-0.094850	0.026890	-0.082110	-0.155950	-0.174720	-0.062080	-0.048430	-0.083110	-0.102780	-0.033000	0.002350	0.003850	-0.136740	-0.174370	-0.019230	-0.093160	-0.003010	-0.081300	-0.093410	-0.198140	-0.043960	-0.081990	-0.040230	-0.074030	0.031330	-0.190060	-0.060210	-0.012090	-0.135400
