1.691740	1.691740	1.691740	1.691740	1.691740	1.691740	1.691740	1.691740	1.691740	1.691740	1.691740	1.691740	1.691740	1.691740	1.691740	1.691740	1.780210	1.922800	2.106410	2.211150	2.197510	2.338800	2.425650	2.435790	2.396890	2.473700	2.687240	2.794040	3.006820	3.134530	3.297990	3.340070	3.394640	3.417520	3.460470	3.433650	3.397190	3.219380	3.553340	3.605390	3.655270	3.511050	3.509390	3.442570	3.434880	3.377330	3.352860	3.392330	3.525870	3.614850	3.619290	3.633990	3.664640	3.686010	3.673030	3.504760	3.334830	3.101290	2.876770	2.801470	2.763290	2.740760	2.782640	2.796080	2.708590	2.722810	2.752100	2.808610	2.838180	2.756870	2.757990	2.876280	2.724100	2.788960	2.725530	2.727230	2.620400	2.644590	2.780070	2.760880	2.695170
0.129580	0.129580	0.129580	0.129580	0.129580	0.129580	0.129580	0.129580	0.129580	0.129580	0.129580	0.129580	0.129580	0.129580	0.129580	0.129580	0.048570	0.027730	-0.030760	-0.077880	0.002280	-0.007430	-0.093840	-0.051900	0.050450	-0.033810	-0.137550	-0.100360	-0.154810	-0.194190	-0.237270	-0.229920	-0.231460	-0.183870	-0.182840	-0.161130	-0.058910	-0.034710	-0.027410	-0.060670	-0.083940	-0.103650	-0.099880	-0.031290	-0.046710	-0.027140	-0.010510	-0.033840	-0.021910	-0.003190	-0.017220	-0.009910	-0.053010	-0.057840	-0.061540	-0.048620	0.011780	-0.003130	0.012320	0.013090	0.002100	-0.016900	-0.051850	-0.099190	-0.066360	-0.054950	-0.061360	-0.013180	-0.086170	0.012210	0.022850	-0.079280	-0.026120	-0.073610	0.008180	-0.019560	0.058400	0.016700	-0.083180	-0.077020	-0.045180
-0.511140	-0.511140	-0.511140	-0.511140	-0.511140	-0.511140	-0.511140	-0.511140	-0.511140	-0.511140	-0.511140	-0.511140	-0.511140	-0.511140	-0.511140	-0.511140	-0.400080	-0.310570	-0.266280	-0.198130	-0.223520	-0.255780	-0.165550	-0.234350	-0.276250	-0.239780	-0.193820	-0.309570	-0.309180	-0.241850	-0.249810	-0.242650	-0.236530	-0.316690	-0.246360	-0.214920	-0.171270	-0.166650	-0.123460	-0.116780	-0.117830	-0.117170	-0.119060	-0.214300	-0.181150	-0.185970	-0.203040	-0.133100	-0.213400	-0.205420	-0.118160	-0.185210	-0.127450	-0.123920	-0.114370	-0.111300	-0.198700	-0.193350	-0.204280	-0.221510	-0.231800	-0.203100	-0.157490	-0.137050	-0.185190	-0.113770	-0.126000	-0.240490	-0.115010	-0.221230	-0.254780	-0.137620	-0.221300	-0.162330	-0.237320	-0.178750	-0.237880	-0.209510	-0.122230	-0.144620	-0.248120
0.116870	0.116870	0.116870	0.116870	0.116870	0.116870	0.116870	0.116870	0.116870	0.116870	0.116870	0.116870	0.116870	0.116870	0.116870	0.116870	-0.000700	-0.125920	-0.079590	-0.179230	-0.204770	-0.092400	-0.187050	-0.100560	-0.140980	-0.096640	-0.136520	-0.107870	-0.049490	-0.164500	-0.222890	-0.218840	-0.193550	-0.066780	-0.154600	-0.222900	-0.171510	-0.205830	-0.253300	-0.203340	-0.173630	-0.186600	-0.194410	-0.094540	-0.120530	-0.130530	-0.118390	-0.206640	-0.101900	-0.145230	-0.256190	-0.109540	-0.167470	-0.164390	-0.177920	-0.213420	-0.120340	-0.127130	-0.200590	-0.170240	-0.109330	-0.184420	-0.232960	-0.227820	-0.206840	-0.304350	-0.301700	-0.121130	-0.276870	-0.191190	-0.145590	-0.227600	-0.142530	-0.175900	-0.130050	-0.215080	-0.187450	-0.202300	-0.239530	-0.198310	-0.084690
-0.190610	-0.190610	-0.190610	-0.190610	-0.190610	-0.190610	-0.190610	-0.190610	-0.190610	-0.190610	-0.190610	-0.190610	-0.190610	-0.190610	-0.190610	-0.190610	-0.088410	-0.026130	-0.165180	-0.068750	-0.084240	-0.219910	-0.130730	-0.192100	-0.118890	-0.191270	-0.119190	-0.008450	-0.063470	0.071200	0.172850	0.185490	0.128130	0.012340	0.033340	0.020720	-0.141340	-0.099600	-0.114750	-0.215570	-0.230540	-0.235360	-0.245030	-0.311180	-0.294940	-0.306140	-0.316420	-0.258810	-0.246200	-0.166640	-0.111340	-0.276490	-0.238810	-0.246100	-0.236460	-0.188330	-0.252980	-0.248770	-0.109270	-0.116530	-0.211520	-0.125310	-0.099460	-0.108800	-0.077530	-0.018010	-0.007720	-0.159800	-0.037160	-0.081860	-0.110220	-0.064660	-0.127840	-0.125520	-0.155040	-0.058440	-0.110040	-0.087920	-0.111580	-0.147040	-0.222170
-0.119130	-0.119130	-0.119130	-0.119130	-0.119130	-0.119130	-0.119130	-0.119130	-0.119130	-0.119130	-0.119130	-0.119130	-0.119130	-0.119130	-0.119130	-0.119130	-0.194430	-0.192060	-0.068850	-0.130700	-0.023870	0.030550	-0.047010	-0.033480	-0.104950	-0.018470	-0.045450	-0.067390	-0.074430	-0.144460	-0.171030	-0.195290	-0.160170	-0.119320	-0.095330	-0.051120	-0.057720	-0.140740	-0.049500	-0.009660	-0.006560	-0.011980	-0.025610	-0.021930	-0.005390	0.018360	0.042570	0.064800	-0.005980	-0.055460	-0.025860	0.063270	0.047440	0.051430	0.058160	0.037960	0.026890	0.023950	-0.049570	-0.035250	0.011190	-0.003180	-0.048680	0.001300	-0.041250	-0.047990	-0.046560	-0.004730	-0.028840	-0.029300	-0.037610	-0.082620	-0.049350	-0.044040	-0.016650	-0.105290	-0.022380	-0.046470	0.012650	0.008620	0.031920
-0.115210	-0.115210	-0.115210	-0.115210	-0.115210	-0.115210	-0.115210	-0.115210	-0.115210	-0.115210	-0.115210	-0.115210	-0.115210	-0.115210	-0.115210	-0.115210	-0.075260	-0.119090	-0.127030	-0.118200	-0.294240	-0.172720	-0.139060	-0.128900	-0.108430	-0.140620	-0.150970	-0.240720	-0.134620	-0.172380	-0.182080	-0.205830	-0.159370	-0.137140	-0.172810	-0.118160	-0.044520	-0.047950	-0.166140	-0.120240	-0.117200	-0.134470	-0.122810	-0.071060	-0.084580	-0.099550	-0.122000	-0.189870	-0.097320	-0.045420	-0.137990	-0.091530	-0.105460	-0.092010	-0.100080	-0.143450	-0.073000	-0.100290	-0.163610	-0.144510	-0.111080	-0.249010	-0.156170	-0.230050	-0.204970	-0.239760	-0.231190	-0.168890	-0.171420	-0.156200	-0.164190	-0.081890	-0.090650	-0.108710	-0.153060	-0.077900	-0.220310	-0.170490	-0.217600	-0.212060	-0.184940
-0.067730	-0.067730	-0.067730	-0.067730	-0.067730	-0.067730	-0.067730	-0.067730	-0.067730	-0.067730	-0.067730	-0.067730	-0.067730	-0.067730	-0.067730	-0.067730	-0.072290	-0.013270	-0.106790	-0.136080	0.010480	-0.225470	-0.229820	-0.156140	-0.139950	-0.167150	-0.204280	-0.136480	-0.249430	-0.054080	0.057680	0.058110	0.062170	-0.079060	0.064100	0.080550	-0.172700	-0.185890	-0.072940	-0.155960	-0.139630	-0.181550	-0.192840	-0.274180	-0.257050	-0.277610	-0.273940	-0.193460	-0.188040	-0.217360	-0.062090	-0.190290	-0.160550	-0.159140	-0.139020	-0.100980	-0.202360	-0.223070	-0.135660	-0.111660	-0.208350	-0.050400	-0.219010	-0.124300	-0.142900	-0.018640	-0.091860	-0.114750	-0.114670	-0.110140	-0.027370	-0.069640	-0.099570	-0.067390	-0.083860	-0.089050	-0.046100	-0.107210	-0.133420	-0.111800	-0.229800
-0.150370	-0.150370	-0.150370	-0.150370	-0.150370	-0.150370	-0.150370	-0.150370	-0.150370	-0.150370	-0.150370	-0.150370	-0.150370	-0.150370	-0.150370	-0.150370	-0.179320	-0.256970	-0.173490	-0.215190	-0.294570	-0.048310	-0.108110	-0.150070	-0.243550	-0.168500	-0.046100	0.036320	0.151750	0.048530	-0.016290	-0.086670	0.007790	0.046450	0.005790	0.014860	-0.095200	-0.287320	-0.354660	-0.388750	-0.358750	-0.392780	-0.427070	-0.352620	-0.349880	-0.326710	-0.288360	-0.293470	-0.223190	-0.113840	-0.272090	-0.147110	-0.205250	-0.192870	-0.184680	-0.218140	-0.163330	-0.165460	-0.196210	-0.157470	-0.105440	-0.253520	-0.170290	-0.174890	-0.163380	-0.221610	-0.178260	-0.137220	-0.076930	-0.063940	-0.178500	-0.171670	-0.121570	-0.165540	-0.165800	-0.155540	-0.231390	-0.149780	-0.130820	-0.194360	-0.110130
-0.090520	-0.090520	-0.090520	-0.090520	-0.090520	-0.090520	-0.090520	-0.090520	-0.090520	-0.090520	-0.090520	-0.090520	-0.090520	-0.090520	-0.090520	-0.090520	-0.042070	0.010940	-0.011330	0.016790	-0.017480	-0.128890	-0.036140	-0.016050	-0.005210	-0.023840	-0.015330	-0.020740	-0.069630	0.038550	0.159480	0.139770	0.115530	0.078580	0.055670	0.139670	0.083430	0.030050	-0.008890	0.049580	0.047200	0.022720	0.019910	-0.028420	0.004060	-0.015680	-0.033150	-0.046660	0.007090	-0.022480	0.064270	0.021740	0.073150	0.081680	0.086550	0.062690	0.027290	-0.039550	-0.065680	0.005590	0.002980	-0.049180	-0.038850	-0.013760	-0.015350	-0.015310	-0.002760	-0.018500	0.049530	-0.012180	0.045910	0.144470	0.093000	0.078270	0.011700	0.046290	-0.040250	-0.040200	-0.047200	-0.029600	-0.074570
