2.836180	2.936640	3.087750	3.162140	3.186470	3.163210	3.226980	3.286080	3.269440	3.269020	3.208180	3.092400	3.322890	3.351720	3.433810	3.431580	3.189530	3.214730	3.204870	3.199100	3.214120	3.201100	3.202870	3.167290	3.223030	3.227160	3.252960	3.475010	3.647420	3.596980	3.612800	3.648860	3.691610	3.680240	3.657080	3.615490	3.609470	3.370290	3.315280	3.310220
-0.046140	-0.171610	-0.207850	-0.302120	-0.278710	-0.266290	-0.283450	-0.325570	-0.254510	-0.272710	-0.188290	-0.096060	-0.091250	-0.057670	-0.109880	-0.118710	-0.070040	-0.083040	-0.072130	-0.059960	-0.064390	-0.069920	-0.100910	-0.055370	-0.103970	-0.088130	-0.110150	-0.032410	-0.097000	-0.102630	-0.090070	-0.085760	-0.095590	-0.090870	-0.086030	-0.063520	-0.106500	-0.000250	-0.045080	-0.116820
-0.285740	-0.305200	-0.332940	-0.301630	-0.338930	-0.368680	-0.356710	-0.323300	-0.359420	-0.319620	-0.268480	-0.223360	-0.264080	-0.289320	-0.253490	-0.258450	-0.267200	-0.234380	-0.242560	-0.239250	-0.240390	-0.248900	-0.214730	-0.288060	-0.222970	-0.208020	-0.204910	-0.291910	-0.236180	-0.198140	-0.203520	-0.218850	-0.217060	-0.228470	-0.236350	-0.222480	-0.169400	-0.307290	-0.259590	-0.174760
-0.148530	-0.067890	-0.047300	-0.053440	-0.000980	-0.002000	0.012200	0.011190	0.023820	-0.017690	-0.114170	-0.246910	-0.153550	-0.151650	-0.158390	-0.128690	-0.157020	-0.160420	-0.153480	-0.183040	-0.166990	-0.151810	-0.209730	-0.127010	-0.200210	-0.233130	-0.241650	-0.150300	-0.128280	-0.210710	-0.207020	-0.170960	-0.161070	-0.135380	-0.117330	-0.174750	-0.237620	-0.106370	-0.139430	-0.216280
-0.158200	-0.083460	-0.026640	0.038780	-0.026550	0.030440	-0.012650	-0.076500	-0.071550	-0.044650	-0.033730	0.019820	-0.051200	-0.030430	-0.046230	-0.105860	-0.103240	-0.174940	-0.183700	-0.149270	-0.169760	-0.203660	-0.165660	-0.226480	-0.152480	-0.124840	-0.122510	-0.062130	-0.152030	-0.048020	-0.052390	-0.097660	-0.115330	-0.157960	-0.191090	-0.135150	-0.060510	-0.159410	-0.135180	-0.109800
-0.109350	-0.202820	-0.264910	-0.310330	-0.275260	-0.317780	-0.280950	-0.190750	-0.276410	-0.241410	-0.253680	-0.236800	-0.184600	-0.197720	-0.179830	-0.125490	-0.170230	-0.107370	-0.106140	-0.163990	-0.125300	-0.082000	-0.118120	-0.058290	-0.120560	-0.157570	-0.160560	-0.142820	-0.080910	-0.150230	-0.170240	-0.146710	-0.125590	-0.080770	-0.042270	-0.045610	-0.107980	-0.059940	-0.081180	-0.012930
-0.238160	-0.159720	-0.179270	-0.167830	-0.130920	-0.088990	-0.072400	-0.209750	-0.073540	-0.156360	-0.172360	-0.161280	-0.120860	-0.151210	-0.159930	-0.194510	-0.164460	-0.188730	-0.185620	-0.114880	-0.169100	-0.213320	-0.214270	-0.266000	-0.219850	-0.168980	-0.177710	-0.189760	-0.088030	-0.137920	-0.067150	-0.047990	-0.055780	-0.088280	-0.112680	-0.189360	-0.159220	-0.170010	-0.142230	-0.245380
-0.144010	-0.157060	-0.041220	-0.039170	-0.010340	-0.036570	0.007070	0.065090	-0.133550	0.045930	-0.026320	-0.153840	-0.136250	-0.045250	-0.089010	-0.128240	-0.139460	-0.139640	-0.138440	-0.221880	-0.143990	-0.141820	-0.147970	-0.122520	-0.147450	-0.206340	-0.243570	-0.036990	-0.144370	-0.085390	-0.179560	-0.187490	-0.179880	-0.147600	-0.134720	0.009610	-0.016800	-0.099070	-0.120090	-0.036780
-0.281450	-0.087240	-0.162610	-0.138690	-0.083440	-0.056620	-0.043210	-0.103690	0.022270	-0.092440	-0.242970	-0.205010	-0.095260	-0.167520	-0.117270	-0.048440	-0.266420	-0.360530	-0.370600	-0.298350	-0.366620	-0.385690	-0.445500	-0.415560	-0.418230	-0.337140	-0.299160	-0.119330	0.009420	-0.104410	-0.050190	-0.040990	-0.020540	-0.049900	-0.048580	-0.200520	-0.158190	-0.100630	-0.079690	-0.007000
-0.214710	-0.225830	-0.126410	-0.114300	-0.068000	-0.037010	-0.006680	-0.052320	-0.151740	-0.059360	-0.111780	-0.148860	-0.057460	-0.067050	-0.115750	-0.219330	-0.123830	-0.104900	-0.105090	-0.169750	-0.131090	-0.109880	-0.092530	-0.114100	-0.099860	-0.154900	-0.179970	-0.109580	-0.056020	-0.057210	-0.059270	-0.046070	-0.062930	-0.030040	-0.031380	0.075990	0.001980	-0.054920	-0.054240	-0.140070
