3.807800	3.973370	3.881070	3.807700	3.828510	3.788260	3.777510	3.761880	3.742890	3.804360	3.828910	3.754690	3.718470	3.673890	3.613660	3.653260	3.681550	3.674850	3.689890	3.782160	3.822200	3.887820	3.836280	3.785140	3.762970	3.781650	3.804960	3.736770	3.639150	3.670180	3.685840	3.743990	3.734390	3.702150	3.778050	3.749600	3.762460	3.648970	3.619580	3.660380	3.603950	3.671130	3.813120	3.829010	3.949600	4.073520	4.047420	4.054330	4.155090	4.132980	4.153210	4.147460	4.107060	3.966250	3.931750	3.935220	3.939000	3.837810	3.842850	3.813390	3.967410	3.992500	3.899210	3.824830	3.774970	3.897800	4.030950	4.056260	4.116820	4.112560	3.974870	4.002220	4.039310	4.040850	4.007590	4.077520	4.009160	3.928960	3.913840	3.810310	3.913300	4.009830	4.018520	4.129450	4.287320	4.324040	4.262270	4.256680	4.279340	4.298280	4.215510	4.220560	4.283700	4.216400	4.170030	4.235810	4.305210	4.255560	4.357190	4.432290	4.395760	4.353630	4.444060	4.333790	4.267260	4.261940	3.958780	3.883590	3.790610	3.695870	3.645020	3.716230	3.824960	3.803340	3.802990	3.703310	3.661740	3.645770	3.743590	3.745440	3.772510	3.758030	3.770090	3.785830	3.835040	3.730090
0.016300	-0.009660	-0.052240	-0.068300	-0.102440	-0.024390	-0.052110	-0.047620	-0.000370	-0.020910	-0.066680	-0.027530	-0.080550	-0.101200	-0.002840	-0.031200	-0.057600	-0.015470	-0.035150	-0.143840	-0.099210	-0.144120	-0.143590	-0.064550	-0.119820	-0.142220	-0.176850	-0.110370	-0.063360	-0.073660	-0.090660	-0.091030	-0.094920	-0.055210	-0.020130	-0.008880	-0.022830	-0.080270	-0.069950	-0.047620	-0.063780	-0.076870	-0.064550	-0.004340	-0.038680	-0.079150	-0.103210	-0.056750	-0.094470	-0.080220	-0.046730	-0.091300	-0.069180	-0.057260	-0.006030	-0.049120	-0.072500	-0.105040	-0.059880	-0.062000	-0.012260	-0.034850	-0.073660	-0.013930	-0.004500	0.016800	-0.061190	-0.039530	-0.003580	-0.106220	-0.069530	-0.048000	-0.137050	-0.068460	0.012250	-0.063830	-0.029680	-0.012450	-0.005220	-0.050720	-0.041380	-0.028130	-0.085720	-0.123140	-0.181290	-0.266900	-0.270920	-0.306380	-0.264200	-0.069300	-0.042870	-0.018340	-0.005440	-0.030950	-0.031480	-0.079360	-0.128690	-0.096060	-0.163110	-0.141420	-0.087760	-0.058640	-0.149620	-0.082470	-0.062310	-0.071510	0.008000	-0.023810	-0.006710	-0.031750	-0.001590	-0.109120	-0.101230	-0.080420	-0.128440	-0.118980	-0.125670	-0.063050	-0.079460	-0.039800	-0.145340	-0.068740	-0.083700	-0.091740	-0.060850	-0.051120
-0.298150	-0.254400	-0.217190	-0.273230	-0.227860	-0.289100	-0.229250	-0.254150	-0.255100	-0.240360	-0.188020	-0.282680	-0.201970	-0.263080	-0.264850	-0.221070	-0.224220	-0.282330	-0.306850	-0.239620	-0.270590	-0.259650	-0.240240	-0.313800	-0.285250	-0.305610	-0.196950	-0.250460	-0.273710	-0.219690	-0.250150	-0.286230	-0.261120	-0.214880	-0.260810	-0.255830	-0.250370	-0.207570	-0.235350	-0.250390	-0.238470	-0.230330	-0.238450	-0.244220	-0.235940	-0.293540	-0.262930	-0.253900	-0.177840	-0.246870	-0.248750	-0.238560	-0.231770	-0.266980	-0.304240	-0.244840	-0.271990	-0.256630	-0.266050	-0.305280	-0.263730	-0.223230	-0.175000	-0.234140	-0.252510	-0.288580	-0.247600	-0.277830	-0.322780	-0.283040	-0.288730	-0.260670	-0.226810	-0.240150	-0.310040	-0.266700	-0.270010	-0.256670	-0.260380	-0.263020	-0.287270	-0.272990	-0.252910	-0.307990	-0.329130	-0.313180	-0.372270	-0.356140	-0.336190	-0.282010	-0.241260	-0.266450	-0.269430	-0.241690	-0.256990	-0.223710	-0.209550	-0.218740	-0.209750	-0.192930	-0.211770	-0.273020	-0.232380	-0.195080	-0.230490	-0.214100	-0.222440	-0.279750	-0.276980	-0.254280	-0.283940	-0.250920	-0.290910	-0.313070	-0.290990	-0.312270	-0.285810	-0.282340	-0.262220	-0.341340	-0.285000	-0.305530	-0.322030	-0.287550	-0.256560	-0.308400
-0.137740	-0.172550	-0.197410	-0.120430	-0.176830	-0.099790	-0.190690	-0.166540	-0.178170	-0.193710	-0.255750	-0.136260	-0.247740	-0.121740	-0.183880	-0.231420	-0.185920	-0.147000	-0.135770	-0.167220	-0.153200	-0.187130	-0.179880	-0.104520	-0.149420	-0.066340	-0.205810	-0.174080	-0.172700	-0.217080	-0.170870	-0.130180	-0.145100	-0.227470	-0.158830	-0.173390	-0.175220	-0.236950	-0.190490	-0.196790	-0.222300	-0.206170	-0.187980	-0.217950	-0.193200	-0.129720	-0.129120	-0.170630	-0.263750	-0.151500	-0.197110	-0.174960	-0.198490	-0.171620	-0.122100	-0.173250	-0.123350	-0.171070	-0.162500	-0.110450	-0.183380	-0.196230	-0.280550	-0.223100	-0.183370	-0.192830	-0.139350	-0.135610	-0.107210	-0.097480	-0.195790	-0.206470	-0.185320	-0.251380	-0.175340	-0.161820	-0.170860	-0.174240	-0.167880	-0.179950	-0.161410	-0.184270	-0.161980	-0.134380	-0.042830	-0.011060	0.052320	0.012690	-0.073050	-0.172230	-0.163730	-0.130960	-0.149100	-0.184130	-0.155120	-0.192780	-0.174430	-0.231240	-0.176880	-0.204630	-0.187720	-0.125130	-0.113760	-0.275920	-0.213590	-0.155330	-0.184520	-0.089810	-0.113230	-0.173720	-0.152380	-0.142180	-0.087240	-0.102870	-0.108840	-0.102490	-0.111560	-0.193480	-0.188710	-0.098220	-0.127120	-0.174160	-0.146270	-0.189770	-0.252970	-0.133750
-0.162840	-0.117920	-0.127740	-0.096830	-0.052170	-0.189910	-0.069960	-0.088160	-0.129200	-0.148770	-0.068090	-0.128550	0.002300	-0.112590	-0.085130	-0.057400	-0.125500	-0.100510	-0.073930	-0.005460	-0.024880	0.084680	0.001660	-0.088150	0.058860	-0.099250	0.026470	-0.000480	0.004230	-0.048610	-0.035240	-0.074530	-0.080470	-0.054260	-0.117750	-0.127200	-0.099700	-0.017610	-0.074230	-0.027570	0.021820	-0.022380	-0.126360	-0.109990	-0.129370	-0.087090	-0.090920	-0.142560	-0.095450	-0.155800	-0.117930	-0.113990	-0.076270	-0.012360	-0.122580	-0.072450	-0.114630	0.012120	-0.041500	-0.084250	-0.153000	-0.175810	-0.048990	-0.080110	-0.157850	-0.044280	-0.169130	-0.119540	-0.123620	-0.144940	-0.029070	-0.056010	-0.060870	-0.017100	-0.127210	-0.173830	-0.208690	-0.177650	-0.236000	-0.099830	-0.089360	-0.106850	-0.079380	0.033330	-0.069300	-0.054590	-0.082350	-0.008560	0.053850	-0.042030	-0.187390	-0.177400	-0.134960	-0.128360	-0.189540	-0.109850	-0.141400	-0.035660	-0.092340	-0.044090	-0.099810	-0.135670	-0.151870	0.012380	-0.054910	-0.173610	-0.204630	-0.223360	-0.195590	-0.081600	-0.110810	-0.077690	-0.099170	-0.019430	-0.022460	0.016800	-0.053040	0.030680	-0.009460	-0.107170	-0.059640	0.002640	-0.015590	-0.002220	0.050830	-0.134070
-0.059540	-0.142300	-0.076650	-0.224600	-0.161050	-0.062540	-0.188350	-0.141630	-0.080680	-0.036220	-0.100520	-0.092030	-0.185260	-0.112700	-0.104630	-0.182970	-0.077440	-0.140710	-0.092170	-0.223580	-0.164500	-0.296290	-0.184850	-0.167340	-0.313500	-0.174390	-0.230130	-0.235650	-0.238620	-0.077480	-0.170660	-0.065570	-0.111170	-0.068000	-0.090270	-0.063020	-0.112120	-0.126660	-0.069820	-0.178810	-0.205470	-0.145420	-0.076680	-0.141600	-0.098820	-0.169330	-0.159430	-0.051920	-0.113390	-0.104020	-0.170460	-0.149330	-0.223500	-0.288010	-0.161260	-0.203180	-0.139260	-0.280440	-0.227290	-0.186190	-0.131340	-0.062530	-0.098830	-0.146820	-0.052420	-0.238880	-0.068670	-0.125870	-0.114440	-0.109860	-0.075020	-0.078370	-0.151650	-0.160890	-0.124940	-0.047580	-0.053050	-0.025940	-0.012350	-0.145470	-0.132040	-0.150380	-0.139810	-0.293500	-0.208410	-0.221430	-0.207660	-0.222580	-0.229310	-0.150780	0.009290	-0.082560	-0.055940	-0.046170	0.039120	-0.038550	-0.009940	-0.124400	-0.069710	-0.148630	-0.087090	-0.084470	-0.134810	-0.197600	-0.136280	-0.076560	-0.005460	-0.143580	-0.119470	-0.211930	-0.172180	-0.187930	-0.239610	-0.293600	-0.277570	-0.320840	-0.181930	-0.220540	-0.215520	-0.113970	-0.135120	-0.194800	-0.166720	-0.119740	-0.206660	0.006070
-0.188170	-0.114890	-0.235110	-0.040440	-0.186150	-0.176970	-0.061400	-0.154840	-0.153170	-0.265720	-0.241400	-0.217390	-0.202820	-0.245230	-0.201270	-0.093460	-0.249120	-0.138180	-0.288900	-0.140290	-0.230380	-0.122510	-0.228950	-0.136880	-0.086770	-0.123860	-0.174250	-0.126550	-0.088460	-0.259210	-0.134490	-0.304280	-0.119390	-0.214780	-0.137590	-0.178300	-0.134070	-0.240660	-0.265410	-0.088810	-0.079870	-0.143730	-0.297150	-0.163090	-0.217430	-0.202350	-0.195250	-0.345540	-0.274020	-0.249300	-0.143610	-0.211970	-0.097440	-0.070980	-0.174740	-0.095000	-0.200860	-0.078130	-0.150370	-0.155140	-0.174170	-0.213380	-0.309200	-0.152040	-0.241530	-0.102380	-0.175010	-0.133450	-0.164220	-0.124390	-0.333570	-0.269010	-0.149190	-0.211030	-0.207780	-0.296490	-0.268260	-0.271250	-0.247860	-0.190360	-0.244940	-0.208930	-0.228960	-0.144960	-0.212140	-0.156940	-0.190860	-0.199040	-0.145770	-0.158480	-0.270390	-0.113020	-0.210300	-0.209560	-0.337170	-0.276890	-0.287870	-0.219010	-0.253120	-0.129790	-0.185970	-0.205680	-0.099560	-0.149420	-0.184630	-0.133630	-0.174880	-0.006560	-0.080230	-0.022810	-0.116760	-0.130960	-0.049300	-0.020400	-0.046050	-0.015460	-0.174230	-0.172660	-0.141020	-0.197800	-0.172160	-0.183980	-0.214210	-0.233520	-0.150900	-0.293630
-0.127870	-0.071430	-0.039680	-0.176870	0.037610	-0.112790	-0.122910	-0.032270	-0.085090	-0.014200	-0.039070	-0.020030	0.042260	0.001290	-0.031220	-0.188670	-0.000430	-0.095490	0.055910	-0.053710	0.060090	-0.016090	0.080470	-0.180040	-0.041110	-0.149110	0.054330	-0.079120	-0.015330	0.163900	-0.038140	0.169300	0.038520	0.059010	-0.028290	-0.034340	-0.047430	0.061980	0.101750	-0.078570	-0.048680	-0.003650	-0.001250	-0.163680	-0.101100	-0.105290	-0.050280	0.059130	-0.016160	-0.044370	-0.181300	-0.076710	-0.192880	-0.076200	-0.034860	-0.108820	-0.013340	-0.107720	-0.023620	-0.085940	-0.123260	-0.091970	0.045830	-0.127200	-0.063110	-0.108440	-0.139690	-0.107860	-0.057340	-0.289560	-0.044810	-0.060630	-0.218510	-0.188780	-0.152710	-0.041920	-0.092210	-0.076410	-0.152020	-0.146950	-0.065710	-0.096460	-0.029770	-0.065640	-0.057800	-0.105750	-0.104130	0.056040	0.018840	-0.027520	-0.088090	-0.206130	-0.003030	-0.171680	-0.034690	-0.085260	-0.157740	-0.187960	-0.184330	-0.190560	-0.125800	-0.093180	-0.264120	-0.202320	-0.158900	-0.120730	-0.141530	-0.275300	-0.166700	-0.182820	-0.100710	-0.096980	-0.181730	-0.156020	-0.158020	-0.165350	-0.007290	-0.044610	-0.095440	-0.148810	-0.171250	-0.136680	-0.142250	-0.144910	-0.133780	-0.127250
-0.148290	-0.377210	-0.310770	-0.180270	-0.275660	-0.137190	-0.214680	-0.273580	-0.246030	-0.368620	-0.331730	-0.275100	-0.330600	-0.298110	-0.211430	-0.252370	-0.378810	-0.181530	-0.230410	-0.207530	-0.210070	-0.195640	-0.265400	-0.038580	-0.199120	-0.047450	-0.246770	-0.192030	-0.222770	-0.260280	-0.180610	-0.221690	-0.155550	-0.190950	-0.213090	-0.218430	-0.189320	-0.232090	-0.238870	-0.118430	-0.076850	-0.102150	-0.398160	-0.335290	-0.296740	-0.210880	-0.219670	-0.446760	-0.468850	-0.351240	-0.334940	-0.330710	-0.244520	-0.371990	-0.362270	-0.277540	-0.334400	-0.214670	-0.318370	-0.221170	-0.431500	-0.364140	-0.363180	-0.273000	-0.308090	-0.346210	-0.213440	-0.293320	-0.310760	-0.009590	-0.195000	-0.238440	-0.109600	-0.240210	-0.372290	-0.507410	-0.463600	-0.361160	-0.388690	-0.267900	-0.310070	-0.362930	-0.213200	-0.278620	-0.273160	-0.061560	-0.091070	-0.162980	-0.014180	-0.083920	-0.221990	-0.202760	-0.272530	-0.060090	-0.282060	-0.154540	-0.055160	-0.076300	0.019910	0.002590	-0.102180	-0.149960	-0.069150	-0.097280	-0.109920	-0.274960	-0.222860	-0.254390	-0.325240	-0.237070	-0.379170	-0.158400	-0.209150	-0.147990	-0.149960	-0.091720	-0.179680	-0.211790	-0.291140	-0.205630	-0.185740	-0.248070	-0.218780	-0.113130	-0.230710	-0.129960
-0.149400	0.039960	-0.124530	-0.173160	-0.077040	-0.219130	-0.080770	-0.045720	0.016550	0.006030	-0.104900	-0.123660	-0.085880	-0.128780	-0.119730	-0.079850	-0.026610	-0.117390	-0.154410	-0.095140	-0.165280	-0.097880	-0.056770	-0.268690	-0.074480	-0.214420	-0.098990	-0.132450	0.020940	0.020720	-0.033810	-0.016940	0.124140	0.031410	0.010920	-0.006970	-0.091450	-0.111690	-0.023160	-0.122520	-0.092760	-0.084830	-0.137480	-0.149820	-0.190630	-0.264060	-0.183920	-0.083630	-0.102240	-0.196660	-0.185440	-0.207170	-0.257210	-0.009250	-0.158890	-0.141520	-0.090560	-0.145600	-0.176400	-0.197690	-0.023380	-0.054140	-0.138010	-0.137830	-0.085940	-0.110890	-0.094960	0.047200	0.083590	-0.221630	-0.130240	-0.038370	-0.099240	-0.141230	-0.095280	0.030050	-0.066410	-0.060130	-0.076510	-0.169760	-0.156550	-0.141380	-0.216690	-0.121020	-0.157320	-0.219330	-0.184510	-0.015560	-0.035210	-0.140390	-0.072380	-0.053190	-0.010220	-0.224570	-0.035390	-0.131770	-0.212530	-0.180530	-0.248490	-0.148070	-0.135650	-0.164110	-0.189050	-0.194360	-0.205430	0.005160	-0.065550	-0.065140	-0.005350	-0.022720	-0.043220	-0.228500	-0.146770	-0.152160	-0.095710	-0.141070	-0.093240	-0.137770	-0.000780	-0.081980	0.033050	-0.029580	-0.031250	-0.024100	0.032960	-0.080780
