2.799730	2.947810	3.169290	3.222650	3.167960	3.259860	3.401780	3.466190	3.586910	3.602260	3.505870	3.485370	3.417980	3.371250	3.381050	3.496340	3.553440	3.706780	3.771980	3.806320	3.746560	3.658230	3.935410	4.048030	4.010230	3.936330	3.990420	3.983620	3.962820	3.962130	3.884960	3.802180	3.878520	3.901140	4.022910	4.009530	3.871340	3.612840	3.539870	3.243520	3.283100	3.239770	3.181380	3.147790	3.095990	3.137740	3.017220	3.106720	3.060680	2.987920	3.109970	3.100620	3.096350	3.079700	3.039400	3.110940	3.049780	3.047840	3.090180	2.988350	2.969700	2.986070	3.035860	2.991890	3.010410	3.155800	3.120700	3.094950	3.052080	3.063550	3.056100	3.074950	3.017680	3.097700	3.039920	3.088870	3.234420	3.187740	3.340010	3.309430	3.251260	3.373610
-0.046150	-0.077010	-0.129970	-0.121850	-0.075730	-0.141260	-0.188560	-0.198770	-0.205260	-0.144570	-0.199830	-0.147990	-0.160840	-0.171890	-0.236200	-0.227320	-0.195960	-0.229610	-0.217050	-0.233780	-0.172320	-0.127190	-0.128590	-0.039630	-0.043120	-0.081470	-0.111660	-0.131070	-0.110930	-0.093430	-0.071090	-0.035760	-0.027560	0.024330	-0.053930	-0.096610	-0.089010	-0.042770	-0.085920	-0.020800	-0.081720	-0.068200	-0.040540	-0.084590	-0.070840	-0.093450	-0.050960	-0.112290	-0.098440	-0.060750	-0.079490	-0.078080	-0.061970	-0.119770	-0.022930	-0.106050	-0.078470	-0.093790	-0.118300	-0.074450	-0.028820	-0.076020	-0.064390	-0.021670	-0.065580	-0.079710	-0.076510	-0.081770	-0.086180	-0.097030	-0.086760	-0.136300	-0.104750	-0.138710	-0.082330	-0.116280	-0.155600	-0.143590	-0.248140	-0.215720	-0.179150	-0.198020
-0.303840	-0.293040	-0.276850	-0.239760	-0.326440	-0.284150	-0.244710	-0.247210	-0.261790	-0.333450	-0.286940	-0.316490	-0.317230	-0.258460	-0.275050	-0.252510	-0.339650	-0.303900	-0.336800	-0.321010	-0.309510	-0.350600	-0.238090	-0.232040	-0.234670	-0.230050	-0.199370	-0.218050	-0.236250	-0.270970	-0.289370	-0.303890	-0.260530	-0.303400	-0.215050	-0.203960	-0.178470	-0.252600	-0.203960	-0.324370	-0.226120	-0.248270	-0.264060	-0.248650	-0.278230	-0.235540	-0.296380	-0.289410	-0.331080	-0.303150	-0.231390	-0.255490	-0.275710	-0.271130	-0.287820	-0.255300	-0.252310	-0.238320	-0.222980	-0.272920	-0.338150	-0.258030	-0.245250	-0.320360	-0.253890	-0.332400	-0.289300	-0.303810	-0.315620	-0.257910	-0.276000	-0.283100	-0.272070	-0.227600	-0.298140	-0.257390	-0.318330	-0.312950	-0.324720	-0.267490	-0.302780	-0.265240
-0.064320	-0.101860	-0.150470	-0.155240	-0.100010	-0.111440	-0.158650	-0.171580	-0.174890	-0.046750	-0.097790	-0.045110	-0.062950	-0.176120	-0.101470	-0.121770	-0.036080	-0.114620	-0.064180	-0.049390	-0.125820	-0.020700	-0.150180	-0.166550	-0.166530	-0.157370	-0.199320	-0.121490	-0.134200	-0.076370	-0.087580	-0.095130	-0.129990	-0.120920	-0.190540	-0.145160	-0.190880	-0.128740	-0.210110	-0.098490	-0.195610	-0.133370	-0.136110	-0.156540	-0.113480	-0.163450	-0.130670	-0.049410	-0.053820	-0.115990	-0.168100	-0.119340	-0.141100	-0.087710	-0.156560	-0.147900	-0.173240	-0.188200	-0.200810	-0.170010	-0.095290	-0.163560	-0.177850	-0.099270	-0.145540	-0.074180	-0.144250	-0.109360	-0.047590	-0.130350	-0.125720	-0.055780	-0.105850	-0.147900	-0.103210	-0.162750	-0.073660	-0.116010	-0.025210	-0.139930	-0.124860	-0.115190
-0.167720	-0.076830	0.013560	-0.023880	-0.058870	-0.024550	0.025730	0.089960	0.095530	-0.058930	-0.006230	-0.109470	-0.056420	0.075750	0.006330	-0.017910	-0.053240	0.016650	-0.026280	-0.019160	0.050810	-0.097920	-0.087040	-0.140730	-0.167430	-0.172090	-0.146340	-0.263010	-0.197240	-0.281320	-0.212030	-0.184940	-0.195350	-0.193900	-0.136540	-0.194660	-0.145860	-0.180040	-0.048990	-0.087480	-0.021940	-0.132070	-0.135400	-0.083820	-0.130890	-0.080260	-0.038460	-0.168670	-0.049590	-0.009800	-0.109110	-0.130470	-0.026900	-0.101330	-0.037770	-0.058820	-0.060920	-0.031510	0.037590	0.007120	-0.039900	-0.065250	-0.031000	-0.068140	-0.079720	-0.035080	0.002850	-0.055870	-0.124880	-0.058780	-0.072930	-0.130700	-0.086080	-0.038320	-0.081240	0.007910	-0.046770	0.035500	-0.020750	0.071980	0.094970	-0.031200
-0.083550	-0.212760	-0.248510	-0.231930	-0.172350	-0.170370	-0.234690	-0.248380	-0.207410	-0.155090	-0.186660	-0.132190	-0.161820	-0.254640	-0.210280	-0.122150	-0.113230	-0.148510	-0.111950	-0.174060	-0.209100	-0.113940	-0.173310	-0.078080	-0.085800	-0.066400	-0.099520	-0.035500	-0.067370	-0.018550	-0.095510	-0.080780	-0.061510	-0.053640	-0.126670	-0.057450	-0.074610	-0.056740	-0.181340	-0.157700	-0.243800	-0.113460	-0.090610	-0.123480	-0.138300	-0.147640	-0.213140	-0.098250	-0.263410	-0.295860	-0.095150	-0.076870	-0.276470	-0.174100	-0.230470	-0.201370	-0.132050	-0.146040	-0.293750	-0.240070	-0.259340	-0.128030	-0.192770	-0.224520	-0.134850	-0.221420	-0.274420	-0.205600	-0.184360	-0.170320	-0.208400	-0.155120	-0.136180	-0.222940	-0.155970	-0.200870	-0.199250	-0.250380	-0.230390	-0.288670	-0.304290	-0.149610
-0.165450	-0.098570	-0.153850	-0.116310	-0.192730	-0.227520	-0.151430	-0.184760	-0.255330	-0.203550	-0.153560	-0.197860	-0.153670	-0.202670	-0.111890	-0.168210	-0.165470	-0.159060	-0.180400	-0.121650	-0.127880	-0.110560	-0.141550	-0.180500	-0.181950	-0.250900	-0.223140	-0.214760	-0.212830	-0.201720	-0.124760	-0.174750	-0.141740	-0.212740	-0.138230	-0.154860	-0.152450	-0.210770	-0.151600	-0.172730	-0.071600	-0.159870	-0.214080	-0.275790	-0.178510	-0.205040	-0.142540	-0.182720	-0.102050	-0.072140	-0.288180	-0.270370	-0.040830	-0.147250	-0.128010	-0.171240	-0.273810	-0.254970	-0.080080	-0.169140	-0.077650	-0.267340	-0.127660	-0.084590	-0.184760	-0.165370	-0.134540	-0.197330	-0.118580	-0.186880	-0.134490	-0.141380	-0.226270	-0.137990	-0.219140	-0.254700	-0.197710	-0.170880	-0.129890	-0.091330	-0.108090	-0.183810
-0.047750	-0.131110	-0.099270	-0.082200	-0.080640	0.063660	-0.116680	-0.005930	0.043030	-0.057700	-0.069240	-0.126190	-0.168280	-0.009600	-0.175470	-0.066800	-0.070400	-0.008220	0.013140	-0.067060	0.092500	-0.024980	-0.195160	-0.113700	-0.127500	-0.025340	-0.084250	-0.151410	-0.138870	-0.206690	-0.286810	-0.194060	-0.219630	-0.111590	-0.119230	-0.169500	-0.127320	-0.059380	-0.056630	-0.065000	-0.176660	-0.141070	-0.075700	0.030350	-0.137020	-0.020180	-0.012760	-0.082800	-0.072010	-0.079090	0.085960	0.093180	-0.164810	-0.056300	-0.056570	-0.078600	0.003960	0.000300	-0.106760	-0.055120	-0.138380	0.007500	-0.081170	-0.095360	-0.025790	-0.009250	-0.058770	-0.037460	-0.125400	0.030590	-0.132920	-0.119510	0.005800	-0.048840	-0.040500	0.071020	-0.119150	-0.034230	-0.108560	-0.063740	-0.053640	-0.029410
-0.204250	-0.119310	-0.191780	-0.160450	-0.153480	-0.186750	-0.107030	-0.101820	-0.190090	-0.145700	-0.008470	-0.045780	0.043030	-0.180880	0.018450	0.016330	-0.006100	0.014290	-0.049530	0.114890	-0.021770	0.049260	-0.187500	-0.281800	-0.368540	-0.532640	-0.518540	-0.471210	-0.453540	-0.358400	-0.267350	-0.352240	-0.237900	-0.346310	-0.431380	-0.292090	-0.311520	-0.407080	-0.416120	-0.265520	-0.181030	-0.154450	-0.193080	-0.320650	-0.165020	-0.305980	-0.244140	-0.089990	-0.186250	-0.246840	-0.351560	-0.332430	-0.174670	-0.195710	-0.284120	-0.333470	-0.290140	-0.257560	-0.226720	-0.272030	-0.206750	-0.298650	-0.166690	-0.249260	-0.193670	-0.203600	-0.237010	-0.283210	-0.180300	-0.253450	-0.156000	-0.104940	-0.210480	-0.275280	-0.190900	-0.305700	-0.088200	-0.100030	-0.013070	0.012610	-0.066100	-0.097360
-0.043390	-0.252880	-0.203550	-0.233630	-0.247670	-0.153360	-0.210040	-0.189240	-0.047910	-0.076910	-0.133310	-0.248140	-0.240310	-0.122670	-0.074740	-0.026390	0.006910	0.020210	0.021950	-0.110420	-0.009090	-0.042030	-0.156070	-0.091440	-0.073140	0.035420	-0.003240	-0.008530	0.012750	-0.058300	-0.108370	0.007370	-0.040300	-0.081130	0.023800	-0.029870	0.008850	0.024970	0.015970	-0.065250	-0.188140	-0.233590	-0.254050	-0.192580	-0.296850	-0.129650	-0.102500	-0.212880	-0.197670	-0.183520	-0.164940	-0.093190	-0.245360	-0.158940	-0.155900	-0.119850	-0.223320	-0.124870	-0.118730	-0.192890	-0.149010	-0.143040	-0.152820	-0.084310	-0.185650	-0.178130	-0.229230	-0.205640	-0.206480	-0.133900	-0.307390	-0.241050	-0.198520	-0.142740	-0.237480	-0.143960	-0.306270	-0.196680	-0.163040	-0.145620	-0.102350	-0.029810
