2.541260	2.541620	2.691050	2.464360	2.524490	2.838350	2.828020	2.919460	2.895110	2.921380	3.119080	3.059510	3.108850	3.319460	3.326220	3.230110	3.336570	3.151860	3.213500	3.194250	3.209950	3.285770	3.323870	3.217470	3.308070	3.179820	3.259250	3.237730	3.266650	3.317280	3.151240	3.259740	3.305100	3.225530	3.319990	3.191530	3.185080	3.295240	3.394510	3.294100	3.234810	3.236120	3.292530	3.142670	3.261770	3.340930	3.307190	3.183190	3.270860	3.260590	3.229390	3.287270	3.258960	3.210460	3.288190	3.266930	3.198020	3.348440	3.213640	3.198180	3.277030	3.272600	3.295500	3.148540	3.275460	3.184080	3.160970	3.261520	3.267830	3.245050	3.218320	3.203380	3.250920	3.257840	3.260230	3.234800	3.316400	3.198960	3.228810	3.276650	3.248160	3.466700	3.432140	3.613390	3.440890	3.619060	3.541750	3.896620	4.023440	4.204300	4.175160	3.971890	3.893920	3.796240	3.757130	3.758660	3.775340	3.601500	3.769050	3.851180	3.721750	3.657540	3.448860	3.279020	3.292630	3.224620	3.277910	3.315470	3.155900	3.284610	3.141000	3.234190	3.198310	3.222390	3.258860	3.230800	3.204660	3.231410	3.258050	3.227580	3.232110	3.183010	3.221270	3.195490	3.241130	3.177550	3.267330	3.252780	3.264620	3.208070	3.311710	3.142230	3.174290	3.300250	3.214050	3.364970	3.297190	3.256240	3.248260	3.324210	3.245500	3.258070	3.188240	3.239800	3.233320	3.251170
0.226850	0.227050	0.096930	0.294090	0.252060	-0.000870	0.007160	-0.069030	-0.062950	-0.002910	-0.135220	-0.004980	-0.023430	-0.049420	-0.063180	-0.030830	-0.099990	0.016520	-0.031060	-0.050970	-0.025230	-0.152680	-0.114130	-0.034290	-0.091460	0.040070	-0.067030	-0.060330	-0.017210	-0.113200	0.004560	-0.102440	-0.111200	-0.028950	-0.109030	0.027590	-0.022840	-0.104450	-0.171210	-0.070080	-0.084270	-0.023880	-0.040360	-0.009310	-0.086890	-0.126320	-0.112160	-0.041070	-0.096140	-0.066480	-0.013360	-0.124890	-0.060800	-0.044320	-0.100570	-0.063450	0.010380	-0.138880	0.001720	-0.027350	-0.102480	-0.085350	-0.063240	0.033770	-0.005750	-0.027400	-0.018410	-0.062400	-0.063550	-0.018520	-0.031700	-0.062090	-0.101600	-0.074100	-0.033640	-0.045750	-0.117410	-0.012700	-0.060280	-0.036730	-0.075630	-0.177980	-0.185540	-0.308120	-0.179070	-0.242830	-0.142510	0.042190	0.022410	-0.098300	-0.059680	-0.069300	-0.026710	-0.018270	-0.009740	-0.039890	-0.071910	0.014770	-0.002600	0.014920	0.010860	-0.056210	0.016090	0.034850	-0.042130	-0.005820	0.009940	-0.037160	-0.017440	-0.101330	-0.007460	-0.031190	-0.004040	0.007040	-0.061810	0.001350	-0.022330	-0.052510	-0.066260	0.018800	-0.036460	-0.048800	-0.089710	-0.009190	-0.072980	0.050610	-0.068190	-0.078180	-0.094530	-0.041030	-0.073460	0.058380	0.002920	-0.084970	0.009430	-0.088460	-0.092780	-0.037900	0.004280	-0.099800	-0.024540	-0.068490	0.012660	-0.032560	-0.052270	-0.022850
-0.722440	-0.722450	-0.550000	-0.782720	-0.738350	-0.405150	-0.417920	-0.353300	-0.324870	-0.414220	-0.333800	-0.371980	-0.375630	-0.291550	-0.317920	-0.331160	-0.277820	-0.369040	-0.363920	-0.338870	-0.325000	-0.258180	-0.318810	-0.292310	-0.321390	-0.327310	-0.347660	-0.298030	-0.408140	-0.283960	-0.363950	-0.271030	-0.309780	-0.351810	-0.277130	-0.377970	-0.359500	-0.307390	-0.253700	-0.305180	-0.310810	-0.364790	-0.220500	-0.318950	-0.327940	-0.275470	-0.245050	-0.271690	-0.244860	-0.322640	-0.327210	-0.249330	-0.234660	-0.361370	-0.237240	-0.280430	-0.371250	-0.262860	-0.287070	-0.335780	-0.264600	-0.274760	-0.358720	-0.381710	-0.366340	-0.340040	-0.358860	-0.372300	-0.324520	-0.331060	-0.369630	-0.269500	-0.269010	-0.224910	-0.380450	-0.302530	-0.250400	-0.369980	-0.327820	-0.367430	-0.265100	-0.402760	-0.390110	-0.298630	-0.376670	-0.304160	-0.270850	-0.303070	-0.266360	-0.161340	-0.257450	-0.326120	-0.331450	-0.328480	-0.285920	-0.269890	-0.292560	-0.265870	-0.305710	-0.285480	-0.271160	-0.179890	-0.283590	-0.332450	-0.316680	-0.407050	-0.364030	-0.371500	-0.328100	-0.202540	-0.360840	-0.331490	-0.302910	-0.345780	-0.358460	-0.334330	-0.314970	-0.399910	-0.314010	-0.390840	-0.246000	-0.311970	-0.313730	-0.371910	-0.289010	-0.374570	-0.309520	-0.269540	-0.295270	-0.348330	-0.349600	-0.408650	-0.337300	-0.299800	-0.333810	-0.298990	-0.284850	-0.369520	-0.328700	-0.291160	-0.327840	-0.288280	-0.348220	-0.282670	-0.315480	-0.385240
0.207990	0.207870	0.034390	0.221480	0.189200	-0.149430	-0.140480	-0.131140	-0.232090	-0.118610	-0.086070	-0.172140	-0.163050	-0.183010	-0.106490	-0.110480	-0.163180	-0.204860	-0.170860	-0.220810	-0.201700	-0.194410	-0.107170	-0.299260	-0.139330	-0.274250	-0.092200	-0.225630	-0.005950	-0.187250	-0.192500	-0.226130	-0.127660	-0.163440	-0.220970	-0.191690	-0.203440	-0.160540	-0.190150	-0.127720	-0.200870	-0.160990	-0.356840	-0.269710	-0.134540	-0.145270	-0.280240	-0.339550	-0.260770	-0.118500	-0.239000	-0.236180	-0.339470	-0.158140	-0.341020	-0.271810	-0.221830	-0.189330	-0.316980	-0.231910	-0.274290	-0.245810	-0.063580	-0.170690	-0.087960	-0.187530	-0.177230	-0.098780	-0.125130	-0.206260	-0.129290	-0.344540	-0.256220	-0.314180	-0.092090	-0.246280	-0.219290	-0.159700	-0.184520	-0.119540	-0.305400	-0.180370	-0.164900	-0.232130	-0.179630	-0.163640	-0.159350	-0.175660	-0.199750	-0.260880	-0.127160	-0.141330	-0.223250	-0.185900	-0.227200	-0.229240	-0.137800	-0.307140	-0.154850	-0.238770	-0.185320	-0.222410	-0.154420	-0.162790	-0.150060	-0.073830	-0.140280	-0.080900	-0.237970	-0.329350	-0.187520	-0.203900	-0.277040	-0.208140	-0.094540	-0.209730	-0.219030	-0.034270	-0.177100	-0.112650	-0.334400	-0.208920	-0.183880	-0.149750	-0.251310	-0.195570	-0.175340	-0.253750	-0.193960	-0.164480	-0.059510	-0.145700	-0.239560	-0.201870	-0.214870	-0.145410	-0.167840	-0.098470	-0.232600	-0.208760	-0.236960	-0.272040	-0.210470	-0.278160	-0.165290	-0.085380
-0.247550	-0.247490	-0.102460	-0.214110	-0.199400	0.049360	0.065960	-0.009310	0.114540	-0.019250	-0.115800	0.000600	-0.009050	-0.094410	-0.184880	-0.191200	-0.101910	0.041770	-0.025540	0.048430	-0.003920	-0.057590	-0.145950	0.135740	-0.125990	0.040410	-0.188820	-0.002300	-0.257610	-0.038120	-0.015550	0.008770	-0.125290	-0.058470	0.008070	-0.021080	0.054450	-0.062910	-0.072870	-0.214220	0.005890	-0.033000	0.084330	0.090410	-0.084500	-0.138280	0.054010	0.187270	0.018310	-0.160610	0.031260	-0.004060	0.102670	-0.045160	0.158390	0.091380	0.062010	-0.052680	0.110430	0.038830	0.062130	0.037740	-0.187520	-0.028590	-0.195210	-0.035830	-0.009200	-0.122910	-0.142610	-0.031430	-0.093650	0.194260	0.048400	0.032520	-0.158780	0.003250	-0.103910	-0.034480	-0.042480	-0.100890	0.112320	0.186390	0.136590	0.184520	0.148450	0.015280	-0.146250	-0.167060	-0.156310	-0.134450	-0.261540	-0.111010	0.023200	-0.080280	-0.106150	-0.090480	-0.183650	0.009590	-0.216520	-0.024050	-0.163660	-0.224190	-0.251530	-0.159480	-0.149570	-0.151620	-0.086010	-0.176050	0.015410	0.072160	-0.005680	-0.007890	0.074590	0.004810	-0.127710	-0.009670	-0.000620	-0.180790	-0.047150	-0.170950	0.116110	-0.032030	-0.031470	-0.043470	0.043520	-0.025690	-0.101910	0.044650	-0.006090	-0.064510	-0.201240	-0.079440	0.060800	-0.022680	-0.030280	-0.155430	-0.101680	-0.152970	-0.016750	-0.009090	0.018210	0.073830	-0.022240	0.049830	-0.119290	-0.180850
-0.141650	-0.141520	-0.246830	-0.192830	-0.186580	-0.256170	-0.305060	-0.251510	-0.277650	-0.151220	-0.090520	-0.148120	-0.149110	-0.101850	-0.030030	-0.003820	-0.081530	-0.181310	-0.082820	-0.099750	-0.142110	-0.061430	-0.027230	-0.237070	-0.018090	-0.080080	0.088830	-0.103450	0.033060	-0.139710	-0.041600	-0.147700	-0.034980	-0.062570	-0.126430	-0.047770	-0.162810	-0.101210	-0.048390	0.128350	-0.138630	-0.106850	-0.105110	-0.174830	-0.111640	-0.009100	-0.119730	-0.256400	-0.135180	0.013140	-0.134840	-0.110020	-0.175900	-0.064640	-0.221010	-0.238250	-0.145790	-0.100130	-0.195630	-0.177470	-0.132000	-0.145660	-0.014810	-0.081290	0.053050	-0.055210	-0.143480	-0.015480	-0.024410	-0.054050	-0.022860	-0.265050	-0.138100	-0.099500	0.018020	-0.105380	0.044000	-0.080430	-0.018650	-0.063210	-0.171420	-0.203410	-0.155460	-0.154060	-0.162280	-0.055380	0.000230	-0.017740	-0.096590	-0.050830	0.066570	-0.123110	-0.210610	-0.032300	-0.007980	-0.003200	0.019540	-0.056140	0.154960	-0.136400	-0.045120	0.049090	0.114030	0.019860	-0.016720	-0.016780	-0.110030	0.025000	-0.087700	-0.134710	-0.096660	-0.101660	-0.172440	-0.107560	-0.043490	-0.110140	-0.147830	0.008860	-0.129660	0.049290	-0.230670	-0.040340	-0.065210	-0.113620	-0.140960	-0.083870	0.007470	-0.165980	-0.164170	-0.009880	-0.024830	-0.030230	-0.168470	-0.086640	-0.064840	-0.016930	-0.052660	0.026260	-0.035240	-0.137920	-0.101490	-0.169950	-0.055780	-0.127680	0.028310	0.016130
-0.135840	-0.135820	-0.063520	-0.108490	-0.107400	-0.166110	-0.092350	-0.073130	-0.188270	-0.198360	-0.159580	-0.174600	-0.178190	-0.058830	-0.099580	-0.121140	-0.069060	-0.166400	-0.191650	-0.254010	-0.128210	-0.177450	-0.108220	-0.100040	-0.159360	-0.254310	-0.317260	-0.147780	-0.176810	-0.089430	-0.255050	-0.175820	-0.154590	-0.138770	-0.103740	-0.235850	-0.172160	-0.189490	-0.193950	-0.339100	-0.164610	-0.172460	-0.265540	-0.232000	-0.084200	-0.180540	-0.206800	-0.153820	-0.180880	-0.203590	-0.197940	-0.179180	-0.132250	-0.243680	-0.143790	-0.025920	-0.210540	-0.093340	-0.144880	-0.149510	-0.209280	-0.153900	-0.137280	-0.223880	-0.205480	-0.250080	-0.153340	-0.207650	-0.144490	-0.232150	-0.264270	-0.128710	-0.215740	-0.241970	-0.249770	-0.193570	-0.286960	-0.239660	-0.265540	-0.129800	-0.141870	-0.328240	-0.325110	-0.288640	-0.276450	-0.201740	-0.242180	-0.184380	-0.117550	-0.159670	-0.078560	-0.094310	-0.151990	-0.278280	-0.261760	-0.207260	-0.134210	-0.193730	-0.227820	-0.076280	-0.033960	-0.095940	-0.257040	-0.232910	-0.201040	-0.190310	-0.021900	-0.208150	-0.243660	-0.188780	-0.254990	-0.183570	-0.094880	-0.191550	-0.159440	-0.124930	-0.121840	-0.174090	-0.098350	-0.267540	-0.122310	-0.237900	-0.245080	-0.130590	-0.163310	-0.103870	-0.298830	-0.086820	-0.063940	-0.229280	-0.098330	-0.257850	-0.186010	-0.159590	-0.142260	-0.115620	-0.104910	-0.182920	-0.254860	-0.086080	-0.180560	-0.121120	-0.282200	-0.138830	-0.307550	-0.173700
-0.065500	-0.065470	-0.108440	-0.051170	-0.071500	0.039960	-0.040070	-0.102980	0.088530	0.012120	-0.179830	-0.024070	-0.119420	-0.171130	-0.107840	-0.163690	-0.168010	0.026970	-0.112430	0.051070	-0.013360	-0.147820	-0.141140	-0.073650	-0.130380	0.145220	0.008790	-0.075360	-0.168040	-0.205710	-0.074660	-0.040320	-0.165890	-0.081460	-0.170690	0.045170	-0.030170	-0.088460	-0.093750	-0.023640	-0.087270	-0.058260	0.041030	0.049510	-0.215800	-0.122830	-0.007690	0.046810	0.009640	-0.061980	0.014770	0.013160	-0.022050	0.049310	0.014120	-0.082820	0.012470	-0.137140	-0.057280	-0.113780	0.007810	-0.102200	-0.174990	-0.028290	-0.024270	0.033800	-0.092050	-0.140790	-0.168970	-0.025620	-0.012670	-0.049250	-0.081400	-0.009370	-0.072290	-0.024280	-0.005330	0.046330	-0.048550	-0.180780	-0.071020	-0.102930	-0.095320	-0.081060	-0.163380	-0.185250	-0.271570	-0.091090	-0.096410	-0.088730	-0.281730	-0.251310	-0.162220	-0.098650	-0.154990	-0.181680	-0.220050	-0.029510	-0.097140	0.092250	-0.045150	-0.126370	-0.057140	-0.135380	-0.211640	-0.034080	-0.101510	-0.109910	0.013150	0.022850	0.010400	-0.074810	0.019450	0.009650	-0.125210	-0.033800	-0.120750	-0.118280	-0.043050	-0.026520	-0.028340	-0.093940	-0.071670	-0.086700	-0.093740	-0.107030	0.004510	-0.101530	-0.145290	-0.020080	-0.159590	0.084180	-0.028910	-0.155390	-0.080460	-0.082530	-0.082180	-0.174160	0.052300	-0.014370	-0.019510	-0.092310	0.082810	-0.053630	-0.000600	-0.114140
-0.187910	-0.187690	-0.177540	-0.240700	-0.200510	-0.253690	-0.214210	-0.161930	-0.329200	-0.110530	0.048200	-0.132000	-0.113420	0.012960	-0.034550	0.024830	-0.013660	-0.123060	0.061250	-0.022830	-0.076110	0.071600	0.069380	-0.048850	0.109040	-0.159250	-0.061020	0.078580	0.014790	0.048630	0.032020	-0.149510	0.086890	0.101460	0.060510	-0.026080	-0.034410	-0.080470	0.024390	-0.066320	-0.075780	-0.031680	-0.111520	-0.203350	0.075220	-0.012740	-0.100340	-0.151370	-0.125320	0.013680	-0.124790	-0.130370	-0.106330	-0.122650	-0.066350	-0.032420	-0.106710	0.031150	-0.127640	-0.064820	-0.139790	-0.024630	0.034580	-0.083830	-0.015760	-0.105400	-0.023280	0.077430	0.066910	-0.074720	-0.083020	-0.087700	-0.059460	-0.089600	-0.030120	-0.074400	0.004880	-0.143970	0.068380	0.100120	0.025990	0.130300	0.127610	0.165890	0.222270	0.260600	0.092560	-0.223180	-0.438650	-0.374960	0.081990	-0.038150	-0.181690	-0.131280	-0.078560	0.098100	0.124330	-0.014740	0.125010	-0.282410	-0.212900	-0.198490	-0.207000	-0.048350	0.038250	-0.026960	-0.043290	0.042720	-0.037650	-0.119020	-0.144960	0.001020	-0.033390	-0.042510	0.021080	-0.069960	-0.031560	0.059640	-0.155720	0.026210	-0.168720	0.067500	0.008740	0.012970	-0.011020	0.016210	-0.057140	0.053050	-0.004340	0.045920	0.002980	-0.142940	-0.178210	0.147620	0.100170	0.010750	0.032450	0.145250	-0.045050	-0.073260	0.013510	-0.024570	-0.114860	0.015370	-0.065680	0.038000
-0.099240	-0.099060	-0.067160	-0.042550	-0.057560	0.021160	0.011970	0.006310	0.097740	-0.030590	-0.104370	0.042510	0.033610	0.029400	0.090130	0.022060	0.079750	0.074270	-0.031280	0.037290	0.068840	-0.017270	0.065860	0.058730	-0.004940	0.114000	0.093240	-0.069880	-0.039900	-0.008790	-0.020910	0.086970	-0.036610	-0.031800	0.034340	0.032290	0.039230	0.028460	0.031680	0.057620	0.097160	0.038990	-0.011190	0.047820	-0.036790	0.061280	0.099680	0.118750	0.077310	-0.006050	0.083090	0.139740	0.150230	0.151110	0.091120	0.119940	0.060630	0.051890	0.093920	0.039720	0.124070	0.024820	-0.015330	0.020220	0.046010	0.072210	-0.007730	-0.045370	-0.015040	0.086970	0.040180	0.092090	-0.021860	-0.010810	0.016260	0.065430	0.035370	0.130560	-0.029060	-0.019340	0.035090	-0.038850	-0.016960	0.068670	-0.110400	-0.027970	-0.155810	0.025720	0.101690	0.156800	0.045450	0.037680	0.030760	0.031490	-0.048600	-0.038970	0.009920	0.082370	0.050620	0.238860	0.196320	0.221080	0.137970	-0.085020	-0.104540	0.101210	0.214080	-0.004680	0.005160	0.102580	0.046210	0.011680	0.053090	0.023530	0.012230	0.111690	-0.018790	-0.000810	0.248790	-0.028070	0.102210	-0.102700	-0.051040	-0.006110	0.051600	0.156980	-0.023500	0.015060	0.085390	0.009590	0.059090	0.125780	0.124020	-0.130540	-0.018600	0.112650	0.072730	-0.043750	0.046200	0.238950	0.028180	0.108070	0.059490	0.054610	-0.015260	0.028950
