1.768150	1.768150	1.768150	1.768180	1.820500	1.931460	1.896910	1.903370	1.947080	2.036920	2.177130	2.205280	2.301540	2.192330	2.274860	2.223650	2.276600	2.348470	2.268330	2.388640	2.360390	2.328770	1.768150	1.768150	1.768190	1.822550	1.904810	1.881530	1.886740	2.011520	2.018100	2.040200	2.222700	2.188830	2.241690	2.185290	2.248010	2.199980	2.417490	2.367840	2.469740	2.521970	2.518220	2.464750	2.559700	2.409020	2.511700	2.469510	2.404600	2.432600	2.419570	2.580740	2.530290	2.530080	2.678030	2.884040	3.006500	2.713330	2.554180	2.477050	2.458510	2.400110	2.376720	2.431570	2.485120	2.493150	2.455120	2.386400	2.328480	2.517000	2.499890	2.604710	2.668340	2.748350	2.807440	2.797640	2.973130	2.960260	2.961400	2.813350	3.071550	3.309490	3.322490	3.300600	3.173910	3.156520	3.093270	3.031010	3.041180	3.077000	3.073570	3.102150	3.289340	3.356900	3.421620	3.556280	3.490520	3.548390	3.296340	3.293280	3.350360	3.274380	3.099310	2.807920	2.670320	2.526190	2.538880	2.546580	2.505010	2.483820	2.505010
0.148970	0.148970	0.148970	0.148980	0.099280	-0.006020	0.034770	0.027960	0.008640	-0.059480	-0.042460	-0.061430	-0.088800	-0.042740	-0.064530	-0.048160	-0.018410	-0.077010	-0.016390	-0.056420	-0.069150	-0.033120	0.148970	0.148970	0.148990	0.096680	0.017170	0.038240	0.033760	-0.047770	-0.042890	0.024850	-0.068290	0.004320	-0.043410	-0.014590	-0.037700	-0.013680	-0.110300	-0.053700	-0.084110	-0.036850	-0.004260	-0.034360	-0.067070	-0.005770	-0.078840	-0.045990	-0.005790	-0.043160	-0.029580	-0.080080	-0.071460	-0.083580	-0.052970	-0.142600	-0.096300	0.059700	-0.020450	-0.036110	-0.075250	-0.050910	-0.042780	-0.081480	-0.094850	-0.052200	-0.087690	-0.068030	0.006660	-0.082280	-0.068640	0.013570	-0.167450	-0.193760	-0.200070	-0.172240	-0.254450	-0.270970	-0.247560	-0.178780	-0.003470	-0.019970	0.001630	0.014390	0.022540	-0.058280	-0.046510	0.013540	0.004680	-0.019740	0.001530	0.008300	-0.029770	0.043430	0.041630	-0.049540	0.019590	-0.081560	0.054310	0.065080	-0.030130	-0.013840	-0.012530	0.004450	0.025780	0.004760	0.032350	-0.021310	-0.071640	-0.023440	-0.071640
-0.515140	-0.515140	-0.515140	-0.515160	-0.446940	-0.307110	-0.381640	-0.329440	-0.318320	-0.219190	-0.207220	-0.211650	-0.270860	-0.253950	-0.231840	-0.202670	-0.248360	-0.229730	-0.267000	-0.178570	-0.174080	-0.200270	-0.515140	-0.515140	-0.515180	-0.444840	-0.331010	-0.346780	-0.331490	-0.270530	-0.258010	-0.332560	-0.227040	-0.245770	-0.193570	-0.259700	-0.256010	-0.265820	-0.171340	-0.229090	-0.201010	-0.197870	-0.269710	-0.255620	-0.276730	-0.231150	-0.189450	-0.188110	-0.226410	-0.150240	-0.172890	-0.262260	-0.221570	-0.179440	-0.232370	-0.178060	-0.232810	-0.285400	-0.208710	-0.226050	-0.182160	-0.175710	-0.169700	-0.194850	-0.237370	-0.238080	-0.207380	-0.184040	-0.297360	-0.169570	-0.142160	-0.269310	-0.258090	-0.294390	-0.236970	-0.255930	-0.271840	-0.272380	-0.327330	-0.187690	-0.209510	-0.169730	-0.196790	-0.192300	-0.160260	-0.080250	-0.101980	-0.192630	-0.185240	-0.154710	-0.181150	-0.179410	-0.183050	-0.189760	-0.189010	-0.119720	-0.225590	-0.124790	-0.187220	-0.230680	-0.084250	-0.115020	-0.109590	-0.174940	-0.265070	-0.251840	-0.225160	-0.194880	-0.153290	-0.206920	-0.153290
0.135790	0.135790	0.135790	0.135790	0.061480	-0.079070	0.028130	-0.092130	-0.083420	-0.183280	-0.229220	-0.203240	-0.095210	-0.128570	-0.115190	-0.195050	-0.151920	-0.095840	-0.099910	-0.208040	-0.221120	-0.209210	0.135790	0.135790	0.135790	0.062730	-0.066610	-0.063710	-0.096050	-0.076750	-0.109490	-0.017190	-0.088440	-0.153290	-0.227770	-0.145810	-0.098760	-0.118860	-0.148210	-0.128430	-0.267880	-0.236990	-0.162760	-0.158800	-0.053920	-0.166160	-0.123420	-0.196850	-0.161030	-0.271590	-0.241500	-0.144220	-0.168940	-0.262010	-0.179870	-0.173630	-0.122650	-0.148190	-0.190130	-0.150470	-0.202950	-0.245580	-0.282690	-0.137550	-0.178100	-0.184900	-0.166160	-0.223680	-0.089570	-0.156920	-0.220560	-0.144490	-0.064200	-0.061160	-0.183170	-0.153180	-0.052030	-0.116130	0.004640	-0.256200	-0.201400	-0.175920	-0.129840	-0.143740	-0.169710	-0.206400	-0.170770	-0.095400	-0.115160	-0.141150	-0.119360	-0.090630	-0.097530	-0.178830	-0.191610	-0.224330	-0.099360	-0.142780	-0.167980	-0.106900	-0.234580	-0.194690	-0.235610	-0.140320	-0.094390	-0.089620	-0.164880	-0.177470	-0.202860	-0.131160	-0.202860
-0.182920	-0.182920	-0.182920	-0.182890	-0.111720	-0.002060	-0.124460	0.043790	-0.001420	0.076220	0.107030	0.053630	-0.045510	-0.033150	-0.069330	0.025080	-0.031620	-0.108380	-0.062230	-0.004310	0.023210	0.009680	-0.182920	-0.182920	-0.182880	-0.121890	0.003510	0.002690	0.053900	-0.051620	-0.013510	-0.126320	-0.121740	-0.034210	0.077760	0.000400	-0.082380	-0.054000	-0.082730	-0.082830	0.100850	0.048790	-0.013770	-0.007790	-0.166350	-0.047580	-0.149330	-0.040870	-0.096950	0.029410	0.000120	-0.024030	-0.033470	0.075430	0.017900	-0.031630	-0.064820	-0.055230	-0.033470	-0.051250	0.007650	0.029510	0.084300	-0.100320	0.045200	0.007900	-0.020890	0.036230	-0.054150	-0.095990	-0.064250	-0.046150	-0.082690	0.000040	0.130770	0.076730	-0.002650	0.124510	-0.039910	0.164970	-0.074940	-0.187190	-0.233570	-0.213170	-0.218200	-0.236990	-0.278580	-0.297400	-0.267500	-0.258220	-0.262810	-0.329730	-0.235460	-0.123940	-0.091950	-0.065970	-0.180130	-0.187220	-0.165030	-0.206900	-0.136720	-0.181320	-0.127910	-0.212590	-0.163490	-0.142460	-0.101890	-0.040590	-0.045020	-0.140540	-0.045020
-0.108830	-0.108830	-0.108830	-0.108820	-0.169050	-0.224740	-0.119610	-0.279010	-0.188950	-0.228290	-0.210350	-0.113060	-0.054870	-0.083370	-0.066850	-0.157120	-0.030560	-0.048110	-0.125110	-0.057660	-0.099780	-0.049460	-0.108830	-0.108830	-0.108800	-0.148660	-0.250340	-0.227120	-0.294930	-0.155360	-0.207680	-0.100340	-0.060930	-0.119230	-0.226560	-0.120470	-0.081400	-0.078100	-0.074770	-0.059950	-0.055030	-0.102270	-0.022970	-0.102460	0.075260	-0.071110	-0.024700	-0.033380	0.015630	-0.086850	-0.074940	-0.040580	-0.032810	-0.071400	-0.054340	-0.016840	-0.008490	-0.008210	-0.051840	-0.073720	-0.122420	-0.090060	-0.140250	0.001740	-0.083130	-0.070150	-0.056880	-0.103630	-0.107490	-0.059970	0.025540	-0.041970	-0.009710	-0.051880	-0.096030	-0.030950	-0.035000	-0.104140	-0.000170	-0.159620	-0.094310	0.025460	0.063690	0.018980	0.018220	0.065060	0.081090	0.049730	0.011890	0.018530	0.010400	0.101520	0.018520	-0.024720	-0.069510	-0.078720	-0.031200	0.014390	0.041890	0.047700	-0.013060	0.027170	0.029990	0.100130	0.061140	-0.015090	0.023250	-0.088340	-0.066050	0.035840	-0.066050
-0.104760	-0.104760	-0.104760	-0.104780	-0.058190	-0.065400	-0.120890	-0.017740	-0.116620	-0.098550	-0.091980	-0.174430	-0.152580	-0.160640	-0.127060	-0.095920	-0.196110	-0.096450	-0.051990	-0.157830	-0.172500	-0.152870	-0.104760	-0.104760	-0.104800	-0.093940	-0.028570	-0.089540	-0.007150	-0.104960	-0.064100	-0.109440	-0.123450	-0.142610	-0.076670	-0.138180	-0.115090	-0.169280	-0.114450	-0.144750	-0.279050	-0.179200	-0.183870	-0.100650	-0.249950	-0.168110	-0.132730	-0.160090	-0.224820	-0.199300	-0.154280	-0.191140	-0.208020	-0.205270	-0.151610	-0.094460	-0.121750	-0.099740	-0.122950	-0.109660	-0.099360	-0.196320	-0.157940	-0.185280	-0.229540	-0.179650	-0.128090	-0.175350	-0.110870	-0.110050	-0.189280	-0.209460	-0.224570	-0.216360	-0.238410	-0.325480	-0.213910	-0.241310	-0.210100	-0.203430	-0.136910	-0.181860	-0.202530	-0.139990	-0.094220	-0.136150	-0.108660	-0.049760	-0.019340	-0.042340	-0.021830	-0.085300	-0.076730	-0.103120	-0.036530	-0.104050	-0.062370	-0.077220	-0.120550	-0.121990	-0.063610	-0.063940	-0.106330	-0.158370	-0.143430	-0.103130	-0.132090	-0.108060	-0.130550	-0.189860	-0.130550
-0.055550	-0.055550	-0.055550	-0.055560	-0.085800	-0.025620	-0.029560	-0.046610	0.020750	0.018070	-0.018980	-0.030810	-0.127920	-0.039730	-0.099200	-0.112890	-0.063690	-0.179350	-0.158960	-0.013500	-0.026400	-0.019500	-0.055550	-0.055550	-0.055550	-0.038470	-0.062650	0.033910	-0.059020	-0.026210	-0.078890	-0.042310	-0.118460	-0.075260	-0.059730	-0.066960	-0.149020	-0.069930	-0.152080	-0.141470	-0.071140	-0.068870	-0.024660	-0.270880	-0.130730	-0.119190	-0.167090	-0.095760	-0.111560	-0.064580	-0.107780	-0.270500	-0.168070	-0.121900	-0.049190	-0.150340	-0.097370	-0.051040	-0.060780	-0.105600	-0.119310	-0.095830	-0.083340	-0.079380	-0.072550	-0.107140	-0.175540	-0.030500	-0.142760	-0.108560	-0.031170	-0.151970	-0.206940	-0.223300	-0.067440	0.007400	-0.169920	-0.138960	-0.179490	-0.006550	-0.213210	-0.162340	-0.125050	-0.152790	-0.166350	-0.171060	-0.226600	-0.298820	-0.343880	-0.315570	-0.340210	-0.260140	-0.178900	-0.086750	-0.167190	-0.029880	-0.132050	-0.075900	-0.029980	-0.033870	-0.049630	-0.089490	-0.070690	-0.080880	-0.056490	-0.072200	-0.088640	0.039770	-0.059490	-0.037650	-0.059490
-0.141200	-0.141200	-0.141200	-0.141170	-0.127990	-0.222270	-0.170230	-0.220880	-0.237030	-0.230210	-0.141260	-0.021500	0.020810	-0.054550	-0.043550	-0.090360	-0.018150	0.046410	-0.061080	-0.070580	-0.120580	-0.008500	-0.141200	-0.141200	-0.141130	-0.183520	-0.195040	-0.298850	-0.203880	-0.191560	-0.189300	-0.184790	-0.089450	-0.186430	-0.227620	-0.081190	-0.058450	-0.105350	-0.096430	-0.067840	-0.098530	-0.159390	-0.032070	0.011890	-0.059910	-0.166440	-0.121840	-0.129300	-0.096290	-0.145170	-0.091470	-0.001470	-0.027540	-0.056390	-0.024380	0.127980	0.034080	0.028220	-0.043240	-0.093340	-0.129550	-0.100430	-0.127430	-0.022480	-0.020330	-0.074600	0.057240	-0.113040	-0.021510	-0.121510	-0.052350	0.025480	0.076240	0.103780	0.052910	0.033390	0.131510	0.093830	0.189460	-0.041490	-0.244930	-0.314980	-0.285030	-0.309980	-0.325760	-0.303720	-0.273620	-0.192540	-0.166660	-0.198420	-0.155480	-0.198140	-0.193570	-0.224700	-0.121280	-0.314160	-0.207490	-0.180490	-0.234950	-0.178970	-0.327960	-0.258710	-0.183260	-0.110050	-0.045400	-0.069730	0.016980	-0.225270	-0.100170	-0.098530	-0.100170
-0.079170	-0.079170	-0.079170	-0.079150	-0.072400	0.028660	-0.038200	0.054340	0.057710	0.058130	0.072680	-0.053170	0.038410	-0.007360	0.021570	0.008360	-0.000050	-0.046330	-0.006580	0.049590	0.033300	0.037720	-0.079170	-0.079170	-0.079140	-0.027380	0.010420	0.093660	0.010980	0.009080	-0.012390	0.029860	-0.048120	-0.029480	0.060820	-0.020150	-0.024950	-0.024430	0.007470	-0.015600	0.044180	0.076980	0.096670	-0.006480	0.043940	0.016330	0.004820	0.130300	-0.009420	0.001330	0.016940	-0.007150	-0.022030	0.050740	0.114880	0.086370	0.125890	0.115640	0.107300	0.113440	0.106920	-0.012280	0.041450	-0.023560	0.007060	0.051310	-0.011370	0.052530	-0.084490	0.030110	0.077350	-0.145350	-0.066360	-0.019080	0.076750	0.043960	0.045600	0.051270	0.000620	0.092650	-0.039590	0.025710	0.031880	0.045110	0.075520	0.037050	0.039500	-0.006610	-0.053200	-0.028300	-0.062020	0.007790	0.081370	0.081720	0.044480	0.134540	0.095340	0.111360	0.176340	0.036450	0.188580	0.190520	0.173590	0.080800	0.120070	0.028850	0.016360	0.154490	0.029330	0.024170	0.029330
