3.576280	3.724100	3.683060	3.561640	3.572320	3.571250	3.594550	3.615810	3.512500	3.709430	3.897520	4.010830	4.058020	4.108060	4.036180	3.882590	3.973700	3.994810	3.845930	3.868290	3.882170	3.846880	3.863390	3.897190	3.973740	3.994040	4.015540	3.866560	3.732240	3.690100	3.605270	3.537140	3.479810	3.568540	3.700800	3.723290	3.644380	3.650060	3.623610	3.662880	3.665640	3.567800	3.519970	3.464050	3.549200	3.516050	3.554680	3.590270	3.562410	3.519380	3.480470	3.514260	3.473120	3.428970
-0.014600	-0.113770	-0.073670	-0.007230	-0.051630	-0.041530	-0.068650	-0.075220	-0.061560	-0.125500	-0.170480	-0.250750	-0.205960	-0.191380	-0.215010	-0.049620	-0.060350	-0.067590	0.019660	-0.034280	-0.039050	-0.001350	-0.022900	-0.059990	0.012280	-0.025180	-0.039720	0.000850	-0.020720	-0.066100	-0.039540	-0.040740	0.025230	-0.021670	-0.065080	-0.083060	-0.027710	-0.067860	-0.011990	-0.077350	-0.011850	-0.037220	0.005930	-0.016200	-0.037530	-0.015380	-0.071210	-0.058310	-0.056610	-0.047000	-0.048730	-0.096160	-0.071600	-0.023360
-0.247550	-0.200490	-0.231880	-0.182870	-0.226710	-0.257760	-0.244500	-0.226080	-0.261400	-0.195740	-0.300560	-0.254900	-0.275800	-0.293740	-0.264840	-0.239280	-0.146220	-0.161530	-0.217320	-0.186150	-0.210200	-0.235200	-0.253340	-0.231100	-0.210900	-0.196810	-0.196770	-0.234890	-0.193950	-0.171730	-0.245780	-0.194730	-0.271250	-0.243160	-0.192240	-0.153790	-0.220580	-0.198730	-0.197240	-0.161900	-0.231930	-0.211220	-0.253770	-0.266260	-0.241550	-0.274160	-0.284880	-0.299640	-0.230300	-0.240800	-0.254280	-0.240740	-0.257250	-0.253300
-0.105570	-0.119050	-0.077450	-0.252800	-0.153870	-0.139400	-0.131430	-0.114340	-0.087410	-0.147620	-0.015030	-0.085430	-0.131500	-0.027170	-0.025190	-0.155630	-0.256950	-0.181860	-0.183520	-0.237460	-0.196990	-0.199830	-0.139690	-0.142530	-0.185310	-0.156540	-0.103390	-0.091870	-0.172320	-0.213760	-0.096600	-0.206980	-0.140990	-0.130180	-0.180340	-0.219680	-0.164760	-0.145640	-0.212940	-0.216090	-0.148290	-0.147160	-0.135420	-0.111470	-0.153120	-0.117850	-0.039920	-0.045770	-0.190380	-0.157340	-0.150090	-0.099730	-0.104790	-0.137670
-0.210040	-0.189730	-0.234850	-0.017480	-0.079460	-0.029640	-0.048530	-0.113780	-0.119160	-0.092510	-0.141040	0.022170	0.133510	-0.058200	-0.091200	-0.125070	-0.066050	-0.198470	-0.153220	-0.079400	-0.121970	-0.090400	-0.153490	-0.162660	-0.120590	-0.147840	-0.243260	-0.253390	-0.168790	-0.099980	-0.184500	-0.069400	-0.101210	-0.136320	-0.098740	-0.071700	-0.103450	-0.164560	-0.063550	-0.068880	-0.110920	-0.173070	-0.109490	-0.106940	-0.050430	-0.089610	-0.166510	-0.153240	-0.010760	-0.102950	-0.016710	-0.099940	-0.087600	-0.099260
-0.069320	-0.099310	-0.033930	-0.110550	-0.113450	-0.173600	-0.156710	-0.106010	-0.129750	-0.134760	-0.144860	-0.225780	-0.360120	-0.185840	-0.126440	-0.080400	-0.079860	0.012390	-0.042390	-0.113100	-0.071870	-0.126020	-0.054040	-0.042070	-0.062730	-0.092690	-0.038500	-0.021410	-0.105240	-0.157410	-0.083550	-0.120150	-0.120080	-0.060640	-0.060160	-0.064580	-0.093890	-0.020780	-0.091200	-0.110930	-0.145900	0.011070	-0.117150	-0.129340	-0.151890	-0.153350	-0.100300	-0.103910	-0.165940	-0.085300	-0.197870	-0.129450	-0.136500	-0.089090
-0.126180	-0.148140	-0.181130	-0.195250	-0.164320	-0.137250	-0.142220	-0.105300	-0.119760	-0.168880	-0.212640	-0.163310	-0.077200	-0.137630	-0.150490	-0.226270	-0.205840	-0.210600	-0.164960	-0.170630	-0.218650	-0.152610	-0.216660	-0.237570	-0.153260	-0.092580	-0.005660	-0.102720	-0.064420	-0.114980	-0.127110	-0.194130	-0.157300	-0.228920	-0.249590	-0.243470	-0.170190	-0.236280	-0.210500	-0.185900	-0.043780	-0.271530	-0.126320	-0.107070	-0.173810	-0.135930	-0.126700	-0.173750	-0.217450	-0.250030	-0.149260	-0.175210	-0.139200	-0.170520
-0.151620	-0.114320	-0.084170	0.050920	-0.038290	0.003450	-0.007490	-0.067580	-0.077050	-0.031970	-0.116880	-0.048480	-0.034820	-0.033380	0.001450	-0.142430	-0.056550	-0.123090	-0.125070	-0.123550	-0.118360	-0.141310	-0.122600	-0.134650	-0.056530	-0.055410	-0.246600	-0.154550	-0.215770	-0.154360	-0.135840	-0.013000	-0.061210	0.034110	0.044600	0.049250	-0.036170	-0.023040	0.043230	-0.015300	-0.188440	0.012480	-0.012310	-0.088480	0.023050	-0.065280	-0.140170	-0.054580	0.012850	-0.068700	-0.012710	0.013890	-0.049260	-0.110840
-0.326330	-0.389880	-0.360290	-0.263300	-0.188400	-0.202510	-0.171920	-0.062680	-0.141210	-0.327480	-0.153830	0.020180	-0.030900	0.019500	0.030260	-0.177230	-0.342710	-0.300030	-0.317270	-0.384900	-0.320770	-0.332980	-0.272440	-0.226630	-0.273760	-0.317300	-0.149400	-0.286900	-0.283140	-0.335580	-0.264930	-0.365630	-0.277550	-0.332200	-0.287350	-0.239420	-0.229590	-0.229980	-0.311230	-0.281350	-0.175110	-0.274590	-0.360270	-0.139640	-0.283920	-0.224190	-0.084490	-0.254100	-0.308040	-0.173580	-0.270460	-0.271790	-0.192480	-0.066030
-0.056160	-0.049700	-0.032470	-0.073090	-0.127190	-0.095040	-0.142910	-0.198900	-0.185620	-0.039910	-0.310750	-0.209730	-0.169750	-0.210400	-0.172360	-0.297510	-0.040900	-0.060880	-0.037080	-0.021470	-0.086440	-0.029650	-0.118320	-0.206280	-0.020920	-0.025200	-0.026200	0.001400	-0.056950	-0.121410	-0.115610	-0.099940	-0.110760	-0.081960	-0.072090	-0.123250	-0.117210	-0.104440	-0.070800	-0.098690	-0.071660	-0.086730	0.033220	-0.151550	-0.123760	-0.151540	-0.212430	-0.077130	-0.120400	-0.292930	-0.127910	-0.074880	-0.094270	-0.243510
