2.203360	2.181730	2.227510	2.237230	2.362450	2.535200	2.875590	2.981190	3.007610	3.034590	2.974450	3.000350	3.026370	3.384590	3.294510	3.151560	3.041770	3.099740	3.020690	3.000890	2.962100	2.944480	2.865580	2.858280	2.864500	2.904470	2.895030	2.899180	3.038300	3.006790	2.962340	2.970580	2.983200	2.881360	2.782970	2.706750	2.670600	2.584500	2.513140	2.339080
0.034720	0.010870	-0.012710	0.011030	-0.056100	0.001000	-0.062110	-0.060900	-0.144620	-0.195830	-0.163550	-0.128140	-0.060030	-0.094720	-0.024350	-0.017820	-0.037900	-0.076460	-0.021560	-0.037170	-0.081740	-0.086640	-0.026800	-0.033360	-0.033980	-0.077870	-0.081970	-0.074020	-0.074680	-0.030310	-0.029720	-0.023420	-0.067870	0.017760	0.033360	0.035810	0.031360	0.026940	0.009860	0.088220
-0.210820	-0.118940	-0.202520	-0.186480	-0.142670	-0.195160	-0.167920	-0.148180	-0.223520	-0.213690	-0.266790	-0.263530	-0.265280	-0.206740	-0.232640	-0.119200	-0.160310	-0.113770	-0.173720	-0.173540	-0.143190	-0.148180	-0.227310	-0.211220	-0.223160	-0.154030	-0.148510	-0.158820	-0.129310	-0.186020	-0.178720	-0.161640	-0.088810	-0.187300	-0.155710	-0.168140	-0.165050	-0.158570	-0.174140	-0.234230
-0.130340	-0.253660	-0.092470	-0.153730	-0.155550	-0.172970	-0.207220	-0.264680	-0.120800	-0.137540	-0.062790	-0.113610	-0.120790	-0.174390	-0.085700	-0.200150	-0.105790	-0.127740	-0.073370	-0.074730	-0.104300	-0.106650	-0.036810	-0.068660	-0.041290	-0.101470	-0.102570	-0.088520	-0.109110	-0.052480	-0.060240	-0.072620	-0.187880	-0.132040	-0.183990	-0.147750	-0.147090	-0.167900	-0.104890	-0.104690
-0.116770	-0.060660	-0.168280	-0.093010	-0.123770	-0.094910	-0.061330	-0.047540	-0.009680	0.034530	-0.015070	0.035090	-0.011750	-0.020630	-0.122790	-0.162260	-0.214400	-0.228260	-0.272070	-0.260420	-0.249000	-0.251450	-0.300870	-0.267880	-0.297110	-0.258380	-0.269380	-0.259950	-0.233160	-0.266080	-0.280670	-0.298290	-0.155600	-0.164480	-0.169050	-0.221960	-0.219190	-0.174660	-0.230230	-0.197440
-0.054390	-0.002960	-0.019350	-0.068190	-0.039680	-0.053310	-0.066750	-0.046000	-0.112860	-0.082130	-0.059730	-0.074790	-0.100500	-0.042360	-0.079220	-0.000390	-0.017740	0.000880	0.013180	0.025920	-0.020580	-0.032110	-0.004850	-0.061670	-0.004360	-0.027130	-0.020160	-0.007240	-0.018000	0.006970	0.020950	0.051390	-0.061070	-0.053370	0.009790	0.049120	0.022970	-0.017510	0.030710	0.027170
-0.094030	-0.212030	-0.096430	-0.105240	-0.079620	-0.184730	-0.227380	-0.299210	-0.161800	-0.176560	-0.209070	-0.159780	-0.116580	-0.089150	-0.038200	-0.130950	-0.090620	-0.084690	-0.036140	-0.116580	-0.092670	-0.083990	-0.085260	-0.032920	-0.097700	-0.079520	-0.086300	-0.110590	-0.077920	-0.084800	-0.064830	-0.060600	-0.066940	-0.092060	-0.150670	-0.143940	-0.108260	-0.111030	-0.071470	-0.101190
-0.054230	0.046970	-0.110430	-0.021720	-0.113460	-0.110890	-0.110190	-0.088160	-0.160410	0.001560	-0.017300	0.005400	-0.009340	0.035330	-0.173430	-0.162860	-0.129820	-0.142160	-0.244620	-0.131070	-0.169360	-0.202460	-0.235280	-0.274190	-0.218920	-0.208770	-0.200290	-0.156180	-0.136970	-0.123100	-0.202000	-0.206140	-0.085610	-0.121880	-0.107450	-0.145660	-0.166490	-0.118630	-0.164410	-0.102590
-0.176470	-0.258210	-0.140180	-0.224280	-0.148590	-0.246620	-0.251090	-0.286220	0.000080	-0.011760	-0.006100	0.038710	-0.021150	0.003420	-0.039900	-0.239680	-0.317460	-0.310090	-0.200900	-0.298990	-0.372490	-0.367030	-0.319480	-0.317870	-0.330860	-0.355420	-0.377000	-0.368900	-0.329880	-0.291250	-0.236780	-0.225610	-0.407240	-0.278310	-0.316370	-0.268060	-0.276530	-0.305430	-0.162160	-0.173590
0.002700	0.051150	-0.003960	0.031930	0.066400	-0.073610	-0.118180	-0.165520	-0.095620	0.062450	0.025260	0.047550	0.059720	0.116570	-0.001440	-0.020150	0.038000	0.057630	-0.008980	0.054330	0.019170	-0.003800	-0.051180	-0.039340	-0.042520	-0.007280	0.002350	0.018210	0.039640	0.042820	-0.005140	0.030420	0.100560	-0.029330	0.002120	0.009840	0.005520	-0.003940	0.032980	0.041200
-0.100230	-0.147240	-0.150340	-0.099460	-0.222350	-0.145040	-0.118010	-0.100470	-0.171840	-0.175240	-0.191860	-0.200300	-0.198450	-0.214750	-0.193720	-0.182700	-0.128640	-0.148000	-0.136420	-0.191250	-0.135840	-0.133600	-0.097450	-0.134600	-0.106130	-0.126180	-0.132630	-0.140070	-0.134600	-0.147340	-0.126430	-0.143170	-0.101780	-0.097850	-0.115710	-0.155140	-0.136880	-0.103510	-0.185150	-0.153530
-0.103530	-0.067580	-0.054440	-0.125240	-0.006540	-0.004420	-0.022540	-0.000840	-0.027600	-0.075210	-0.052620	-0.044630	-0.079430	-0.053330	-0.037000	0.009280	-0.110560	-0.108880	-0.087100	-0.045880	-0.080180	-0.069600	-0.094960	-0.049060	-0.092820	-0.079160	-0.076620	-0.078180	-0.093580	-0.082490	-0.099050	-0.109320	-0.183330	-0.078340	-0.088740	-0.055660	-0.071770	-0.088830	-0.031300	-0.084950
-0.094480	-0.071420	-0.100440	-0.060870	-0.115960	-0.020600	0.014530	0.009950	-0.149200	-0.115520	-0.102060	-0.216290	-0.143580	-0.230280	-0.117150	-0.072980	0.041210	0.032520	0.006420	-0.006660	0.040170	0.043840	0.066740	0.012660	0.069930	0.047620	0.044030	0.048590	-0.000770	-0.028910	0.018800	0.012030	0.062060	-0.062660	0.007940	-0.004260	-0.014140	-0.042000	-0.094540	-0.072960
0.694110	1.825980	3.987590	5.899350	7.138980	7.682260	7.045630	5.948770	4.231750	3.784550	2.818650	2.223610	1.441400	0.962610	0.210360	-0.907850	-2.078200	-3.150650	-2.665690	-2.141350	-1.870630	-1.701910	-1.143810	-0.759660	0.203510	0.809230	1.104370	1.020150	0.844840	0.168380	-0.718630	-1.836240	-2.889400	-3.362780	-3.825370	-4.712770	-4.935710	-4.464080	-3.857520	-3.200640
-0.623660	-0.572730	-0.740540	-0.806700	-1.112110	-1.443000	-1.533460	-1.425810	-0.811500	-0.600610	0.215940	0.768390	1.202260	1.040280	0.773660	0.431730	-0.037790	-0.232750	-0.335200	-0.179930	0.014480	-0.050850	-0.285430	-0.208230	-0.159270	-0.118160	-0.150610	0.084420	0.105490	0.500490	0.686740	0.751010	0.719450	0.561490	0.455470	0.625650	0.709380	0.459210	0.481120	0.510610
0.383610	0.253570	0.216820	0.216130	-0.148550	-0.461210	-0.523970	-0.843740	-1.029310	-0.682880	-0.638430	0.033440	0.590860	0.969890	1.048540	0.822420	0.640730	0.309990	-0.161650	-0.677880	-0.696100	-0.539380	-0.134170	-0.035160	0.167870	0.251550	0.382370	0.216370	0.356460	-0.079490	-0.079370	-0.099680	-0.139500	0.000370	-0.176330	-0.568780	-0.820310	-0.635100	-0.796900	-0.753870
-0.289150	-0.325610	-0.456440	-0.740240	-0.314170	0.035390	0.074570	0.525530	0.662610	0.543260	0.710420	0.161220	-0.304890	-0.298280	-0.151020	0.300430	0.391460	0.427880	0.461510	0.673630	0.405900	0.210400	-0.103520	-0.114610	-0.199690	-0.171740	-0.238390	-0.051760	-0.449620	-0.368040	-0.704460	-0.818840	-0.815180	-0.939100	-0.469070	0.015330	0.482320	0.405060	0.523850	0.355490
-0.074140	-0.008050	0.170460	0.348710	0.609170	0.939430	1.200490	1.078560	0.942170	0.535240	-0.239170	-0.975720	-1.750930	-2.225440	-2.435500	-2.540430	-2.103470	-1.626460	-1.151830	-0.775770	-0.568880	-0.332930	-0.166290	-0.139830	0.039860	0.117720	0.142040	-0.122000	0.347100	0.522250	0.740110	0.602010	0.474750	0.618790	0.317440	0.038470	-0.411820	-0.249500	-0.089760	0.080070
0.068470	-0.014590	-0.152480	-0.195030	-0.513400	-0.650400	-0.412920	-0.260840	-0.400340	-0.132470	-0.077490	0.251570	0.548600	0.557620	0.655720	0.821440	0.640160	0.230000	0.151150	-0.376770	-0.298830	-0.394760	-0.360260	-0.191500	0.018330	0.139470	0.231320	0.528120	0.034700	-0.141960	-0.130790	0.035600	0.092730	-0.096080	0.032380	0.192880	0.499330	0.267660	-0.013740	-0.059870
-0.169270	-0.414880	-0.740380	-1.219860	-0.944540	-0.660480	-1.013870	-0.595060	0.015790	0.875800	1.423580	1.240600	0.763370	0.788320	0.856570	0.300090	-0.006770	-0.130030	-0.153820	0.282580	-0.009190	-0.059810	-0.119010	-0.030970	-0.140030	-0.195720	-0.135950	-0.084790	0.178060	0.050510	-0.226200	-0.438800	-0.572460	-0.556140	-0.382930	-0.242010	-0.043610	0.163700	0.279660	0.111690
-0.221160	-0.466070	-0.651550	-0.692910	-0.989350	-0.531690	0.300700	0.501190	0.970390	1.147190	0.352980	-0.332920	-0.723790	-1.483630	-1.861670	-1.633690	-1.331520	-1.060710	-0.504680	-0.877530	-0.875700	-0.611980	-0.297100	-0.259980	0.333250	0.796470	0.732340	0.487090	0.500240	0.456100	0.423390	0.178940	0.017050	0.152960	0.156810	0.054740	-0.167440	0.109440	0.221970	0.387360
-0.111540	-0.326760	-0.489730	-0.718570	0.307560	1.109720	1.361100	2.129840	2.059710	2.263190	1.651200	0.010970	-2.127390	-2.773470	-2.731880	-2.865220	-2.775560	-2.552200	-1.669850	-0.674810	-0.452670	-0.626490	-0.811810	-0.351870	-0.058310	0.053160	0.328620	0.756240	0.371490	0.526890	0.354700	0.228820	0.000570	-0.240520	0.260150	0.858400	1.449320	1.080040	1.121760	0.868440
0.307100	-0.132870	-0.674840	-1.285270	-1.447880	-0.879820	-0.278040	0.163210	0.781140	1.771030	1.538580	0.936220	0.231760	-0.248200	-0.357490	-0.328020	-0.356780	-0.388210	-0.261370	-0.509530	-0.826060	-0.688500	-0.368930	-0.263750	0.216550	0.548440	0.549940	0.458190	0.624580	0.115550	-0.104620	-0.255170	-0.351160	-0.365200	-0.172020	-0.176000	-0.048450	0.419020	0.296350	0.260450
-0.703920	-0.664700	-0.472550	-0.192440	-0.197590	-0.144730	-0.318380	-0.496640	-0.363180	-0.810360	-0.794480	-0.550680	0.061730	0.268050	0.479820	0.350350	0.399710	0.402800	0.404190	0.244840	0.195340	0.259320	0.198300	0.150000	-0.146880	-0.274340	-0.295500	-0.210020	-0.098970	0.137320	0.193590	0.049470	-0.036290	0.035560	-0.313890	-0.394530	-0.531790	-0.451710	-0.300240	-0.182420
0.386440	0.622560	0.687080	0.757400	0.618000	0.212250	0.048300	-0.032930	-0.617210	-0.549410	-0.358900	-0.041240	-0.126330	-0.228760	-0.400840	-0.283170	-0.269490	-0.352000	-0.415240	-0.171620	0.140470	0.010030	-0.133190	-0.206060	-0.143290	-0.160000	-0.187740	-0.353900	-0.572220	-0.455120	-0.325810	-0.041870	0.148820	0.187920	0.507780	0.479070	0.384900	-0.103680	-0.165710	-0.273100
-0.044450	0.221850	0.554820	0.760440	0.224990	-0.121020	-0.276880	-1.004090	-1.126760	-1.788960	-1.407510	-0.577160	0.774590	1.264580	1.636810	1.901980	1.688020	1.595810	0.974290	0.405050	0.155930	0.245630	0.271140	0.172860	-0.230540	-0.518170	-0.527500	-0.424350	-0.336760	-0.511140	-0.382020	-0.280000	-0.146450	-0.308430	-0.780050	-0.861110	-0.884260	-0.572230	-0.748840	-0.562100
0.688650	1.906830	3.814340	4.968290	3.813970	0.649530	-3.626810	-5.547540	-4.662220	-1.076090	2.222740	2.081380	-0.662930	-4.445870	-4.711220	-2.253740	0.317580	1.177400	0.348480	-0.297600	-0.129560	0.590760	1.173550	1.304150	1.370350	1.024700	0.439330	-0.261610	-1.329060	-1.614980	-1.747770	-1.961540	-1.875190	-1.374530	-0.476590	-0.262430	-0.474530	-0.234680	0.151400	0.628830
-0.172130	-0.022060	-0.018990	-0.107980	-0.272190	-1.026790	-0.854820	-0.176410	1.203940	2.068080	1.687940	0.823900	-0.351380	-0.826720	-1.033660	-0.802160	-0.455010	-0.272910	-0.142440	0.087830	0.466990	0.320040	-0.312530	-0.757940	-0.662890	0.190830	0.767290	0.706210	0.169390	-0.286980	-0.120350	0.223410	0.483190	-0.104670	-0.720370	-0.615700	-0.086610	0.529480	0.560650	0.190580
-0.201510	-0.512480	-0.316120	-0.090090	-0.293530	-0.245840	-0.862010	-0.869640	-0.289110	0.275480	0.995510	1.378440	1.097060	0.587590	-0.137150	-1.131450	-1.096900	-0.812470	-0.396970	-0.201630	-0.586600	-0.150200	0.674620	1.045110	0.928270	-0.176810	-0.899520	-0.810040	-0.235840	0.386730	0.287780	-0.205310	-0.715240	-0.302660	-0.037700	-0.087170	-0.421330	-0.776390	-0.508980	-0.208220
