2.734780	2.634200	2.581060	2.862690	3.153320	3.178990	3.392250	3.342890	3.366570	3.394180	3.329400	3.476760	3.505440	3.510540	3.438290	3.425450	3.377250	3.401470	3.368620	3.357350	3.346730	3.349180	3.516310	3.518240	3.567180	3.482900	3.518690	3.563490	3.463180	3.292880	3.183290	3.082140	2.974470	2.953660	2.984200	2.888010	2.798830
-0.038700	-0.021210	-0.012900	-0.108990	-0.233540	-0.152400	-0.234930	-0.158310	-0.183970	-0.166930	-0.084790	-0.008770	-0.013880	0.015180	-0.048420	-0.034210	0.018610	-0.037070	-0.006990	-0.012480	-0.007810	-0.006950	-0.014950	-0.004650	-0.042790	0.025230	-0.002430	-0.022700	-0.008600	-0.030040	0.000820	0.003500	-0.003830	-0.011490	-0.058580	-0.017030	-0.023500
-0.297090	-0.239210	-0.234720	-0.273360	-0.221770	-0.302010	-0.272700	-0.313010	-0.285750	-0.221930	-0.168300	-0.205180	-0.191750	-0.217760	-0.162000	-0.198180	-0.267040	-0.180460	-0.204400	-0.184730	-0.223020	-0.214770	-0.146090	-0.166910	-0.122410	-0.220570	-0.168550	-0.166630	-0.127370	-0.164840	-0.153510	-0.186500	-0.178180	-0.197010	-0.150950	-0.160720	-0.213360
-0.066250	-0.170080	-0.158560	-0.119720	-0.159250	-0.126890	-0.101900	-0.123650	-0.139220	-0.146650	-0.241160	-0.178240	-0.199650	-0.205440	-0.243250	-0.210970	-0.113020	-0.198440	-0.189940	-0.197290	-0.137860	-0.164780	-0.227770	-0.207030	-0.249590	-0.136270	-0.216050	-0.181980	-0.246410	-0.177040	-0.222280	-0.165170	-0.197960	-0.170640	-0.202270	-0.239620	-0.156630
-0.133620	-0.045740	-0.109890	-0.017140	0.064590	0.063630	-0.001510	0.038030	0.059980	-0.042750	-0.005530	-0.131760	-0.117080	-0.055090	-0.059010	-0.058000	-0.184270	-0.109040	-0.104330	-0.127230	-0.190600	-0.137990	-0.107460	-0.114470	-0.055860	-0.181570	-0.084960	-0.139640	-0.123700	-0.149930	-0.130100	-0.189570	-0.100250	-0.111180	-0.103940	-0.053230	-0.121670
-0.045800	-0.093900	-0.023300	-0.137010	-0.135820	-0.082490	-0.052460	-0.090930	-0.107880	-0.008070	-0.086560	-0.040630	-0.029610	-0.081960	-0.110550	-0.143210	-0.012510	-0.091190	-0.097150	-0.050070	0.010860	-0.032130	-0.063860	-0.054790	-0.127970	-0.038560	-0.139980	-0.098740	-0.020550	-0.040680	-0.036520	0.011340	-0.099950	-0.121950	-0.082660	-0.091760	-0.037640
-0.170150	-0.137460	-0.234730	-0.150270	-0.193310	-0.284520	-0.182160	-0.122340	-0.162810	-0.198520	-0.173240	-0.209790	-0.182890	-0.169070	-0.150540	-0.093840	-0.206210	-0.110160	-0.107370	-0.156760	-0.211160	-0.177260	-0.098330	-0.152680	-0.092110	-0.129880	-0.053710	-0.057350	-0.155310	-0.137960	-0.144330	-0.199620	-0.086510	-0.062150	-0.132300	-0.110780	-0.135470
-0.158460	-0.107430	-0.064990	-0.151400	-0.097950	0.041910	-0.059300	-0.023280	-0.075000	0.010750	0.031730	-0.053920	-0.164410	-0.084470	-0.144930	-0.222320	-0.127920	-0.205820	-0.198060	-0.128290	-0.131730	-0.147150	-0.146100	-0.050510	-0.018350	-0.095240	-0.130600	-0.136630	-0.054380	-0.074290	-0.087950	-0.039220	-0.071380	-0.132950	-0.040190	-0.125860	-0.157700
-0.045660	-0.091360	-0.165300	-0.034660	-0.023500	-0.093520	0.048640	0.111200	0.033060	0.077010	-0.106590	-0.308610	-0.135790	-0.209910	-0.304670	-0.202500	-0.264000	-0.214300	-0.211960	-0.284670	-0.271320	-0.214540	-0.209950	-0.296460	-0.383230	-0.278250	-0.292700	-0.278760	-0.312330	-0.269450	-0.299510	-0.320840	-0.331070	-0.251810	-0.314210	-0.136790	-0.082910
-0.053360	-0.001030	-0.042110	-0.023110	0.027210	0.080080	0.058400	0.053130	0.040550	-0.007240	0.041440	-0.028320	-0.097380	-0.015470	-0.013420	-0.077000	-0.052410	-0.069070	-0.076030	-0.003260	-0.026360	-0.049860	0.017030	0.028930	0.097440	-0.011870	0.001970	-0.004060	0.052480	0.001250	0.025120	-0.018000	0.082360	-0.007140	0.047570	-0.055570	-0.045950
-0.255750	-0.234080	-0.209590	-0.258490	-0.238860	-0.237190	-0.201760	-0.226030	-0.199710	-0.191390	-0.178440	-0.136940	-0.185330	-0.171240	-0.189760	-0.166390	-0.160260	-0.157450	-0.136540	-0.166400	-0.194230	-0.180100	-0.207090	-0.182510	-0.121580	-0.144860	-0.148600	-0.120000	-0.145360	-0.133390	-0.156170	-0.089880	-0.140540	-0.147770	-0.143580	-0.148110	-0.221350
0.027340	-0.004190	-0.013340	-0.007720	-0.024500	-0.047270	-0.048280	-0.040820	-0.042700	-0.038520	-0.092210	-0.082470	0.005930	-0.055910	-0.035070	-0.034450	-0.061580	-0.042360	-0.068220	-0.073960	-0.035760	-0.034210	-0.016650	-0.030920	-0.151280	-0.063030	-0.056830	-0.098990	-0.109290	-0.086040	-0.081250	-0.136630	-0.143710	-0.070480	-0.113730	-0.045870	0.024700
-0.156610	-0.170220	-0.097080	-0.176620	-0.183350	-0.198120	-0.197600	-0.270890	-0.222880	-0.256500	-0.152650	-0.041800	-0.104170	-0.088370	0.000160	-0.035630	0.000360	-0.030510	-0.013360	0.009560	0.017140	-0.026660	-0.107060	-0.116970	-0.033820	-0.094860	-0.122910	-0.099090	-0.037480	-0.074990	-0.050900	-0.025270	-0.023750	-0.117930	-0.068650	-0.139430	-0.195110
1.570170	3.054860	4.948370	5.986990	6.512200	6.516080	5.098510	3.309510	2.147680	1.816630	0.967700	0.874420	0.308340	-0.076810	-0.490180	-1.246990	-1.337440	-1.144630	-0.101570	0.582190	1.317570	1.333060	1.507160	1.579050	0.998440	-0.422290	-2.215290	-3.411340	-4.594220	-5.071910	-5.235340	-5.105860	-4.478370	-3.587800	-2.884370	-2.234870	-1.706640
