1.683870	1.683870	1.683870	1.683870	1.683870	1.683870	1.683870	1.683870	1.683870	1.683870	1.683870	1.683870	1.683870	1.683870	1.683870	1.683870	1.874080	2.277890	2.323190	2.537300	2.670300	2.660830	2.804420	2.750450	2.786480	3.011820	3.285800	3.405180	3.354590	3.478940	3.593410	3.622530	3.651030	3.565400	3.802030	3.777510	3.682630	3.724490	3.815020	3.792770	3.765570	3.684490	3.688610	3.715830	3.784260	3.713920	3.679280	3.812150	3.792890	3.768890	3.825870	3.753110	3.650240	3.660630	3.718330	3.613450	3.508570	3.151190	3.095960	2.940020	2.951790	2.859100	2.875770	2.752390	2.847380	2.816750	2.847410	2.855150	2.885570	2.870310	2.806540	2.856430	2.824000	2.793970	2.837240	2.849350	2.813430	2.857490	2.881380
0.117680	0.117680	0.117680	0.117680	0.117680	0.117680	0.117680	0.117680	0.117680	0.117680	0.117680	0.117680	0.117680	0.117680	0.117680	0.117680	0.014700	-0.046780	0.019100	-0.060740	-0.092970	-0.046110	-0.093340	-0.052780	-0.021020	-0.095910	-0.146440	-0.183340	-0.141460	-0.195270	-0.223420	-0.168430	-0.186640	-0.049580	-0.083230	-0.041370	0.014320	-0.010370	-0.131560	-0.130170	-0.127210	-0.062960	-0.059260	-0.060060	-0.101460	-0.091400	-0.080190	-0.054070	-0.048700	-0.060840	-0.069290	-0.028570	0.031060	-0.028630	-0.089670	-0.045670	-0.049920	0.026820	-0.074490	0.025040	-0.041090	-0.000020	-0.029660	0.024410	-0.046800	-0.048070	-0.000790	-0.034640	-0.042940	-0.074920	-0.059190	-0.048920	-0.016560	-0.004230	-0.037120	-0.043070	-0.028180	-0.053820	-0.098460
-0.524700	-0.524700	-0.524700	-0.524700	-0.524700	-0.524700	-0.524700	-0.524700	-0.524700	-0.524700	-0.524700	-0.524700	-0.524700	-0.524700	-0.524700	-0.524700	-0.382700	-0.252610	-0.285860	-0.194940	-0.175000	-0.256360	-0.184270	-0.212130	-0.210800	-0.219230	-0.329810	-0.299400	-0.363020	-0.320500	-0.314710	-0.317800	-0.269160	-0.262890	-0.231360	-0.232470	-0.239510	-0.216660	-0.137290	-0.162280	-0.160520	-0.206910	-0.200610	-0.237170	-0.181280	-0.183780	-0.167070	-0.188930	-0.199380	-0.203730	-0.172080	-0.238630	-0.260500	-0.204030	-0.138330	-0.184680	-0.151480	-0.228990	-0.178670	-0.206620	-0.186980	-0.212810	-0.206810	-0.237320	-0.224410	-0.216540	-0.277210	-0.204480	-0.184340	-0.177860	-0.219560	-0.225680	-0.251930	-0.233530	-0.191730	-0.235750	-0.256290	-0.212220	-0.178360
0.104930	0.104930	0.104930	0.104930	0.104930	0.104930	0.104930	0.104930	0.104930	0.104930	0.104930	0.104930	0.104930	0.104930	0.104930	0.104930	-0.019690	-0.166490	-0.166080	-0.228650	-0.242270	-0.158120	-0.191730	-0.203500	-0.249380	-0.226880	-0.060530	-0.170690	-0.108200	-0.114810	-0.140510	-0.127910	-0.189370	-0.159590	-0.175640	-0.156330	-0.188090	-0.204310	-0.229470	-0.208310	-0.230780	-0.212250	-0.227090	-0.157090	-0.225440	-0.244790	-0.245470	-0.178210	-0.227260	-0.202110	-0.219250	-0.117530	-0.109540	-0.157670	-0.166800	-0.127590	-0.185000	-0.175640	-0.184420	-0.260870	-0.194140	-0.219770	-0.203470	-0.234540	-0.189520	-0.217960	-0.142980	-0.224090	-0.250780	-0.212800	-0.214450	-0.161670	-0.180720	-0.192870	-0.226950	-0.172950	-0.146410	-0.243510	-0.205290
-0.203350	-0.203350	-0.203350	-0.203350	-0.203350	-0.203350	-0.203350	-0.203350	-0.203350	-0.203350	-0.203350	-0.203350	-0.203350	-0.203350	-0.203350	-0.203350	-0.137590	-0.085060	-0.110220	-0.047450	-0.043690	-0.082330	-0.129150	-0.103590	-0.033450	0.007900	-0.112410	0.072490	0.046320	-0.001660	0.054470	0.028190	0.091150	-0.117620	-0.092880	-0.154240	-0.163290	-0.127220	-0.109690	-0.125310	-0.101330	-0.112730	-0.093350	-0.167600	-0.077540	-0.033630	-0.048080	-0.213110	-0.065320	-0.113800	-0.097040	-0.229250	-0.272430	-0.195470	-0.259380	-0.296230	-0.260600	-0.166130	-0.152790	-0.070660	-0.173620	-0.106570	-0.111080	-0.051090	-0.111490	-0.057260	-0.111120	-0.085310	-0.051690	-0.126830	-0.038610	-0.164010	-0.108510	-0.129210	-0.123900	-0.091050	-0.137820	0.023110	-0.129130
-0.131680	-0.131680	-0.131680	-0.131680	-0.131680	-0.131680	-0.131680	-0.131680	-0.131680	-0.131680	-0.131680	-0.131680	-0.131680	-0.131680	-0.131680	-0.131680	-0.153450	-0.082570	-0.013730	-0.112460	-0.096370	-0.088930	-0.039760	-0.030400	-0.079670	-0.101780	0.028110	-0.097420	-0.150230	-0.069920	-0.114750	-0.095920	-0.158010	-0.020090	-0.075790	-0.033580	0.028880	-0.025670	-0.019340	-0.019570	-0.040580	-0.023300	-0.036700	0.018050	-0.059980	-0.121650	-0.116760	0.106210	-0.114130	-0.040890	-0.083460	0.002150	0.051410	-0.066890	-0.020140	0.028010	0.041690	-0.081430	-0.080440	-0.062720	0.002910	-0.058980	-0.045090	-0.070920	-0.014970	-0.080030	-0.101720	-0.062220	-0.093290	-0.022730	-0.102410	0.040640	-0.032800	-0.022360	0.006340	-0.124510	-0.059380	-0.210150	0.008870
-0.127750	-0.127750	-0.127750	-0.127750	-0.127750	-0.127750	-0.127750	-0.127750	-0.127750	-0.127750	-0.127750	-0.127750	-0.127750	-0.127750	-0.127750	-0.127750	-0.094950	-0.158430	-0.272520	-0.139860	-0.192330	-0.141370	-0.144630	-0.214280	-0.166100	-0.190880	-0.282420	-0.247910	-0.181830	-0.238240	-0.175640	-0.194650	-0.148550	-0.275070	-0.215690	-0.203110	-0.276980	-0.168660	-0.165250	-0.176280	-0.189340	-0.240240	-0.239060	-0.247980	-0.192370	-0.172200	-0.120140	-0.314570	-0.148210	-0.226990	-0.155050	-0.166610	-0.213970	-0.101630	-0.078660	-0.083080	-0.150820	-0.083860	-0.115660	-0.201210	-0.164570	-0.165040	-0.166850	-0.193630	-0.271380	-0.173210	-0.127690	-0.103850	-0.166780	-0.185720	-0.191760	-0.254290	-0.248690	-0.217030	-0.185490	-0.063750	-0.145640	-0.073300	-0.226990
-0.080150	-0.080150	-0.080150	-0.080150	-0.080150	-0.080150	-0.080150	-0.080150	-0.080150	-0.080150	-0.080150	-0.080150	-0.080150	-0.080150	-0.080150	-0.080150	-0.110590	-0.163610	-0.047370	-0.151790	-0.107180	-0.117150	-0.176530	-0.164190	-0.163000	-0.119240	-0.094990	-0.064570	-0.031130	-0.024350	-0.029250	-0.004150	0.028140	-0.134510	-0.174000	-0.135540	-0.092560	-0.195080	-0.213230	-0.281560	-0.280380	-0.187220	-0.171990	-0.224300	-0.235370	-0.181590	-0.163610	-0.051550	-0.186560	-0.143040	-0.074240	-0.166060	-0.075210	-0.128120	-0.171230	-0.248780	-0.191260	-0.143640	-0.154570	-0.117460	-0.180470	-0.161950	-0.090590	-0.092520	-0.047990	-0.072080	-0.092280	-0.207320	-0.048990	-0.147470	-0.085240	-0.084240	-0.050050	-0.123490	-0.178090	-0.185120	-0.144920	-0.156440	-0.091940
-0.162990	-0.162990	-0.162990	-0.162990	-0.162990	-0.162990	-0.162990	-0.162990	-0.162990	-0.162990	-0.162990	-0.162990	-0.162990	-0.162990	-0.162990	-0.162990	-0.106740	-0.025080	-0.113570	-0.111570	-0.142300	-0.098790	-0.108670	-0.048200	-0.017520	-0.003170	0.141360	0.067690	0.027310	0.072550	0.102150	0.096300	0.096640	-0.083650	-0.144490	-0.196720	-0.257980	-0.114490	-0.042090	-0.040080	-0.083980	-0.186010	-0.195270	-0.096100	-0.064250	-0.177160	-0.127820	-0.170760	-0.156480	-0.147910	-0.275700	-0.212240	-0.333680	-0.319000	-0.357990	-0.216430	-0.246390	-0.337290	-0.278860	-0.197000	-0.116980	-0.111860	-0.173760	-0.146860	-0.158490	-0.125190	-0.205750	-0.041570	-0.235210	-0.119090	-0.152010	-0.143810	-0.199480	-0.166970	-0.039200	-0.097340	-0.102780	-0.178570	-0.089750
-0.102990	-0.102990	-0.102990	-0.102990	-0.102990	-0.102990	-0.102990	-0.102990	-0.102990	-0.102990	-0.102990	-0.102990	-0.102990	-0.102990	-0.102990	-0.102990	-0.099010	-0.100340	-0.053330	-0.033390	-0.066390	0.003680	0.020460	-0.128640	-0.113120	-0.020820	-0.083380	0.000930	0.068960	0.024870	0.060480	0.043890	-0.030190	-0.125810	-0.089200	-0.056000	-0.011040	-0.031290	0.000350	-0.050580	-0.066640	-0.048500	-0.049300	-0.104090	-0.090780	-0.038130	-0.010300	-0.005620	-0.073430	-0.091300	0.082060	0.014740	0.088100	0.028140	0.100810	0.044090	0.000490	0.086600	0.031970	-0.056030	-0.028120	-0.126450	0.024280	-0.030550	-0.065410	-0.005310	0.030320	0.006730	0.060750	-0.005170	-0.000490	0.005350	-0.021570	-0.036220	-0.026740	0.010860	0.018520	0.005990	0.006110
