2.968910	2.978500	3.219760	3.228610	3.293760	3.335400	3.281900	3.270220	3.303710	3.165480	3.417910	3.444350	3.412810	3.399100	3.207050	3.112710	3.089300	3.054680	3.067080	3.043070	3.056030	3.046170	3.101600	3.164760	3.343660	3.455180	3.437160	3.429450	3.389060	3.445280	3.396230	3.231940	3.218690	2.997750
-0.046680	-0.093230	-0.136250	-0.124100	-0.143880	-0.088820	-0.033630	-0.120390	-0.084460	0.064230	0.008670	-0.042070	-0.061550	-0.076700	0.053620	-0.063280	-0.067570	-0.048550	-0.051240	-0.051550	-0.058300	-0.042280	-0.062630	-0.048560	0.026550	-0.032420	-0.001150	-0.022800	0.007330	-0.053550	-0.042040	0.072230	-0.013310	0.017340
-0.253790	-0.247820	-0.222850	-0.213660	-0.170930	-0.178450	-0.225130	-0.153680	-0.145420	-0.238970	-0.144150	-0.104960	-0.065580	-0.071580	-0.226870	-0.124670	-0.116930	-0.147680	-0.152510	-0.141820	-0.127450	-0.141440	-0.119110	-0.137960	-0.141760	-0.121290	-0.168100	-0.116290	-0.179100	-0.104550	-0.098530	-0.197200	-0.079650	-0.134430
-0.123180	-0.117060	-0.115420	-0.132750	-0.150260	-0.191730	-0.157420	-0.191270	-0.198200	-0.089410	-0.139260	-0.152560	-0.182980	-0.145640	-0.017100	-0.099900	-0.125280	-0.081530	-0.081970	-0.097690	-0.114520	-0.095340	-0.108600	-0.072940	-0.155180	-0.086690	-0.029200	-0.085290	-0.020450	-0.098380	-0.159190	-0.103940	-0.195140	-0.165010
0.042550	0.094190	0.052410	0.056620	0.053120	0.062890	0.043010	0.082650	0.043060	-0.124530	-0.158490	-0.153280	-0.166130	-0.220660	-0.291350	-0.241390	-0.203220	-0.229990	-0.222200	-0.213850	-0.185950	-0.197270	-0.191220	-0.237990	-0.109870	-0.231160	-0.277760	-0.264050	-0.291000	-0.208900	-0.109520	-0.177030	-0.165830	-0.203860
-0.042890	-0.126480	-0.089160	-0.059270	-0.081780	-0.060330	-0.061150	-0.094690	-0.080450	0.034600	-0.007570	-0.033930	-0.038570	0.006230	-0.002420	0.000120	-0.023700	-0.002710	-0.003650	-0.024800	-0.039170	-0.020830	-0.011150	0.028060	-0.048930	0.054010	0.076600	0.076620	0.057980	-0.001280	-0.061090	0.036460	0.031730	0.038380
-0.213720	-0.116530	-0.026870	-0.146000	-0.104160	-0.080410	-0.087340	-0.110820	-0.041840	-0.174950	-0.107040	-0.088150	-0.056310	-0.056500	0.010080	-0.071800	-0.071390	-0.083020	-0.090510	-0.056400	-0.044360	-0.050000	-0.070680	-0.079150	-0.037800	-0.052640	-0.035080	-0.044690	-0.029520	-0.016710	-0.049160	-0.134080	-0.105230	-0.117290
0.136250	0.024600	-0.035910	0.082510	0.021750	0.095340	0.069490	0.030760	0.056540	-0.050280	-0.098200	-0.067940	-0.091440	-0.148420	-0.253080	-0.165230	-0.162120	-0.135290	-0.142040	-0.178570	-0.175450	-0.155510	-0.118520	-0.095970	-0.018400	-0.087240	-0.118260	-0.129630	-0.148730	-0.106420	-0.028470	-0.061670	-0.132200	-0.189130
0.018490	0.064740	0.212630	0.102160	0.120920	0.110780	0.103010	0.057590	-0.001960	-0.048880	-0.315370	-0.412030	-0.473000	-0.393680	-0.285780	-0.390020	-0.396830	-0.382950	-0.368900	-0.364280	-0.349430	-0.313780	-0.324370	-0.292900	-0.316420	-0.234930	-0.180360	-0.246260	-0.234970	-0.288160	-0.348770	-0.273240	-0.296650	-0.341860
-0.007650	0.031600	0.031180	0.037940	0.011860	0.042740	0.018640	0.055090	0.146630	-0.061540	0.015760	0.065890	0.108270	0.092260	0.001270	0.053670	0.061900	0.075650	0.069020	0.060040	0.073400	0.078060	0.087150	0.098530	0.180610	0.140010	0.094990	0.132870	0.069100	0.115850	0.120290	0.052090	0.045980	0.020690
-0.080110	-0.178330	-0.229960	-0.180690	-0.184140	-0.149440	-0.136010	-0.205270	-0.190900	-0.126670	-0.103880	-0.071560	-0.062290	-0.117180	-0.088310	-0.130250	-0.145350	-0.157010	-0.167900	-0.159150	-0.167840	-0.166750	-0.156750	-0.154840	-0.127380	-0.149390	-0.111840	-0.151170	-0.099510	-0.123340	-0.096130	-0.136430	-0.152420	-0.155010
-0.120990	-0.029790	0.044050	-0.025430	-0.002380	-0.051190	-0.055600	0.016740	-0.038810	-0.008720	-0.045590	-0.126970	-0.179590	-0.111490	-0.079670	-0.063120	-0.049450	-0.041850	-0.028280	-0.027250	-0.028220	-0.035740	-0.055180	-0.064060	-0.135200	-0.103560	-0.116040	-0.104590	-0.121120	-0.103760	-0.129810	-0.054940	-0.014440	-0.001630
-0.089490	-0.152870	-0.275240	-0.192060	-0.202840	-0.220350	-0.213490	-0.201520	-0.135130	-0.081550	0.011440	0.078620	0.124700	0.099320	0.028570	0.082220	0.087790	0.066890	0.066310	0.066920	0.068440	0.045900	0.052050	0.012520	-0.005700	0.011640	-0.007810	0.023540	0.017780	-0.003410	0.016720	0.023430	-0.009290	0.063650
2.540870	3.161840	3.202320	2.883110	2.396540	1.022220	0.508970	0.868420	0.921340	1.061020	0.535340	-0.506850	-1.531840	-2.346980	-3.554640	-3.497800	-2.882110	-2.075200	-0.748460	0.168110	1.370870	2.671780	3.361560	3.700070	3.394570	3.032770	2.036220	0.309600	-1.284550	-2.921920	-3.655750	-4.022270	-3.987900	-3.723820
-0.895630	-0.753470	-0.348380	-0.303400	-0.040990	0.853990	1.183100	0.992180	0.689890	0.165550	0.370630	0.241600	-0.308700	-0.656120	-0.306690	-0.120810	-0.155450	-0.207210	-0.435390	0.030270	0.314040	0.250650	0.372240	0.346400	0.411160	0.139710	-0.010330	0.194750	-0.006900	0.254410	0.230060	0.312260	0.267710	0.333730
0.470790	0.612230	0.491630	0.628140	0.697610	0.284490	0.265710	0.424880	0.669620	0.955920	0.484090	0.236110	0.275850	0.197160	-0.366350	-0.499440	-0.381410	-0.099990	0.316620	-0.071090	-0.051910	0.104950	-0.074850	-0.051130	-0.261370	-0.064320	0.063930	-0.133710	0.122640	0.082610	0.137600	-0.028330	0.031100	-0.205340
