-0.164390	-0.415820	-0.461450	-0.608220	-0.714610	-0.310840	-0.109660	0.068700	0.075890	0.195100	0.616500	0.703620	0.462490	0.295720	0.554470	0.493620	0.257410	-0.092240	-0.395850	0.048780	-0.193680	-0.233770	0.136230	0.227350	0.502530	0.304630	-0.056770	-0.199600	-0.533620	-1.036110	-1.186300	-0.970710	-0.899780	-0.424930
0.106940	0.102160	-0.002460	0.051010	-0.094000	-0.909930	-1.436390	-1.898240	-2.184700	-2.484040	-2.743510	-2.548270	-1.717750	-0.906390	-0.628830	-0.389970	0.041870	0.396880	0.534600	0.102370	0.379010	0.229840	-0.211640	-0.511570	-0.835680	-0.614760	-0.030000	0.227220	0.281230	0.751560	0.709450	0.407020	0.099250	-0.403440
-0.429740	-0.314360	-0.184860	-0.171230	-0.048840	0.571310	0.527320	0.445600	0.439550	0.479470	0.504000	0.476680	0.125090	-0.142300	0.084030	0.053150	-0.149750	-0.297240	-0.199730	0.028740	-0.068510	0.175920	0.537950	0.816020	0.833500	0.459310	-0.100290	-0.181020	-0.132190	-0.445420	-0.331210	-0.088460	0.192590	0.418690
1.063340	1.135270	1.046170	0.736750	0.600380	-0.240310	-0.362210	0.030230	0.015710	0.119920	0.561590	0.550560	0.408210	0.524830	-0.012870	-0.159030	-0.213250	-0.174570	-0.225900	0.036010	0.143100	0.158880	0.168010	0.053320	0.124050	0.279350	0.249010	-0.225290	-0.563110	-0.716380	-0.864370	-0.859900	-0.821260	-0.634160
-1.124150	-0.835730	-0.609820	-0.472070	-0.125660	-0.126900	-0.691520	-1.314850	-1.408030	-1.858990	-2.190420	-1.951290	-1.658670	-0.936900	-0.584470	-0.526010	-0.223390	0.148970	0.448480	0.285020	0.714000	0.736290	0.693810	0.555050	0.144850	-0.110360	-0.023100	-0.010770	-0.224610	-0.242110	-0.433110	-0.677280	-0.907470	-1.173630
1.046350	0.989030	0.808330	0.361440	-0.362800	-1.254300	-2.913080	-3.838950	-4.936380	-5.047550	-4.263190	-3.538100	-2.574280	-1.398320	-0.019790	0.364760	0.374370	0.159120	0.138870	0.714730	0.682400	0.868400	1.180170	1.096030	0.957460	0.551110	0.019280	-0.228390	-0.463490	-0.993270	-1.090180	-0.807290	-0.692390	-0.425460
0.282910	0.341280	0.252860	0.283920	0.618380	-0.034140	-0.127200	-0.006030	0.283720	0.308760	0.043810	-0.090530	-0.044780	0.506840	0.062040	-0.162670	-0.127590	0.130500	0.375150	0.215460	0.548860	0.634060	0.529800	0.524550	0.155480	0.031130	-0.094560	-0.489870	-0.817630	-0.783610	-0.792650	-0.907480	-0.758620	-0.816440
-1.164720	-0.989350	-0.690950	-0.613660	-0.353760	0.273840	0.548110	0.619030	0.814970	0.655710	0.718480	0.619470	0.108030	-0.438120	-0.740570	-0.852810	-0.782950	-0.566120	-0.479290	-0.200890	0.044160	0.122820	0.297400	0.215060	0.366390	0.319310	0.341990	0.182860	-0.050960	-0.160300	-0.352040	-0.350430	-0.502280	-0.392010
1.133460	0.942220	0.663550	0.608910	0.194310	-0.182120	-0.362310	-0.482970	-0.990550	-0.956300	-0.929730	-0.830540	-0.307360	0.034600	0.584340	0.973390	0.933340	0.501310	0.188210	-0.057590	-0.520850	-0.717100	-0.871200	-0.837410	-0.788300	-0.580720	-0.439410	-0.001770	0.553270	0.754200	0.979750	1.040960	1.045040	0.863500
-1.244940	-1.303330	-1.203440	-0.931640	-0.282250	0.627090	1.583600	2.032670	2.728080	2.951270	2.501770	2.052190	1.389060	0.684960	0.044430	-0.276540	-0.311020	-0.195060	-0.102640	-0.474790	-0.635560	-0.611170	-0.692950	-0.577460	-0.439220	-0.329050	-0.179150	0.057490	-0.005810	0.153380	0.329940	0.357220	0.469830	0.513500
0.987060	0.892600	-0.591820	-2.115410	-2.655540	-2.536950	-0.565960	0.945710	1.816190	1.841230	-1.317640	-3.675890	-4.241040	-3.052870	0.271490	1.961600	2.306660	1.767950	0.904720	1.002240	1.812080	2.749030	2.500990	0.886660	-1.743660	-3.201360	-2.794870	-2.201540	-1.607160	-2.546380	-2.663900	-1.128910	0.063870	1.059470
-0.066850	0.405140	1.128990	1.140990	0.692680	0.306110	0.146160	0.397220	-0.350050	-1.593550	-1.078810	-0.287200	0.499740	0.471640	-0.687120	-0.311230	0.084090	0.302420	0.279770	-0.154280	0.242970	0.334820	0.363530	-0.028920	-0.518490	-0.502180	-0.609720	0.101170	0.352160	0.556680	0.333690	-0.509200	-0.625810	-0.691250
0.258480	0.328680	-0.043900	-0.309090	-0.422020	-0.467740	-0.063970	0.017900	0.526920	1.077460	-0.151760	-1.073580	-1.561970	-0.983880	0.625070	0.494250	0.204690	-0.030190	-0.058550	0.205270	-0.090350	-0.181020	-0.344310	-0.103200	-0.138650	-0.027630	0.420950	-0.024870	0.199140	-0.220290	-0.328330	0.139890	-0.008190	0.254150
-0.264930	-0.552040	-0.550930	-0.347630	-0.039990	0.694760	0.801450	0.705720	0.048900	-0.859920	-0.115330	0.504710	0.766160	0.213420	-1.025270	-0.768340	-0.332790	-0.092640	-0.035920	-0.089830	-0.061920	0.004840	0.258290	0.246800	0.741190	0.106130	-1.001130	-1.147530	-1.461910	-0.439930	0.358630	0.401360	0.554120	0.086170
-0.257860	-0.403220	-0.316600	-0.037110	0.087060	-0.662620	-1.661100	-2.089620	-1.241130	0.464010	0.978870	0.809150	0.553940	0.727910	1.287530	0.870740	0.208930	-0.083470	-0.125640	-0.200340	-0.082640	-0.192230	-0.471390	-0.659570	-1.295670	-0.242400	1.318130	1.888880	1.629930	-0.313400	-1.664920	-1.440970	-0.842080	-0.015980
0.379300	0.748260	0.631940	0.074190	-0.281120	-0.073820	0.534860	0.708460	0.068760	-0.786760	-0.703020	-0.193960	0.159850	0.021350	-0.303900	-0.345990	-0.192880	-0.161830	-0.102290	0.320220	0.321410	0.358800	0.354160	0.300920	0.475890	-0.496220	-1.510280	-1.482720	-0.621430	0.892390	1.430970	0.586470	-0.160110	-0.562640
-0.759980	-1.282000	-1.428700	-0.764150	-0.147540	-0.176420	-0.376040	-0.460760	0.002010	0.974840	0.997430	0.397060	-0.444060	-1.204580	-1.239200	-0.390740	0.349540	0.737610	0.568560	-0.250520	-0.426370	-0.280280	0.153720	0.351690	0.076240	-0.022370	-0.238830	-0.613720	-0.911450	-0.986950	-0.346390	0.540280	0.810490	0.649610
0.697180	1.546200	1.789090	0.793540	0.048380	-1.274240	-1.577530	-1.063170	-0.734200	0.283260	0.166160	-0.133600	0.095340	0.796600	1.708980	1.060470	0.003670	-0.753050	-0.480040	0.548550	1.134250	0.875670	-0.156050	-1.191950	-1.806190	-0.972180	0.436520	1.303660	1.037800	-0.574600	-1.877440	-1.711600	-0.870950	0.002610
-0.506490	-1.109500	-1.700320	-1.438850	-1.238840	-0.986700	-1.831560	-2.984520	-2.889780	-1.256650	2.398160	4.301660	3.951960	1.544770	-0.843180	-0.667740	0.035010	0.718510	0.626900	0.153960	-0.092050	-0.085890	0.361790	0.333210	0.144100	-0.896790	-1.888760	-1.373420	-0.575640	0.432900	0.711360	-0.024680	-0.324120	-0.430900
-0.178970	-0.348480	-0.450460	-0.292500	0.462170	0.086110	-0.374860	-0.753880	-0.539890	1.085650	0.700040	-0.146600	-0.944580	-0.923100	0.430070	0.542440	0.220950	-0.235400	-0.265950	0.139720	0.487610	0.548020	0.083480	-0.442000	-1.213380	-0.919470	-0.153400	0.027960	0.155290	-0.573270	-0.731540	-0.124980	0.171400	0.446650
0.372950	1.141590	1.639830	1.080650	0.128610	-0.563350	-0.209860	0.874190	1.078250	0.260420	-0.657480	-1.371460	-1.236010	-0.608230	-0.385120	0.070510	0.271670	0.324480	0.413210	0.212890	0.270020	0.196250	0.156670	-0.040090	-0.167900	-0.089630	-0.079470	-0.023680	-0.426180	-0.595140	-0.592570	-0.211610	0.189190	0.207370
-0.473520	-1.249770	-1.787120	-1.165630	-0.421470	0.553260	0.460950	-0.700210	-1.234740	-1.325860	-0.188670	1.341910	1.935190	1.330460	0.246380	-0.502950	-0.628710	-0.430350	-0.502280	-0.555280	-0.760450	-0.684740	-0.361840	0.109450	0.643600	0.559760	0.276560	0.202280	0.517270	0.890150	0.852780	0.056150	-0.534670	-0.639570
0.333000	0.864660	1.339560	1.034830	0.824380	0.847180	1.285890	1.839560	1.353210	0.299200	-1.310560	-2.265490	-2.154490	-1.156140	0.044760	0.175930	0.009170	-0.216170	-0.256140	-0.206090	-0.420270	-0.353880	-0.192090	0.302420	0.578360	0.374050	0.212030	-0.128140	-0.218050	0.126910	0.284380	0.421780	0.357730	0.060930
