3.309670	3.504170	3.512600	3.513250	3.634470	3.679810	3.666850	3.727640	3.581440	3.623410	3.512130	3.665680	3.677300	3.696270	3.640990	3.626860	3.413290	3.373180	3.366790	3.339490	3.339620	3.406440	3.349000	3.384820	3.756480	3.710830	3.703500	3.744670	3.762430	3.720820	3.579020	3.533810	3.384720	3.331860	3.341950
-0.040330	-0.100940	-0.128320	-0.105000	-0.156400	-0.182510	-0.237210	-0.183870	-0.065240	-0.041600	0.016730	-0.069170	-0.020730	-0.022820	0.011030	0.005860	0.039110	0.002850	-0.025470	-0.017070	0.026070	-0.014530	-0.005750	-0.038170	-0.029300	-0.000740	0.021680	0.008830	-0.014600	-0.039250	-0.005160	-0.030810	-0.002850	-0.029720	-0.009760
-0.219800	-0.228710	-0.218480	-0.244230	-0.247000	-0.242330	-0.257010	-0.234350	-0.262810	-0.165090	-0.234860	-0.206670	-0.209030	-0.199210	-0.205100	-0.207260	-0.218970	-0.218690	-0.238330	-0.200090	-0.254760	-0.247210	-0.236110	-0.236270	-0.326030	-0.250480	-0.227400	-0.213240	-0.249840	-0.233250	-0.172990	-0.202490	-0.272990	-0.201520	-0.206930
-0.213300	-0.124820	-0.130150	-0.164390	-0.112500	-0.098180	-0.064720	-0.115430	-0.133830	-0.251190	-0.186840	-0.140220	-0.177620	-0.166010	-0.215340	-0.181880	-0.227330	-0.216300	-0.144480	-0.258910	-0.175020	-0.155920	-0.207160	-0.182150	-0.079590	-0.135070	-0.141220	-0.186220	-0.072310	-0.089970	-0.259360	-0.183070	-0.105790	-0.244120	-0.237840
-0.039170	-0.112800	-0.099560	0.020040	-0.049940	-0.045530	-0.036020	-0.030020	-0.013640	-0.037270	-0.061300	-0.162850	-0.125440	-0.165500	-0.085920	-0.152910	-0.088830	-0.077680	-0.151300	-0.004440	-0.101830	-0.089200	-0.018760	-0.045240	-0.111740	-0.170330	-0.230400	-0.110960	-0.248090	-0.226740	-0.039570	-0.097040	-0.176210	-0.026710	-0.040120
-0.041390	-0.062100	-0.052120	-0.187980	-0.083590	-0.091530	-0.102750	-0.103000	-0.221250	-0.175590	-0.137620	-0.074410	-0.062070	-0.046020	-0.117890	-0.037110	-0.037780	-0.030670	0.001440	-0.063740	-0.019690	-0.067900	-0.119390	-0.086370	-0.044140	-0.015110	0.052750	-0.085540	0.039260	0.018860	-0.108160	-0.101660	-0.006790	-0.080280	-0.080730
-0.181290	-0.081920	-0.134230	-0.099130	-0.205090	-0.220280	-0.263930	-0.230970	-0.057130	-0.119210	-0.108060	-0.135570	-0.167450	-0.116050	-0.065020	-0.143540	-0.167320	-0.229850	-0.175430	-0.215980	-0.178160	-0.185100	-0.152480	-0.180180	-0.180990	-0.164350	-0.218110	-0.078610	-0.157470	-0.138250	-0.126270	-0.077840	-0.144350	-0.144090	-0.084360
-0.047600	-0.073630	-0.045120	0.000140	0.176240	0.162700	0.184550	0.159320	-0.043350	-0.107680	-0.022470	-0.140260	-0.100520	-0.173960	-0.199530	-0.103100	-0.096220	-0.012420	-0.111260	0.048040	-0.063750	0.035420	-0.017780	-0.004040	-0.147890	-0.211210	-0.071510	-0.161700	-0.056000	-0.125830	-0.094380	-0.106980	-0.158920	-0.092120	-0.157910
0.006930	0.046530	0.021180	-0.094980	-0.074940	-0.073780	-0.105090	-0.096990	-0.103030	-0.206190	-0.228760	-0.292580	-0.203340	-0.164880	-0.178470	-0.267770	-0.180930	-0.163750	0.013740	-0.140720	-0.093550	-0.265290	-0.176290	-0.112610	-0.044020	-0.080400	-0.293840	-0.089340	-0.168880	-0.113640	-0.152190	-0.178320	-0.062220	-0.017190	-0.002190
-0.058720	-0.081510	-0.100430	-0.018300	-0.060150	-0.103860	-0.094460	-0.095430	-0.101480	-0.253650	-0.053570	0.000300	-0.114420	-0.093590	-0.034320	0.038110	0.029720	-0.018080	-0.142710	0.021070	0.015840	0.091280	0.005710	-0.034690	-0.014610	-0.119840	0.027140	-0.112900	0.030260	-0.010370	-0.095720	0.060710	0.007840	-0.041870	0.014620
-0.191750	-0.091800	-0.071250	-0.112930	-0.012120	0.011050	0.000990	-0.000870	-0.075910	0.030120	-0.060270	-0.211480	-0.089910	-0.118020	-0.177560	-0.201500	-0.201580	-0.203160	-0.127610	-0.189910	-0.230300	-0.195840	-0.140530	-0.150130	-0.224690	-0.213870	-0.175180	-0.102590	-0.225010	-0.200360	-0.081100	-0.245170	-0.301070	-0.194830	-0.251940
-0.002400	-0.099830	-0.113170	-0.109070	-0.181070	-0.175440	-0.177480	-0.177740	-0.078100	-0.074670	-0.111220	-0.021230	-0.076860	-0.071580	-0.047920	-0.050160	-0.073230	-0.014420	-0.022720	-0.047910	-0.023740	-0.098140	-0.116650	-0.070350	-0.081030	0.042160	-0.094920	-0.058160	0.008400	-0.030820	-0.103180	-0.006750	0.051360	-0.038520	-0.008380
