1.774530	1.774530	1.915720	2.051990	2.284420	2.448550	2.436410	2.341480	2.372440	2.369180	2.430880	2.411820	2.503520	2.512420	2.476970	2.426210	2.434170	2.405840	2.389780	2.445260	2.473680	2.438530	2.444640	2.455990	2.421140	2.382630	2.320760	2.426410	2.374480	2.412950	2.799520	2.978540	3.181300	3.222080	3.246390	3.358330	3.386830	3.333140	3.365980	3.417060	3.421860	3.265910	3.332240	3.273050	3.286340	3.259430	3.193690	3.176400	3.159660	3.191010	3.374260	3.224950	3.208340	2.929030	2.761950	2.599020	2.684450	2.541830	2.528930	2.516510	2.502510	2.476540	2.449820	2.444150	2.461250	2.428410	2.476230	2.431220	2.403260	2.330120	2.285960	2.320860	2.561460	2.470000	2.438550	2.407880	2.704580	2.610460
0.141220	0.141210	0.016460	-0.084400	-0.080680	-0.122780	-0.163800	-0.074790	-0.146350	-0.085200	-0.120810	-0.112590	-0.111250	-0.161540	-0.119210	-0.097930	-0.109370	-0.119200	-0.086450	-0.114190	-0.125660	-0.144540	-0.129950	-0.122510	-0.146830	-0.058050	-0.066480	-0.105200	-0.074310	-0.055550	-0.161010	-0.258700	-0.346080	-0.351430	-0.349910	-0.355520	-0.257030	-0.238970	0.002490	-0.029610	0.016250	0.017100	-0.119120	-0.071080	-0.092190	-0.056640	-0.017450	-0.028930	-0.060720	0.012440	-0.007720	0.047020	-0.060840	0.001530	-0.128670	-0.062020	-0.127550	-0.033360	-0.148240	-0.094070	-0.121770	-0.051060	-0.044290	-0.052370	-0.072210	-0.057730	-0.091450	-0.059990	-0.107680	-0.047420	-0.054820	-0.071750	-0.195020	-0.117450	-0.143260	-0.068380	-0.069210	-0.031480
-0.528690	-0.528690	-0.382920	-0.273990	-0.312030	-0.223050	-0.199530	-0.289150	-0.214040	-0.288500	-0.244630	-0.259730	-0.239750	-0.276640	-0.274090	-0.277680	-0.265310	-0.287840	-0.278490	-0.265960	-0.286490	-0.255980	-0.277160	-0.262210	-0.226670	-0.295290	-0.282000	-0.234810	-0.251640	-0.297590	-0.330140	-0.327460	-0.249650	-0.287990	-0.311110	-0.296320	-0.316580	-0.266020	-0.256010	-0.127080	-0.210760	-0.217730	-0.125970	-0.200580	-0.108710	-0.201300	-0.220860	-0.273090	-0.201190	-0.230390	-0.225250	-0.252300	-0.195440	-0.224440	-0.201400	-0.242840	-0.176990	-0.294290	-0.190050	-0.249700	-0.239670	-0.275020	-0.263390	-0.288180	-0.212010	-0.186760	-0.216230	-0.225740	-0.238110	-0.262910	-0.247930	-0.222380	-0.290740	-0.305160	-0.265850	-0.292680	-0.255070	-0.237160
0.127920	0.127920	0.003130	-0.097060	-0.042450	-0.141360	-0.147730	-0.113750	-0.171240	-0.076870	-0.120450	-0.114660	-0.151530	-0.073130	-0.090690	-0.114060	-0.087040	-0.063250	-0.090360	-0.060820	-0.066680	-0.109330	-0.061710	-0.066490	-0.119460	-0.067700	-0.116440	-0.122530	-0.118610	-0.107900	-0.025010	-0.070110	-0.127460	-0.103660	-0.088430	-0.077940	-0.088990	-0.063700	-0.099570	-0.303830	-0.167950	-0.187230	-0.215500	-0.133720	-0.308820	-0.170120	-0.187230	-0.087970	-0.189020	-0.185780	-0.128670	-0.163580	-0.214260	-0.190970	-0.159750	-0.165790	-0.176810	-0.093060	-0.176690	-0.117440	-0.083270	-0.105900	-0.122070	-0.060380	-0.169880	-0.225340	-0.120620	-0.169030	-0.109910	-0.135260	-0.187830	-0.208520	-0.017470	-0.055120	-0.101080	-0.088310	-0.080910	-0.128430
-0.193570	-0.193570	-0.107550	-0.025440	-0.071120	-0.040340	-0.018080	-0.007120	0.017430	-0.089420	-0.041230	-0.005970	0.026840	-0.016770	-0.032410	-0.003710	-0.097080	-0.048610	-0.038400	-0.094530	-0.047200	0.008260	-0.055360	-0.084840	-0.026510	-0.098940	0.017110	-0.069310	-0.065480	-0.028920	-0.106490	0.067150	0.081260	0.083620	0.095390	0.052440	0.069550	-0.034840	-0.203660	-0.018040	-0.152090	-0.093830	-0.117750	-0.196770	0.015960	-0.126440	-0.072830	-0.139600	-0.070440	-0.060980	-0.148180	-0.110040	0.018070	-0.033540	-0.027280	0.045660	-0.013090	-0.034600	0.016340	-0.015450	-0.106600	-0.047690	-0.016540	-0.104410	-0.021020	0.017180	-0.102520	-0.022470	-0.062410	-0.032400	0.038300	0.059150	-0.071020	-0.017580	0.006440	-0.018800	-0.156710	-0.129620
-0.118830	-0.118830	-0.158300	-0.197050	-0.166100	-0.142480	-0.168690	-0.183230	-0.132580	-0.128220	-0.136420	-0.179550	-0.180560	-0.191290	-0.143130	-0.233350	-0.097380	-0.177320	-0.164150	-0.121500	-0.142260	-0.165480	-0.175450	-0.125620	-0.168290	-0.101360	-0.226310	-0.098300	-0.131740	-0.201420	-0.060060	-0.135260	-0.156870	-0.117110	-0.142740	-0.139760	-0.193900	-0.130530	0.014450	-0.043660	0.012330	-0.047590	-0.002130	0.059620	-0.091750	0.011020	-0.050950	-0.088240	-0.092810	-0.134040	-0.058120	-0.048110	-0.184030	-0.199970	-0.211160	-0.254300	-0.149620	-0.199640	-0.156650	-0.204580	-0.068680	-0.165890	-0.217730	-0.112210	-0.142430	-0.130180	-0.125180	-0.117780	-0.156930	-0.164480	-0.170300	-0.230150	-0.156270	-0.239050	-0.209010	-0.201160	-0.020370	-0.018610
-0.114730	-0.114730	-0.104700	-0.104010	-0.090100	-0.114760	-0.112090	-0.146130	-0.234170	-0.148890	-0.189800	-0.124210	-0.143840	-0.128970	-0.207300	-0.122540	-0.205260	-0.127320	-0.169450	-0.153080	-0.230810	-0.220070	-0.110830	-0.132590	-0.135390	-0.184840	-0.106750	-0.184870	-0.143180	-0.099190	-0.161220	-0.112670	-0.148200	-0.165200	-0.139250	-0.100510	-0.071580	-0.061350	-0.161270	-0.198470	-0.129140	-0.126800	-0.215980	-0.267520	-0.233980	-0.273620	-0.224390	-0.132370	-0.196570	-0.095640	-0.135870	-0.190620	-0.129930	-0.060500	-0.132710	-0.101320	-0.131110	-0.036840	-0.175380	-0.016780	-0.166880	-0.067400	-0.012750	-0.090640	-0.131940	-0.173440	-0.111440	-0.174970	-0.083920	-0.137630	-0.174960	-0.098050	-0.202750	-0.109810	-0.193020	-0.111250	-0.141820	-0.142830
-0.065090	-0.065090	-0.066230	-0.039620	-0.115730	-0.071110	-0.104720	-0.086820	0.031860	-0.158940	-0.031240	-0.046750	0.002990	-0.036840	0.091210	-0.099170	-0.088100	-0.011880	-0.002250	-0.045660	0.040190	0.074950	-0.080640	-0.049890	-0.079580	-0.028480	-0.029330	-0.051140	-0.077590	-0.113970	0.060580	-0.001640	0.155700	0.142190	0.108700	0.060890	0.176960	0.010350	-0.140360	-0.072760	-0.117270	-0.092660	-0.125440	-0.102430	-0.006070	-0.043400	-0.053380	-0.145800	-0.092930	-0.134230	-0.037450	-0.053190	-0.026870	-0.124350	-0.083590	-0.034750	0.071960	-0.059700	0.054690	-0.099600	0.001920	-0.066930	-0.094820	-0.092010	-0.031720	0.052500	-0.097240	0.013330	-0.124870	-0.060540	0.058740	-0.097930	0.065970	-0.007810	0.051010	-0.002080	0.018490	-0.050350
-0.151490	-0.151490	-0.132490	-0.130180	-0.053430	-0.077190	-0.095450	-0.106070	-0.165370	-0.071610	-0.207640	-0.098730	-0.131170	-0.103330	-0.140990	-0.157660	-0.068340	-0.127740	-0.153900	-0.128880	-0.163170	-0.132810	-0.062200	-0.075410	-0.069970	-0.136050	-0.144610	-0.069960	-0.106500	-0.177220	-0.011970	0.108700	0.009250	0.014460	0.060790	0.155030	0.060140	0.113290	-0.133340	-0.175400	-0.119680	-0.082400	-0.173070	-0.175990	-0.243140	-0.145090	-0.146200	-0.166950	-0.195930	-0.119570	-0.301630	-0.268410	-0.299400	-0.235180	-0.278780	-0.169720	-0.158350	-0.084880	-0.153560	-0.063170	-0.106290	-0.071500	-0.097320	-0.073730	-0.107660	-0.179740	-0.153370	-0.176050	-0.037560	-0.120670	-0.164780	-0.082150	-0.143500	-0.145960	-0.208180	-0.124940	-0.098410	-0.040430
-0.088910	-0.088910	-0.104650	-0.083560	-0.102170	0.013520	-0.060690	-0.084160	-0.057910	-0.155380	-0.005510	-0.085920	-0.010750	0.006930	-0.075910	-0.178570	-0.210120	-0.022990	-0.148080	-0.100050	-0.148450	-0.143880	-0.111200	-0.084930	-0.166500	-0.127820	-0.084430	-0.168150	-0.124780	-0.015670	0.020370	-0.102720	-0.019220	0.004900	-0.014260	-0.076590	-0.045890	-0.102200	-0.045700	0.016950	0.067910	-0.051650	-0.031570	-0.053940	-0.019220	-0.115200	-0.141690	-0.102450	-0.142380	-0.165770	0.041460	0.015300	0.052030	-0.100700	-0.131400	-0.158470	-0.047140	-0.044480	-0.056470	-0.018130	-0.035390	-0.070190	-0.032490	-0.061740	-0.109530	-0.021580	-0.074660	-0.006220	-0.121410	-0.155660	-0.021670	-0.159160	-0.079320	-0.099240	-0.108990	-0.119370	0.041750	-0.047210
