1.372690	1.372690	1.372690	1.372690	1.372690	1.372690	1.372690	1.372690	1.372690	1.372690	1.372690	1.372690	1.372690	1.372690	1.372690	1.920880	2.312960	2.506730	2.645260	2.661810	2.727950	2.789260	2.828540	2.803840	2.630830	2.767930	3.102420	3.102790	3.011760	2.905610	2.996430	2.975310	2.953360	3.020430	2.842770	2.916200	2.812620	2.876360	3.006530	2.962850	2.912740	2.868580	2.879190	2.910080	2.879500	2.805600	2.715530	2.703880	2.679940	2.643440	2.552620	2.551920	2.524410	2.455070	2.478900	2.458470	2.355100
0.096660	0.096660	0.096660	0.096660	0.096660	0.096660	0.096660	0.096660	0.096660	0.096660	0.096660	0.096660	0.096660	0.096660	0.096660	0.000210	-0.074220	-0.098490	-0.094740	-0.042970	-0.137020	-0.105920	-0.079650	-0.098180	-0.002150	0.022390	-0.037170	-0.035090	-0.039400	-0.058760	-0.030440	-0.031230	-0.038130	-0.038080	-0.033730	-0.099330	-0.022710	0.024120	-0.028620	-0.004050	-0.024490	-0.039200	-0.070680	-0.058950	-0.074170	-0.081630	-0.052860	-0.024470	-0.057170	-0.081330	-0.015010	-0.066700	-0.048050	-0.027150	-0.070260	-0.057000	-0.060040
-0.426700	-0.426700	-0.426700	-0.426700	-0.426700	-0.426700	-0.426700	-0.426700	-0.426700	-0.426700	-0.426700	-0.426700	-0.426700	-0.426700	-0.426700	-0.296010	-0.218190	-0.249080	-0.179050	-0.241170	-0.199650	-0.218990	-0.243140	-0.194650	-0.197360	-0.164360	-0.124550	-0.115660	-0.111900	-0.077430	-0.113950	-0.137210	-0.133750	-0.131660	-0.129230	-0.100430	-0.116240	-0.164220	-0.138440	-0.146020	-0.107460	-0.124110	-0.088590	-0.095380	-0.086930	-0.083050	-0.111440	-0.136140	-0.100430	-0.101640	-0.181170	-0.104250	-0.137940	-0.172150	-0.126700	-0.170520	-0.155000
0.086280	0.086280	0.086280	0.086280	0.086280	0.086280	0.086280	0.086280	0.086280	0.086280	0.086280	0.086280	0.086280	0.086280	0.086280	0.001010	-0.100120	-0.053650	-0.178950	-0.161890	-0.126790	-0.144010	-0.079200	-0.097040	-0.124690	-0.184690	-0.168870	-0.175600	-0.183810	-0.216440	-0.178280	-0.168610	-0.183880	-0.174700	-0.170000	-0.156950	-0.226920	-0.162440	-0.141880	-0.132520	-0.182620	-0.153550	-0.185530	-0.190750	-0.192430	-0.190830	-0.180080	-0.178500	-0.192720	-0.183790	-0.129880	-0.203070	-0.172680	-0.140430	-0.176590	-0.164750	-0.168490
-0.164890	-0.164890	-0.164890	-0.164890	-0.164890	-0.164890	-0.164890	-0.164890	-0.164890	-0.164890	-0.164890	-0.164890	-0.164890	-0.164890	-0.164890	-0.176430	-0.116500	-0.117110	-0.004570	0.035140	-0.029710	-0.002110	-0.079110	-0.104990	-0.114680	-0.177210	-0.210190	-0.202370	-0.222230	-0.141100	-0.220460	-0.231900	-0.200040	-0.233310	-0.216290	-0.235990	-0.171610	-0.175400	-0.169250	-0.234450	-0.209450	-0.189940	-0.161510	-0.177590	-0.175120	-0.175220	-0.166150	-0.184230	-0.161390	-0.152690	-0.202510	-0.124040	-0.126680	-0.157800	-0.107640	-0.071490	-0.086950
-0.106500	-0.106500	-0.106500	-0.106500	-0.106500	-0.106500	-0.106500	-0.106500	-0.106500	-0.106500	-0.106500	-0.106500	-0.106500	-0.106500	-0.106500	-0.043980	-0.043050	-0.034010	-0.102050	-0.172880	-0.078180	-0.105030	-0.030000	-0.034750	-0.060360	-0.037870	0.004100	0.017690	0.012140	-0.048650	0.014230	-0.010010	-0.052250	-0.009010	-0.005860	-0.015790	-0.002850	-0.043750	-0.062990	0.029250	0.025440	-0.035850	-0.064770	-0.054130	-0.061450	-0.060440	-0.063890	-0.061250	-0.058310	-0.074290	-0.045240	-0.051010	-0.097590	-0.072620	-0.099960	-0.089690	-0.105610
-0.103290	-0.103290	-0.103290	-0.103290	-0.103290	-0.103290	-0.103290	-0.103290	-0.103290	-0.103290	-0.103290	-0.103290	-0.103290	-0.103290	-0.103290	-0.136160	-0.048330	-0.077580	-0.062290	0.019270	-0.132270	-0.075270	-0.071080	-0.091790	-0.071770	-0.093440	-0.118670	-0.125950	-0.116900	-0.097750	-0.110370	-0.112320	-0.092500	-0.112860	-0.109600	-0.095970	-0.158430	-0.070620	-0.044950	-0.092290	-0.108960	-0.085110	-0.068210	-0.075320	-0.074050	-0.075690	-0.084710	-0.077650	-0.084070	-0.101340	-0.123780	-0.170640	-0.094990	-0.134650	-0.118290	-0.184950	-0.160660
-0.064510	-0.064510	-0.064510	-0.064510	-0.064510	-0.064510	-0.064510	-0.064510	-0.064510	-0.064510	-0.064510	-0.064510	-0.064510	-0.064510	-0.064510	-0.091240	-0.079520	-0.050320	0.033780	-0.069870	0.090190	0.091560	0.004880	0.055190	-0.087050	-0.230230	-0.173400	-0.165090	-0.189720	-0.091210	-0.184780	-0.189800	-0.182290	-0.197410	-0.181490	-0.188860	-0.158240	-0.150380	-0.116390	-0.187690	-0.173190	-0.101710	-0.092560	-0.118530	-0.109640	-0.106850	-0.101010	-0.176100	-0.104590	-0.081350	-0.141280	-0.036590	-0.099000	-0.066830	-0.066850	-0.044080	-0.053880
-0.132010	-0.132010	-0.132010	-0.132010	-0.132010	-0.132010	-0.132010	-0.132010	-0.132010	-0.132010	-0.132010	-0.132010	-0.132010	-0.132010	-0.132010	-0.085130	-0.006980	-0.028540	-0.029120	0.007010	-0.042780	-0.017110	0.010950	-0.111510	-0.103950	-0.256650	-0.307370	-0.282100	-0.320680	-0.394840	-0.318180	-0.350440	-0.383210	-0.353430	-0.337300	-0.355860	-0.342640	-0.370200	-0.311440	-0.212130	-0.282010	-0.358230	-0.405350	-0.404960	-0.417780	-0.409080	-0.386040	-0.332400	-0.377080	-0.399280	-0.323900	-0.353420	-0.355680	-0.369640	-0.351210	-0.284340	-0.299270
-0.083120	-0.083120	-0.083120	-0.083120	-0.083120	-0.083120	-0.083120	-0.083120	-0.083120	-0.083120	-0.083120	-0.083120	-0.083120	-0.083120	-0.083120	-0.120830	0.077400	0.095900	0.078870	0.051870	0.021590	0.007450	0.052530	0.132440	0.003230	-0.072310	0.008800	0.011540	0.006540	0.060750	0.011600	-0.010040	0.009160	-0.006700	0.013260	0.022950	-0.006820	0.077500	0.078010	0.001810	0.031100	0.051590	0.080470	0.066410	0.070340	0.067980	0.048180	0.000130	0.063680	0.039150	-0.052880	-0.032500	0.007930	0.002820	-0.020980	-0.072080	-0.100560
