3.457850	3.614040	3.543590	3.484930	3.470270	3.524230	3.474970	3.495610	3.613790	3.910570	4.082460	4.123110	4.085270	4.000280	4.053840	4.107800	3.919560	3.850240	3.849910	3.837320	3.806570	3.821530	3.836510	3.835160	3.843010	3.978390	4.006250	4.054930	3.961830	3.966950	3.750520	3.723940	3.708000	3.592550	3.530000	3.464590	3.521370	3.510190	3.469580	3.439370	3.413310	3.526320	3.520830	3.419610	3.439970	3.376000	3.422820	3.415300	3.386310	3.504920	3.499390	3.443770	3.373950	3.434450	3.450970	3.423580	3.451180	3.390820	3.367180
-0.012670	-0.057220	-0.027980	-0.007300	-0.016210	-0.050500	0.018470	-0.068330	-0.015870	-0.136340	-0.196830	-0.236490	-0.153040	-0.108340	-0.209690	-0.223760	-0.066770	0.028140	0.073230	-0.005230	-0.016990	-0.034760	-0.037820	-0.029590	-0.012770	-0.086790	0.034680	-0.001320	0.061410	0.001660	0.096750	0.017590	-0.026380	-0.010830	-0.010860	0.001680	-0.011280	-0.056010	-0.068040	-0.057640	-0.071730	-0.103360	-0.063350	-0.035620	-0.038520	-0.002550	-0.047100	-0.038050	-0.018760	-0.031750	-0.104070	-0.082230	-0.012780	-0.034280	-0.019880	-0.034810	-0.012280	-0.009550	0.006730
-0.326490	-0.283390	-0.211990	-0.244340	-0.205460	-0.161390	-0.280410	-0.161290	-0.229390	-0.267870	-0.231450	-0.310510	-0.249070	-0.263390	-0.234500	-0.238860	-0.201320	-0.216860	-0.238610	-0.181750	-0.191290	-0.184520	-0.173370	-0.193570	-0.221120	-0.141570	-0.252330	-0.191280	-0.206580	-0.153720	-0.245280	-0.184560	-0.232290	-0.215860	-0.201480	-0.258740	-0.238260	-0.238730	-0.242450	-0.275570	-0.257930	-0.182500	-0.212720	-0.261860	-0.233370	-0.235150	-0.246900	-0.253520	-0.273950	-0.263470	-0.225420	-0.238430	-0.299210	-0.235180	-0.251120	-0.228160	-0.223870	-0.214780	-0.266150
-0.087580	-0.098910	-0.213960	-0.174280	-0.241060	-0.250260	-0.157320	-0.252680	-0.172880	-0.079350	-0.151500	-0.003650	-0.117120	-0.064120	-0.098230	-0.066070	-0.214000	-0.192680	-0.172880	-0.188740	-0.190520	-0.200450	-0.209110	-0.193830	-0.172520	-0.198040	-0.116640	-0.169730	-0.200320	-0.208310	-0.192840	-0.237460	-0.138040	-0.182560	-0.213740	-0.170340	-0.167860	-0.141530	-0.150270	-0.123830	-0.163120	-0.194010	-0.188730	-0.148910	-0.159690	-0.230180	-0.154950	-0.141750	-0.180570	-0.156180	-0.162640	-0.150150	-0.151240	-0.174060	-0.138860	-0.223610	-0.245140	-0.232410	-0.176460
-0.115980	-0.103590	-0.059970	-0.108380	-0.044250	-0.080430	-0.095930	-0.037010	-0.105560	-0.037700	0.085200	-0.096880	-0.077610	-0.149620	-0.035900	-0.093080	-0.058760	-0.161230	-0.203100	-0.244910	-0.256990	-0.254070	-0.245040	-0.238080	-0.196320	-0.182820	-0.254840	-0.229110	-0.191590	-0.216810	-0.168710	-0.150470	-0.242450	-0.174280	-0.098460	-0.088090	-0.129990	-0.120180	-0.079540	-0.074660	0.003350	-0.055050	-0.054580	-0.047140	-0.116070	0.023740	-0.071880	-0.079710	0.002410	-0.028670	-0.016370	-0.043590	-0.005440	-0.098750	-0.155750	-0.021530	0.024830	-0.041950	-0.075060
-0.073870	-0.119640	-0.144440	-0.093640	-0.146260	-0.082550	-0.075040	-0.127930	-0.056150	-0.228480	-0.332940	-0.145670	-0.156470	-0.157630	-0.232100	-0.173090	-0.223520	-0.085270	0.027210	0.009310	-0.013110	-0.013190	-0.006570	-0.011630	-0.071280	-0.067010	0.063960	0.067620	0.028010	0.012340	0.003180	-0.018640	-0.031030	0.007260	-0.038660	-0.113110	-0.061550	-0.068060	-0.059420	-0.070660	-0.170790	-0.124870	-0.155630	-0.197610	-0.056820	-0.155450	-0.083260	-0.102060	-0.166010	-0.212310	-0.209230	-0.123490	-0.239700	-0.078550	-0.033070	-0.099950	-0.198920	-0.077760	-0.054200
-0.238940	-0.191320	-0.133310	-0.184400	-0.138490	-0.181840	-0.174990	-0.147640	-0.238020	-0.049660	-0.037700	-0.214160	-0.279530	-0.115490	-0.205320	-0.179510	-0.082380	-0.097430	-0.210560	-0.150770	-0.151770	-0.167940	-0.169680	-0.184670	-0.146610	-0.138460	-0.205010	-0.170190	-0.139020	-0.071670	-0.229550	-0.222750	-0.151450	-0.284770	-0.258070	-0.149960	-0.176270	-0.226710	-0.284940	-0.290610	-0.200170	-0.155770	-0.129160	-0.075440	-0.254160	-0.179500	-0.196820	-0.177690	-0.176370	-0.081690	-0.087790	-0.201840	-0.097330	-0.262500	-0.179240	-0.248420	-0.110570	-0.184440	-0.246750
-0.098020	-0.032770	-0.141670	-0.092850	-0.151580	-0.111000	-0.121030	-0.140220	0.046680	-0.066150	-0.082630	-0.080460	0.024700	-0.149960	0.023360	-0.063010	-0.204240	-0.195120	-0.048430	-0.172360	-0.200820	-0.200390	-0.196280	-0.177440	-0.155360	-0.051930	-0.018280	-0.128210	-0.124000	-0.228340	0.016110	-0.057370	-0.233650	-0.026600	0.038240	-0.165280	-0.125410	0.003110	0.091960	0.073370	0.058170	-0.035080	-0.073730	-0.135590	0.056480	0.016410	0.001510	0.045210	-0.011640	-0.109040	-0.095950	0.059240	-0.127620	0.037990	-0.180870	-0.053350	-0.123180	-0.099890	-0.046360
-0.067850	-0.154570	-0.248390	-0.281170	-0.241480	-0.290360	-0.151140	-0.111890	-0.286730	-0.015140	-0.034290	-0.041690	-0.325550	-0.174680	-0.278350	-0.056140	-0.272400	-0.308600	-0.385780	-0.404100	-0.455200	-0.460740	-0.442710	-0.425900	-0.415690	-0.477650	-0.308340	-0.160070	-0.225430	-0.210740	-0.399420	-0.407030	-0.330650	-0.362630	-0.311130	-0.134490	-0.129620	-0.326530	-0.273300	-0.204350	-0.205550	-0.209620	-0.212320	-0.196030	-0.364950	-0.181920	-0.148140	-0.222150	-0.197520	-0.162030	-0.128150	-0.167100	-0.215380	-0.317930	-0.083020	-0.197710	-0.259370	-0.119000	-0.188210
-0.269530	-0.171840	-0.112560	-0.076380	-0.121650	-0.041790	-0.092920	-0.167000	-0.063180	-0.190850	-0.155040	-0.234540	-0.244120	-0.240400	-0.212600	-0.292280	-0.227560	-0.100220	0.060960	0.028390	-0.006010	-0.011990	-0.007470	-0.022280	-0.034550	0.076390	0.092700	0.014360	0.042460	0.065500	-0.020740	-0.019560	-0.065580	-0.056190	-0.050470	-0.202180	-0.180010	0.016180	-0.017470	-0.144570	-0.103110	-0.044010	-0.083530	-0.086500	0.033160	-0.131540	-0.074520	-0.021870	-0.090820	-0.179210	-0.136450	-0.134650	-0.163390	-0.137360	-0.160590	-0.132290	-0.000010	-0.089420	-0.054360
