2.756180	2.958060	3.007890	2.920560	2.899450	2.799330	2.597490	2.545310	2.525780	2.524210	2.504850	2.533520	2.493920	2.456240	2.514060	2.514520	2.544150	2.540330	2.529320	2.576350	2.584210	2.547450	2.560620	2.535140	2.542590	2.518740	2.562550	2.566020	2.451230	2.819030	3.172260	3.313020	3.455630	3.470210	3.459370	3.762670	3.795830	3.697010	3.677170	3.660420	3.648670	3.646440	3.577700	3.641350	3.661060	3.711890	3.704490	3.609300	3.606620	3.464340	3.251050	3.030330	2.897410	2.786210	2.607060	2.649140	2.536700	2.599830	2.589040	2.558260	2.567470	2.467150	2.530470	2.578090	2.523820	2.537730	2.523610	2.489340	2.553840	2.519460	2.477270	2.541800	2.509990	2.444210	2.559350	2.544630	2.517490	2.521930	2.540970	2.548850	2.561210	2.497790	2.549290	2.534480	2.534970	2.569390	2.752670	2.548310	2.451370	2.590910	2.636710	2.594890
-0.132710	-0.255970	-0.274460	-0.241010	-0.222030	-0.219390	-0.121060	-0.081710	-0.110400	-0.106470	-0.109260	-0.144700	-0.099810	-0.043910	-0.097200	-0.072160	-0.084240	-0.090350	-0.060920	-0.061750	-0.115730	-0.079750	-0.098770	-0.066130	-0.075130	-0.082950	-0.088620	-0.101030	-0.063700	-0.131210	-0.252420	-0.328910	-0.341150	-0.286210	-0.121020	-0.000800	-0.047240	0.000270	-0.018010	-0.036690	-0.032600	-0.039960	-0.017930	-0.031350	-0.040660	0.034770	0.020240	0.003840	-0.060530	0.009980	0.023280	-0.060890	-0.021670	-0.049930	0.011200	-0.086900	-0.023470	-0.050460	-0.075600	-0.092790	-0.060930	-0.053870	-0.071080	-0.115190	-0.083370	-0.107150	-0.077610	-0.053620	-0.109710	-0.094810	-0.086280	-0.097480	-0.034230	-0.045110	-0.040130	-0.117550	-0.104970	-0.090680	-0.110380	-0.103460	-0.133600	-0.078470	-0.115700	-0.121160	-0.088960	-0.069040	-0.121130	-0.047440	-0.033120	-0.115820	-0.124800	-0.128930
-0.267840	-0.242910	-0.258270	-0.287370	-0.287950	-0.241100	-0.233040	-0.220610	-0.234600	-0.246070	-0.214240	-0.208450	-0.267930	-0.287810	-0.255550	-0.238460	-0.262410	-0.211510	-0.230260	-0.282910	-0.199770	-0.255270	-0.253060	-0.264290	-0.255620	-0.239570	-0.258070	-0.260550	-0.289780	-0.289610	-0.313920	-0.309870	-0.351040	-0.331730	-0.258970	-0.193490	-0.132690	-0.223200	-0.213460	-0.232700	-0.259470	-0.247740	-0.234200	-0.258660	-0.187040	-0.135410	-0.169820	-0.176120	-0.145210	-0.198660	-0.223860	-0.121600	-0.225000	-0.180230	-0.227040	-0.226320	-0.239830	-0.249340	-0.278330	-0.252550	-0.263390	-0.303420	-0.267870	-0.215750	-0.276600	-0.243150	-0.257700	-0.299670	-0.253880	-0.261670	-0.290560	-0.251030	-0.278760	-0.272480	-0.309900	-0.205260	-0.259260	-0.250930	-0.246480	-0.237660	-0.242810	-0.262450	-0.231050	-0.233990	-0.249850	-0.259630	-0.359440	-0.287910	-0.270910	-0.219100	-0.265040	-0.269830
-0.063290	0.004560	0.035180	0.000380	0.046650	-0.003990	-0.066130	-0.117350	-0.044680	-0.045070	-0.115880	-0.082000	-0.038770	-0.052490	-0.019840	-0.086500	-0.026090	-0.125670	-0.115630	-0.108090	-0.139950	-0.062110	-0.046040	-0.061740	-0.019620	-0.089300	-0.035350	-0.023180	-0.025880	-0.015530	-0.015040	-0.050480	0.084120	0.047050	-0.043720	-0.140990	-0.204100	-0.084190	-0.085330	-0.092000	-0.045940	-0.042860	-0.107030	-0.074090	-0.170250	-0.228170	-0.156310	-0.137950	-0.123710	-0.124920	-0.091990	-0.156960	-0.047270	-0.139880	-0.144530	-0.061600	-0.117850	-0.050170	-0.016200	-0.025280	-0.047700	0.014670	-0.040840	-0.082100	-0.022000	-0.042730	-0.048380	-0.006880	-0.048640	-0.041390	0.009700	-0.047570	-0.058360	-0.066550	0.005980	-0.120180	-0.025390	-0.044730	-0.025800	-0.044930	-0.009790	-0.045740	-0.080520	-0.051950	-0.027120	-0.055110	0.036670	-0.021860	-0.064880	-0.087270	-0.055800	0.000860
0.005170	0.017220	-0.000430	0.118110	-0.041530	-0.008180	-0.044310	-0.016400	-0.072140	-0.027880	0.057080	0.005950	-0.005120	0.005580	-0.082750	-0.015110	-0.057610	-0.004210	-0.009100	0.072300	0.038690	-0.045160	-0.074180	-0.043980	-0.112500	-0.019860	-0.108440	-0.095190	-0.002880	-0.048260	0.059960	0.203110	0.023100	0.072180	-0.007900	-0.115260	-0.064050	-0.118530	-0.178000	-0.171750	-0.208770	-0.224940	-0.148780	-0.163440	-0.029730	-0.044710	-0.114070	-0.123920	-0.123820	-0.128050	-0.116590	-0.158400	-0.194160	-0.033870	-0.020060	-0.084600	0.020270	-0.085780	-0.134470	-0.076550	-0.054900	-0.103260	-0.041340	-0.026260	-0.048630	-0.073080	-0.074780	-0.067200	-0.018420	-0.023910	-0.078510	-0.011510	-0.007320	-0.016770	-0.150210	0.033820	-0.072730	-0.051340	-0.089260	-0.058740	-0.100790	-0.022810	0.003410	-0.038480	-0.074610	-0.093160	-0.004670	-0.085790	-0.003620	-0.028700	0.014550	-0.092720
-0.270110	-0.226020	-0.214960	-0.368150	-0.198530	-0.207780	-0.172070	-0.169620	-0.138290	-0.185830	-0.264680	-0.219610	-0.221870	-0.248820	-0.136320	-0.181720	-0.173110	-0.190640	-0.157230	-0.246890	-0.257840	-0.215700	-0.203610	-0.203420	-0.102580	-0.168800	-0.124100	-0.158080	-0.249440	-0.102860	-0.099420	-0.268260	-0.144420	-0.221300	-0.184220	0.009170	-0.025770	-0.106080	-0.024000	-0.065970	-0.057310	-0.046700	-0.070190	-0.066040	-0.091380	-0.066790	-0.046520	-0.048320	-0.079540	0.025640	-0.050200	-0.001220	-0.043150	-0.177750	-0.147420	-0.162180	-0.223200	-0.150170	-0.139490	-0.181610	-0.209330	-0.143040	-0.235070	-0.221430	-0.200550	-0.117000	-0.143140	-0.219190	-0.249690	-0.192120	-0.162260	-0.267950	-0.231000	-0.182060	-0.173440	-0.252260	-0.167230	-0.150830	-0.176010	-0.158530	-0.151470	-0.217740	-0.267990	-0.176820	-0.181410	-0.145320	-0.142400	-0.166700	-0.214860	-0.192120	-0.249750	-0.124510
-0.116240	-0.167240	-0.178110	-0.031000	-0.160270	-0.162370	-0.160770	-0.177340	-0.171370	-0.104080	-0.064530	-0.101220	-0.073800	-0.045440	-0.120470	-0.144940	-0.095290	-0.154950	-0.193190	-0.157650	-0.085370	-0.060390	-0.059880	-0.106900	-0.175590	-0.172130	-0.182780	-0.107150	-0.040130	-0.165870	-0.226720	-0.107000	-0.107850	-0.057760	-0.173730	-0.259500	-0.221000	-0.055170	-0.140880	-0.101770	-0.096560	-0.103930	-0.137800	-0.158750	-0.245890	-0.126780	-0.117790	-0.105070	-0.062090	-0.220520	-0.145860	-0.159360	-0.098900	-0.068020	-0.152610	-0.086760	-0.091010	-0.113950	-0.113660	-0.055360	-0.036440	-0.096560	-0.047540	-0.054890	-0.094780	-0.207710	-0.158230	-0.030610	-0.032110	-0.124990	-0.084040	-0.004740	-0.044620	-0.136870	-0.043010	-0.085860	-0.105630	-0.161990	-0.069300	-0.134970	-0.101610	-0.063130	-0.035660	-0.145440	-0.045590	-0.145040	-0.153600	-0.107660	-0.073370	-0.131890	-0.074760	-0.144310
-0.082010	0.086000	0.102520	-0.045770	0.003000	0.042150	-0.021840	-0.001640	0.002540	-0.039500	-0.058120	-0.017990	-0.070070	-0.110470	-0.082440	-0.004900	-0.079650	-0.031170	0.019630	-0.075560	-0.076770	-0.157500	-0.164500	-0.072810	0.015790	0.011290	-0.016720	-0.125420	-0.061330	-0.096870	0.135170	0.043900	0.102330	0.126240	0.090660	0.033830	-0.059350	-0.143040	-0.161890	-0.251790	-0.251790	-0.222630	-0.159290	-0.210130	0.016900	0.000590	-0.076060	-0.093180	-0.076800	-0.029100	0.003310	-0.088960	-0.145340	-0.073550	-0.027910	-0.114480	-0.038060	-0.062060	-0.159090	-0.130620	-0.170870	-0.105480	-0.086340	-0.140970	-0.073000	0.033160	-0.036270	-0.161920	-0.149920	-0.000800	-0.094260	-0.108050	-0.105960	-0.050510	-0.219790	-0.049890	-0.091730	0.017720	-0.150930	0.003810	-0.113210	-0.071710	-0.103400	0.011390	-0.135310	-0.075490	-0.063600	-0.081840	-0.039070	-0.034300	-0.130460	-0.097130
-0.268190	-0.192930	-0.157900	-0.117220	-0.145340	-0.200500	-0.309780	-0.348210	-0.285390	-0.181770	-0.196460	-0.268050	-0.149390	-0.202940	-0.111230	-0.261270	-0.130510	-0.290110	-0.341190	-0.193030	-0.305030	-0.206510	-0.215350	-0.321950	-0.315870	-0.330050	-0.363690	-0.187010	-0.185240	0.032990	-0.001430	0.045930	0.171440	0.079510	-0.177230	-0.297760	-0.240360	-0.270070	-0.258890	-0.276750	-0.261380	-0.298150	-0.381080	-0.217900	-0.323410	-0.374240	-0.295800	-0.245020	-0.335260	-0.186340	-0.323990	-0.332870	-0.280340	-0.323700	-0.290100	-0.273970	-0.250500	-0.298000	-0.248220	-0.153260	-0.172050	-0.164400	-0.300320	-0.171640	-0.266030	-0.287030	-0.289570	-0.181710	-0.190010	-0.269420	-0.150410	-0.210870	-0.214940	-0.208130	-0.236380	-0.290560	-0.163460	-0.269340	-0.156940	-0.279900	-0.123640	-0.217530	-0.285600	-0.296650	-0.134680	-0.351570	0.000590	-0.209180	-0.216300	-0.310040	-0.193290	-0.130520
-0.237060	-0.067080	-0.098430	-0.075320	-0.100200	-0.140650	-0.124100	-0.104490	-0.130540	-0.142880	-0.127360	-0.072530	-0.122720	-0.186750	-0.221190	-0.148250	-0.226400	-0.193810	-0.144740	-0.234780	-0.097860	-0.199820	-0.169100	-0.142710	-0.092460	-0.105410	-0.103170	-0.208480	-0.120280	-0.195970	0.006280	0.021380	-0.026810	0.013890	-0.113680	-0.055180	-0.104730	-0.060260	-0.078500	-0.041500	-0.079220	-0.079460	0.014220	-0.180560	-0.149100	0.073140	-0.053740	-0.038370	0.077320	-0.048020	0.042090	-0.016020	-0.094850	-0.075020	-0.159270	-0.135510	-0.173160	-0.124260	-0.178740	-0.149780	-0.225110	-0.133880	-0.056060	-0.186290	-0.137950	-0.138660	-0.138110	-0.186890	-0.163870	-0.060910	-0.124090	-0.094040	-0.119650	-0.199190	-0.222750	-0.098660	-0.188990	-0.124610	-0.215900	-0.067820	-0.244490	-0.109810	-0.060000	-0.083920	-0.170990	-0.108260	-0.123890	-0.188830	-0.082110	-0.100800	-0.131480	-0.151640
0.020610	-0.072490	-0.017370	-0.093800	-0.104480	0.004390	-0.035890	-0.052900	-0.024170	0.007440	-0.052350	-0.055920	-0.062120	0.043630	0.017550	-0.008690	0.050200	0.024170	0.025580	-0.024110	-0.096840	-0.018670	-0.071720	-0.009500	-0.022750	-0.009040	-0.039570	-0.011120	-0.014470	-0.020230	-0.025410	-0.089620	-0.061390	-0.065810	-0.029540	-0.094110	-0.117590	-0.067570	-0.162570	-0.210070	-0.158780	-0.121140	-0.197450	-0.143840	-0.059440	-0.111140	-0.047460	-0.107550	-0.136000	-0.176980	-0.143830	-0.134460	-0.045150	-0.045050	-0.013540	-0.037330	0.024610	-0.045750	-0.076620	-0.077620	0.037270	-0.071710	-0.122110	-0.061580	-0.015440	0.008430	-0.011110	-0.015670	-0.041100	-0.080490	-0.048800	-0.082000	-0.038740	0.010080	0.015270	-0.069680	-0.006760	0.012240	-0.012570	-0.061440	0.033670	-0.030950	-0.124100	-0.055410	-0.033520	-0.047140	-0.000740	-0.009390	-0.067240	-0.065430	-0.093550	-0.077230
-0.031050	-0.086160	-0.136450	-0.078480	-0.053240	-0.126370	-0.046050	-0.020580	-0.053730	-0.113840	-0.044000	-0.077280	-0.047390	-0.111870	-0.064130	-0.050160	-0.103830	-0.047540	-0.087430	-0.029960	0.019500	-0.017890	0.036960	-0.043460	-0.079040	-0.084080	-0.043560	-0.015360	-0.097040	-0.087110	-0.158760	-0.067970	-0.081700	-0.112110	-0.092470	-0.024200	0.036610	-0.056240	0.077610	0.043300	0.013220	-0.016170	0.015340	0.104960	0.023570	-0.060220	-0.065050	-0.017030	-0.086260	0.052100	-0.026220	0.005890	-0.058880	-0.052300	-0.015440	-0.032580	-0.070760	-0.007050	0.052530	0.016490	-0.078190	-0.017450	0.029420	0.029430	-0.075230	-0.098710	-0.069850	-0.030900	-0.030870	-0.044760	-0.051580	-0.015760	-0.061450	-0.055110	-0.014620	-0.012570	-0.051280	-0.114140	-0.013680	-0.052020	-0.067920	-0.077670	0.022710	-0.045840	-0.028140	-0.035030	-0.166740	-0.015160	-0.048250	-0.020760	-0.003290	-0.019790
0.007720	-0.019040	0.032200	-0.055060	-0.019740	0.090580	0.077560	0.033700	0.082700	0.068070	-0.045980	0.010810	-0.069190	0.075800	-0.070640	-0.003000	-0.024770	0.009500	0.062260	0.082490	-0.031830	0.013740	-0.089960	0.072510	0.071130	0.047170	0.090790	-0.052180	0.013100	-0.106580	-0.057480	-0.156390	-0.149450	-0.095740	0.016430	-0.002500	-0.014440	0.055450	-0.022120	0.060980	0.030110	0.050120	0.084450	-0.020700	0.004990	0.002150	0.001500	-0.074720	0.072050	-0.053700	0.018140	0.044460	0.063020	0.042720	-0.019930	0.063150	-0.014750	0.020060	-0.055770	-0.108370	0.035650	-0.054320	-0.030520	-0.095820	0.077790	0.058440	0.084970	0.002330	-0.007210	-0.014830	-0.063650	-0.024650	0.029090	-0.020440	0.013720	0.008510	-0.056330	0.064610	-0.067720	0.046360	-0.033170	0.047580	-0.038730	0.016220	-0.072740	0.107560	-0.059820	-0.073120	0.006150	0.028820	-0.029500	-0.095600
1.721540	1.132890	-0.306230	-1.795430	-3.151840	-4.284160	-4.252560	-3.403900	-2.675910	-1.777570	-0.705340	-0.355180	-0.064480	0.114520	0.227070	0.425790	0.727810	0.634130	0.351170	0.151010	-0.038110	-0.202590	-0.185490	-0.231760	-0.538750	0.789870	3.112810	5.439800	7.457420	8.650160	8.752630	9.346720	8.890730	6.235670	4.094500	2.794320	1.662760	0.899670	-0.256270	-1.319340	-0.969030	-0.147950	0.233340	0.127210	-0.005490	-0.712310	-2.099100	-4.317100	-6.201150	-7.687500	-8.761430	-8.599230	-8.307380	-6.703800	-4.848020	-3.306480	-2.138950	-1.574430	-0.882340	-0.639810	-0.374990	-0.491390	-0.349670	-0.322750	-0.092030	0.051630	-0.427050	-0.341090	-0.155680	-0.436610	-0.107800	0.069900	-0.053310	0.135560	0.260610	0.184710	0.409350	0.201820	-0.116390	-0.023240	0.023150	0.081160	0.842620	0.651090	0.103850	0.274060	0.280650	0.238590	0.076860	-0.142810	-0.250340	0.533040
-1.138930	-1.023040	-0.427120	0.314510	0.890420	1.459750	1.375360	0.910050	0.661810	0.590860	0.141790	0.162390	0.282480	0.237230	0.309310	0.318540	-0.112850	-0.204840	-0.113440	-0.103090	-0.034600	-0.054830	-0.129570	-0.108560	0.097740	-0.233930	-0.855090	-1.704610	-2.209710	-2.265090	-1.487710	-0.219740	0.712550	1.967840	2.748440	2.735040	2.139840	1.157730	0.237170	-0.179350	-0.121670	0.045360	0.309910	0.397430	0.112160	0.153300	0.168240	-0.106670	-0.248810	-0.560230	-0.240630	-0.362560	-0.205610	-0.451220	-0.454820	-0.375120	-0.472800	-0.346100	-0.397340	-0.298170	-0.435860	-0.355020	-0.207320	-0.062190	-0.249380	-0.200720	-0.048800	0.004680	0.117010	0.263950	0.273720	0.054430	0.045390	-0.135600	-0.339900	-0.458330	-0.736120	-0.441050	-0.305060	-0.095410	-0.063040	0.083290	0.056840	0.257080	0.486240	0.163580	0.062860	-0.194160	-0.465280	-0.567610	-0.530390	-0.693710
-0.144930	-0.032830	0.084760	0.217270	0.246600	0.196770	0.377190	0.475300	0.140160	-0.296810	-0.370680	-0.321440	-0.300420	-0.103930	-0.062900	-0.089100	0.314870	0.190770	-0.036560	-0.182280	-0.199140	-0.254380	-0.151950	-0.106620	-0.411180	-0.292470	-0.458660	-0.539020	-0.783370	-0.820360	-0.409970	0.189290	0.954760	1.084150	1.186770	1.014750	0.674660	0.125240	-0.376740	-0.710330	-0.430310	0.353760	0.550380	0.717090	0.873930	0.595610	0.214320	0.285880	-0.291030	-0.364430	-0.373710	-0.460570	-0.576460	-0.512090	-0.726850	-0.884820	-0.546150	-0.742790	-0.494940	-0.185020	-0.126220	0.049090	0.122000	-0.109600	-0.007800	0.010000	-0.289630	-0.266250	-0.110020	-0.169900	-0.216340	0.149770	0.037550	0.147230	0.232840	0.194070	0.279420	0.139370	0.140010	-0.099650	0.044530	-0.075840	-0.553390	-0.614070	-0.521190	-0.213600	-0.211680	-0.069340	0.097050	0.220010	0.314040	-0.080750
