2.374660	2.422920	2.545840	2.590110	2.660230	3.022570	2.797440	2.733140	2.655440	2.557470	2.602730	2.566900	2.554820	2.626230	2.741860	2.656750	2.629850	2.711290	2.711250	2.624160	2.590980	2.575350	2.640930	2.617200	2.604010	2.517320	2.567730	2.594480	2.585470	2.638510	2.639660	2.584550	2.661490	2.664330	2.741280	2.796870	2.702100	2.723320	2.643110	2.881760	3.659770	3.820820	3.936600	3.954180	3.923170	3.937170	3.922190	3.809380	3.557580	3.620040	3.641720	3.637220	3.639320	3.549880	3.490750	3.353730	3.205120	3.093870	2.942390	2.958110	2.876550	2.839690	2.800720	2.584920	2.583620	2.617100	2.565150	2.562840	2.542010	2.500830	2.527890	2.531280	2.463810	2.516590	2.523240	2.503980	2.444860	2.537770	2.440190	2.549140	2.590410	2.444920	2.468780	2.534230	2.537820	2.536540	2.622020	2.538160	2.570600	2.528060	2.523210	2.573180	2.500270	2.515410	2.490270	2.539170	2.496670	2.530380	2.523600	2.509810	2.560650	2.554060	2.502220	2.524930	2.543680	2.811160	2.654090	2.549910	2.535100	2.573000	2.517670	2.556230	2.594060	2.677490	2.653660
0.009560	-0.050590	-0.128920	-0.097950	-0.127630	-0.314930	-0.196310	-0.154830	-0.120320	-0.060560	-0.077900	-0.078350	-0.015020	-0.044600	-0.131660	-0.138650	-0.079450	-0.163400	-0.161700	-0.103130	-0.074500	-0.065210	-0.090900	-0.071000	-0.097950	-0.052880	-0.085590	-0.108740	-0.082850	-0.115430	-0.130580	-0.056940	-0.097840	-0.032220	-0.061720	-0.051930	-0.061330	-0.086980	-0.069580	-0.111120	-0.069380	-0.016920	-0.052770	-0.083230	-0.058720	-0.080410	-0.080430	-0.012620	0.027140	-0.015270	-0.064490	-0.090640	-0.103060	-0.100890	-0.087520	-0.076280	-0.086020	-0.029290	-0.081010	-0.075730	-0.044970	-0.067890	-0.105850	-0.016520	-0.061600	-0.083240	-0.111600	-0.103510	-0.042890	-0.081820	-0.069340	-0.082820	-0.025830	-0.067820	-0.065040	-0.071900	0.020980	-0.073890	-0.030350	-0.072100	-0.107050	-0.021700	-0.053570	-0.101220	-0.064440	-0.048400	-0.112210	-0.079910	-0.091110	-0.064210	-0.024270	-0.080780	-0.024300	-0.036640	-0.041770	-0.092960	-0.051400	-0.105490	-0.057850	-0.069320	-0.084000	-0.093200	-0.034080	-0.072260	-0.079100	-0.060700	-0.114350	-0.053230	0.003360	-0.064710	-0.061420	-0.091150	-0.043010	-0.097760	-0.015760
-0.309450	-0.269520	-0.198670	-0.266060	-0.200560	-0.393110	-0.259340	-0.218300	-0.301710	-0.300720	-0.272740	-0.248440	-0.256260	-0.256280	-0.219990	-0.193430	-0.223930	-0.194850	-0.223030	-0.258300	-0.211460	-0.247390	-0.269160	-0.275370	-0.198260	-0.314370	-0.265290	-0.215100	-0.233660	-0.197300	-0.197620	-0.278260	-0.264490	-0.259470	-0.210780	-0.244250	-0.256200	-0.197820	-0.230740	-0.233650	-0.317920	-0.221000	-0.249230	-0.232370	-0.240780	-0.194840	-0.183870	-0.262610	-0.238150	-0.192940	-0.133550	-0.109880	-0.129720	-0.137810	-0.150080	-0.175740	-0.195670	-0.251190	-0.254400	-0.228680	-0.273300	-0.258420	-0.201190	-0.279050	-0.218910	-0.161450	-0.190870	-0.206780	-0.265820	-0.269120	-0.252240	-0.263850	-0.275700	-0.254910	-0.243620	-0.172120	-0.280000	-0.225180	-0.263140	-0.242810	-0.227820	-0.251030	-0.257330	-0.233420	-0.253910	-0.294180	-0.189460	-0.287830	-0.197670	-0.205700	-0.291880	-0.184340	-0.246870	-0.245930	-0.253930	-0.255180	-0.235010	-0.190500	-0.283280	-0.255760	-0.224140	-0.227520	-0.307890	-0.260830	-0.219660	-0.371670	-0.280480	-0.269940	-0.266980	-0.218820	-0.222750	-0.235810	-0.212240	-0.172340	-0.217700
-0.087940	-0.109020	-0.160460	-0.061040	-0.193840	0.201340	-0.051870	-0.112460	-0.040180	-0.089770	-0.075800	-0.106340	-0.163880	-0.135320	-0.104010	-0.142270	-0.168500	-0.142940	-0.087210	-0.111790	-0.203240	-0.129530	-0.107450	-0.094580	-0.211990	-0.059570	-0.098470	-0.157130	-0.145540	-0.166080	-0.168810	-0.116580	-0.070510	-0.133040	-0.194660	-0.106540	-0.110980	-0.213510	-0.120620	-0.079940	-0.041400	-0.180910	-0.116840	-0.151650	-0.129350	-0.202310	-0.198600	-0.135990	-0.149140	-0.175220	-0.189990	-0.209550	-0.168000	-0.169210	-0.155680	-0.134100	-0.106250	-0.056860	-0.048580	-0.123170	-0.089060	-0.048550	-0.115660	-0.093350	-0.141190	-0.237690	-0.172860	-0.154780	-0.087870	-0.058950	-0.120670	-0.087900	-0.154650	-0.078190	-0.082850	-0.190050	-0.118020	-0.109810	-0.125480	-0.063820	-0.073010	-0.157240	-0.123750	-0.154990	-0.143440	-0.112800	-0.179500	-0.032390	-0.148590	-0.193330	-0.057960	-0.195380	-0.146380	-0.124480	-0.117380	-0.061880	-0.145550	-0.158150	-0.030090	-0.089670	-0.133500	-0.092500	-0.029020	-0.072000	-0.162380	0.038700	-0.008710	-0.095260	-0.132570	-0.131550	-0.142160	-0.091320	-0.149570	-0.139390	-0.150990
-0.052310	-0.004020	0.027080	-0.092390	0.104560	0.011580	0.042790	0.023840	-0.026080	0.034860	-0.059980	-0.031490	0.050430	-0.002510	-0.060000	0.018410	0.081090	0.023190	-0.047430	0.043160	0.101090	-0.011750	-0.022730	-0.055690	0.051450	-0.012460	-0.021870	0.040300	0.035920	0.033880	0.047960	0.035290	-0.054000	-0.007830	0.048760	-0.047780	-0.012680	0.086300	-0.069210	-0.054260	-0.000140	-0.050840	-0.131210	-0.085410	-0.121490	-0.024280	-0.040070	-0.066980	-0.174020	-0.155470	-0.208090	-0.192370	-0.252020	-0.255510	-0.280860	-0.268940	-0.190810	-0.236890	-0.179620	-0.019520	-0.049580	-0.112520	-0.055660	-0.029720	0.020640	0.118160	0.090510	0.046990	-0.029510	-0.044260	0.008580	-0.020880	0.081250	-0.094180	-0.080640	-0.026470	-0.028070	-0.067320	0.006970	-0.122720	-0.109100	0.013050	0.009930	0.075610	0.032170	-0.001130	0.010490	-0.110590	-0.027260	0.001010	-0.090220	0.010030	-0.041600	-0.042390	-0.032420	-0.083230	-0.011550	-0.012250	-0.127450	-0.060520	-0.013550	-0.061730	-0.085920	-0.073520	0.020480	-0.057570	-0.103360	-0.000820	-0.028530	-0.044520	-0.015600	-0.043070	-0.085170	-0.069020	-0.086410
-0.144290	-0.139600	-0.133110	-0.084860	-0.252500	-0.419800	-0.266660	-0.195750	-0.132580	-0.183020	-0.056440	-0.112900	-0.210720	-0.181500	-0.118080	-0.174950	-0.279400	-0.169350	-0.131120	-0.202990	-0.246260	-0.083640	-0.123000	-0.073790	-0.173510	-0.176510	-0.143610	-0.198730	-0.213540	-0.176810	-0.151040	-0.217780	-0.116930	-0.129670	-0.154270	-0.090000	-0.107760	-0.136130	-0.019140	-0.080280	-0.165540	-0.126560	-0.047510	-0.097780	-0.059220	-0.183260	-0.170370	-0.152170	-0.070850	-0.100690	-0.046670	-0.064310	-0.038820	-0.057510	-0.046750	-0.058650	-0.112460	-0.074510	-0.040230	-0.245180	-0.151670	-0.134440	-0.122330	-0.133610	-0.172300	-0.279200	-0.273730	-0.233710	-0.195030	-0.146730	-0.170440	-0.094690	-0.216450	-0.048440	-0.081110	-0.075450	-0.125530	-0.134280	-0.159010	-0.093950	-0.080140	-0.144290	-0.151120	-0.200440	-0.147050	-0.062200	-0.089290	-0.012150	-0.134110	-0.059540	-0.155880	-0.140790	-0.102630	-0.070330	-0.090600	-0.112280	-0.137200	-0.126150	-0.066110	-0.105430	-0.152000	-0.125200	-0.165410	-0.142150	-0.106010	-0.156370	-0.089230	-0.155770	-0.126120	-0.076920	-0.089530	-0.098910	-0.057210	-0.084360	-0.078670
-0.153800	-0.161970	-0.213820	-0.207080	-0.160650	-0.028330	-0.131830	-0.164100	-0.193100	-0.167810	-0.251910	-0.191640	-0.152940	-0.127200	-0.193130	-0.150990	-0.050630	-0.185450	-0.187290	-0.127600	-0.133820	-0.268480	-0.205060	-0.233860	-0.182230	-0.116670	-0.179100	-0.137450	-0.146190	-0.187370	-0.214510	-0.092960	-0.144810	-0.159970	-0.166420	-0.086750	-0.096070	-0.171010	-0.222050	-0.168110	-0.102210	-0.177640	-0.260760	-0.226730	-0.214630	-0.114680	-0.119210	-0.150740	-0.154320	-0.108080	-0.129090	-0.119980	-0.117990	-0.082800	-0.073410	-0.072040	-0.063590	-0.082400	-0.246910	-0.030930	-0.153080	-0.083630	-0.158260	-0.142900	-0.122340	-0.072110	-0.028050	-0.060120	-0.081880	-0.120040	-0.125450	-0.208760	-0.161370	-0.245540	-0.209520	-0.189990	-0.187030	-0.109640	-0.164540	-0.112620	-0.179490	-0.192160	-0.180470	-0.112300	-0.163480	-0.275930	-0.206030	-0.189990	-0.112350	-0.319440	-0.069510	-0.197250	-0.222980	-0.257740	-0.212480	-0.155840	-0.175150	-0.166780	-0.166760	-0.195670	-0.157670	-0.115150	-0.076200	-0.109860	-0.279930	-0.116590	-0.175410	-0.180800	-0.200910	-0.258520	-0.236390	-0.219090	-0.237190	-0.158410	-0.186320
-0.154670	-0.109120	-0.001530	-0.134700	-0.027130	-0.034170	-0.031370	-0.040230	-0.098230	-0.053140	-0.041710	-0.107370	-0.031730	-0.153750	-0.106330	-0.058420	-0.133490	-0.062630	-0.109730	-0.125670	-0.055410	0.016780	-0.153950	-0.127430	-0.144000	-0.165540	-0.118630	-0.107890	-0.072800	-0.018370	-0.019140	-0.146480	-0.141030	-0.082550	-0.064550	-0.104420	-0.134080	-0.046960	-0.078470	-0.035430	0.108000	-0.084910	-0.109110	-0.163740	-0.193180	-0.218700	-0.203350	-0.142050	-0.141460	-0.169090	-0.122660	-0.119270	-0.167630	-0.224440	-0.245550	-0.250800	-0.232680	-0.221120	-0.083320	-0.220460	-0.110880	-0.215880	-0.116810	-0.105560	-0.011530	-0.069830	-0.123390	-0.129830	-0.103630	-0.088210	-0.128860	-0.016870	-0.007340	-0.043920	-0.017200	-0.108960	-0.014050	-0.143240	-0.051550	-0.192320	-0.099730	-0.065390	-0.043250	-0.100770	-0.061980	0.002030	-0.024160	-0.051250	-0.146440	0.069370	-0.192440	-0.071110	-0.087410	0.008320	-0.027030	-0.110950	-0.084320	-0.093500	-0.121740	-0.063790	-0.091460	-0.149560	-0.188250	-0.165510	0.052950	-0.044140	-0.074710	0.016070	-0.049290	0.045620	0.027840	0.029920	-0.072100	-0.065870	-0.099640
-0.157760	-0.062150	-0.155210	-0.074060	-0.268310	-0.102700	-0.190200	-0.152170	-0.129320	-0.166540	-0.131290	-0.031110	-0.230540	-0.170300	-0.148470	-0.151270	-0.161750	-0.144520	-0.119720	-0.083660	-0.250270	-0.219010	-0.135870	-0.136990	-0.196090	-0.043840	-0.128610	-0.115850	-0.205080	-0.246310	-0.182650	-0.137810	-0.100820	-0.084430	-0.186200	0.006390	0.026020	-0.107930	-0.062850	0.021790	0.000170	-0.328250	-0.252870	-0.226390	-0.180670	-0.245810	-0.234970	-0.289420	-0.440180	-0.429320	-0.552650	-0.578280	-0.550720	-0.537900	-0.536030	-0.507360	-0.378070	-0.374920	-0.262180	-0.172010	-0.244980	-0.073260	-0.073490	-0.069560	-0.124240	-0.152200	-0.026800	-0.131950	-0.220420	-0.082040	-0.121060	-0.115120	-0.313130	-0.144810	-0.127250	-0.055880	-0.229420	-0.209930	-0.120150	-0.076690	-0.175220	-0.192910	-0.183590	-0.089730	-0.195960	-0.196850	-0.181940	-0.040400	-0.035760	-0.290240	-0.175120	-0.187770	-0.146320	-0.197820	-0.130560	-0.115610	-0.167620	-0.093060	-0.075370	-0.140690	-0.189520	-0.053790	-0.086660	-0.096560	-0.225080	-0.045020	-0.075120	-0.221240	-0.194270	-0.240190	-0.199470	-0.169270	-0.216510	-0.136310	-0.195590
-0.205100	-0.137080	-0.067660	-0.228630	-0.093660	-0.278400	-0.189330	-0.218250	-0.100100	-0.070260	-0.106650	-0.302850	-0.143700	-0.183080	-0.233500	-0.131380	-0.123600	-0.150820	-0.220540	-0.136100	-0.059870	-0.069500	-0.109780	-0.099290	-0.097910	-0.165410	-0.171220	-0.190170	-0.194410	-0.062230	-0.091470	-0.073850	-0.045810	-0.097020	-0.041780	-0.071250	-0.079160	0.019390	-0.044270	-0.165030	-0.041270	-0.145090	-0.211840	-0.172940	-0.263880	-0.178120	-0.208310	-0.177530	-0.052310	-0.089710	0.027960	0.036170	0.033600	0.051480	0.057190	0.044530	-0.063640	-0.052420	-0.223250	-0.218520	-0.177440	-0.282430	-0.293800	-0.198540	-0.132970	-0.191560	-0.181740	-0.094720	-0.086730	-0.137990	-0.118520	-0.110380	0.056930	-0.182670	-0.232580	-0.175340	-0.092570	-0.035900	-0.220000	-0.195580	-0.118460	-0.133960	-0.114560	-0.104320	0.005050	-0.023070	0.021360	-0.038430	-0.173940	-0.078670	-0.097130	-0.191580	-0.270970	-0.187190	-0.148800	-0.166670	-0.158600	-0.166470	-0.188550	-0.195370	-0.210130	-0.198060	-0.227570	-0.177020	-0.153080	-0.111550	-0.172330	-0.096170	-0.209740	-0.159730	-0.107880	-0.149600	-0.203960	-0.134840	-0.150850
