2.224760	2.224760	2.224760	2.224760	2.224760	2.224760	2.224760	2.224760	2.224760	2.224760	2.224760	2.224760	2.224760	2.224760	2.224760	2.224760	2.224030	2.397830	2.418970	2.604210	2.676620	2.851010	2.819840	2.897700	2.949280	3.045280	2.999470	3.163990	3.117870	3.062110	3.186550	3.076700	3.215030	3.186150	3.294880	3.205860	3.255510	3.317560	3.325250	3.267840	3.270410	3.286540	3.206960	3.254810	3.219390	3.301290	3.260660	3.286640	3.246230	3.272100	3.358180	3.310190	3.350630	3.269450	3.217170	3.215740	3.339460	3.190370	3.306910	3.250260	3.360000	3.286270	3.317030	3.339210	3.347790	3.263530	3.307380	3.361490	3.403520	3.345260	3.280610	3.273710	3.314540	3.396770	3.390100	3.950650	3.707750	3.511280	3.425050	3.377250	3.779470	4.193080	4.462210	4.486690	4.389790	4.456520	4.344570	4.255070	4.228350	4.206990	4.044710	3.885720	3.922980	3.839020	3.761730	3.679330	3.773110	3.778360	3.624200	3.504570	3.647870	3.504620	3.434200	3.527420	3.518210	3.480100	3.494110	3.429140	3.584670	3.476060	3.451820	3.529040	3.645710	3.505920	3.619800	3.519750	3.520650	3.419970	3.670660	3.526700	3.477470	3.459970	3.321760	3.418260	3.443000
0.188750	0.188750	0.188750	0.188750	0.188750	0.188750	0.188750	0.188750	0.188750	0.188750	0.188750	0.188750	0.188750	0.188750	0.188750	0.188750	0.189560	0.049400	0.091090	0.028290	0.034680	-0.065210	0.003810	0.004730	0.024430	-0.021400	-0.026070	-0.052070	0.024200	0.054450	-0.026310	0.109130	0.001720	0.048400	-0.067390	-0.051830	-0.019240	-0.049170	-0.058440	-0.027630	0.014100	-0.028530	0.018070	-0.030680	0.048890	-0.053840	0.014520	-0.032600	0.050220	0.027750	-0.017080	-0.034230	-0.055720	-0.001170	0.025650	0.015180	0.001660	0.048740	-0.026830	0.061160	0.005530	0.002150	-0.036880	-0.025590	0.012740	0.024280	0.001520	0.006500	-0.015980	-0.039420	0.015060	0.033470	0.045060	-0.058040	-0.021530	-0.177840	-0.207150	-0.098440	-0.051440	-0.053420	0.015490	-0.096970	-0.028640	-0.063430	-0.024210	-0.126600	-0.105430	-0.121650	-0.133810	-0.073020	-0.058120	-0.060540	-0.108660	-0.071610	-0.073000	-0.102710	-0.079270	-0.112250	-0.016310	0.008920	-0.036250	-0.013940	0.009660	-0.074570	-0.028690	0.013090	-0.011500	0.069770	0.006570	0.060900	0.015480	0.015880	-0.045720	0.057970	-0.065530	0.050640	-0.026450	0.020520	-0.037620	0.005010	0.028000	0.016510	0.099230	0.046760	0.007530
-0.646320	-0.646320	-0.646320	-0.646320	-0.646320	-0.646320	-0.646320	-0.646320	-0.646320	-0.646320	-0.646320	-0.646320	-0.646320	-0.646320	-0.646320	-0.646320	-0.647370	-0.441530	-0.471870	-0.357980	-0.386360	-0.253320	-0.329140	-0.250010	-0.319990	-0.252280	-0.245710	-0.242050	-0.329420	-0.303000	-0.193000	-0.348030	-0.274550	-0.240720	-0.176290	-0.105560	-0.206420	-0.178500	-0.125810	-0.138820	-0.257880	-0.189930	-0.282000	-0.156140	-0.286800	-0.177640	-0.217160	-0.173200	-0.297130	-0.233450	-0.157830	-0.138130	-0.165730	-0.141550	-0.255250	-0.163510	-0.213890	-0.203830	-0.169850	-0.238490	-0.225270	-0.129080	-0.185940	-0.187690	-0.302590	-0.219730	-0.235070	-0.228470	-0.200400	-0.179690	-0.148760	-0.256710	-0.270450	-0.185070	-0.255840	-0.461770	-0.249280	-0.240150	-0.246690	-0.160550	-0.357470	-0.200960	-0.250750	-0.283390	-0.315130	-0.201480	-0.168670	-0.211530	-0.332530	-0.318250	-0.313220	-0.253770	-0.251300	-0.314020	-0.289280	-0.296740	-0.266410	-0.277020	-0.241950	-0.323410	-0.290670	-0.237180	-0.250830	-0.218660	-0.300510	-0.215650	-0.258170	-0.274630	-0.193320	-0.286190	-0.166090	-0.195390	-0.217960	-0.239470	-0.130950	-0.268530	-0.145740	-0.237350	-0.254610	-0.215220	-0.223280	-0.226290	-0.300950	-0.234130	-0.192660
0.172190	0.172190	0.172190	0.172190	0.172190	0.172190	0.172190	0.172190	0.172190	0.172190	0.172190	0.172190	0.172190	0.172190	0.172190	0.172190	0.173230	-0.045040	-0.011490	-0.091580	-0.008020	-0.156350	-0.093910	-0.234510	-0.119780	-0.125040	-0.210120	-0.183870	-0.057770	-0.111830	-0.216940	-0.094970	-0.087540	-0.210750	-0.178200	-0.345850	-0.180630	-0.206350	-0.273050	-0.292190	-0.120690	-0.245250	-0.082800	-0.290680	-0.109670	-0.207490	-0.159870	-0.240890	-0.166850	-0.174220	-0.229390	-0.260580	-0.212000	-0.322490	-0.133280	-0.309480	-0.171410	-0.281970	-0.226270	-0.200970	-0.152380	-0.341990	-0.187850	-0.165980	-0.061400	-0.246620	-0.171210	-0.156980	-0.176220	-0.191850	-0.322180	-0.125390	-0.096850	-0.295920	-0.134840	0.061900	-0.150290	-0.146100	-0.162960	-0.301740	-0.095600	-0.275330	-0.244260	-0.186260	-0.197780	-0.298450	-0.310430	-0.288820	-0.134410	-0.122140	-0.144090	-0.149760	-0.183150	-0.121330	-0.118130	-0.070080	-0.117170	-0.111190	-0.237360	-0.133650	-0.148690	-0.231260	-0.219220	-0.177020	-0.080030	-0.292960	-0.139400	-0.205400	-0.251870	-0.145650	-0.335840	-0.294460	-0.156230	-0.227360	-0.278430	-0.156890	-0.323010	-0.217650	-0.143020	-0.248100	-0.256540	-0.237500	-0.167050	-0.203000	-0.231490
-0.228570	-0.228570	-0.228570	-0.228570	-0.228570	-0.228570	-0.228570	-0.228570	-0.228570	-0.228570	-0.228570	-0.228570	-0.228570	-0.228570	-0.228570	-0.228570	-0.229430	-0.048980	-0.092040	-0.148490	-0.277660	-0.110770	-0.175480	-0.085700	-0.161650	-0.268610	-0.105180	-0.117710	-0.256830	-0.293490	-0.192780	-0.256480	-0.311800	-0.205530	-0.260650	-0.100450	-0.245370	-0.226630	-0.202130	-0.204630	-0.332550	-0.158960	-0.312120	-0.152640	-0.311650	-0.248340	-0.294400	-0.211250	-0.190740	-0.287730	-0.280620	-0.234560	-0.252270	-0.121900	-0.282490	-0.143520	-0.270160	-0.142030	-0.236330	-0.233740	-0.298200	-0.125630	-0.246160	-0.310010	-0.293720	-0.128180	-0.214440	-0.263670	-0.240960	-0.242860	-0.191120	-0.314780	-0.358660	-0.036550	-0.225080	0.061190	0.040970	-0.139090	-0.132720	-0.046870	-0.128280	-0.065230	-0.148780	-0.202130	-0.125780	-0.061770	-0.133530	-0.039970	-0.059410	-0.181660	-0.188060	-0.248660	-0.124970	-0.109250	-0.129510	-0.188940	-0.270840	-0.126220	-0.069550	-0.141510	-0.160270	-0.104110	-0.128750	-0.179400	-0.290530	-0.074460	-0.244980	-0.190900	-0.198260	-0.286210	-0.078040	-0.113920	-0.264410	-0.165420	-0.202470	-0.280650	-0.101700	-0.211050	-0.283280	-0.152450	-0.183800	-0.164290	-0.220840	-0.245480	-0.245910
-0.135410	-0.135410	-0.135410	-0.135410	-0.135410	-0.135410	-0.135410	-0.135410	-0.135410	-0.135410	-0.135410	-0.135410	-0.135410	-0.135410	-0.135410	-0.135410	-0.134860	-0.256780	-0.267990	-0.137030	-0.054250	-0.160630	-0.171150	-0.119890	-0.158670	-0.009890	-0.086380	-0.124730	-0.102730	0.060080	-0.061330	-0.051260	-0.025990	-0.015950	-0.022870	-0.006320	-0.048580	-0.024620	0.039660	0.066880	0.035490	-0.100040	0.003080	-0.001710	0.010380	-0.006390	0.046580	-0.058630	0.003410	0.106910	0.074920	0.055830	-0.045140	-0.029030	0.015830	-0.005610	-0.046920	-0.030220	0.084480	0.056700	0.001800	-0.003820	-0.005870	0.081390	-0.062260	-0.050900	-0.016100	0.024010	-0.027580	-0.022900	0.077630	0.049090	0.065140	-0.116320	-0.040690	-0.453870	-0.381410	-0.116890	-0.154460	-0.114850	-0.129180	-0.097850	-0.105610	-0.089270	-0.228940	-0.189940	-0.109600	-0.257060	-0.374450	-0.212220	-0.192960	-0.102270	-0.264450	-0.228260	-0.256480	-0.204250	-0.075270	-0.237660	-0.217700	-0.112280	-0.157270	-0.010830	-0.066180	-0.053310	0.022010	-0.085440	0.027140	-0.008770	0.011970	0.066190	-0.023460	-0.038080	0.007680	-0.014510	0.027930	0.062170	0.013160	0.040580	-0.015060	-0.051020	0.014380	-0.109260	0.001620	0.050670	0.031920
-0.130290	-0.130290	-0.130290	-0.130290	-0.130290	-0.130290	-0.130290	-0.130290	-0.130290	-0.130290	-0.130290	-0.130290	-0.130290	-0.130290	-0.130290	-0.130290	-0.130470	-0.089180	-0.010460	-0.184650	-0.187180	-0.141400	-0.071010	-0.244560	-0.041890	-0.162380	-0.216370	-0.182020	-0.005090	-0.208570	-0.085580	-0.114600	-0.073080	-0.181510	-0.101790	-0.300690	-0.060980	-0.121120	-0.217050	-0.256860	-0.157500	-0.096720	-0.063960	-0.225360	-0.078420	-0.142500	-0.097030	-0.092610	-0.301340	-0.280250	-0.171610	-0.195880	-0.062120	-0.214780	-0.095090	-0.249210	-0.028030	-0.211210	-0.266910	-0.256210	-0.096930	-0.237450	-0.103100	-0.148370	-0.067240	-0.233350	-0.117810	-0.112040	-0.017000	-0.073410	-0.301520	-0.100540	-0.098250	-0.253720	-0.133460	-0.054170	-0.090640	-0.177810	-0.125030	-0.214370	-0.146600	-0.346670	-0.211020	-0.329650	-0.173090	-0.308610	-0.329990	-0.218460	-0.056440	-0.144420	-0.165400	-0.190420	-0.096400	-0.176400	-0.047760	-0.098850	-0.192410	-0.054840	-0.082490	-0.146810	-0.084210	-0.319600	-0.146500	-0.151890	-0.178940	-0.199820	-0.197560	-0.212980	-0.238330	-0.205870	-0.270010	-0.251020	-0.148150	-0.219480	-0.220650	-0.197420	-0.289590	-0.253680	-0.215210	-0.231190	-0.309480	-0.083150	-0.189830	-0.189470	-0.182920
-0.068420	-0.068420	-0.068420	-0.068420	-0.068420	-0.068420	-0.068420	-0.068420	-0.068420	-0.068420	-0.068420	-0.068420	-0.068420	-0.068420	-0.068420	-0.068420	-0.068600	-0.034730	-0.168760	-0.039090	-0.088420	-0.078330	-0.205430	0.010690	-0.282830	-0.177010	-0.112740	-0.020210	-0.340790	-0.213340	-0.264180	-0.146540	-0.242970	-0.139330	-0.201210	0.037620	-0.286060	-0.212120	-0.124670	-0.183080	-0.192830	-0.216850	-0.267350	-0.149880	-0.322420	-0.216060	-0.237860	-0.240310	-0.041680	-0.101880	-0.232800	-0.184110	-0.279630	-0.054120	-0.240600	-0.055260	-0.287890	-0.143210	-0.047210	-0.008460	-0.213640	-0.051460	-0.185950	-0.190060	-0.193290	-0.055640	-0.219880	-0.217490	-0.284180	-0.239610	-0.140660	-0.295360	-0.284460	-0.059210	-0.161680	-0.051160	-0.077480	-0.142180	-0.091920	-0.035350	-0.144000	-0.003880	-0.240120	-0.035650	-0.153430	-0.030780	-0.016770	-0.103100	-0.273030	-0.181700	-0.162640	-0.096940	-0.178920	-0.064640	-0.205680	-0.176400	-0.154990	-0.243570	-0.172280	-0.125030	-0.268680	0.012310	-0.174350	-0.146580	-0.225970	-0.149210	-0.128040	-0.153160	-0.086610	-0.264670	-0.033250	-0.053900	-0.204880	-0.027480	-0.175890	-0.252980	-0.011530	-0.174280	-0.172410	-0.099130	-0.076300	-0.327380	-0.138510	-0.198410	-0.197750
-0.176110	-0.176110	-0.176110	-0.176110	-0.176110	-0.176110	-0.176110	-0.176110	-0.176110	-0.176110	-0.176110	-0.176110	-0.176110	-0.176110	-0.176110	-0.176110	-0.175700	-0.291650	-0.203710	-0.398220	-0.405130	-0.342260	-0.347100	-0.496110	-0.257610	-0.343680	-0.222170	-0.494320	-0.180570	-0.196480	-0.268460	-0.434520	-0.360920	-0.348670	-0.415670	-0.389410	-0.295430	-0.358260	-0.321860	-0.277260	-0.469370	-0.404300	-0.247040	-0.332360	-0.248950	-0.408640	-0.237800	-0.471630	-0.373620	-0.316600	-0.300710	-0.305160	-0.447130	-0.454670	-0.267110	-0.469640	-0.374960	-0.279320	-0.331850	-0.444780	-0.433660	-0.432520	-0.345280	-0.293340	-0.345150	-0.207880	-0.113770	-0.177870	-0.193120	-0.291170	-0.323040	-0.206600	-0.282170	-0.312200	-0.340880	-0.142860	-0.316350	-0.097570	-0.413960	-0.322620	-0.168520	-0.420050	-0.354520	-0.564170	-0.520200	-0.484830	-0.548850	-0.467760	-0.343870	-0.482780	-0.535970	-0.621980	-0.512210	-0.485730	-0.370900	-0.362640	-0.513160	-0.221590	-0.458070	-0.329980	-0.344850	-0.243700	-0.176560	-0.347570	-0.307530	-0.272070	-0.357190	-0.369340	-0.497760	-0.178170	-0.379370	-0.464440	-0.337950	-0.475130	-0.370690	-0.227030	-0.349930	-0.250290	-0.473160	-0.414270	-0.427310	-0.250120	-0.361230	-0.292230	-0.418280
-0.098110	-0.098110	-0.098110	-0.098110	-0.098110	-0.098110	-0.098110	-0.098110	-0.098110	-0.098110	-0.098110	-0.098110	-0.098110	-0.098110	-0.098110	-0.098110	-0.098620	0.019290	-0.075700	-0.025750	0.006150	-0.032370	-0.042170	-0.007840	-0.066040	-0.054230	-0.124300	0.115350	-0.141500	-0.128080	-0.000890	0.012610	0.039140	-0.104040	0.092030	-0.072540	0.005880	0.055240	-0.000410	-0.072340	0.126460	0.038970	0.040750	-0.007740	-0.012320	0.041630	0.066870	0.094570	-0.044720	-0.070500	0.002330	-0.002980	0.110670	0.031240	0.080910	-0.006640	0.099430	-0.112520	0.047750	0.087660	0.150330	0.010360	0.110910	0.093360	0.010550	-0.276860	-0.146890	-0.042920	0.062180	0.046730	-0.094740	-0.008130	0.034260	-0.128370	0.058450	-0.177710	-0.245320	-0.340620	0.006400	-0.116700	-0.147630	-0.217260	-0.217230	-0.150880	-0.153400	-0.323600	-0.231590	-0.320860	-0.356910	-0.171120	-0.177890	-0.043090	-0.175190	-0.183510	-0.198360	-0.248600	-0.095220	-0.273480	-0.050290	0.031090	-0.016190	-0.164530	-0.017840	0.106760	-0.009490	-0.086490	0.128230	-0.053080	0.061230	-0.167280	0.001000	0.038840	0.022580	0.110880	-0.015020	-0.051330	0.010170	-0.090200	-0.040630	-0.091170	-0.147670	-0.146080	0.039520	0.027820	0.021130
