1.806630	1.806630	1.806630	1.806630	1.806630	1.806650	2.054980	2.472310	2.621620	2.769860	2.892180	2.913820	2.982390	3.051190	3.063590	3.060490	3.027730	3.113780	3.113170	3.053090	3.151110	3.123580	3.101550	3.179160	3.134250	3.169540	3.123490	3.151980	3.205120	3.128680	3.199640	3.086810	3.070580	3.159230	3.099650	3.158870	3.148330	3.166610	3.139720	3.157710	3.158950	3.134860	3.130470	3.156100	3.157620	3.077710	3.113630	3.196600	3.109570	3.283380	3.100600	3.198840	3.165660	3.453070	3.912580	3.905000	3.923060	3.922620	3.887130	3.920620	3.887980	3.829820	3.813220	3.630470	3.537930	3.408910	3.350110	3.220190	3.170080	3.148750	3.178280	3.092500	3.161590	3.114440	3.154020	3.078190	3.122960	3.140380	3.104320	3.101350	3.203510	3.163760	3.122870	3.167480	3.071750	3.023360	3.228420	3.139490	3.244400	3.130780	3.206060	3.121320	3.085480	3.095420	3.047980	3.118130	3.184640	3.066310
0.130620	0.130620	0.130620	0.130620	0.130620	0.130610	-0.063770	-0.147690	-0.058720	-0.052650	-0.118190	-0.084010	-0.098140	-0.092490	-0.048380	-0.051470	-0.066850	-0.044210	-0.046980	-0.027170	-0.073540	-0.050920	-0.031770	-0.070220	-0.033410	-0.083760	-0.052400	-0.116780	-0.074760	-0.025400	-0.105420	-0.040580	-0.046330	-0.066450	-0.020150	-0.094180	-0.101480	-0.085000	-0.049660	-0.068660	-0.102180	-0.057090	-0.058450	-0.099310	-0.080330	-0.039250	-0.050600	-0.088480	-0.072300	-0.116660	-0.065520	-0.120000	-0.094690	-0.087220	-0.165090	-0.151990	-0.132370	-0.144840	-0.134010	-0.168220	-0.126830	-0.089900	-0.088890	-0.109680	-0.053850	0.003570	0.001100	0.002570	-0.041940	-0.039590	-0.106330	-0.057430	-0.074710	-0.035740	-0.077430	-0.039520	-0.047060	-0.063050	-0.033500	-0.047070	-0.140830	-0.085810	-0.025540	-0.060250	-0.038390	-0.004080	-0.121200	-0.047380	-0.116160	-0.056920	-0.094690	-0.032450	-0.010010	-0.033570	-0.033050	-0.076040	-0.102870	-0.031890
-0.556800	-0.556800	-0.556800	-0.556800	-0.556800	-0.556790	-0.277920	-0.190100	-0.299850	-0.218950	-0.194490	-0.227580	-0.243230	-0.246020	-0.232110	-0.312170	-0.255610	-0.325360	-0.255130	-0.260740	-0.276320	-0.276200	-0.258250	-0.283240	-0.298470	-0.270800	-0.276550	-0.197240	-0.252370	-0.283290	-0.246260	-0.232950	-0.232780	-0.263620	-0.301240	-0.213530	-0.199980	-0.213310	-0.259660	-0.212100	-0.182770	-0.250710	-0.254030	-0.177000	-0.221710	-0.286870	-0.259960	-0.230610	-0.272850	-0.345210	-0.279910	-0.230460	-0.272830	-0.237590	-0.258220	-0.255030	-0.307040	-0.264010	-0.273740	-0.247350	-0.247580	-0.277940	-0.295060	-0.227110	-0.252190	-0.251270	-0.255550	-0.254220	-0.219620	-0.279100	-0.251070	-0.286430	-0.223780	-0.241230	-0.223660	-0.268200	-0.257820	-0.312600	-0.262250	-0.268410	-0.208390	-0.188590	-0.283840	-0.262240	-0.222240	-0.267510	-0.170410	-0.257090	-0.217000	-0.227080	-0.212730	-0.266500	-0.310170	-0.289720	-0.313950	-0.199150	-0.195990	-0.298660
0.116980	0.116980	0.116980	0.116980	0.116980	0.116970	-0.196750	-0.211690	-0.095060	-0.261880	-0.212440	-0.179280	-0.166240	-0.171560	-0.247080	-0.069520	-0.191970	-0.091450	-0.206170	-0.243990	-0.119540	-0.145740	-0.198220	-0.111130	-0.144500	-0.110650	-0.180350	-0.262320	-0.132930	-0.176850	-0.134180	-0.251460	-0.232000	-0.153180	-0.170460	-0.242520	-0.266890	-0.224180	-0.164310	-0.259830	-0.271400	-0.202170	-0.183500	-0.334670	-0.220050	-0.190400	-0.211560	-0.209530	-0.139710	-0.073310	-0.178680	-0.163790	-0.166480	-0.232580	-0.148010	-0.166840	-0.098460	-0.155120	-0.159990	-0.138850	-0.179730	-0.170630	-0.144590	-0.212390	-0.136290	-0.198440	-0.169430	-0.237110	-0.260290	-0.178400	-0.148310	-0.150140	-0.199820	-0.216660	-0.219540	-0.214630	-0.209950	-0.101310	-0.178030	-0.165480	-0.172890	-0.280120	-0.156640	-0.158230	-0.254060	-0.223920	-0.286760	-0.206990	-0.170700	-0.247560	-0.212410	-0.180710	-0.124770	-0.121020	-0.137060	-0.267650	-0.229490	-0.151930
-0.212920	-0.212920	-0.212920	-0.212920	-0.212920	-0.212900	0.072680	-0.045850	-0.144750	0.010610	-0.070970	-0.121920	-0.082450	-0.073660	-0.006220	-0.198530	-0.054540	-0.107950	-0.012660	0.025210	-0.164130	-0.117020	-0.048990	-0.118320	-0.074880	-0.146570	-0.041080	0.026870	-0.168910	-0.062400	-0.149600	-0.010310	-0.038610	-0.082720	-0.041390	0.016320	0.030000	-0.049520	-0.108450	0.028580	0.001550	-0.042230	-0.066130	0.113940	-0.046360	-0.010770	0.007560	-0.014300	-0.124520	0.010900	-0.027070	-0.094310	0.034850	-0.026770	-0.105160	-0.066470	-0.144400	-0.080280	-0.088880	-0.116020	-0.069730	-0.050500	-0.073710	-0.029040	-0.216500	-0.142690	-0.194340	-0.060610	0.021960	-0.034840	-0.102340	-0.098210	-0.100910	-0.071100	-0.048730	-0.005830	-0.016190	-0.099920	-0.088610	-0.117780	-0.108550	0.019350	-0.085800	-0.091420	-0.027330	-0.041920	0.013390	-0.006390	-0.092410	0.027720	-0.039140	-0.096320	-0.117440	-0.174150	-0.067560	0.001280	-0.047620	-0.077900
-0.136230	-0.136230	-0.136230	-0.136230	-0.136230	-0.136230	-0.306840	-0.089250	-0.041280	-0.116020	-0.068690	-0.007060	-0.092260	-0.091970	-0.084490	0.018990	-0.042300	-0.084720	-0.133880	-0.119750	0.017370	-0.012550	-0.083980	-0.096620	-0.077510	-0.050820	-0.091140	-0.111320	0.013410	-0.072280	-0.000980	-0.052820	-0.073910	-0.112480	-0.081110	-0.152090	-0.121820	-0.040580	-0.013630	-0.187300	-0.086640	-0.087080	-0.087880	-0.168480	-0.067850	-0.115220	-0.164430	-0.147840	0.003970	-0.245300	-0.100830	-0.046810	-0.256540	-0.117110	-0.156030	-0.213650	-0.173820	-0.193580	-0.142180	-0.110020	-0.113940	-0.183830	-0.135880	-0.170800	-0.024950	-0.069410	-0.007110	-0.093480	-0.184480	-0.120020	-0.074380	-0.020980	0.032550	0.003660	-0.087920	-0.102940	-0.114790	-0.114820	-0.024380	0.018820	-0.027300	-0.119040	-0.068220	-0.074140	-0.062560	-0.026490	-0.069700	-0.155200	-0.107470	-0.171790	-0.118490	-0.017420	-0.060270	0.052020	-0.057550	-0.084560	-0.096390	-0.090750
-0.132010	-0.132010	-0.132010	-0.132010	-0.132010	-0.132010	-0.076900	-0.186410	-0.157660	-0.151520	-0.171930	-0.260950	-0.114610	-0.111210	-0.157930	-0.165540	-0.253960	-0.139730	-0.207740	-0.219530	-0.225020	-0.232610	-0.203190	-0.092430	-0.203590	-0.126470	-0.178930	-0.215050	-0.240490	-0.192930	-0.191870	-0.286400	-0.214470	-0.113920	-0.204800	-0.136920	-0.220220	-0.219520	-0.218300	-0.132170	-0.175110	-0.178570	-0.157750	-0.201290	-0.198480	-0.234890	-0.150450	-0.099050	-0.228430	-0.131730	-0.197180	-0.174430	-0.076160	-0.327230	-0.197450	-0.159870	-0.185740	-0.216310	-0.307640	-0.254100	-0.299640	-0.183490	-0.271700	-0.254190	-0.272190	-0.217880	-0.247660	-0.263790	-0.118480	-0.159990	-0.210250	-0.247020	-0.271430	-0.309190	-0.150330	-0.202210	-0.135380	-0.080410	-0.286400	-0.335800	-0.229550	-0.163580	-0.203280	-0.146340	-0.222890	-0.246000	-0.197710	-0.154760	-0.095480	-0.116660	-0.121090	-0.260120	-0.164100	-0.268110	-0.237570	-0.193400	-0.143180	-0.190090
-0.081080	-0.081080	-0.081080	-0.081080	-0.081080	-0.081070	-0.026240	-0.089040	-0.128950	-0.120540	-0.150260	-0.081930	-0.091290	-0.158110	-0.025320	-0.133260	-0.034940	-0.134310	0.037520	-0.020240	-0.094330	-0.076330	-0.019230	-0.165580	0.021880	-0.111480	-0.084870	-0.032190	-0.102800	-0.022920	-0.072700	0.094700	-0.043530	-0.100260	-0.034300	-0.099570	0.018930	-0.051510	-0.080380	-0.127220	-0.040570	-0.101420	-0.066420	0.017560	-0.068790	-0.009250	-0.007910	-0.089180	-0.121700	0.040630	-0.016920	-0.064800	-0.021700	-0.013140	-0.271510	-0.251410	-0.231610	-0.133730	-0.042100	-0.171290	-0.091790	-0.229730	-0.111270	-0.054410	-0.079680	-0.154150	-0.151980	-0.080250	-0.124400	-0.076330	-0.058270	0.000240	-0.011350	0.039040	-0.120940	-0.044690	-0.100150	-0.139540	0.082290	-0.024500	-0.135930	-0.023520	0.037480	-0.151070	-0.049280	0.000600	-0.006460	-0.022850	-0.113620	-0.060820	-0.139350	-0.010200	-0.103570	-0.105280	-0.033330	-0.037500	-0.114360	-0.078030
-0.169730	-0.169730	-0.169730	-0.169730	-0.169730	-0.169730	-0.240530	0.030730	0.040580	0.042100	0.015190	-0.043370	-0.005000	0.102110	0.043840	0.070170	-0.042070	0.017040	-0.175440	-0.028030	0.088030	0.010770	-0.117740	0.042670	-0.138560	0.019550	0.025320	-0.050660	0.011760	-0.049180	0.017190	-0.142390	-0.077000	-0.060490	-0.025030	-0.010620	-0.089640	0.037820	0.014870	-0.091320	-0.002680	0.003720	-0.064750	-0.067470	-0.022400	-0.063340	-0.162420	-0.043280	0.081530	-0.081380	-0.031280	0.001340	-0.071510	-0.312650	-0.129580	-0.190880	-0.254260	-0.350900	-0.425570	-0.179910	-0.192120	-0.057970	-0.176850	-0.278930	-0.355920	-0.255120	-0.249640	-0.275950	-0.117750	-0.016360	-0.117370	-0.067610	-0.004070	-0.125310	-0.032920	-0.060600	0.040520	0.017880	-0.204190	-0.113740	0.029500	-0.062500	-0.164970	0.055320	-0.024340	-0.036420	0.046050	-0.128900	-0.039890	-0.075480	-0.001300	-0.077080	-0.040210	0.062600	-0.011540	-0.032210	0.002370	-0.019770
-0.105520	-0.105520	-0.105520	-0.105520	-0.105520	-0.105510	0.033940	-0.103150	-0.114310	-0.072460	-0.069720	-0.092130	0.014620	-0.080860	-0.089420	-0.043540	-0.059140	-0.063330	-0.006870	-0.086530	-0.128040	-0.087170	-0.000310	-0.090170	0.074710	-0.038390	-0.061180	-0.015830	-0.150020	-0.022210	-0.014850	0.021190	-0.018660	0.016930	-0.047450	-0.056870	-0.011370	-0.112420	-0.060220	-0.053430	0.008760	-0.049520	0.016740	0.000230	-0.034290	-0.076890	0.102940	0.009690	-0.097750	-0.077920	-0.039560	-0.002100	-0.103920	-0.097810	-0.254490	-0.216540	-0.179880	-0.139790	-0.056560	-0.198640	-0.222130	-0.331790	-0.227240	-0.192160	-0.122210	-0.159240	-0.091780	-0.097720	-0.011630	-0.071990	0.008910	0.024630	-0.020060	0.002790	0.038580	-0.003040	-0.070590	0.016630	0.026560	-0.048790	-0.124520	0.018870	0.050780	-0.126140	-0.082820	-0.001930	-0.037760	0.013170	0.012240	0.005150	-0.042100	0.009000	-0.045110	-0.128620	-0.090310	-0.007020	-0.022860	-0.092900
