1.410250	1.410250	1.410250	1.410250	1.410250	1.410250	1.410250	1.410250	1.410250	1.500500	2.357640	2.470550	2.503890	2.439620	2.494270	2.455620	2.513750	2.491270	2.457420	2.481440	2.490400	2.450690	2.483090	2.674640	2.804020	2.975270	2.926590	2.985650	2.963110	2.912900	2.903470	2.751310	2.761560	2.708760	2.696660	2.643430	2.612350	2.599570	2.544400	2.505990	2.471380	2.460460	2.466150	2.439310	2.539910	2.428710	2.498560	2.510280	2.451750	2.514470
0.090710	0.090710	0.090710	0.090710	0.090710	0.090710	0.090710	0.090710	0.090710	0.027100	-0.031550	-0.103660	-0.118550	-0.058130	-0.110400	-0.084270	-0.103330	-0.084900	-0.095350	-0.088890	-0.097390	-0.083210	-0.104290	-0.121090	-0.114130	-0.156360	-0.135790	-0.180860	-0.179300	-0.138650	-0.151670	-0.142000	-0.159130	-0.111630	-0.111460	-0.100450	-0.083430	-0.106680	-0.077470	-0.075730	-0.082860	-0.098750	-0.068800	-0.062160	-0.096590	-0.082290	-0.080260	-0.123590	-0.111960	-0.115090
-0.450500	-0.450500	-0.450500	-0.450500	-0.450500	-0.450500	-0.450500	-0.450500	-0.450500	-0.349830	-0.269160	-0.241060	-0.214420	-0.244700	-0.216000	-0.235770	-0.234700	-0.235870	-0.249720	-0.265890	-0.229360	-0.262870	-0.220200	-0.238800	-0.304000	-0.275920	-0.279230	-0.214770	-0.200780	-0.254300	-0.242990	-0.205910	-0.153790	-0.215140	-0.193520	-0.227040	-0.231270	-0.236520	-0.251210	-0.228220	-0.254470	-0.228020	-0.247400	-0.255930	-0.201700	-0.263550	-0.222640	-0.187490	-0.224730	-0.177670
0.079970	0.079970	0.079970	0.079970	0.079970	0.079970	0.079970	0.079970	0.079970	-0.030000	-0.093090	-0.077460	-0.087830	-0.128850	-0.125820	-0.127000	-0.077480	-0.103900	-0.074360	-0.036100	-0.101020	-0.068940	-0.121060	-0.080790	-0.099960	-0.079800	-0.110410	-0.155350	-0.206560	-0.134560	-0.103930	-0.102390	-0.140490	-0.088960	-0.141420	-0.087480	-0.112820	-0.058770	-0.092740	-0.135930	-0.073490	-0.129700	-0.107900	-0.104010	-0.169170	-0.093010	-0.121460	-0.144960	-0.116710	-0.182390
-0.179750	-0.179750	-0.179750	-0.179750	-0.179750	-0.179750	-0.179750	-0.179750	-0.179750	-0.104080	-0.110590	-0.151050	-0.115970	-0.035780	-0.065660	-0.017230	-0.105640	-0.072550	-0.092210	-0.139610	-0.065830	-0.083990	-0.037160	-0.060350	-0.021810	-0.115170	-0.065720	-0.046430	0.024590	-0.031830	-0.107150	-0.162830	-0.146100	-0.172280	-0.088900	-0.158900	-0.102000	-0.168870	-0.086140	-0.015920	-0.083000	-0.008780	-0.035360	-0.045860	-0.025340	-0.024440	-0.073710	-0.043400	-0.037520	0.011160
-0.119380	-0.119380	-0.119380	-0.119380	-0.119380	-0.119380	-0.119380	-0.119380	-0.119380	-0.167700	-0.135230	-0.144610	-0.173440	-0.249690	-0.205820	-0.226000	-0.167620	-0.137180	-0.146050	-0.107500	-0.172630	-0.134660	-0.207100	-0.151200	-0.130120	-0.070900	-0.120510	-0.139500	-0.178650	-0.158330	-0.070940	-0.071760	-0.108020	-0.093250	-0.191520	-0.130090	-0.194000	-0.108400	-0.192630	-0.264670	-0.187320	-0.194720	-0.190520	-0.173690	-0.203610	-0.208520	-0.132550	-0.176070	-0.152160	-0.191690
-0.116060	-0.116060	-0.116060	-0.116060	-0.116060	-0.116060	-0.116060	-0.116060	-0.116060	-0.117690	-0.151130	-0.115220	-0.074080	-0.044250	-0.067790	-0.088500	-0.074760	-0.160640	-0.112570	-0.102030	-0.089890	-0.125550	-0.041250	-0.116010	-0.240770	-0.263980	-0.271620	-0.221840	-0.252480	-0.222520	-0.249340	-0.222870	-0.160540	-0.185410	-0.078900	-0.118190	-0.072630	-0.141850	-0.099570	-0.017720	-0.082380	-0.104360	-0.038280	-0.111590	-0.130020	-0.085460	-0.168420	-0.134870	-0.172180	-0.138160
-0.075960	-0.075960	-0.075960	-0.075960	-0.075960	-0.075960	-0.075960	-0.075960	-0.075960	-0.070520	-0.097970	-0.186190	-0.163860	-0.141120	-0.183980	-0.088650	-0.152330	-0.028050	-0.069770	-0.108890	-0.075340	-0.048050	-0.110770	-0.039770	-0.169270	-0.237810	-0.171780	-0.231830	-0.164840	-0.201460	-0.218890	-0.121590	-0.136150	-0.088920	-0.176980	-0.179360	-0.199030	-0.131490	-0.120840	-0.154120	-0.099610	-0.005400	-0.055660	-0.028780	-0.099270	-0.053190	-0.000380	-0.041730	0.036470	-0.011490
-0.145760	-0.145760	-0.145760	-0.145760	-0.145760	-0.145760	-0.145760	-0.145760	-0.145760	-0.221300	-0.264340	-0.227580	-0.165500	-0.228280	-0.163880	-0.209310	-0.106080	-0.182750	-0.090730	-0.026370	-0.115970	-0.086800	-0.053380	-0.053860	-0.122300	-0.064280	-0.149470	-0.097960	-0.151430	-0.110980	-0.075050	-0.274320	-0.294520	-0.336970	-0.254030	-0.220050	-0.261120	-0.207860	-0.222120	-0.191780	-0.166180	-0.119260	-0.082520	-0.129060	-0.244390	-0.128120	-0.187940	-0.202360	-0.203580	-0.176870
-0.095200	-0.095200	-0.095200	-0.095200	-0.095200	-0.095200	-0.095200	-0.095200	-0.095200	-0.072950	-0.096880	-0.169230	-0.152600	-0.076660	-0.129280	-0.090380	-0.166290	-0.092460	-0.104190	-0.147850	-0.101470	-0.121380	-0.111660	-0.139480	-0.141360	-0.206170	-0.180780	-0.182170	-0.185940	-0.199970	-0.217980	-0.120410	-0.116840	-0.071970	-0.106620	-0.138430	-0.114310	-0.134810	-0.114300	-0.066260	-0.098500	-0.072350	-0.029120	-0.086530	-0.120910	-0.081780	-0.116920	-0.103830	-0.019180	-0.070770
-0.088190	-0.088190	-0.088190	-0.088190	-0.088190	-0.088190	-0.088190	-0.088190	-0.088190	-0.120120	-0.109150	-0.082420	-0.100970	-0.147160	-0.137540	-0.094730	-0.066610	-0.080000	-0.116700	-0.075550	-0.074220	-0.050210	-0.098840	-0.054090	-0.138650	-0.219160	-0.204200	-0.252450	-0.215150	-0.211260	-0.176540	-0.154770	-0.123170	-0.151340	-0.138650	-0.139010	-0.143500	-0.120880	-0.116000	-0.167030	-0.107640	-0.072950	-0.128880	-0.065060	-0.110960	-0.075270	-0.022380	-0.079450	-0.142360	-0.109950
-0.126950	-0.126950	-0.126950	-0.126950	-0.126950	-0.126950	-0.126950	-0.126950	-0.126950	-0.087400	-0.069170	-0.035970	-0.032770	-0.028270	-0.016780	-0.093820	-0.084700	-0.120030	-0.075140	-0.093770	-0.130980	-0.139440	-0.093140	-0.116020	-0.091530	0.043200	0.009760	0.083120	0.042340	0.043690	0.010860	-0.036830	-0.040510	-0.037610	-0.031190	-0.009630	-0.019180	-0.028030	-0.059820	-0.022090	-0.080150	-0.142030	-0.090710	-0.148090	-0.048960	-0.141400	-0.170200	-0.104760	-0.084400	-0.092280
-0.086890	-0.086890	-0.086890	-0.086890	-0.086890	-0.086890	-0.086890	-0.086890	-0.086890	-0.074870	0.009160	-0.058760	-0.124720	-0.083310	-0.114090	-0.034930	-0.104130	-0.046410	-0.166800	-0.155350	-0.061380	-0.131210	-0.155850	-0.165430	-0.072370	-0.156000	-0.106560	-0.164660	-0.143080	-0.134590	-0.115840	0.023210	0.006670	0.024710	-0.012040	-0.048670	0.010500	-0.090230	-0.040770	-0.114660	-0.081620	-0.120270	-0.155890	-0.075880	-0.084350	-0.104810	-0.034560	-0.070500	-0.137480	-0.090360
-0.084950	-0.084950	-0.084950	-0.084950	-0.084950	0.276040	3.975350	7.178920	9.455540	10.381430	10.496580	9.373090	7.436730	4.306950	0.412010	-0.058050	-0.051510	-0.056980	-0.200980	0.651010	1.646860	3.269940	4.124400	4.610530	4.598360	3.948510	2.639860	0.431830	-1.045660	-2.174390	-2.400030	-2.803360	-2.752540	-2.492250	-2.340170	-2.020380	-2.202360	-2.096850	-1.931420	-1.691270	-1.057520	-0.920460	-0.384220	0.024010	0.040220	0.188460	0.239010	0.264030	0.106520	0.376870
-0.084950	-0.084950	-0.084950	-0.084950	-0.084950	-0.339380	-0.764880	-1.356510	-1.813320	-1.819180	-1.885270	-1.645740	-1.307450	-0.701410	-0.279580	-0.002780	-0.063150	-0.147540	-0.049460	-0.233760	-0.248910	-0.498390	-0.520470	-0.724160	-0.803810	-0.672950	-0.482000	-0.289320	-0.211440	0.129270	0.257050	0.486800	0.523960	0.378420	0.480390	0.463040	0.389560	0.107750	0.122860	0.122560	-0.009730	-0.003540	-0.106670	-0.263440	-0.318940	-0.386370	-0.500990	-0.449510	-0.318550	-0.306840
-0.084950	-0.084950	-0.084950	-0.084950	-0.084950	0.317710	0.942400	1.498130	1.951010	2.046700	2.051380	1.742470	1.223110	0.483270	-0.023240	-0.291210	-0.275830	-0.272980	-0.202410	-0.087210	-0.308870	-0.344660	-0.358300	-0.139970	0.018470	0.080400	0.044980	0.351310	0.758840	0.509980	0.399140	0.055270	-0.035400	-0.060650	-0.376550	-0.546990	-0.651800	-0.341650	-0.341540	-0.235150	-0.017060	-0.092840	0.001000	0.148110	0.197500	0.300370	0.458710	0.469800	0.368530	0.460120
-0.084950	-0.084950	-0.084950	-0.084950	-0.084950	-0.524870	-1.107180	-1.453890	-1.684660	-1.911680	-1.917740	-1.722750	-1.122690	-0.470850	-0.066860	0.219070	0.266520	0.413950	0.128980	0.012430	-0.231750	-0.174750	-0.369970	-0.590740	-0.744070	-0.763510	-0.466500	-0.388930	-0.281060	-0.003270	0.154490	0.436600	0.369700	0.220410	0.147470	0.013120	0.168190	-0.120910	-0.076040	-0.258930	-0.470130	-0.421740	-0.236740	-0.252870	-0.319730	-0.356340	-0.565070	-0.612150	-0.565270	-0.765800
-0.084950	-0.084950	-0.084950	-0.084950	-0.084950	0.217740	0.418720	0.388690	0.470290	0.808880	0.883960	1.038670	0.677200	0.373960	0.263290	-0.081430	-0.304330	-0.509660	-0.158680	-0.048490	0.452680	0.142960	0.205990	0.241070	0.277490	0.292860	-0.117820	-0.493910	-0.793360	-0.919100	-1.027620	-1.195170	-0.945490	-0.552560	0.082550	0.676300	0.632090	0.888570	0.770480	0.890420	0.699390	0.662920	0.017450	-0.188290	-0.062170	-0.055090	0.228920	0.360070	0.392200	0.469920
