2.175270	2.175270	2.175270	2.175320	2.339560	2.294940	2.341270	2.332370	2.431860	2.836720	2.708460	2.836690	2.613570	2.647350	2.744330	2.703320	2.729710	2.826740	2.842300	2.956400	2.867440	2.970710	2.952940	2.953830	2.869550	2.898550	2.846000	2.973650	2.936550	2.954410	2.936650	3.084940	2.879900	3.023260	2.902990	3.108480	2.993330	2.955730	2.942030	2.997770	2.977970	2.969380	2.968260	2.986070	3.118660	2.917660	2.951630	3.015790	3.023760	3.019390	3.065680	2.891040	3.052040	3.018270	3.023610	3.053330	3.008480	2.946050	2.968260	3.018790	2.929410	2.960020	2.926770	3.121560	3.285150	2.900070	3.058870	2.890400	2.987190	2.833660	2.966840	2.925630	2.961540	2.930410	3.105970	2.835100	3.056610	3.019900	2.991330	2.944790	3.101880	2.998330	3.417920	3.582610	3.911310	4.099370	4.067960	4.079030	3.981760	3.987790	4.047120	4.040250	4.052740	4.042240	3.808630	3.648790	3.801940	3.758460	3.729510	3.568960	3.423110	3.151600	3.039180	2.982480	2.976360	2.962700	2.984970	2.904490	2.978100	2.985090	2.945280	2.944570	3.033190	3.080030	2.994630	3.359190	3.066680
0.189330	0.189330	0.189330	0.189350	0.033470	0.072770	0.039760	0.055450	-0.022820	-0.080880	-0.099300	-0.082640	0.010740	0.001070	-0.045700	0.019240	0.009850	-0.046900	-0.051240	-0.064750	0.006820	-0.077970	-0.014180	-0.028690	0.008280	0.006790	0.032050	-0.055920	-0.026520	-0.048040	-0.059680	-0.004280	0.032590	-0.053100	-0.021350	-0.076180	-0.038880	0.023100	0.009580	-0.020600	-0.029510	0.021680	0.004370	-0.045270	-0.084800	0.066940	-0.027410	-0.025450	-0.042180	-0.040430	-0.053430	0.023530	0.006020	-0.039320	-0.035210	-0.068810	-0.037900	-0.020420	-0.082250	-0.048700	-0.042850	-0.027510	-0.059550	-0.031470	-0.020160	-0.015220	-0.084140	-0.013520	-0.059090	0.018070	-0.059530	-0.001660	-0.012940	-0.020740	-0.116460	0.016880	-0.042100	-0.004120	-0.027330	-0.018200	-0.107290	-0.049150	-0.024790	-0.047970	-0.037140	-0.153030	-0.120190	-0.123140	-0.034850	-0.040850	-0.083410	-0.054770	-0.055890	-0.079310	-0.015110	-0.032780	-0.014620	0.020690	-0.039750	0.020650	-0.017700	0.006420	0.011730	-0.031380	0.039300	0.015070	-0.016370	0.042420	0.010280	-0.014560	-0.008150	0.054870	-0.019540	-0.024340	0.001270	0.097250	-0.070900
-0.625220	-0.625220	-0.625220	-0.625230	-0.419030	-0.448220	-0.441010	-0.454510	-0.332800	-0.418490	-0.290840	-0.285380	-0.316360	-0.288620	-0.289270	-0.308140	-0.299760	-0.213810	-0.312930	-0.292510	-0.304350	-0.256460	-0.215940	-0.259280	-0.250690	-0.243410	-0.287920	-0.214380	-0.227390	-0.226800	-0.288640	-0.251290	-0.298030	-0.210060	-0.257590	-0.254980	-0.196730	-0.251430	-0.271850	-0.253370	-0.311370	-0.301130	-0.299750	-0.260180	-0.205610	-0.273110	-0.213720	-0.254320	-0.192510	-0.198030	-0.283170	-0.266420	-0.317610	-0.233690	-0.283240	-0.202420	-0.278930	-0.285800	-0.143170	-0.207190	-0.286300	-0.254420	-0.262100	-0.194250	-0.177600	-0.307360	-0.213560	-0.287060	-0.195580	-0.263670	-0.218270	-0.314900	-0.335720	-0.204390	-0.209740	-0.321250	-0.288210	-0.280650	-0.293930	-0.256610	-0.164080	-0.302220	-0.342920	-0.261470	-0.261280	-0.169450	-0.190710	-0.208220	-0.320530	-0.299690	-0.241600	-0.290500	-0.261650	-0.234150	-0.325370	-0.178310	-0.206130	-0.259290	-0.102100	-0.173250	-0.226390	-0.226380	-0.229180	-0.214500	-0.286150	-0.299980	-0.273870	-0.294820	-0.286510	-0.241350	-0.298160	-0.293220	-0.279900	-0.232480	-0.329250	-0.318250	-0.201090
0.173170	0.173170	0.173170	0.173140	-0.035950	-0.041930	0.005490	0.011500	-0.131180	-0.016030	-0.107480	-0.164230	-0.211030	-0.211500	-0.119520	-0.156490	-0.189500	-0.274830	-0.076330	-0.077570	-0.175810	-0.143320	-0.252150	-0.168530	-0.252360	-0.253560	-0.247650	-0.245790	-0.235790	-0.254610	-0.105450	-0.214420	-0.178250	-0.222300	-0.235410	-0.174960	-0.248240	-0.239350	-0.197440	-0.185530	-0.148160	-0.169150	-0.122560	-0.182950	-0.189330	-0.260330	-0.285650	-0.175020	-0.277980	-0.275260	-0.125770	-0.242070	-0.171010	-0.225540	-0.116030	-0.237690	-0.136370	-0.164840	-0.326560	-0.246560	-0.158280	-0.166160	-0.201670	-0.277200	-0.313200	-0.159470	-0.238010	-0.166180	-0.264160	-0.251050	-0.242060	-0.143330	-0.054970	-0.323360	-0.179240	-0.170210	-0.131600	-0.200790	-0.149920	-0.221100	-0.257750	-0.088990	-0.088490	-0.130830	-0.201360	-0.261380	-0.297810	-0.270020	-0.176980	-0.203200	-0.258730	-0.181300	-0.197410	-0.265940	-0.113430	-0.164740	-0.117300	-0.076470	-0.267220	-0.218830	-0.117390	-0.222360	-0.232840	-0.257480	-0.211140	-0.172270	-0.167760	-0.167890	-0.150440	-0.216440	-0.180870	-0.205230	-0.158480	-0.188610	-0.095180	-0.238720	-0.258010
-0.217740	-0.217740	-0.217740	-0.217710	-0.042800	-0.003930	-0.094300	-0.092680	0.032110	-0.109360	-0.069510	-0.023690	0.047940	0.039930	-0.096190	-0.087390	0.008620	0.058840	-0.178420	-0.199570	-0.014530	-0.117630	-0.006010	-0.108030	-0.006030	0.020470	0.080500	-0.004460	-0.052210	0.019750	-0.167580	-0.071130	-0.097570	-0.065550	0.058770	-0.062580	-0.091510	-0.039610	-0.050500	-0.101340	-0.071920	-0.099940	-0.146250	-0.077960	-0.109780	0.024850	0.029150	-0.118620	0.014850	-0.008480	-0.124880	-0.014770	-0.057230	-0.047480	-0.159040	-0.041910	-0.091930	-0.062460	0.022040	-0.044760	-0.076470	-0.127900	-0.000500	-0.053000	-0.018210	-0.048410	0.003110	-0.040910	-0.016180	0.008110	0.012430	-0.078720	-0.212690	0.103780	-0.091880	-0.019830	-0.112210	-0.014920	-0.081000	-0.021360	-0.067490	-0.156770	-0.156190	-0.258930	-0.214330	-0.156520	-0.072020	-0.096390	-0.163770	-0.123320	-0.072600	-0.176200	-0.192780	-0.062850	-0.193500	-0.319110	-0.344760	-0.352000	-0.241490	-0.240810	-0.299080	-0.155280	-0.089090	-0.045270	-0.051250	-0.037470	-0.090480	-0.139430	-0.134680	-0.070010	-0.035880	-0.068810	-0.147990	-0.173010	-0.192160	-0.010590	-0.050210
-0.126870	-0.126870	-0.126870	-0.126840	-0.245110	-0.289670	-0.203020	-0.209580	-0.283560	0.012840	-0.108730	-0.052090	-0.167880	-0.176310	-0.101440	-0.021160	-0.179090	-0.162720	0.031980	0.036350	-0.139880	-0.003970	-0.103540	0.002060	-0.053870	-0.141930	-0.198730	-0.109040	-0.006640	-0.087550	0.035860	0.000700	0.005340	-0.041950	-0.215240	-0.095000	0.054580	-0.031340	-0.038050	-0.028420	0.005390	-0.008790	-0.005790	-0.042650	-0.013120	-0.130150	-0.126570	-0.011570	-0.142960	-0.096220	-0.035280	-0.038950	0.001020	-0.058690	-0.000330	-0.052580	-0.083880	-0.067220	-0.051680	-0.115510	-0.054120	0.000810	-0.106310	0.046860	0.008270	-0.065250	-0.156360	-0.111630	-0.075910	-0.048680	-0.181740	-0.087150	0.024860	-0.191500	-0.090130	-0.123600	-0.133160	-0.169790	-0.122330	-0.081730	-0.010230	-0.039980	0.053210	-0.033820	0.071800	0.000080	-0.068540	-0.049550	0.021320	-0.045270	-0.139100	-0.022890	0.006670	-0.140610	-0.104540	0.068160	0.064340	0.068060	0.122160	0.091680	0.009620	0.034060	0.012900	-0.005090	-0.070470	-0.152480	-0.055530	0.028970	-0.000370	-0.053280	-0.105060	-0.037890	0.014900	0.053740	-0.002050	-0.007200	-0.064720
-0.121880	-0.121880	-0.121880	-0.121880	-0.067620	-0.045150	-0.076950	-0.055930	-0.058120	-0.249400	-0.132600	-0.145720	-0.238540	-0.167960	-0.116540	-0.286670	-0.093490	-0.139550	-0.264220	-0.209360	-0.117690	-0.138390	-0.142540	-0.201110	-0.204350	-0.094890	-0.102760	-0.154800	-0.219560	-0.160730	-0.226860	-0.126620	-0.234890	-0.175170	-0.086480	-0.094970	-0.270500	-0.235140	-0.253090	-0.216230	-0.252690	-0.263470	-0.182110	-0.142160	-0.142520	-0.135090	-0.137870	-0.208060	-0.121820	-0.135890	-0.146100	-0.243940	-0.249140	-0.147820	-0.146130	-0.173850	-0.075450	-0.179620	-0.218640	-0.105760	-0.173890	-0.157200	-0.196350	-0.183200	-0.099180	-0.218000	-0.110220	-0.152380	-0.237370	-0.240490	-0.058670	-0.139230	-0.223270	-0.121020	-0.125360	-0.132580	-0.040810	-0.131900	-0.131120	-0.199580	-0.233490	-0.132840	-0.226720	-0.138170	-0.411230	-0.310160	-0.320400	-0.336730	-0.439220	-0.345470	-0.194290	-0.302350	-0.310600	-0.202370	-0.113430	-0.115030	-0.086290	-0.090020	-0.212570	-0.217140	-0.077740	-0.290830	-0.290900	-0.316020	-0.166730	-0.061880	-0.187270	-0.279410	-0.168350	-0.139100	-0.162730	-0.233660	-0.209840	-0.257110	-0.186930	-0.148630	-0.195640
-0.061520	-0.061520	-0.061520	-0.061520	-0.057910	-0.044500	-0.085350	-0.120930	-0.026510	-0.252380	-0.118950	-0.103720	-0.034150	-0.027610	-0.098390	0.058250	-0.117800	-0.016850	-0.072250	-0.157670	-0.105080	-0.177780	-0.001390	-0.122810	-0.012160	-0.148060	-0.066320	-0.043830	-0.123710	-0.035520	-0.142050	-0.165150	-0.122940	-0.041990	-0.077730	-0.199000	-0.093780	-0.071990	0.071350	-0.100970	-0.074980	-0.071470	-0.078080	-0.154610	-0.105550	-0.023730	-0.113520	-0.171200	-0.088050	-0.040160	-0.177540	-0.056670	-0.089030	-0.148040	-0.183280	-0.071090	-0.136230	-0.048410	-0.050420	-0.288040	-0.208630	-0.195020	-0.024650	-0.030620	-0.051480	-0.057570	-0.172980	-0.090250	-0.043880	-0.031780	-0.200630	-0.233980	-0.154740	-0.035560	-0.194850	-0.072850	-0.263800	-0.101530	-0.173150	-0.071800	-0.102780	-0.213510	-0.197420	-0.287130	-0.065390	-0.223280	-0.145140	-0.153290	-0.041870	-0.121180	-0.311280	-0.237540	-0.209820	-0.277410	-0.336380	-0.311220	-0.294850	-0.303140	-0.185840	-0.099430	-0.277180	-0.120670	-0.003450	0.026990	-0.141150	-0.193140	-0.107930	-0.094630	-0.116910	-0.231910	-0.173530	-0.090930	-0.253780	-0.134190	-0.252340	-0.033990	-0.226880
-0.166570	-0.166570	-0.166570	-0.166510	-0.217170	-0.256280	-0.163270	-0.105180	-0.274000	0.086280	-0.035160	0.099160	-0.220690	-0.175910	-0.101100	-0.213860	-0.094780	-0.154830	-0.121500	0.010920	-0.070670	0.100290	-0.193920	0.002030	-0.092250	-0.067980	-0.084140	-0.108760	0.029250	-0.008150	0.012710	0.185140	-0.023080	-0.080480	-0.163830	-0.072730	-0.009700	-0.109940	-0.193680	-0.114060	0.045240	-0.147610	-0.048650	0.101570	-0.026220	-0.155160	-0.073930	-0.057220	-0.191840	-0.096490	-0.013400	-0.050460	0.006070	0.075820	0.041510	-0.033140	-0.056140	-0.065920	-0.053100	-0.077980	-0.007890	0.056960	-0.133480	0.083820	0.081320	-0.138620	-0.109420	-0.144410	-0.226110	-0.019710	-0.120100	0.029360	-0.060840	-0.124940	-0.123730	-0.074310	-0.041990	-0.273380	-0.244400	-0.140440	-0.047650	-0.014030	-0.081430	-0.379630	-0.454940	-0.286270	-0.385410	-0.357020	-0.447250	-0.413250	-0.248110	-0.266620	-0.336160	-0.278970	-0.281550	-0.348830	-0.312040	-0.236310	-0.275820	-0.389040	-0.323690	-0.300010	-0.214560	-0.258450	-0.078350	-0.123880	-0.144960	-0.093970	-0.066400	-0.001030	-0.055500	-0.148680	0.038180	-0.092960	-0.039910	0.050940	-0.042880
-0.090490	-0.090490	-0.090490	-0.090440	-0.009810	0.032130	-0.059360	-0.116540	0.084460	-0.060440	0.004590	0.057240	-0.047270	-0.025410	0.006480	0.035680	-0.040130	0.092250	0.004810	-0.068590	0.006250	-0.018950	0.136240	-0.042270	0.109570	0.033940	-0.004800	0.059960	-0.068940	0.007690	-0.050700	-0.086950	-0.024890	0.022530	0.036890	0.099600	-0.029250	-0.016350	0.037090	-0.066530	-0.028910	0.002000	-0.055360	-0.089470	0.091560	0.095370	0.048680	-0.081150	0.088830	0.070640	0.016770	-0.048040	0.009260	-0.086960	-0.034500	0.014010	0.119540	0.010780	0.026780	-0.040980	-0.026360	-0.036830	0.076180	0.034560	0.084900	0.043220	0.042230	0.029060	0.021900	-0.072300	0.067190	-0.126170	-0.070800	0.061430	0.036610	0.035460	-0.017240	0.097990	0.089450	0.025340	-0.013640	-0.027170	0.073270	-0.023020	0.005730	-0.091400	-0.039980	-0.055440	-0.008210	-0.002510	-0.099810	-0.131340	-0.064970	-0.118340	-0.080790	0.064940	0.052690	-0.005290	0.034990	0.086890	0.049200	-0.113060	-0.037060	0.047140	-0.021390	0.082670	-0.001050	-0.086130	0.079010	-0.031650	-0.042110	0.004740	-0.141790	-0.048810	-0.112220	0.094880	-0.091740
