1.801130	2.720730	2.806230	2.767220	2.808050	2.842440	2.813090	2.809230	2.850620	2.878210	2.865340	2.819070	2.873850	2.801430	2.739150	2.795970	2.792230	2.814350	2.807310	2.808730	2.662410	2.751950	2.608800	2.613020	2.600820	2.521090	2.476270	2.516570	2.525190	2.430740	2.497370	2.454680	2.416010	2.545860	2.444980	2.444190	2.422560	2.375570	2.462410	2.486130	2.415870	2.372830	2.421630	2.328680	2.433790	2.511020	2.429700	2.522410	2.545370	2.479770	3.179000	3.581910	3.612830	3.604330	3.661740	3.691980	3.696790	3.671180	3.690150	3.692030	3.532540	3.368810	3.324940	3.239740	3.219700	3.140470	3.077940	3.063400	3.089360	2.970150	2.910620	2.837780	2.820500	2.670730	2.636010	2.662230	2.479920	2.526450	2.503350	2.502060	2.472060	2.531930	2.449110	2.494460	2.482520	2.469970	2.386440	2.499460	2.494240	2.424370	2.381030	2.346660	2.395510	2.372010	2.368360	2.426510	2.468640	2.447060	2.501720	2.572590	2.405760	2.441310	2.407830	2.415870	2.328000	2.381180	2.415320	2.423670	2.961590	3.001610	2.984180	2.939310	2.803620	2.749310	2.743230	2.825850	2.938090	2.957940	2.881790	2.612240	2.752700	2.584400	2.619200	2.537520	2.560330	2.606470	2.711170	2.632570	2.614400	2.542950	2.473890	2.513540
0.156760	-0.066370	-0.137160	-0.084790	-0.141550	-0.137950	-0.141580	-0.151900	-0.159050	-0.176790	-0.171000	-0.153830	-0.228100	-0.136110	-0.097790	-0.127460	-0.149340	-0.142850	-0.132420	-0.125450	-0.028530	-0.127580	-0.059840	-0.041520	-0.076180	-0.016690	-0.028320	-0.078460	-0.055060	-0.046550	-0.092980	-0.074700	-0.104910	-0.146410	-0.146980	-0.128200	-0.126750	-0.096190	-0.132240	-0.119740	-0.130880	-0.101850	-0.107550	-0.052810	-0.062510	-0.108990	-0.041060	-0.119010	-0.093640	-0.098710	0.005800	-0.060270	-0.038990	-0.048130	-0.097440	-0.125960	-0.121920	-0.088620	-0.103390	-0.133320	-0.090640	-0.022470	-0.019700	-0.011210	-0.018320	0.023680	0.035460	0.021930	-0.013560	0.001280	-0.021220	-0.012250	-0.044180	0.001840	-0.102600	-0.187440	-0.066700	-0.077200	-0.113720	-0.122730	-0.109210	-0.171560	-0.100830	-0.074160	-0.061230	-0.107450	-0.072240	-0.091520	-0.124980	-0.134700	-0.066770	-0.062770	-0.099120	-0.088890	-0.063310	-0.121920	-0.168880	-0.142460	-0.177810	-0.224720	-0.132600	-0.152970	-0.128190	-0.098370	-0.039280	-0.078040	-0.130000	-0.072540	0.007160	0.034060	0.010450	-0.041110	0.032110	0.027070	-0.004470	0.032180	-0.027860	-0.027300	-0.067880	0.061440	-0.042990	0.016330	0.040490	-0.025250	-0.029920	-0.001220	-0.160160	-0.143020	-0.150930	-0.145970	-0.122250	-0.131630
-0.485300	-0.316670	-0.232120	-0.258060	-0.234050	-0.242570	-0.234410	-0.215640	-0.226520	-0.234150	-0.219140	-0.234940	-0.179420	-0.259780	-0.267100	-0.247900	-0.248970	-0.219800	-0.235580	-0.250260	-0.276320	-0.163040	-0.245910	-0.241900	-0.195200	-0.216710	-0.207830	-0.138910	-0.199850	-0.243980	-0.195800	-0.216580	-0.247050	-0.253860	-0.238440	-0.223970	-0.235570	-0.268470	-0.174760	-0.233090	-0.188530	-0.242060	-0.256970	-0.253440	-0.226060	-0.187100	-0.251460	-0.214100	-0.224140	-0.221410	-0.311900	-0.170830	-0.279290	-0.269450	-0.278430	-0.244210	-0.200480	-0.233140	-0.226010	-0.224350	-0.185970	-0.208730	-0.199950	-0.167520	-0.150320	-0.192530	-0.206480	-0.180810	-0.175980	-0.205950	-0.208090	-0.251230	-0.173100	-0.243220	-0.214150	-0.172250	-0.213390	-0.190750	-0.182110	-0.207950	-0.277480	-0.173130	-0.238820	-0.236510	-0.288030	-0.183520	-0.221640	-0.185710	-0.172900	-0.244390	-0.229500	-0.219890	-0.137680	-0.217660	-0.212930	-0.262730	-0.210460	-0.149090	-0.176240	-0.193670	-0.249830	-0.186560	-0.243570	-0.228920	-0.259240	-0.268240	-0.155860	-0.141780	-0.164710	-0.146070	-0.185970	-0.095430	-0.143690	-0.214270	-0.160420	-0.143180	-0.060030	-0.112190	-0.096200	-0.233890	-0.158580	-0.170920	-0.155300	-0.218970	-0.169450	-0.189290	-0.152950	-0.136580	-0.146560	-0.154050	-0.159430	-0.141930
0.126980	-0.030750	-0.084500	-0.093460	-0.115560	-0.101820	-0.093170	-0.101780	-0.097920	-0.096580	-0.107310	-0.106280	-0.075340	-0.078370	-0.091970	-0.091170	-0.084630	-0.111000	-0.104870	-0.102400	-0.090960	-0.169240	-0.095400	-0.086570	-0.112600	-0.135610	-0.157310	-0.177340	-0.099260	-0.086990	-0.111530	-0.150160	-0.102910	-0.070530	-0.090130	-0.108330	-0.102480	-0.029720	-0.171290	-0.074680	-0.135250	-0.049760	-0.010470	-0.097680	-0.142980	-0.159300	-0.114320	-0.142270	-0.145510	-0.134890	-0.028440	-0.210750	-0.115320	-0.132450	-0.071560	-0.079750	-0.168160	-0.137770	-0.116780	-0.045540	-0.141410	-0.091500	-0.085160	-0.120370	-0.158310	-0.155020	-0.163840	-0.177180	-0.181230	-0.165810	-0.185360	-0.139670	-0.227920	-0.169090	-0.143000	-0.126390	-0.166270	-0.185850	-0.161780	-0.131850	-0.002650	-0.144070	-0.101440	-0.135370	-0.011990	-0.151350	-0.101050	-0.129050	-0.120500	-0.038160	-0.129800	-0.117120	-0.246270	-0.121750	-0.166120	-0.000900	-0.094510	-0.235950	-0.102940	-0.098550	-0.041300	-0.182220	-0.083970	-0.097180	-0.116420	-0.024260	-0.158190	-0.218380	-0.146230	-0.202680	-0.102340	-0.188200	-0.193320	-0.063920	-0.130760	-0.199490	-0.255150	-0.159880	-0.165020	-0.053990	-0.089950	-0.144300	-0.254820	-0.083180	-0.198360	-0.243510	-0.205230	-0.220440	-0.174240	-0.211210	-0.236140	-0.238140
-0.130340	-0.031210	-0.006760	0.025200	0.044060	0.040490	0.015340	0.022100	0.018620	0.024430	0.044770	0.048230	-0.025510	0.029180	0.038610	0.017370	0.019970	0.009460	0.024330	0.030740	-0.002580	0.033530	-0.006630	-0.069210	-0.060380	-0.045750	-0.001220	-0.057710	-0.097000	-0.037860	-0.038280	0.063230	0.050060	-0.007920	0.012990	0.000140	0.017550	-0.069310	0.014300	-0.077720	-0.001350	-0.081400	-0.129550	-0.011400	-0.001840	-0.043820	-0.069930	0.000800	0.011630	0.011780	-0.079750	-0.066900	-0.117790	-0.075450	-0.135150	-0.143670	-0.046840	-0.056930	-0.092690	-0.178920	-0.045290	-0.165650	-0.243710	-0.243950	-0.237380	-0.163030	-0.145740	-0.176530	-0.170690	-0.156250	-0.117590	-0.137530	-0.066660	-0.074170	-0.004790	-0.023220	0.033980	0.051640	0.044840	-0.007680	-0.095720	0.038550	-0.004550	0.001540	-0.148020	-0.008240	-0.046540	-0.048680	-0.053460	-0.063030	0.005810	-0.071440	0.093950	0.003410	0.060040	-0.137780	-0.029670	0.120640	-0.021870	0.013830	-0.059160	0.122450	0.003220	-0.025860	0.026810	-0.112700	-0.017200	0.015940	-0.198320	-0.197270	-0.269350	-0.247370	-0.175370	-0.274040	-0.279090	-0.177480	-0.176680	-0.299220	-0.240620	-0.288500	-0.296280	-0.202220	-0.150600	-0.197150	-0.113250	-0.052730	-0.032820	-0.021360	-0.067000	0.017380	0.056360	0.074630
-0.140660	-0.038340	-0.067240	-0.098070	-0.060090	-0.088180	-0.067570	-0.082680	-0.080500	-0.058290	-0.077710	-0.091210	-0.048590	-0.042330	-0.102630	-0.054280	-0.095630	-0.080700	-0.095950	-0.096600	-0.080210	-0.111730	-0.090840	-0.029540	-0.065990	-0.039030	-0.060730	0.006200	-0.009440	-0.078420	-0.096170	-0.178760	-0.148360	-0.102360	-0.091300	-0.072160	-0.091800	-0.060700	-0.096270	-0.022220	-0.093260	-0.066870	-0.011040	-0.113720	-0.146590	-0.080980	-0.052470	-0.070440	-0.103040	-0.082570	-0.078930	-0.023470	0.015060	-0.040690	-0.050610	-0.034780	-0.107390	-0.074320	-0.069020	-0.001080	-0.133440	-0.075390	0.010410	0.032350	0.044560	-0.007970	-0.035990	0.010480	-0.014980	-0.054790	-0.101810	-0.085660	-0.125130	-0.105660	-0.102000	-0.087000	-0.131840	-0.172330	-0.179240	-0.114190	-0.047200	-0.132650	-0.048780	-0.056050	0.006810	-0.057570	-0.071790	-0.089460	-0.069500	-0.071810	-0.090800	-0.056710	-0.106720	-0.066680	-0.160560	0.015280	-0.041890	-0.097110	-0.079270	-0.062530	-0.056320	-0.146080	-0.075990	-0.030390	-0.124250	-0.033270	-0.071330	-0.120740	-0.032510	0.020780	0.014880	0.082020	0.025390	0.006280	0.056530	-0.029960	0.024480	0.078280	0.004290	0.035160	0.023330	0.078190	0.006290	0.021190	-0.003510	-0.113460	-0.082330	-0.027540	-0.073150	-0.100590	-0.095530	-0.116020
-0.033760	-0.263480	-0.232140	-0.202800	-0.264710	-0.206030	-0.230250	-0.178760	-0.199660	-0.239830	-0.196460	-0.216890	-0.201350	-0.267430	-0.206670	-0.276010	-0.211030	-0.206620	-0.213960	-0.214630	-0.234500	-0.182970	-0.207650	-0.186920	-0.128310	-0.241600	-0.205100	-0.253920	-0.171740	-0.139490	-0.106810	-0.109810	-0.151770	-0.223470	-0.199490	-0.207820	-0.208170	-0.185970	-0.194670	-0.254600	-0.177460	-0.154040	-0.201070	-0.201570	-0.163030	-0.214670	-0.248820	-0.225710	-0.220740	-0.234000	-0.044490	-0.236840	-0.305520	-0.287880	-0.216550	-0.209620	-0.202970	-0.280800	-0.234430	-0.232810	-0.128780	-0.060890	-0.102600	-0.116490	-0.140320	-0.137500	-0.142040	-0.166870	-0.157040	-0.158930	-0.141280	-0.158420	-0.149190	-0.184270	-0.192210	-0.180450	-0.203770	-0.159790	-0.150560	-0.174860	-0.208260	-0.168960	-0.263860	-0.295130	-0.221280	-0.280020	-0.220990	-0.210040	-0.234680	-0.200340	-0.185740	-0.171170	-0.255510	-0.248590	-0.144310	-0.208060	-0.181710	-0.264020	-0.149980	-0.216130	-0.193960	-0.222050	-0.209880	-0.248130	-0.207990	-0.193560	-0.210760	-0.186730	-0.088220	-0.141160	-0.071110	-0.150630	-0.161840	-0.055020	-0.107600	-0.058570	-0.113250	-0.084880	-0.098440	-0.074430	-0.084210	-0.240240	-0.202390	-0.184620	-0.225100	-0.135960	-0.235990	-0.282020	-0.194560	-0.250690	-0.246440	-0.214410
-0.093680	-0.104720	-0.085660	-0.079380	-0.080840	-0.148010	-0.111940	-0.130610	-0.166240	-0.189060	-0.134410	-0.136220	-0.145850	-0.056650	-0.119510	-0.073850	-0.161180	-0.152270	-0.138820	-0.159390	-0.056090	-0.104160	-0.039810	-0.138850	-0.190950	-0.002730	-0.008990	0.009910	-0.099540	-0.148500	-0.196280	-0.063740	-0.116470	-0.133300	-0.142250	-0.164470	-0.136830	-0.127420	-0.180040	-0.162590	-0.157950	-0.186620	-0.147710	-0.078210	-0.143180	-0.194310	-0.135370	-0.207160	-0.146700	-0.128460	-0.137510	-0.180680	-0.173750	-0.144690	-0.263340	-0.277860	-0.227760	-0.059750	-0.131780	-0.151900	-0.127310	-0.203540	-0.242300	-0.224240	-0.238910	-0.214160	-0.186570	-0.206410	-0.202910	-0.160430	-0.201570	-0.215500	-0.194650	-0.169350	-0.195550	-0.221290	-0.100760	-0.126090	-0.100630	-0.217490	-0.105630	-0.145870	-0.078190	-0.053930	-0.205420	-0.007940	-0.064250	-0.023800	-0.013520	-0.094850	-0.147900	-0.233710	0.003880	-0.018300	-0.108130	-0.186850	-0.242000	-0.020900	-0.149690	-0.178400	-0.176600	-0.043070	-0.123760	-0.077260	-0.056080	-0.157350	-0.102540	-0.070060	-0.129140	-0.149470	-0.256400	-0.215290	-0.123010	-0.236610	-0.266610	-0.242100	-0.166550	-0.286920	-0.150530	-0.228020	-0.210490	-0.058980	-0.172110	-0.180590	-0.218570	-0.259700	-0.170950	-0.174180	-0.228700	-0.112710	-0.166770	-0.139910
-0.081220	-0.042130	-0.039510	-0.064550	0.024200	0.015190	-0.002190	0.031720	0.016520	0.011750	0.058080	0.000930	0.066730	0.033020	-0.023710	-0.036190	-0.006930	-0.008750	-0.032320	-0.034310	-0.055480	-0.068970	-0.109310	0.072700	0.015130	-0.158200	-0.079620	-0.104370	-0.028020	0.001790	0.035260	-0.066280	-0.045260	-0.091410	-0.019730	-0.022100	-0.040600	-0.019530	-0.107290	0.019240	-0.034410	-0.038650	-0.032790	-0.123330	-0.203050	-0.120620	-0.167070	-0.056120	-0.136820	-0.058380	0.011540	-0.242210	-0.240780	-0.259370	-0.156800	-0.120930	-0.152360	-0.353200	-0.289980	-0.254010	-0.328580	-0.342450	-0.318180	-0.328170	-0.325390	-0.270650	-0.341230	-0.299530	-0.372110	-0.405980	-0.377430	-0.340010	-0.354780	-0.324940	-0.112860	-0.058480	-0.139560	-0.131670	-0.181750	-0.028080	-0.073810	-0.101900	-0.063170	-0.156920	-0.019830	-0.196600	-0.134220	-0.276630	-0.231090	-0.089350	-0.037550	-0.017410	-0.176560	-0.117860	-0.083250	0.014350	0.017230	-0.147800	-0.036510	0.021840	0.025360	-0.084080	-0.014560	-0.038310	-0.162470	-0.063250	-0.087000	-0.236180	-0.460380	-0.449370	-0.346690	-0.346750	-0.363350	-0.341350	-0.334710	-0.352620	-0.440850	-0.361420	-0.461710	-0.307510	-0.402970	-0.388910	-0.391180	-0.270270	-0.154390	-0.285310	-0.275350	-0.159220	-0.149190	-0.273550	-0.161850	-0.166280
-0.083670	-0.049900	-0.062500	0.022720	-0.046900	-0.002640	-0.039730	-0.005860	-0.022530	-0.024580	0.016610	0.002330	-0.058580	-0.029740	-0.001800	-0.072100	-0.042480	-0.041700	-0.053920	-0.032680	-0.155420	-0.080500	-0.081240	-0.181300	-0.132140	-0.103470	-0.055630	-0.073500	-0.076220	-0.103210	-0.163900	-0.025890	-0.053580	-0.099510	-0.034460	-0.055340	-0.032520	-0.081840	-0.051300	-0.198820	-0.085110	-0.092150	-0.113600	-0.174910	-0.099140	-0.157890	-0.154120	-0.082270	-0.067590	-0.129690	-0.009670	-0.076560	-0.063120	-0.120910	-0.131440	-0.139220	-0.180100	-0.066760	-0.091270	-0.052110	0.000570	0.018890	0.026760	0.008840	-0.011380	-0.076770	-0.034330	-0.077660	-0.005390	-0.050320	-0.072970	-0.080140	-0.090260	-0.094510	-0.085700	-0.067910	-0.111350	-0.129890	-0.065710	-0.147420	-0.099880	-0.028880	-0.100370	-0.143910	-0.186300	-0.088960	-0.202920	-0.067950	-0.099570	-0.095140	-0.070390	-0.191530	-0.067300	-0.125710	-0.117090	-0.082010	-0.037380	0.013610	-0.010800	-0.029210	-0.132980	-0.013950	-0.043100	-0.071920	-0.058020	-0.105980	-0.116870	-0.122530	0.061490	0.028350	0.017130	0.002380	-0.035330	0.011700	0.014150	0.027690	0.088430	0.052810	0.044410	-0.027980	0.017670	0.027000	-0.051990	-0.029620	-0.214700	-0.071780	-0.048180	-0.129040	-0.158990	-0.063320	-0.055130	-0.012840
