2.339890	3.111700	3.132590	3.125000	3.076940	3.115560	3.167090	3.123720	3.160560	3.142510	3.116660	3.173800	3.130190	3.095330	3.074170	3.223660	3.308520	3.313130	3.253730	3.251840	3.192050	3.161840	3.179670	3.256460	3.368970	3.251420	3.332170	3.267540	3.165300	3.226610	3.200260	3.158970	3.215270	3.230590	3.192210	3.281390	3.178610	3.142980	3.209650	3.276080	3.210800	3.244800	3.221860	3.162460	3.214680	3.280280	3.068220	3.178580	3.198170	3.409980	3.605070	3.732570	3.859170	3.857640	3.847850	3.984160	3.911490	3.872140	3.848530	3.781880	3.672190	3.596080	3.477370	3.456000	3.421570	3.468700	3.505230	3.469310	3.548510	3.532890	3.419020	3.142300	2.939740	2.994860	2.878980	2.788650	2.868950	2.881200	2.766500	2.844120	2.881470	2.868720	2.959900	2.912470	3.043590	2.985150	2.976240	2.931110	2.893210	2.782890	2.796850	2.575130	2.504380	2.523110	2.467630	2.556010	2.484070	2.516530	2.598960	2.435110	2.533410	2.568570	2.542320	2.568390	2.799830	2.859660	2.795280	2.847390	2.834720	2.882860	2.985080	3.018690	2.981630	2.968260	3.126010	2.852370	2.735360	2.763610	2.590130	2.697280	2.791100
0.119540	0.026950	0.032260	0.005990	0.037440	0.030330	0.032480	0.014060	-0.012800	0.038380	0.057790	0.026310	0.047300	0.065910	0.038990	-0.000420	-0.037030	-0.064460	0.024630	0.035840	0.016480	-0.013500	-0.005920	-0.023930	-0.130160	-0.040830	-0.053480	-0.038900	-0.010820	-0.010470	-0.004580	0.033820	-0.004390	0.027340	0.011130	-0.006310	0.006650	0.051510	0.005180	-0.001380	0.053700	-0.035740	-0.024260	0.059860	-0.041660	-0.001990	0.085000	-0.025710	0.032700	0.021160	-0.016590	-0.003840	-0.038650	-0.017690	-0.019020	-0.084680	-0.114610	-0.037240	-0.052750	-0.025930	-0.026400	-0.029340	0.009710	-0.002800	-0.025900	-0.059640	-0.061410	-0.057950	-0.126880	-0.131440	-0.122540	-0.014590	0.060820	0.035650	0.103390	0.006700	0.052390	0.011460	0.010100	0.070090	0.049060	0.024240	0.095560	0.098130	0.024840	0.028650	0.055250	0.048920	0.002400	0.046820	0.095470	0.033470	0.060640	0.057870	0.073400	0.021350	0.108070	0.063800	-0.001440	0.087540	-0.013660	0.021130	-0.008170	-0.003210	0.062640	-0.022220	-0.038510	0.001660	0.037250	0.021510	-0.008210	0.003090	0.010410	0.105620	-0.041960	0.063430	0.012140	0.096850	0.048410	0.047850	0.077680
-0.391490	-0.188150	-0.221250	-0.258630	-0.194880	-0.226190	-0.256880	-0.182220	-0.177930	-0.209690	-0.220550	-0.220200	-0.212260	-0.264760	-0.271560	-0.181100	-0.221980	-0.207780	-0.288860	-0.283340	-0.281260	-0.158710	-0.195170	-0.210150	-0.222230	-0.272480	-0.241940	-0.238110	-0.262520	-0.245970	-0.212630	-0.238230	-0.162500	-0.189100	-0.187540	-0.199430	-0.150350	-0.229360	-0.126570	-0.169220	-0.236650	-0.154600	-0.133830	-0.232420	-0.111870	-0.197460	-0.231390	-0.149720	-0.193930	-0.355930	-0.274670	-0.294350	-0.250820	-0.279590	-0.260700	-0.216400	-0.212990	-0.284380	-0.249250	-0.252090	-0.186120	-0.142930	-0.166950	-0.174820	-0.145850	-0.176530	-0.181380	-0.189380	-0.112340	-0.099300	-0.110670	-0.034850	-0.193050	-0.160160	-0.248880	-0.144680	-0.175960	-0.153560	-0.158560	-0.254820	-0.149310	-0.157000	-0.216400	-0.174680	-0.215530	-0.170270	-0.312890	-0.229750	-0.182670	-0.237270	-0.301260	-0.222600	-0.248580	-0.277940	-0.273480	-0.233730	-0.319970	-0.256770	-0.202490	-0.305240	-0.201580	-0.227140	-0.175770	-0.190440	-0.267700	-0.195950	-0.130050	-0.176750	-0.309070	-0.239580	-0.162750	-0.199260	-0.279290	-0.304620	-0.198700	-0.251260	-0.182780	-0.361890	-0.244190	-0.190330	-0.258640
-0.004250	-0.214810	-0.168410	-0.061720	-0.216140	-0.130320	-0.083440	-0.187630	-0.212010	-0.174380	-0.196210	-0.132220	-0.194590	-0.132550	-0.129500	-0.204410	-0.090000	-0.093500	-0.050760	-0.071040	-0.077390	-0.225810	-0.204520	-0.231900	-0.155270	-0.120340	-0.116250	-0.130280	-0.110220	-0.112780	-0.204870	-0.138890	-0.239160	-0.175500	-0.186110	-0.121190	-0.253160	-0.163310	-0.292740	-0.209960	-0.146760	-0.186810	-0.244540	-0.132690	-0.254230	-0.102230	-0.193110	-0.214100	-0.181370	-0.045570	-0.107800	-0.123000	-0.164360	-0.121350	-0.179750	-0.147370	-0.106790	-0.043130	-0.072620	-0.095150	-0.156310	-0.192110	-0.218600	-0.203510	-0.196550	-0.122120	-0.112900	-0.105540	-0.158370	-0.178660	-0.162420	-0.361960	-0.150190	-0.178690	-0.120160	-0.211340	-0.218310	-0.188580	-0.177250	-0.109520	-0.294360	-0.264360	-0.187860	-0.227140	-0.082490	-0.215750	-0.057290	-0.187530	-0.203610	-0.129330	-0.134720	-0.163570	-0.135020	-0.068250	-0.123120	-0.140720	-0.082910	-0.173430	-0.174740	-0.128760	-0.177010	-0.150730	-0.222700	-0.200230	-0.146610	-0.174620	-0.251680	-0.220880	-0.058290	-0.124320	-0.246290	-0.207420	-0.091230	-0.152940	-0.137820	-0.227520	-0.224700	-0.031760	-0.129500	-0.226210	-0.090320
-0.172170	-0.030440	-0.056780	-0.174990	-0.052710	-0.164170	-0.147580	-0.112000	-0.017720	-0.098980	-0.039250	-0.128050	-0.055650	-0.095820	-0.033150	-0.079830	-0.230210	-0.237190	-0.257560	-0.245380	-0.179320	-0.112050	-0.077790	0.056610	0.070630	-0.027650	-0.095270	-0.064520	-0.099920	-0.129260	-0.012740	-0.145650	-0.023830	-0.156330	-0.120810	-0.195930	-0.033180	-0.109210	-0.015480	-0.065420	-0.094100	-0.086420	-0.030380	-0.158400	-0.055810	-0.233640	-0.062690	-0.071070	-0.147370	-0.027770	-0.164230	-0.128100	-0.066520	-0.125450	-0.019870	-0.117070	-0.194610	-0.258730	-0.265680	-0.241860	-0.291160	-0.330980	-0.272390	-0.277490	-0.332180	-0.362190	-0.368690	-0.370670	-0.342560	-0.320490	-0.329660	-0.129010	-0.217840	-0.224270	-0.266700	-0.156860	-0.211140	-0.221940	-0.213310	-0.305350	-0.222610	-0.149800	-0.224170	-0.161450	-0.331960	-0.218570	-0.369890	-0.270540	-0.262810	-0.325570	-0.323830	-0.138720	-0.138950	-0.213440	-0.097370	-0.105320	-0.159720	-0.046080	-0.100150	-0.063140	-0.068580	-0.091730	-0.050760	-0.121970	-0.323800	-0.241470	-0.176100	-0.222520	-0.344830	-0.317240	-0.277840	-0.282090	-0.324550	-0.352790	-0.364830	-0.241700	-0.199710	-0.393990	-0.170900	-0.105900	-0.306370
-0.063620	-0.131690	-0.145260	-0.027250	-0.039220	0.042020	-0.094370	-0.002260	-0.152370	-0.011920	-0.086660	-0.054750	-0.102580	-0.085090	-0.155680	-0.102480	-0.077430	-0.062580	-0.080120	-0.068040	-0.161820	0.006500	-0.055850	-0.230030	-0.232700	-0.117920	-0.093110	-0.130470	-0.062480	-0.046660	-0.125840	0.011820	-0.100220	0.045170	-0.011050	0.046650	-0.090900	-0.041850	-0.041170	-0.109570	-0.130670	-0.100840	-0.086750	-0.015450	-0.034940	0.021780	-0.040800	-0.038590	-0.003860	-0.229350	-0.072340	-0.050730	-0.121440	-0.072800	-0.196320	-0.083970	-0.062230	-0.026160	-0.075890	-0.095390	0.032570	0.075220	0.049080	0.044980	0.071150	-0.000430	-0.009210	-0.016800	-0.004420	-0.010420	-0.007000	0.061290	0.016980	0.021200	0.007590	-0.024440	0.033090	0.012380	0.032990	0.018250	0.089610	-0.046380	0.015900	0.046160	0.033060	-0.035720	-0.037910	-0.024830	-0.006220	0.087600	0.043130	-0.040920	-0.043670	-0.029770	-0.092690	-0.100280	-0.040140	-0.128520	-0.046180	-0.115290	-0.106440	-0.132210	-0.081340	-0.010240	0.045070	-0.074500	-0.016930	-0.021130	-0.054200	0.025460	0.023100	-0.032200	-0.116370	0.045860	0.004490	-0.045370	0.010630	0.044400	-0.037320	-0.068520	0.053170
-0.177440	-0.057410	-0.045930	-0.149030	-0.215640	-0.263460	-0.024290	-0.198170	-0.071290	-0.205700	-0.142260	-0.077480	-0.107030	-0.117930	-0.062370	-0.116700	-0.069160	-0.092090	-0.042180	-0.080970	0.011610	-0.282340	-0.193890	-0.093640	-0.116520	-0.209110	-0.154450	-0.102840	-0.185090	-0.156650	-0.158400	-0.243030	-0.168710	-0.251840	-0.171460	-0.200430	-0.138300	-0.188960	-0.260190	-0.114610	-0.049090	-0.097610	-0.158680	-0.061130	-0.159420	-0.085430	-0.172820	-0.190390	-0.197220	-0.086640	-0.197510	-0.299080	-0.213980	-0.241080	-0.152150	-0.238340	-0.179580	-0.161070	-0.062070	-0.067800	-0.147030	-0.122700	-0.174690	-0.183070	-0.127340	-0.057790	-0.046680	-0.040690	-0.082590	-0.094350	-0.085880	-0.267860	-0.083920	-0.102490	-0.065220	-0.114410	-0.172710	-0.110790	-0.126110	-0.088830	-0.277720	-0.124470	-0.120330	-0.138070	-0.044590	-0.053120	-0.037270	-0.085060	-0.098250	-0.183480	-0.203340	-0.186440	-0.161710	-0.115080	-0.137760	-0.084130	-0.175820	-0.112900	-0.223580	-0.176360	-0.165700	-0.060660	-0.219630	-0.284450	-0.146750	-0.063540	-0.173530	-0.130630	-0.042500	-0.140830	-0.134770	-0.078050	0.023370	-0.156110	-0.067710	-0.142620	-0.217320	-0.177770	-0.142950	-0.151260	-0.134900
-0.049560	-0.081770	-0.099080	0.024170	0.067980	0.072980	-0.104400	-0.017320	-0.081290	0.062610	0.008730	-0.099140	-0.073650	-0.099980	-0.075410	-0.127560	-0.198810	-0.195300	-0.272360	-0.227040	-0.279660	-0.018030	-0.115350	-0.172770	-0.099370	-0.047010	-0.196360	-0.192230	-0.127840	-0.178490	-0.112980	-0.023490	0.006850	0.064750	-0.068470	-0.010750	-0.048540	0.000820	0.094730	-0.018040	-0.088530	0.002890	0.074920	-0.157790	-0.020050	-0.181940	0.015180	0.071840	-0.041030	-0.078120	-0.141190	-0.059340	-0.131850	-0.121860	-0.141260	-0.030500	-0.157280	-0.199030	-0.307520	-0.260540	-0.261010	-0.313420	-0.242550	-0.239840	-0.308680	-0.312790	-0.319050	-0.320970	-0.252540	-0.227080	-0.232900	-0.039160	-0.127260	-0.148350	-0.251430	-0.128610	-0.186700	-0.159580	-0.132530	-0.287450	-0.217800	-0.219080	-0.232430	-0.122420	-0.282590	-0.299720	-0.356840	-0.328330	-0.313280	-0.275570	-0.243670	-0.071130	-0.048420	-0.149160	-0.007240	-0.149450	-0.054690	-0.102270	0.040510	0.000930	0.016630	-0.111190	0.035730	0.010730	-0.343510	-0.275600	-0.163560	-0.243700	-0.349240	-0.257280	-0.344210	-0.339210	-0.395670	-0.323180	-0.352790	-0.293440	-0.147120	-0.245600	-0.122270	-0.101760	-0.202560
-0.273120	-0.206300	-0.223290	-0.317750	-0.253310	-0.332080	-0.209680	-0.174960	-0.237840	-0.285920	-0.204410	-0.142030	-0.223890	-0.149060	-0.139420	-0.308520	-0.433070	-0.441670	-0.357140	-0.395870	-0.360390	-0.315470	-0.238710	-0.177860	-0.073180	-0.196880	-0.052990	-0.112970	-0.075190	-0.082150	-0.161990	-0.275950	-0.327740	-0.370970	-0.271130	-0.255490	-0.312390	-0.339310	-0.355560	-0.387940	-0.315080	-0.409070	-0.372090	-0.120570	-0.221880	-0.200290	-0.199490	-0.312350	-0.377150	-0.247000	-0.364480	-0.376880	-0.281330	-0.285300	-0.308310	-0.486590	-0.405870	-0.386010	-0.334190	-0.427860	-0.396840	-0.423590	-0.433070	-0.421980	-0.433340	-0.496180	-0.505990	-0.509610	-0.552200	-0.565310	-0.544760	-0.445450	-0.315270	-0.362480	-0.387560	-0.389800	-0.406010	-0.375040	-0.308800	-0.416050	-0.340430	-0.463050	-0.376970	-0.243790	-0.356710	-0.439750	-0.471250	-0.468710	-0.450900	-0.354700	-0.467220	-0.358150	-0.309720	-0.251420	-0.321310	-0.203410	-0.321810	-0.266740	-0.423600	-0.390060	-0.418880	-0.294410	-0.407330	-0.426170	-0.390610	-0.509390	-0.511730	-0.497810	-0.439800	-0.459200	-0.432690	-0.494900	-0.453860	-0.489100	-0.503680	-0.488270	-0.491140	-0.490000	-0.342400	-0.455740	-0.423890
-0.119520	-0.018570	-0.067170	0.067480	-0.048520	0.024340	0.016780	-0.124040	-0.008490	0.029300	-0.060250	-0.035650	-0.044200	-0.170340	-0.085260	-0.056190	0.030980	0.016570	-0.063590	-0.036900	-0.027900	-0.109420	-0.066770	-0.153200	-0.158290	-0.137910	-0.248270	-0.161380	-0.214300	-0.191110	-0.171740	-0.068280	0.002210	0.061110	0.039160	0.044070	0.009860	-0.007890	-0.041890	0.028220	-0.004360	0.107720	0.074880	0.045010	0.040450	0.028160	-0.059920	0.047080	0.038060	-0.123860	-0.100120	-0.092410	-0.137190	-0.119110	-0.133230	0.012390	-0.030780	-0.050570	-0.093350	0.001950	-0.003490	0.035850	-0.028190	-0.044170	0.026150	0.038870	0.039310	0.037840	0.037460	0.038890	0.041400	-0.050820	0.080510	0.047840	0.049660	0.067800	-0.023420	0.056070	0.058490	-0.004180	-0.211120	0.012510	-0.016040	0.040560	0.017750	0.052320	-0.013760	0.015810	0.036540	-0.094180	-0.075060	-0.056110	-0.002600	-0.048960	-0.013570	-0.056910	-0.033480	-0.046820	0.014430	-0.028240	0.026600	0.031420	-0.032790	-0.084350	-0.073420	0.049540	0.020040	0.020960	-0.063400	-0.062180	-0.007380	0.026240	-0.021650	-0.022970	0.031060	-0.029390	-0.046460	-0.062190	-0.024850	0.027210	0.020140
