1.935840	2.032020	2.043460	2.054010	2.096590	2.101230	2.136050	2.123140	2.288200	2.461110	2.617910	2.789820	2.969320	3.020430	3.074900	3.053710	3.068840	3.112930	3.055560	3.059970	3.039380	3.028200	2.987800	2.999230	3.019650	2.978440	2.928360	2.956230	3.018300	3.704500	3.945290	4.091780	4.073160	4.109140	4.115200	4.080220	3.918970	3.817730	3.716650	3.651890	3.617890	3.667570	3.727920	3.564100	3.308220	3.082060	3.029430	3.222620	3.080740	3.139310	3.077010	3.040920	3.083300	3.071130	2.994480	3.116420	3.045840	3.085520	3.129350	3.132870	3.059640	3.034780	3.020980	3.013960	3.088130	3.017310	2.989920	2.946240	3.017210	2.934450	3.051510	2.977450	2.932140	3.048910	3.011590	3.038940	3.055200	3.105820	3.108920	3.000180	3.007890	2.921990	2.970830	3.055060	3.022780	2.900180	3.005590	3.019810	2.928100	2.957130	2.923080	2.899370	3.009810	2.954430	2.953070	3.026410	2.976030	3.019410	2.923170	2.936510	3.010940	2.939320	3.006900	3.008840	3.099190	3.266130	3.056540	3.021860	3.026270	2.950720	2.932640	2.947920	2.891570	2.982620	2.996890	2.970020	2.976270	3.052850	2.930570
0.133100	0.037810	0.024900	0.022220	-0.014940	-0.019870	-0.044770	-0.026820	-0.094680	-0.132490	-0.167960	-0.207020	-0.210900	-0.143000	-0.163480	-0.145620	-0.144070	-0.139240	-0.144750	-0.120330	-0.114930	-0.116100	-0.123830	-0.065590	-0.105840	-0.074110	-0.071680	-0.065460	-0.105990	-0.129700	-0.091010	-0.183170	-0.140020	-0.167850	-0.176460	-0.079570	-0.034400	-0.053630	-0.059550	-0.056700	-0.027320	-0.091100	-0.152700	-0.151480	-0.089540	-0.082550	-0.056630	-0.161020	-0.070600	-0.140570	-0.097140	-0.077360	-0.092330	-0.097410	-0.057650	-0.121940	-0.074370	-0.083550	-0.094420	-0.112300	-0.107630	-0.106790	-0.067740	-0.040220	-0.110720	-0.046360	-0.047120	-0.027240	-0.033700	-0.031610	-0.112160	-0.061690	-0.014590	-0.078580	-0.050650	-0.072700	-0.133900	-0.143040	-0.084510	-0.069270	-0.088930	-0.006790	-0.041800	-0.103940	-0.069610	-0.015400	-0.043280	-0.067930	-0.021570	-0.042110	-0.045580	-0.009200	-0.088240	-0.058380	-0.011580	-0.030500	-0.057220	-0.066890	-0.037050	0.012790	-0.099670	-0.029110	-0.057260	-0.109030	-0.101630	-0.090360	-0.049740	-0.099460	-0.113260	-0.047300	-0.068270	-0.063610	-0.002030	-0.089630	-0.068100	-0.042840	-0.064310	-0.068630	-0.045470
-0.533190	-0.395190	-0.369070	-0.388700	-0.350050	-0.341360	-0.317910	-0.333080	-0.321990	-0.264330	-0.306010	-0.268750	-0.254460	-0.296480	-0.260500	-0.296490	-0.268340	-0.252090	-0.230600	-0.262800	-0.269980	-0.295360	-0.291820	-0.320340	-0.217670	-0.283760	-0.226800	-0.281590	-0.263870	-0.347100	-0.312730	-0.239810	-0.309250	-0.237090	-0.261370	-0.317810	-0.290240	-0.245500	-0.226250	-0.194160	-0.282220	-0.196280	-0.120330	-0.127650	-0.270290	-0.255910	-0.284810	-0.209170	-0.315610	-0.251850	-0.288820	-0.275590	-0.306340	-0.270560	-0.264090	-0.209550	-0.274840	-0.271500	-0.261420	-0.219370	-0.247440	-0.265580	-0.214810	-0.280080	-0.194860	-0.268700	-0.278700	-0.275600	-0.241470	-0.248580	-0.192550	-0.241610	-0.227340	-0.202040	-0.244260	-0.249600	-0.188860	-0.195830	-0.220780	-0.220350	-0.187350	-0.242430	-0.267090	-0.205930	-0.248800	-0.248070	-0.252540	-0.194230	-0.269220	-0.191190	-0.247460	-0.252380	-0.180840	-0.209790	-0.239720	-0.245420	-0.255120	-0.213530	-0.234570	-0.282510	-0.246130	-0.265140	-0.209010	-0.190060	-0.224730	-0.250780	-0.322300	-0.194370	-0.236180	-0.252310	-0.264220	-0.290960	-0.283430	-0.187270	-0.180390	-0.274470	-0.233610	-0.229620	-0.262790
0.100260	-0.062350	-0.101780	-0.044180	-0.067180	-0.073230	-0.084030	-0.102860	-0.030300	-0.099960	-0.066960	-0.089080	-0.108760	-0.049290	-0.092240	-0.051960	-0.099660	-0.120050	-0.145120	-0.088210	-0.093980	-0.049180	-0.061300	-0.051630	-0.220330	-0.096710	-0.224440	-0.142680	-0.105560	-0.071310	-0.135190	-0.198100	-0.104380	-0.197210	-0.110640	-0.031240	-0.109890	-0.095530	-0.121420	-0.158010	-0.051470	-0.110930	-0.192010	-0.188140	-0.054000	-0.088780	-0.140510	-0.168230	-0.066160	-0.096860	-0.079390	-0.116560	-0.030340	-0.098690	-0.162810	-0.155710	-0.129550	-0.105860	-0.104070	-0.169090	-0.131450	-0.091330	-0.208300	-0.122000	-0.212600	-0.125670	-0.108910	-0.137090	-0.160400	-0.171260	-0.164070	-0.151570	-0.235440	-0.187530	-0.132240	-0.104110	-0.179270	-0.152410	-0.157940	-0.171940	-0.246580	-0.196650	-0.150020	-0.159530	-0.114520	-0.243330	-0.149670	-0.229460	-0.141720	-0.271580	-0.164170	-0.184280	-0.238290	-0.237530	-0.191280	-0.153500	-0.122750	-0.176440	-0.195790	-0.150770	-0.101520	-0.163730	-0.209180	-0.201480	-0.176440	-0.169430	-0.051810	-0.261460	-0.146110	-0.179930	-0.140050	-0.087880	-0.168090	-0.218740	-0.270580	-0.112750	-0.149850	-0.146700	-0.158020
-0.158140	0.004110	0.046570	-0.041270	-0.034840	-0.047780	-0.053050	0.011370	-0.106710	-0.045770	-0.031330	-0.016200	-0.000270	-0.060470	-0.037530	-0.047450	-0.039650	-0.037360	0.000600	-0.091300	-0.073580	-0.126540	-0.101840	-0.136280	0.022520	-0.083530	0.055440	-0.035430	-0.086600	-0.013850	-0.083990	0.009400	-0.090810	-0.009070	-0.138530	-0.260740	-0.192140	-0.342520	-0.343140	-0.347240	-0.395280	-0.378370	-0.316250	-0.305260	-0.299620	-0.135890	0.001210	-0.007370	-0.092610	-0.061250	-0.097860	-0.042660	-0.163340	-0.089160	-0.000180	-0.069200	-0.040490	-0.086310	-0.086130	-0.021520	-0.026530	-0.086290	0.010510	-0.086350	0.023610	-0.095350	-0.102280	-0.061750	-0.081620	-0.047400	-0.089350	-0.107950	0.027740	-0.068930	-0.121970	-0.149530	-0.044440	-0.112550	-0.077990	-0.066610	0.043520	-0.033150	-0.066870	-0.105700	-0.116030	0.073440	-0.095570	-0.038080	-0.084290	0.028090	-0.071470	-0.062200	-0.023720	0.020030	-0.055540	-0.100700	-0.120060	-0.077290	-0.030470	-0.071780	-0.150150	-0.036530	-0.041700	-0.036680	0.020500	0.008040	-0.140230	0.082860	-0.043480	-0.023270	-0.058000	-0.113610	-0.015130	-0.029920	0.034090	-0.102880	-0.103150	-0.087560	-0.027700
-0.174530	-0.310970	-0.342630	-0.248880	-0.250170	-0.193300	-0.173980	-0.257930	-0.135610	-0.156630	-0.165540	-0.212510	-0.191590	-0.144350	-0.181250	-0.204850	-0.162350	-0.149510	-0.185160	-0.099360	-0.128100	-0.069580	-0.080430	-0.035420	-0.104190	-0.108380	-0.160760	-0.108880	-0.104250	-0.171210	-0.146280	-0.219890	-0.149960	-0.174540	-0.093940	-0.030470	-0.134000	-0.043460	-0.025860	0.022710	-0.039400	-0.012990	-0.043160	-0.046320	0.009020	-0.130020	-0.233930	-0.160290	-0.176210	-0.169840	-0.162360	-0.166520	-0.077730	-0.133740	-0.187950	-0.114240	-0.177450	-0.157490	-0.137960	-0.177150	-0.210890	-0.132360	-0.175810	-0.123550	-0.196340	-0.093680	-0.109170	-0.128040	-0.102680	-0.108840	-0.119350	-0.079020	-0.180100	-0.140970	-0.078130	-0.065400	-0.134670	-0.090850	-0.159460	-0.104610	-0.173070	-0.111330	-0.100180	-0.070200	-0.101090	-0.209010	-0.049310	-0.064110	-0.112550	-0.133240	-0.084850	-0.053970	-0.106080	-0.181400	-0.112530	-0.098300	-0.089920	-0.109250	-0.090710	-0.092080	-0.056220	-0.123890	-0.139260	-0.106080	-0.230180	-0.166170	-0.091790	-0.190010	-0.168790	-0.115040	-0.084200	-0.081310	-0.156230	-0.101370	-0.137790	-0.136800	-0.045550	-0.139660	-0.162400
-0.069870	0.014650	0.017620	-0.045110	-0.030240	-0.141890	-0.167910	-0.094270	-0.175270	-0.203050	-0.142150	-0.095500	-0.166670	-0.165930	-0.123750	-0.069550	-0.183460	-0.174690	-0.098000	-0.141080	-0.180050	-0.160770	-0.139730	-0.181850	-0.211420	-0.136080	-0.162140	-0.147140	-0.124880	-0.269830	-0.216340	-0.189700	-0.209940	-0.267050	-0.247870	-0.226850	-0.101410	-0.083230	-0.097240	-0.113650	-0.045310	-0.094850	-0.119140	-0.127640	-0.254450	-0.113920	-0.116260	-0.221230	-0.103440	-0.112940	-0.115520	-0.163210	-0.164400	-0.122770	-0.145490	-0.148040	-0.146430	-0.116320	-0.135360	-0.138220	-0.038820	-0.157550	-0.167240	-0.157720	-0.131410	-0.165260	-0.158680	-0.142320	-0.188860	-0.168370	-0.117970	-0.188940	-0.090830	-0.147600	-0.197780	-0.176830	-0.136710	-0.148330	-0.119730	-0.201160	-0.164540	-0.161550	-0.154280	-0.164970	-0.086460	-0.093230	-0.195800	-0.228460	-0.084570	-0.169210	-0.165480	-0.206570	-0.196320	-0.100110	-0.131060	-0.136070	-0.138000	-0.140980	-0.228180	-0.144530	-0.156180	-0.155240	-0.132070	-0.165940	-0.101520	-0.059830	-0.145450	-0.174190	-0.042470	-0.173620	-0.234920	-0.098960	-0.119060	-0.172880	-0.190850	-0.050730	-0.218330	-0.037550	-0.107820
-0.111730	-0.139570	-0.106320	-0.095790	-0.133900	0.020510	0.045800	-0.017370	-0.025250	0.048730	-0.005660	-0.041820	0.151660	0.074390	-0.030800	-0.079740	-0.016810	0.076030	-0.080890	-0.034220	-0.031700	-0.067540	-0.110960	-0.134930	0.016260	-0.129560	0.003480	0.003330	-0.116570	-0.038930	-0.262660	-0.234850	-0.262810	-0.118650	-0.212110	-0.192430	-0.253690	-0.308040	-0.313290	-0.341990	-0.365500	-0.282790	-0.225990	-0.215850	-0.119800	-0.109660	-0.031490	0.047300	-0.145860	-0.102340	-0.157480	-0.043650	-0.141540	-0.150060	-0.036890	-0.102630	-0.077450	-0.143820	-0.075140	-0.021400	-0.121550	-0.028960	0.051420	-0.070250	0.020040	-0.100410	-0.031790	-0.030140	0.051100	0.017350	-0.130690	-0.053290	-0.080610	-0.031540	0.037830	-0.037740	-0.055000	-0.102660	-0.053570	0.018040	0.048740	-0.018270	-0.049070	-0.029590	-0.072140	-0.024210	-0.030860	0.041410	-0.113810	-0.063890	-0.032850	-0.019630	0.020090	-0.016570	-0.053990	-0.048880	-0.103930	-0.034780	0.048900	-0.036170	-0.053760	-0.002300	-0.064380	-0.050910	-0.007170	-0.104400	-0.104720	0.083800	-0.226640	0.005100	0.048390	-0.053890	-0.033630	-0.026960	0.073820	-0.129410	-0.018460	-0.103520	-0.102850
-0.124100	-0.146390	-0.214720	-0.170280	-0.107950	-0.267760	-0.287610	-0.214660	-0.154760	-0.151730	-0.049440	0.022790	-0.044070	-0.026900	-0.001570	0.025560	-0.048560	-0.101370	0.013230	0.012900	-0.145040	-0.006600	0.084170	0.065710	-0.029800	0.001220	-0.076250	-0.061450	0.054090	-0.228250	-0.162000	-0.250620	-0.192520	-0.317840	-0.248070	-0.298670	-0.376090	-0.438770	-0.448590	-0.404330	-0.417830	-0.497980	-0.573430	-0.565330	-0.432120	-0.194390	-0.197750	-0.165870	-0.110730	-0.023210	-0.052750	-0.132710	-0.053640	-0.037950	-0.189660	-0.089990	-0.224760	-0.129830	-0.111040	-0.184410	-0.036960	-0.138400	-0.197850	-0.110090	-0.196380	-0.047180	-0.159390	-0.126140	-0.304780	-0.118210	-0.157370	-0.152820	-0.116090	-0.326510	-0.356830	-0.277130	-0.189260	-0.191210	-0.296190	-0.222560	-0.188690	-0.143480	-0.055380	-0.155150	-0.130000	-0.087940	-0.095260	-0.187940	-0.108750	-0.054000	-0.102000	-0.072940	-0.162180	-0.132460	-0.093410	-0.197070	-0.183690	-0.233690	-0.214140	-0.102780	-0.156620	-0.138120	-0.161960	-0.067940	-0.225820	0.039010	-0.002010	-0.156050	0.045190	-0.108570	-0.139110	-0.022210	-0.088460	-0.116390	-0.198320	-0.035440	-0.104940	-0.097010	-0.109860
-0.108930	-0.065140	0.016670	-0.053420	-0.119490	0.008220	0.028160	-0.036640	-0.096940	-0.139610	-0.022610	-0.098360	-0.118490	-0.160350	-0.166320	-0.152080	-0.210760	-0.112500	-0.157760	-0.152380	-0.085650	-0.078200	-0.116020	-0.154530	-0.064760	-0.132630	-0.032910	0.031240	-0.162340	-0.196550	-0.186490	-0.069640	-0.118780	-0.084640	-0.101430	-0.102810	-0.007800	-0.012010	0.004710	0.019960	-0.070100	-0.010190	0.010360	0.004780	-0.035620	-0.067900	-0.070490	-0.123680	-0.123550	-0.174280	-0.200550	-0.157020	-0.171330	-0.161320	-0.068360	-0.084850	-0.011470	-0.118600	-0.129200	-0.045860	-0.119030	-0.098760	-0.098330	-0.167530	-0.014140	-0.199530	-0.075270	-0.050110	0.045950	-0.095350	-0.039720	-0.058320	-0.062990	0.026370	0.093340	0.046880	0.029130	0.022180	0.039960	-0.077000	-0.029850	-0.046420	-0.118190	0.014920	0.030840	-0.039420	-0.071520	0.027950	0.047670	-0.168690	-0.083730	-0.110670	-0.034850	-0.002090	-0.083250	-0.043770	-0.043800	0.033870	-0.052790	-0.060840	0.052290	-0.054810	-0.073440	-0.111400	-0.036830	-0.030180	-0.188920	-0.026720	-0.136690	-0.047060	-0.115970	-0.022970	-0.080720	-0.071830	0.002700	-0.086440	-0.114740	0.015710	-0.080510
