3.268290	3.322890	3.265310	3.333130	3.263800	3.331480	3.296400	3.297140	3.304340	3.317040	3.343200	3.298440	3.269750	3.237180	3.356690	3.217250	3.264600	3.358730	3.579130	3.309150	3.279300	3.307780	3.309860	3.281970	3.238260	3.247530	3.290400	3.351760	3.342880	3.383620	3.492620	3.480990	3.513340	3.524020	3.553410	3.606820	3.558410	3.330490	3.248390	3.356070	3.263260	3.332940	3.929180	4.002470	4.248420	4.259310	4.263220	4.278880	4.210290	4.269110	4.127300	3.768820	3.711390	3.706040	3.660110	3.643400	3.560810	3.561080	3.517400	3.499990	3.440780	3.349480	3.362660	3.417130	3.375670	3.410320	3.387490	3.390790	3.383420	3.403020	3.356400	3.376850	3.339920	3.365870	3.353940	3.354920
-0.011910	-0.047730	-0.033360	-0.042410	-0.048400	-0.063870	-0.051740	-0.011460	-0.053410	-0.046970	-0.072100	-0.034350	-0.032360	-0.026630	-0.068400	0.023570	-0.006270	-0.110530	-0.220640	-0.020490	-0.058370	-0.023530	-0.047550	-0.010880	-0.016530	-0.007560	-0.006480	-0.049990	-0.039240	-0.071240	-0.133220	-0.090410	-0.153410	-0.152240	-0.122440	-0.163720	-0.177850	-0.059030	-0.018370	-0.080670	-0.012270	-0.017260	-0.150690	-0.166870	-0.139130	-0.161530	-0.187270	-0.178650	-0.149010	-0.240920	-0.182580	-0.052760	-0.033830	-0.059840	-0.037990	-0.020440	-0.010090	-0.019850	-0.016400	-0.002720	-0.000800	0.013160	0.018610	-0.022490	0.032570	-0.024130	-0.023840	0.018740	0.015700	0.012110	0.018650	0.004460	0.007750	-0.032440	-0.041640	-0.027840
-0.267030	-0.276550	-0.270970	-0.205950	-0.278600	-0.209610	-0.204280	-0.294340	-0.206710	-0.249710	-0.237790	-0.283270	-0.258840	-0.278740	-0.193760	-0.269400	-0.263950	-0.266340	-0.277690	-0.247620	-0.247770	-0.215430	-0.229680	-0.271060	-0.272660	-0.218040	-0.247270	-0.241780	-0.260400	-0.282110	-0.225930	-0.212520	-0.285960	-0.246040	-0.287770	-0.213580	-0.346010	-0.257760	-0.257760	-0.201080	-0.265070	-0.283210	-0.379300	-0.304110	-0.312660	-0.256040	-0.270660	-0.283640	-0.310120	-0.261090	-0.260360	-0.276440	-0.279410	-0.234650	-0.245960	-0.229130	-0.240190	-0.209230	-0.226250	-0.230510	-0.233340	-0.246930	-0.242740	-0.255060	-0.277560	-0.235410	-0.225960	-0.273430	-0.304670	-0.217570	-0.280800	-0.239890	-0.258760	-0.205590	-0.221980	-0.232180
-0.148190	-0.070070	-0.141640	-0.217430	-0.078590	-0.175460	-0.206430	-0.074940	-0.215810	-0.133800	-0.117680	-0.090380	-0.156030	-0.138390	-0.192380	-0.186160	-0.159560	-0.131880	-0.020280	-0.189390	-0.143940	-0.218110	-0.136170	-0.136430	-0.130540	-0.243470	-0.164160	-0.124510	-0.117460	-0.070040	-0.118430	-0.173290	-0.018660	-0.099980	-0.011320	-0.128020	0.061380	-0.094430	-0.174690	-0.187720	-0.142620	-0.136300	0.049070	-0.082150	-0.104690	-0.184490	-0.130040	-0.113340	-0.123390	-0.147030	-0.192830	-0.133380	-0.168920	-0.229680	-0.176180	-0.172130	-0.163580	-0.174250	-0.161120	-0.173350	-0.173130	-0.147940	-0.181000	-0.100410	-0.095580	-0.150780	-0.182870	-0.122540	-0.087130	-0.212950	-0.147210	-0.160090	-0.136480	-0.202810	-0.176920	-0.170580
-0.080160	-0.118920	-0.034910	-0.010830	-0.128990	-0.065430	-0.008680	-0.142460	0.028590	-0.061220	-0.107140	-0.102590	-0.006350	-0.027050	-0.048780	-0.011170	-0.033320	0.051970	-0.062750	0.026570	-0.026530	0.003990	-0.135310	-0.075640	-0.069000	0.046110	-0.036020	-0.095280	-0.085310	-0.085790	-0.080400	-0.014990	-0.122150	-0.013030	-0.152100	-0.036790	-0.094580	-0.108210	-0.018000	-0.038990	-0.061490	-0.010080	-0.050060	-0.089450	-0.118270	-0.050710	-0.126150	-0.123950	-0.080420	-0.051780	0.019630	-0.184180	-0.148080	-0.076580	-0.168590	-0.193520	-0.221110	-0.215990	-0.221050	-0.158000	-0.111540	-0.151860	-0.079790	-0.208430	-0.196660	-0.097070	-0.105270	-0.170700	-0.206590	-0.096700	-0.104200	-0.132630	-0.138250	-0.042450	-0.103970	-0.092490
-0.099520	-0.139860	-0.149340	-0.145120	-0.102870	-0.088830	-0.142410	-0.095570	-0.200700	-0.200260	-0.104960	-0.120890	-0.183120	-0.167940	-0.132700	-0.178340	-0.180760	-0.286530	-0.170630	-0.225000	-0.213950	-0.162300	-0.042040	-0.078690	-0.139820	-0.211210	-0.180450	-0.146790	-0.115260	-0.211960	-0.120570	-0.193090	-0.128790	-0.253440	-0.138390	-0.200430	-0.254210	-0.158310	-0.172240	-0.148470	-0.131820	-0.219750	-0.223520	-0.120060	-0.169930	-0.179730	-0.095470	-0.109800	-0.181500	-0.180150	-0.194610	-0.025620	-0.068200	-0.114390	-0.028630	-0.010040	-0.013040	-0.031740	-0.035170	-0.096430	-0.099260	-0.036310	-0.102340	-0.021910	-0.005780	-0.169970	-0.074880	-0.082870	-0.113580	-0.087220	-0.139220	-0.059650	-0.047490	-0.148450	-0.105470	-0.093970
-0.184640	-0.020690	-0.163100	-0.167950	-0.117220	-0.206860	-0.143030	-0.083590	-0.087510	-0.030540	-0.118020	-0.063600	-0.107060	-0.125780	-0.156050	-0.153140	-0.096570	-0.058620	-0.212220	-0.068560	-0.067920	-0.137070	-0.202420	-0.226330	-0.120880	-0.074870	-0.046600	-0.053830	-0.132290	0.033050	-0.149770	-0.106870	-0.128490	-0.066410	-0.088120	-0.129540	-0.082690	-0.038850	-0.144400	-0.130730	-0.164050	-0.099330	-0.158340	-0.307570	-0.202000	-0.267900	-0.311310	-0.271230	-0.222280	-0.231780	-0.261980	-0.282080	-0.259450	-0.230010	-0.254940	-0.214230	-0.220730	-0.164040	-0.181110	-0.114030	-0.140360	-0.226180	-0.165110	-0.176330	-0.165080	-0.071470	-0.219500	-0.154710	-0.113660	-0.196790	-0.137190	-0.179200	-0.227980	-0.126690	-0.188680	-0.212750
-0.067690	-0.113000	0.012610	0.077950	-0.092220	0.075180	0.042640	-0.101520	-0.012530	-0.144350	-0.095160	-0.123550	0.015950	-0.040960	-0.000990	-0.044800	-0.041810	-0.090940	0.132650	-0.047010	-0.079590	-0.000000	-0.017220	0.077420	-0.102350	-0.089130	-0.056260	-0.132040	0.022180	-0.148750	0.136280	0.079800	0.039300	0.001870	-0.080280	0.003860	-0.074510	-0.147120	0.018370	-0.038180	0.005680	-0.056930	0.036300	-0.075820	-0.276430	-0.134630	-0.196280	-0.237170	-0.245250	-0.306490	-0.220540	-0.191250	-0.187550	-0.214930	-0.198640	-0.203220	-0.178210	-0.197710	-0.185210	-0.236860	-0.150850	-0.041890	-0.066970	-0.128740	-0.117670	-0.130590	-0.082330	-0.110980	-0.184180	-0.087810	-0.122510	-0.085670	-0.011720	-0.065500	-0.093020	-0.029980
-0.163780	-0.079950	-0.198050	-0.248660	-0.099370	-0.261950	-0.239640	-0.104600	-0.179070	-0.122270	-0.076860	-0.039960	-0.211080	-0.133970	-0.274260	-0.254370	-0.201490	-0.090580	-0.161790	-0.134060	-0.181970	-0.189230	-0.195220	-0.223570	-0.134440	-0.127950	-0.175350	-0.105840	-0.159090	-0.010350	-0.231620	-0.283470	-0.159200	-0.286370	-0.099810	-0.234070	-0.120040	-0.114310	-0.254810	-0.224110	-0.244430	-0.192540	-0.109540	-0.342730	-0.178630	-0.361800	-0.229060	-0.209800	-0.239090	-0.125760	-0.175460	-0.238890	-0.340700	-0.284470	-0.276920	-0.243670	-0.387190	-0.371720	-0.397190	-0.283130	-0.231160	-0.270080	-0.231950	-0.215840	-0.128730	-0.289060	-0.244770	-0.357040	-0.426540	-0.327560	-0.384660	-0.237430	-0.283710	-0.201170	-0.293260	-0.326950
-0.129910	-0.036060	-0.068780	-0.000810	-0.123460	-0.001720	0.056490	-0.053490	-0.022170	-0.110220	-0.157010	-0.069010	0.011900	-0.092910	-0.020750	-0.100430	-0.068960	-0.146090	-0.089410	-0.107440	-0.078220	-0.087140	-0.065070	-0.068300	-0.113820	-0.069790	0.000080	-0.101690	-0.086050	-0.137800	0.072780	0.058960	-0.046690	0.035170	-0.162800	-0.085110	-0.236390	-0.091060	-0.012780	-0.029510	-0.054740	-0.157040	-0.190790	-0.166440	-0.292130	-0.136790	-0.230000	-0.197880	-0.191360	-0.216220	-0.191280	-0.234040	-0.128230	-0.191890	-0.166970	-0.150110	-0.085740	-0.072930	-0.094500	-0.179210	-0.139640	-0.122310	-0.076240	-0.050690	-0.137020	-0.047330	-0.181670	-0.037120	-0.038640	-0.113580	-0.095320	-0.085830	-0.086410	-0.119790	-0.131770	-0.072320
