1.365270	1.365270	1.418710	1.465350	1.450990	1.460450	1.458230	1.525690	1.508370	1.632520	1.715590	1.850970	1.996310	2.185310	2.275140	2.292250	2.344290	2.300200	2.322070	2.319130	2.297820	2.257520	2.273490	2.339700	2.337740	2.782540	3.029260	3.145910	3.129270	3.185420	3.269160	3.185840	3.190560	3.083900	3.077580	2.875820	2.834550	2.824700	2.822480	2.767730	2.771280	2.650700	2.515400	2.457860	2.399230	2.516500	2.787150	2.377460
0.085620	0.085620	0.033790	-0.007280	0.003630	-0.006620	0.002510	-0.057300	-0.013930	-0.068650	-0.040460	-0.047210	-0.077500	-0.068410	-0.087100	-0.056620	-0.052310	-0.036550	-0.021500	-0.050580	-0.049790	-0.052010	-0.042440	-0.085560	-0.071600	-0.137940	-0.066220	-0.122150	-0.138780	-0.140400	-0.189480	-0.134670	-0.147380	-0.078360	-0.099540	-0.043560	-0.044980	-0.047390	-0.050300	-0.070270	-0.094110	-0.075860	-0.062270	-0.061170	-0.072460	-0.108450	-0.253980	-0.071130
-0.439230	-0.439230	-0.364230	-0.316190	-0.320510	-0.304520	-0.319560	-0.245970	-0.268520	-0.229480	-0.187210	-0.191640	-0.203070	-0.183830	-0.173360	-0.192190	-0.192660	-0.204840	-0.218060	-0.191860	-0.195070	-0.229010	-0.186750	-0.168160	-0.194810	-0.246140	-0.252200	-0.184030	-0.210220	-0.228770	-0.183280	-0.202690	-0.212430	-0.217240	-0.206780	-0.212410	-0.197680	-0.179860	-0.212310	-0.187230	-0.150110	-0.170370	-0.171100	-0.173130	-0.197600	-0.210920	-0.380050	-0.201850
0.075200	0.075200	-0.012180	-0.042400	-0.060760	-0.084510	-0.057980	-0.120760	-0.123870	-0.105130	-0.180580	-0.155240	-0.103260	-0.123540	-0.135810	-0.126110	-0.133440	-0.146440	-0.128470	-0.134680	-0.132480	-0.093800	-0.185320	-0.159750	-0.128160	-0.067000	-0.131520	-0.243420	-0.173950	-0.118540	-0.170330	-0.163630	-0.109230	-0.173800	-0.122540	-0.133630	-0.155990	-0.163380	-0.123090	-0.130160	-0.150980	-0.167230	-0.145110	-0.120630	-0.158670	-0.107560	0.111960	-0.115770
-0.176670	-0.176670	-0.084950	-0.095490	-0.044930	-0.013070	-0.051840	-0.013990	-0.016160	-0.085910	-0.050790	-0.080530	-0.129850	-0.137680	-0.107340	-0.131510	-0.114690	-0.077130	-0.090960	-0.126940	-0.122500	-0.125510	-0.036910	-0.074070	-0.091840	-0.075990	-0.093260	0.057540	-0.031550	-0.107820	-0.053460	-0.009380	-0.075510	0.018200	-0.082800	-0.133900	-0.116790	-0.125640	-0.135140	-0.150490	-0.149290	-0.104430	-0.172940	-0.178780	-0.023040	-0.065980	-0.017570	-0.118280
-0.118120	-0.118120	-0.205380	-0.137700	-0.222490	-0.261730	-0.215180	-0.223300	-0.198920	-0.117020	-0.098640	-0.082480	-0.090430	-0.079470	-0.117230	-0.075250	-0.109800	-0.124770	-0.130220	-0.066390	-0.086930	-0.087200	-0.134440	-0.121640	-0.150640	-0.132880	-0.122810	-0.236060	-0.155880	-0.105140	-0.147130	-0.163840	-0.104940	-0.179680	-0.113900	-0.074130	-0.072050	-0.046360	-0.085810	-0.050960	-0.062710	-0.091500	-0.065680	-0.052980	-0.167430	-0.156020	-0.268410	-0.088140
-0.114900	-0.114900	-0.037780	-0.155540	-0.054120	-0.012430	-0.058270	-0.068310	-0.100560	-0.149030	-0.164180	-0.143270	-0.145310	-0.119740	-0.097470	-0.115210	-0.092180	-0.102460	-0.082250	-0.140330	-0.117310	-0.132750	-0.115750	-0.121900	-0.056340	-0.171660	-0.212540	-0.170430	-0.211580	-0.216720	-0.205420	-0.180780	-0.191970	-0.187480	-0.186040	-0.147360	-0.178910	-0.175410	-0.123170	-0.176080	-0.153630	-0.167620	-0.157260	-0.120820	-0.151610	-0.118810	-0.115120	-0.147140
-0.076020	-0.076020	-0.135770	0.006550	-0.086150	-0.126700	-0.086030	-0.066770	-0.004120	-0.006860	0.018920	0.013190	-0.034480	-0.031750	-0.072350	-0.069490	-0.096450	-0.061520	-0.033260	-0.055450	-0.094310	-0.078920	-0.032960	-0.016920	-0.124110	-0.064930	-0.098170	-0.129470	-0.172570	-0.199780	-0.214280	-0.140150	-0.135980	-0.040890	-0.057180	-0.189560	-0.105540	-0.107750	-0.161570	-0.064630	-0.053460	-0.056100	-0.058260	-0.064590	0.023360	-0.031530	-0.063760	0.002900
-0.143700	-0.143700	-0.104180	-0.225790	-0.172730	-0.144090	-0.169800	-0.180620	-0.191710	-0.214100	-0.165710	-0.133900	-0.236250	-0.217590	-0.168840	-0.120460	-0.143290	-0.144700	-0.210100	-0.116810	-0.114660	-0.064170	-0.141440	-0.182500	-0.100420	-0.162610	-0.304850	-0.261790	-0.142390	-0.106150	-0.092580	-0.142750	-0.100430	-0.208300	-0.209240	-0.114720	-0.223310	-0.173250	-0.158080	-0.272040	-0.287480	-0.298230	-0.382720	-0.296690	-0.233440	-0.166100	-0.020910	-0.208590
-0.094680	-0.094680	-0.110050	-0.034810	-0.043170	-0.059080	-0.049170	-0.041890	-0.029780	-0.008550	-0.063420	-0.069400	-0.034480	-0.015410	-0.075790	-0.105480	-0.119380	-0.082200	-0.026160	-0.098860	-0.115180	-0.210310	-0.101860	-0.074740	-0.136330	-0.064950	-0.065620	-0.094160	-0.177080	-0.216170	-0.220890	-0.108000	-0.126730	-0.091130	-0.099960	-0.172040	-0.050450	-0.087190	-0.081010	-0.018770	0.005880	-0.018730	0.011540	0.041540	-0.084180	-0.046710	-0.154800	-0.042730
-0.087880	-0.087880	-0.090480	-0.105840	-0.137400	-0.135800	-0.131760	-0.131530	-0.102000	-0.133150	-0.109300	-0.060120	-0.102530	-0.089950	-0.117620	-0.083150	-0.047490	-0.113180	-0.076590	-0.127110	-0.120910	0.010120	-0.052450	-0.060410	-0.072470	-0.161390	-0.172970	-0.191120	-0.196100	-0.175350	-0.201110	-0.217740	-0.169770	-0.143270	-0.113090	-0.129710	-0.208240	-0.128560	-0.163760	-0.116470	-0.137920	-0.120190	-0.119750	-0.145780	-0.034530	-0.146840	-0.056280	-0.062460
-0.125470	-0.125470	-0.107960	-0.129030	-0.091580	-0.090330	-0.093980	-0.086530	-0.121270	-0.100540	-0.053990	-0.121470	-0.121900	-0.134390	-0.031440	-0.062500	-0.111790	-0.036210	-0.126100	-0.010850	-0.013360	-0.117120	-0.109750	-0.110850	-0.064570	-0.053160	-0.059240	-0.015610	0.024500	0.032810	0.066780	0.016920	-0.042390	-0.062680	-0.100150	-0.011700	0.012610	-0.072910	-0.037350	-0.144720	-0.114810	-0.125550	-0.124180	-0.115100	-0.156510	-0.050730	-0.117180	-0.153090
-0.086620	-0.086620	-0.097480	-0.052370	-0.100740	-0.111570	-0.097230	-0.103860	-0.115890	-0.097360	-0.219790	-0.153230	-0.034550	-0.073460	-0.206430	-0.211440	-0.126960	-0.200550	-0.126100	-0.221980	-0.207040	-0.179500	-0.161440	-0.160740	-0.199750	-0.137080	-0.018090	-0.072830	-0.152240	-0.159940	-0.195800	-0.173840	-0.101240	-0.094880	-0.024220	-0.125690	-0.145980	-0.083920	-0.132260	0.001120	-0.046670	-0.006730	-0.004510	-0.034330	-0.028870	-0.137990	-0.079800	-0.076250
0.665300	0.806780	0.844210	1.058520	1.043090	1.381150	1.784280	2.645790	3.889630	5.286720	6.356080	6.668110	6.691580	5.633480	4.491770	3.064110	1.624550	0.303640	-0.269560	-0.216980	-0.151230	1.908400	4.296260	6.531000	7.860610	8.498130	8.381500	6.999840	5.055760	1.824360	0.045510	-1.601790	-2.677510	-3.564460	-3.874980	-3.622880	-3.271720	-2.964690	-3.192310	-3.113200	-3.657700	-3.462900	-1.916690	-1.982780	-1.877620	-1.364450	-1.060330	-1.159450
