3.855120	3.904840	3.914830	3.862060	3.803660	3.807370	3.781030	3.831260	3.813250	3.839130	3.776310	3.753220	3.685250	3.693880	3.759800	3.843180	3.864430	3.826320	3.706080	3.807750	3.792870	3.762970	3.797600	3.763080	3.750080	3.769410	3.699570	3.694590	3.740260	3.680180	3.666580	3.831930	3.819710	3.860370	3.731800	3.860750	3.837150	3.881630	3.825680	3.789410	3.710820	3.725290	3.747840	3.727450	3.677700	3.777640	3.741980	3.730310	3.652780	3.595380	3.673160	3.681020	3.839870	3.825000	3.730990	3.661510	3.747580	3.749950	3.688770	4.027020	4.340620	4.705320	4.640280	4.483800	4.413560	4.269380	4.210200	4.167600	4.113530	4.066100	3.977690	4.063840	4.046240	3.996690	3.943490	3.826110	3.822180	3.803330	3.701810	3.697470	3.632060	3.603530	3.709520	3.668300	3.689020	3.716570	3.704680	3.625610	3.637950	3.644870	3.657550	3.566670	3.611450	3.701550	3.648600	3.573880	3.628950	3.714940	3.652770	3.655910	3.746030	3.791180
-0.156720	-0.132440	-0.100910	-0.105060	-0.103850	-0.107130	-0.076610	-0.110270	-0.137320	-0.139870	-0.125410	-0.075540	-0.050500	-0.070630	-0.095080	-0.138880	-0.121180	-0.122340	-0.071180	-0.119430	-0.131700	-0.118340	-0.118280	-0.082170	-0.084400	-0.129250	-0.044980	-0.067580	-0.111240	-0.079780	-0.051240	-0.083310	-0.101890	-0.151140	-0.064990	-0.105730	-0.114870	-0.137090	-0.113600	-0.107780	-0.078110	-0.067290	-0.101270	-0.081980	-0.048030	-0.036790	-0.074040	-0.071320	-0.045950	-0.043990	-0.069070	-0.053460	-0.100740	-0.049930	-0.023480	-0.063620	-0.056250	-0.034860	-0.036200	-0.142860	-0.049260	-0.191900	-0.192230	-0.172410	-0.200320	-0.100540	-0.035650	-0.081700	-0.054370	-0.058820	0.005860	-0.119110	-0.148770	-0.125920	-0.084260	-0.134760	-0.082520	-0.101800	-0.127560	-0.099610	-0.026530	-0.076440	-0.088330	-0.045340	-0.085950	-0.125490	-0.096070	-0.067920	-0.041760	-0.039930	-0.089160	-0.027120	-0.037370	-0.110410	-0.077350	-0.049690	-0.053870	-0.058000	-0.069080	-0.020020	-0.044850	-0.037420
-0.271030	-0.252950	-0.253160	-0.265420	-0.256090	-0.273280	-0.245810	-0.262240	-0.314660	-0.301930	-0.301910	-0.298440	-0.334940	-0.302180	-0.279490	-0.269180	-0.277060	-0.297000	-0.291250	-0.279770	-0.284030	-0.307020	-0.314270	-0.366010	-0.346740	-0.301230	-0.299700	-0.309550	-0.280210	-0.303170	-0.343470	-0.338960	-0.404410	-0.299850	-0.300260	-0.330240	-0.323110	-0.343720	-0.331380	-0.302880	-0.304360	-0.333110	-0.351470	-0.321580	-0.259630	-0.332930	-0.325160	-0.288900	-0.295560	-0.293130	-0.304380	-0.314310	-0.264980	-0.322470	-0.288960	-0.272380	-0.290400	-0.312390	-0.292750	-0.363530	-0.374750	-0.326400	-0.243960	-0.313440	-0.340650	-0.365060	-0.307750	-0.130590	-0.176620	-0.198660	-0.264570	-0.159480	-0.173780	-0.181440	-0.288120	-0.320730	-0.294450	-0.241870	-0.254300	-0.300000	-0.292580	-0.283960	-0.248700	-0.298410	-0.283090	-0.250650	-0.234650	-0.318720	-0.278500	-0.323560	-0.255720	-0.316780	-0.317850	-0.237100	-0.261290	-0.279180	-0.268300	-0.303040	-0.271220	-0.301120	-0.345470	-0.334480
-0.101930	-0.135320	-0.142880	-0.134670	-0.146550	-0.121890	-0.180550	-0.128350	-0.071050	-0.074380	-0.074990	-0.090620	-0.084280	-0.095060	-0.103430	-0.111650	-0.114000	-0.090760	-0.124760	-0.113620	-0.109580	-0.072460	-0.071690	-0.012590	-0.046740	-0.088400	-0.132900	-0.080010	-0.106770	-0.111600	-0.054030	-0.135840	-0.007080	-0.116900	-0.199170	-0.106040	-0.103840	-0.044420	-0.057000	-0.097380	-0.136000	-0.070870	-0.027560	-0.073750	-0.222760	-0.140640	-0.065990	-0.116660	-0.122020	-0.180070	-0.103760	-0.112330	-0.119490	-0.030580	-0.133320	-0.153920	-0.091900	-0.091530	-0.129580	-0.039970	-0.165400	-0.052930	-0.226100	-0.117130	-0.051560	-0.129000	-0.215470	-0.329930	-0.260910	-0.228520	-0.170230	-0.241110	-0.189130	-0.198940	-0.182320	-0.060180	-0.131340	-0.189330	-0.168510	-0.096930	-0.181450	-0.160710	-0.202960	-0.138830	-0.102340	-0.135740	-0.197710	-0.096680	-0.209260	-0.105610	-0.148020	-0.130770	-0.091930	-0.159740	-0.110900	-0.156160	-0.179890	-0.100840	-0.141850	-0.129040	-0.129740	-0.086960
-0.160810	-0.166530	-0.186510	-0.164000	-0.148250	-0.164350	-0.134010	-0.167340	-0.121220	-0.145430	-0.150170	-0.179880	-0.124690	-0.173060	-0.208330	-0.162000	-0.160220	-0.169220	-0.138220	-0.153880	-0.167540	-0.161380	-0.113530	-0.221620	-0.186700	-0.147260	-0.107750	-0.180710	-0.160660	-0.120910	-0.181340	-0.016390	-0.113380	-0.042090	0.067590	-0.051910	-0.039640	-0.118760	-0.127520	-0.087100	-0.057550	-0.144070	-0.178900	-0.155990	-0.007600	-0.025830	-0.169760	-0.144270	-0.157230	-0.013160	-0.153380	-0.131260	-0.186490	-0.278460	-0.155880	-0.096000	-0.200740	-0.157090	-0.161310	-0.052010	-0.054820	-0.235050	0.012920	-0.089250	-0.137780	-0.067590	-0.083240	-0.134390	-0.227620	-0.275830	-0.254470	-0.222080	-0.253750	-0.202080	-0.022600	-0.109380	-0.117900	-0.061120	-0.029610	-0.136860	-0.031840	-0.064130	-0.019050	-0.096700	-0.166700	-0.120730	-0.052440	-0.147170	0.007820	-0.116760	-0.128010	-0.113540	-0.166500	-0.105970	-0.213300	-0.109290	-0.063220	-0.141540	-0.149470	-0.154770	-0.032930	-0.144940
-0.045720	-0.014420	0.015400	-0.010480	-0.025190	-0.034710	-0.033920	-0.034020	-0.104530	-0.084030	-0.071860	-0.101660	-0.167720	-0.107720	0.006790	-0.029470	-0.029170	-0.063150	-0.106860	-0.060710	-0.006360	-0.092910	-0.166830	-0.059960	-0.075350	-0.081430	-0.170710	-0.098420	-0.068760	-0.110840	-0.106380	-0.130850	-0.116480	-0.235740	-0.250020	-0.155810	-0.170150	-0.151120	-0.124080	-0.180450	-0.168360	-0.114820	-0.041520	-0.079390	-0.158910	-0.210870	-0.077420	-0.110910	-0.065120	-0.232660	-0.091520	-0.102050	-0.057490	0.024290	-0.056460	-0.123490	-0.025170	-0.122020	-0.051420	-0.171610	-0.202270	-0.027760	-0.225290	-0.161020	-0.093790	-0.103130	-0.061920	-0.045520	-0.047280	-0.012530	-0.005450	-0.082430	-0.054540	-0.090660	-0.263410	-0.189320	-0.142760	-0.125250	-0.195370	-0.068790	-0.185120	-0.092020	-0.164610	-0.148230	-0.095220	-0.137080	-0.160090	-0.083980	-0.215120	-0.162940	-0.094700	-0.138260	-0.121720	-0.151900	0.006950	-0.107190	-0.196450	-0.177640	-0.022630	-0.116350	-0.181810	-0.093400
-0.148480	-0.167120	-0.185240	-0.161750	-0.178430	-0.179470	-0.170430	-0.158500	-0.119920	-0.139030	-0.133920	-0.120350	-0.075330	-0.118070	-0.217280	-0.159470	-0.177600	-0.160950	-0.150410	-0.152770	-0.200330	-0.154020	-0.122250	-0.175600	-0.168450	-0.150120	-0.070960	-0.122730	-0.139140	-0.074460	-0.121800	-0.223980	-0.162250	-0.091450	-0.135720	-0.191890	-0.176120	-0.171010	-0.146430	-0.133540	-0.180500	-0.159550	-0.164410	-0.136450	-0.165690	-0.135100	-0.116030	-0.105780	-0.204950	-0.116070	-0.124790	-0.188660	-0.125000	-0.149930	-0.105430	-0.112860	-0.128080	-0.060080	-0.180300	-0.210000	-0.228880	-0.302340	-0.232680	-0.249130	-0.251590	-0.313500	-0.301100	-0.255490	-0.162550	-0.210960	-0.253320	-0.181750	-0.189270	-0.206390	-0.151930	-0.114600	-0.151860	-0.266720	-0.132460	-0.205620	-0.136820	-0.251040	-0.188610	-0.108790	-0.114710	-0.076560	-0.137380	-0.171420	-0.131840	-0.089390	-0.175750	-0.141910	-0.108180	-0.141150	-0.215200	-0.159970	-0.095790	-0.050480	-0.267460	-0.140900	-0.176800	-0.175190
-0.230080	-0.281870	-0.285660	-0.237910	-0.216110	-0.182130	-0.143630	-0.226450	-0.158950	-0.190510	-0.168850	-0.179900	-0.178400	-0.229370	-0.207760	-0.221290	-0.207110	-0.227420	-0.174940	-0.238630	-0.267430	-0.174770	-0.074580	-0.230530	-0.216400	-0.213110	-0.220440	-0.201660	-0.215110	-0.209510	-0.173110	-0.020480	-0.096330	-0.237240	-0.024560	-0.026650	0.027100	-0.122370	-0.143200	-0.091520	-0.057360	-0.150420	-0.115640	-0.151100	-0.028220	-0.030980	-0.145500	-0.199560	-0.104510	-0.067880	-0.189400	-0.092960	-0.208650	-0.119590	-0.138070	-0.123390	-0.129800	-0.174670	-0.108860	0.093940	-0.238630	-0.273270	-0.176750	-0.190240	-0.292490	-0.216610	-0.249840	-0.104260	-0.231000	-0.217150	-0.101210	-0.127700	-0.161710	-0.074610	-0.115390	-0.140230	-0.238740	0.040980	-0.032530	-0.026280	-0.031720	0.072290	0.018380	-0.145720	-0.183140	-0.165460	-0.057400	-0.071170	-0.074510	-0.150570	-0.120180	-0.169190	-0.168050	-0.093860	-0.075830	-0.128690	-0.161870	-0.226320	-0.016290	-0.159430	-0.049090	0.011560
-0.040320	-0.015650	-0.017480	0.000310	-0.031000	-0.064920	-0.033360	-0.048000	-0.042440	-0.050260	-0.029170	-0.168140	-0.181980	-0.142130	-0.093620	-0.011610	-0.029460	-0.093490	-0.189770	-0.064390	-0.014800	-0.099540	-0.187520	-0.137950	-0.129620	-0.096320	-0.168750	-0.158110	-0.080150	-0.008790	-0.172570	-0.082430	0.031520	-0.030160	-0.068490	-0.116940	-0.184360	-0.115750	-0.050860	-0.145660	-0.180590	-0.092910	-0.032480	-0.070510	-0.130380	-0.206670	-0.054090	-0.080280	-0.174120	-0.286330	-0.064930	-0.278860	-0.094560	-0.123410	-0.099970	-0.159710	-0.074490	-0.128490	-0.098320	-0.136650	-0.280350	-0.175830	-0.301610	-0.283610	-0.081470	-0.167340	-0.168430	-0.540530	-0.526240	-0.495470	-0.490830	-0.617670	-0.529230	-0.522590	-0.329770	-0.094020	-0.049710	-0.295540	-0.174030	-0.137940	-0.208690	-0.231280	-0.244510	-0.163460	-0.102050	-0.086920	-0.199740	-0.123920	-0.107900	-0.129050	-0.119900	-0.093470	-0.177230	-0.269520	-0.169650	-0.122220	-0.176450	-0.172000	-0.184390	-0.206440	-0.126370	-0.202800
0.017630	-0.014580	-0.037410	0.000830	-0.037030	-0.026800	-0.029020	-0.015250	0.021900	-0.015590	-0.035850	-0.036920	-0.001710	-0.103190	-0.075110	-0.000420	-0.029210	-0.020890	-0.011250	-0.031920	-0.045230	-0.065100	-0.034050	-0.115840	-0.066650	0.003260	-0.061470	-0.058970	-0.025220	-0.009940	-0.014090	-0.029160	-0.107500	-0.201320	-0.161570	-0.063280	0.026990	-0.096180	-0.116660	-0.126710	-0.131200	-0.174600	-0.010300	-0.015720	-0.062660	-0.025630	-0.011220	-0.085460	-0.127280	0.008940	-0.075020	0.043550	-0.010700	0.024660	0.042550	0.021230	0.008810	0.002100	-0.094510	-0.074630	-0.132830	-0.180060	-0.084090	-0.108940	-0.147230	-0.108110	-0.135420	0.002930	0.037410	-0.039780	-0.110650	0.017700	-0.000920	-0.054280	-0.182000	-0.172870	-0.316890	-0.108130	-0.052930	-0.038710	-0.057780	-0.010210	-0.014160	-0.019600	-0.084610	-0.023920	0.001070	-0.029200	-0.182250	-0.079350	-0.170930	-0.179880	-0.052100	-0.047090	-0.000520	-0.112450	-0.123620	-0.102570	-0.092380	-0.099300	-0.095810	0.022780
