1.950940	2.009110	1.960270	1.960270	1.960270	1.960270	1.978180	2.059370	2.087900	2.112550	2.151540	2.185410	2.192250	2.252330	2.392990	2.440320	2.506500	2.523740	2.611880	2.707770	2.787520	2.715620	2.742980	2.726290	2.720030	2.811310	2.726430	2.789330	2.722970	2.668520	2.639230	2.669890	2.747780	2.757090	2.738400	2.795440	2.695140	2.720800	2.657540	2.745820	2.712240	2.602600	2.670780	2.700340	2.657580	2.609810	2.594570	2.613970	2.646230	2.725310	2.763010	2.747740	2.660610	2.600350	2.648350	2.692050	2.604070	2.685970	2.603110	2.593820	2.578850	2.676680	2.757300	3.088290	3.438240	3.278190	3.216080	3.178290	3.172460	3.008340	2.973600	2.914870	2.903690	2.822320	2.797290	2.729710	2.716390	2.695410	2.728280	2.703730	2.647510	2.604290	2.636270	2.621860	2.715800	2.658730	2.664640	2.610850	2.596130	2.582100	2.727160	2.843720	3.118330	3.180810	3.058630	3.385820	3.682140	3.725560	3.852360	3.929810	3.894910	3.847260	3.866950	3.731540	3.743940	3.749960	3.644990	3.682730	3.647640	3.579150	3.468110	3.487470	3.466110	3.342020	3.053070	3.012490	2.961870	2.778590	2.780560	3.120430	3.132100	3.164040
0.141350	0.085460	0.131410	0.131410	0.131410	0.131410	0.115280	0.040850	0.012960	-0.008210	-0.037500	-0.042780	0.003050	-0.001270	-0.071920	-0.058170	-0.053270	-0.042150	-0.114750	-0.114980	-0.123280	-0.101330	-0.130660	-0.103490	-0.082280	-0.104230	-0.051290	-0.107680	-0.088860	-0.037590	-0.047010	-0.072780	-0.120900	-0.064130	-0.015020	-0.012170	-0.007830	-0.033120	-0.019350	-0.096060	0.004970	-0.071700	-0.102470	-0.062850	-0.072490	-0.039630	-0.045450	-0.075410	-0.089770	-0.065420	-0.091980	-0.128780	-0.021670	-0.073120	-0.055510	-0.041470	-0.079590	-0.108200	-0.059250	-0.046150	-0.073640	-0.077230	-0.121110	0.057620	-0.019320	-0.099710	-0.010500	0.017190	-0.047880	0.020190	-0.027470	-0.081740	-0.041900	-0.071720	-0.092100	-0.031330	-0.082100	-0.025530	-0.118040	-0.092030	-0.080330	-0.061300	-0.021820	-0.058470	-0.070060	-0.063260	-0.074140	-0.062670	-0.074270	-0.024990	-0.115140	-0.230390	-0.328190	-0.298810	-0.159330	-0.106650	-0.093380	-0.080740	-0.133540	-0.096920	-0.075560	-0.073260	-0.106840	-0.009590	-0.000900	-0.048090	-0.000520	-0.138990	-0.142160	-0.106070	-0.018330	-0.085950	-0.121120	-0.133990	-0.025700	-0.050780	-0.065160	-0.046990	-0.004040	-0.043300	-0.033170	-0.005730
-0.541680	-0.466990	-0.524760	-0.524760	-0.524760	-0.524760	-0.507890	-0.418660	-0.369550	-0.340440	-0.319680	-0.284940	-0.294270	-0.309390	-0.259960	-0.276590	-0.266680	-0.272300	-0.216370	-0.291300	-0.266430	-0.241080	-0.249790	-0.274850	-0.321490	-0.212600	-0.251260	-0.249820	-0.228790	-0.279630	-0.270460	-0.244660	-0.171850	-0.212180	-0.254470	-0.266080	-0.276970	-0.241030	-0.287330	-0.223090	-0.310460	-0.274920	-0.234430	-0.262470	-0.250350	-0.270910	-0.252350	-0.275880	-0.206010	-0.257680	-0.194190	-0.178170	-0.255810	-0.238450	-0.262020	-0.255350	-0.275050	-0.276320	-0.291310	-0.288550	-0.265670	-0.262520	-0.230900	-0.280090	-0.273850	-0.142460	-0.267510	-0.255990	-0.208600	-0.242020	-0.231210	-0.239210	-0.266580	-0.237660	-0.242670	-0.265850	-0.261280	-0.206930	-0.210220	-0.213620	-0.216690	-0.248410	-0.266600	-0.232490	-0.276230	-0.247260	-0.227310	-0.221100	-0.296240	-0.283150	-0.225940	-0.199130	-0.224380	-0.203100	-0.323090	-0.328740	-0.273750	-0.236920	-0.211630	-0.339080	-0.261930	-0.259330	-0.210390	-0.271390	-0.265680	-0.195180	-0.269390	-0.153130	-0.131570	-0.172640	-0.288590	-0.206000	-0.165330	-0.158600	-0.303130	-0.263110	-0.264180	-0.255180	-0.301220	-0.208050	-0.248640	-0.183900
0.108940	0.032330	0.085080	0.085080	0.085080	0.085080	0.075960	0.005950	-0.066860	-0.104270	-0.094550	-0.147240	-0.173310	-0.155660	-0.125160	-0.098580	-0.114860	-0.143530	-0.241220	-0.139130	-0.111360	-0.185030	-0.162810	-0.132930	-0.110520	-0.165180	-0.156030	-0.118210	-0.180590	-0.163620	-0.179940	-0.170590	-0.216260	-0.181020	-0.190230	-0.128450	-0.164690	-0.161950	-0.121070	-0.162780	-0.083560	-0.168280	-0.123960	-0.122110	-0.177570	-0.151570	-0.176700	-0.116890	-0.236320	-0.102020	-0.166850	-0.194120	-0.168620	-0.160310	-0.132850	-0.153190	-0.125490	-0.083930	-0.122090	-0.172490	-0.153270	-0.149710	-0.151850	-0.143430	-0.104730	-0.328840	-0.163560	-0.230320	-0.232030	-0.253490	-0.219090	-0.181150	-0.115130	-0.167510	-0.128460	-0.146990	-0.087640	-0.243800	-0.132760	-0.201580	-0.188780	-0.168710	-0.154110	-0.157030	-0.082180	-0.114890	-0.163630	-0.206700	-0.052920	-0.146680	-0.174300	-0.124690	-0.074330	-0.090470	-0.040110	-0.118760	-0.138650	-0.190490	-0.205560	-0.054510	-0.167400	-0.186340	-0.227480	-0.194060	-0.168670	-0.217770	-0.165080	-0.184560	-0.178530	-0.130020	-0.016640	-0.102710	-0.144750	-0.157990	-0.055020	-0.085540	-0.097500	-0.140310	-0.093810	-0.194120	-0.151980	-0.240800
-0.161490	-0.095200	-0.130350	-0.130350	-0.130350	-0.130350	-0.136210	-0.115140	-0.021820	0.026520	-0.019230	0.031490	0.036800	0.032180	-0.085880	-0.094400	-0.097530	-0.032960	0.071860	-0.007070	-0.095420	0.018460	0.006150	-0.022040	-0.021940	-0.052250	-0.085010	-0.082790	-0.015510	0.008140	0.033510	-0.005480	-0.031610	-0.079580	-0.000570	-0.114990	-0.004820	-0.069500	-0.070970	-0.049130	-0.144540	0.037350	-0.119290	-0.091630	0.017940	-0.025900	-0.005180	-0.087440	0.037650	-0.141380	-0.100020	-0.044010	-0.064810	-0.065280	-0.066880	-0.051400	-0.043260	-0.110250	-0.053520	0.012630	-0.022260	-0.035110	-0.051920	-0.181770	-0.198210	0.074100	-0.061320	-0.011030	0.011900	0.037620	-0.018310	-0.022730	-0.134450	-0.069160	-0.134140	-0.089580	-0.123610	0.008160	-0.108850	0.022590	-0.045900	-0.029020	-0.034560	-0.076430	-0.136370	-0.121880	-0.034720	-0.006300	-0.146990	0.003790	0.014500	-0.025230	-0.009780	-0.038410	-0.089390	-0.118700	-0.244770	-0.170680	-0.125410	-0.269940	-0.172490	-0.136810	-0.108280	-0.160130	-0.235320	-0.237950	-0.229710	-0.247340	-0.312800	-0.369810	-0.464500	-0.391460	-0.356020	-0.332270	-0.365600	-0.332310	-0.323880	-0.164600	-0.151820	-0.111100	-0.134850	-0.080550
-0.171760	-0.220170	-0.207950	-0.207950	-0.207950	-0.207950	-0.185770	-0.138010	-0.236000	-0.297620	-0.238170	-0.273600	-0.211500	-0.223870	-0.059730	-0.108750	-0.123020	-0.147070	-0.135100	-0.076030	-0.029940	-0.145360	-0.153500	-0.122150	-0.090220	-0.103210	-0.004190	-0.084270	-0.112190	-0.124940	-0.172100	-0.184900	-0.108890	-0.061750	-0.206450	-0.090440	-0.219300	-0.124600	-0.137160	-0.148520	-0.064380	-0.200100	-0.032260	-0.084640	-0.196390	-0.163510	-0.158690	-0.078930	-0.154910	-0.068570	-0.070360	-0.114810	-0.078010	-0.051740	-0.099990	-0.119680	-0.128160	-0.072840	-0.063650	-0.094690	-0.104550	-0.105590	-0.142890	0.049310	0.056930	-0.080090	-0.060300	-0.026680	-0.153990	-0.128510	-0.057260	-0.081900	-0.048600	-0.032740	0.034600	-0.044270	-0.097570	-0.130420	-0.084860	-0.187350	-0.084480	-0.130190	-0.187960	-0.109730	-0.080190	-0.061330	-0.217680	-0.114370	-0.083530	-0.240150	-0.231870	-0.159890	-0.177300	-0.145880	-0.068990	0.057120	0.044870	-0.076020	-0.133140	0.028950	-0.036300	-0.013030	-0.059770	-0.041320	-0.051870	-0.001940	-0.043550	-0.057710	-0.038630	-0.015100	0.040260	-0.012430	-0.028590	-0.041560	-0.065130	-0.064260	-0.061660	-0.056380	-0.133330	-0.063880	0.050540	-0.041490
-0.067520	-0.037990	-0.028700	-0.028700	-0.028700	-0.028700	-0.065980	-0.179500	-0.090760	-0.026960	-0.069260	-0.057000	-0.177180	-0.136790	-0.299300	-0.164080	-0.109550	-0.139690	-0.224240	-0.230890	-0.242700	-0.195100	-0.171760	-0.164630	-0.209790	-0.157310	-0.299460	-0.161700	-0.228220	-0.149170	-0.157470	-0.121900	-0.174880	-0.198360	-0.068610	-0.165600	-0.048400	-0.138640	-0.132950	-0.152610	-0.153600	-0.177840	-0.271650	-0.213410	-0.135550	-0.128790	-0.125070	-0.228230	-0.196820	-0.173470	-0.150030	-0.178830	-0.211680	-0.280890	-0.199460	-0.190440	-0.139050	-0.174830	-0.245930	-0.302100	-0.224490	-0.180870	-0.126740	-0.200440	-0.164140	-0.225950	-0.165670	-0.237120	-0.026730	-0.094890	-0.186400	-0.205870	-0.110300	-0.230640	-0.261670	-0.225110	-0.136130	-0.227760	-0.156070	-0.170820	-0.274960	-0.189480	-0.124440	-0.114530	-0.055290	-0.188640	-0.025220	-0.263670	-0.163910	-0.062160	-0.100800	-0.166730	-0.200700	-0.210670	-0.185530	-0.289210	-0.228460	-0.145960	-0.132710	-0.241980	-0.223950	-0.295330	-0.220830	-0.233920	-0.151820	-0.215460	-0.217420	-0.146690	-0.117030	-0.095610	-0.111900	-0.092890	-0.099100	-0.109380	-0.079680	-0.115110	-0.126130	-0.295250	-0.102560	-0.164010	-0.238500	-0.128180
-0.112830	-0.127180	-0.148620	-0.148620	-0.148620	-0.148620	-0.105300	0.045110	-0.026380	-0.077890	-0.080430	-0.070580	0.064220	-0.002240	0.097070	-0.051280	-0.152600	-0.045230	-0.052300	-0.134000	-0.154850	-0.034470	-0.144680	-0.113670	-0.111190	-0.028010	0.047910	-0.111910	0.035650	-0.004700	-0.012720	-0.076840	-0.066810	-0.049190	-0.137640	-0.027470	-0.100430	-0.043320	-0.051510	-0.062830	-0.111210	-0.024360	0.018050	0.002040	-0.064520	-0.098450	-0.075350	-0.068040	-0.059400	-0.072400	-0.059210	-0.036040	-0.069650	0.041130	0.055560	0.015180	-0.162290	-0.153860	-0.009140	0.069390	-0.030150	-0.078160	-0.217660	-0.127870	-0.154280	0.034660	-0.093800	-0.002320	-0.173420	-0.103710	-0.035070	-0.040920	-0.188630	-0.037990	-0.044610	0.030260	-0.059730	0.053090	-0.064450	0.020080	0.062750	-0.017390	-0.019590	-0.156640	-0.096310	0.052790	-0.190850	0.085230	-0.113740	-0.081390	-0.129960	-0.113260	-0.035540	-0.056430	-0.137280	-0.352970	-0.405930	-0.340940	-0.317010	-0.370540	-0.319660	-0.216240	-0.275550	-0.227520	-0.283970	-0.228550	-0.146550	-0.197340	-0.224830	-0.271430	-0.297330	-0.289720	-0.271930	-0.258180	-0.310980	-0.234470	-0.272490	-0.012880	-0.143600	-0.068640	0.041010	-0.095740
-0.119460	-0.113030	-0.090790	-0.090790	-0.090790	-0.090790	-0.131850	-0.274000	-0.219330	-0.196430	-0.159580	-0.183440	-0.276550	-0.196620	-0.227250	-0.134060	-0.072160	-0.154610	-0.129170	-0.084020	-0.047100	-0.165850	-0.109380	-0.056230	-0.014740	-0.127740	-0.141630	-0.026200	-0.179030	-0.084560	-0.072680	-0.174200	-0.144300	-0.130060	-0.120880	-0.252970	-0.235050	-0.197560	-0.248030	-0.225040	-0.117180	-0.213590	-0.195740	-0.275050	-0.218320	-0.114110	-0.065730	-0.102980	-0.114030	-0.167980	-0.150850	-0.167110	-0.093190	-0.163860	-0.195410	-0.183860	0.041390	0.000740	-0.052420	-0.198100	-0.080390	-0.056910	-0.023970	-0.131110	-0.089430	-0.104970	-0.025870	-0.105520	-0.004400	-0.012960	-0.051460	-0.111390	-0.040400	-0.040030	-0.075120	-0.216890	-0.124650	-0.227750	-0.120450	-0.231540	-0.199530	-0.156570	-0.242650	0.027690	0.051580	-0.203870	-0.066350	-0.244130	-0.046210	-0.224740	-0.110280	0.047700	0.173530	0.136060	0.144640	-0.098950	-0.190510	-0.316550	-0.329720	-0.195170	-0.191860	-0.259240	-0.265850	-0.322480	-0.354530	-0.393390	-0.503930	-0.515680	-0.551950	-0.517710	-0.475140	-0.512690	-0.531820	-0.533800	-0.472040	-0.532220	-0.478820	-0.461300	-0.335820	-0.260100	-0.102240	-0.172090
-0.109830	-0.114210	-0.125820	-0.125820	-0.125820	-0.125820	-0.099710	-0.003620	-0.036410	-0.029390	-0.084710	-0.089140	-0.062370	-0.070520	-0.115060	-0.125070	-0.145080	-0.054390	0.005680	0.044060	-0.094070	0.009330	-0.065310	-0.016200	0.006060	-0.018420	-0.048900	-0.081690	-0.032500	0.028520	-0.100000	-0.038010	-0.022090	-0.089940	-0.161240	-0.084040	0.064540	-0.089360	0.036260	-0.028510	-0.099550	0.001500	-0.072170	0.041060	0.040590	-0.101050	-0.133700	-0.113360	-0.099200	-0.092480	-0.007620	-0.066400	-0.168980	-0.108500	-0.022730	-0.106950	-0.221130	-0.121080	-0.115580	-0.016770	-0.099760	-0.026020	-0.150650	-0.025970	0.074060	0.035440	-0.105660	0.012390	0.040710	0.004070	-0.025240	-0.031000	-0.013180	-0.099880	-0.009510	0.008510	-0.081240	-0.122790	-0.034750	-0.022810	-0.122230	-0.072040	-0.061880	-0.218270	-0.065900	0.020400	-0.148630	-0.065670	-0.202960	-0.025590	-0.153900	-0.203630	-0.193840	-0.218590	-0.202060	-0.051130	-0.062030	-0.031220	-0.013850	-0.091230	-0.145920	-0.117530	-0.041140	-0.076650	-0.065580	-0.045960	-0.026020	0.022590	0.013190	-0.000330	-0.050060	-0.009120	0.003290	-0.000770	-0.031810	0.026430	-0.032130	-0.099720	0.042940	0.060110	0.106560	0.120020
