3.742480	3.895700	3.851400	3.794970	3.849950	3.818280	3.937060	4.026440	4.078650	4.090090	4.124110	4.097280	4.142860	3.991850	3.895810	3.927040	3.992480	3.828110	3.929850	3.919240	4.210410	4.279320	4.410270	4.391110	4.364480	4.505290	4.464890	4.370960	4.346080	4.201910	4.155580	4.134380	3.974700	3.941260	3.889660	3.900430	3.952290	3.974690	4.055580	4.067480	4.050140	3.974880	3.986540	3.953860	3.937950	3.970810	3.952480	3.881860	3.924730	3.885110	3.870530	3.919280	3.976580	3.939760
0.012210	-0.024600	-0.025760	-0.010830	-0.050800	-0.056930	-0.030500	-0.052430	-0.042610	-0.029730	-0.008990	-0.009720	-0.040440	0.034300	-0.040750	-0.012910	-0.024640	0.048660	-0.026890	-0.007600	-0.119610	-0.048460	-0.135430	-0.120090	-0.092620	-0.205310	-0.173290	-0.085110	-0.086090	-0.045770	-0.006420	-0.033490	-0.061290	-0.060550	-0.080160	-0.030700	-0.070160	-0.079250	-0.046550	-0.053290	-0.058390	-0.111140	-0.070060	-0.062530	-0.062920	-0.019550	-0.078470	-0.005670	-0.017090	-0.014970	-0.016080	-0.013250	-0.014210	-0.004700
-0.315540	-0.274290	-0.203920	-0.254460	-0.227790	-0.234340	-0.268560	-0.287410	-0.263770	-0.260870	-0.250780	-0.256960	-0.228130	-0.254360	-0.175730	-0.283630	-0.256580	-0.263080	-0.265530	-0.258760	-0.250170	-0.320530	-0.340000	-0.331230	-0.340430	-0.257680	-0.236260	-0.327760	-0.287940	-0.290570	-0.272690	-0.289050	-0.242500	-0.232200	-0.216870	-0.278010	-0.274240	-0.229670	-0.226960	-0.216450	-0.348730	-0.194650	-0.248080	-0.325720	-0.245060	-0.282420	-0.189810	-0.267430	-0.263910	-0.259440	-0.276790	-0.232440	-0.260270	-0.279260
-0.163850	-0.168260	-0.296280	-0.195040	-0.211780	-0.250940	-0.198410	-0.102110	-0.134350	-0.122430	-0.164140	-0.163200	-0.132610	-0.191360	-0.299500	-0.134940	-0.122750	-0.238380	-0.144050	-0.196680	-0.210430	-0.190370	-0.133520	-0.161710	-0.190970	-0.184820	-0.280880	-0.197180	-0.209090	-0.172790	-0.207800	-0.146190	-0.212640	-0.234580	-0.253310	-0.179350	-0.157150	-0.220270	-0.241440	-0.222700	-0.068310	-0.274580	-0.209060	-0.144240	-0.236390	-0.165730	-0.289600	-0.222180	-0.228070	-0.224160	-0.179510	-0.258910	-0.220900	-0.223950
-0.165950	-0.193540	-0.048920	-0.179940	-0.152750	-0.014880	-0.097280	-0.255750	-0.259850	-0.269540	-0.249670	-0.233590	-0.297960	-0.223140	-0.033720	-0.167180	-0.288710	-0.100040	-0.182030	-0.130880	0.024810	-0.093670	-0.127390	-0.149310	-0.101260	-0.147730	-0.006410	-0.067830	-0.111400	-0.173570	-0.138330	-0.212870	-0.107500	-0.082350	-0.014620	-0.126120	-0.148260	-0.077280	-0.091190	-0.138930	-0.175740	-0.011000	-0.085520	-0.091190	-0.039750	-0.154290	-0.049080	-0.091950	-0.075620	-0.107480	-0.145680	-0.065690	-0.118320	-0.074290
-0.092890	-0.079860	-0.155000	-0.052900	-0.032350	-0.181190	-0.149700	-0.069650	-0.058810	-0.028680	-0.004100	-0.055260	0.006040	0.008310	-0.167250	-0.181710	0.004160	-0.134550	-0.118840	-0.111710	-0.250410	-0.136670	-0.125700	-0.036700	-0.012630	-0.020740	-0.106060	-0.119370	-0.030680	-0.073310	-0.114010	-0.044150	-0.158370	-0.160840	-0.241650	-0.144660	-0.163110	-0.153610	-0.096350	-0.043330	-0.125360	-0.183010	-0.094980	-0.131670	-0.152800	-0.076420	-0.130070	-0.101620	-0.146990	-0.078360	-0.093560	-0.164140	-0.110420	-0.141670
-0.222440	-0.209440	-0.200050	-0.235610	-0.269500	-0.156190	-0.199600	-0.158050	-0.146850	-0.127680	-0.203530	-0.131280	-0.104780	-0.202320	-0.122440	0.022610	-0.134100	-0.095810	-0.070090	-0.159350	-0.162820	-0.231000	-0.217640	-0.316160	-0.430060	-0.325850	-0.360530	-0.267750	-0.338580	-0.247140	-0.239470	-0.292510	-0.199010	-0.218770	-0.112270	-0.202300	-0.156140	-0.226070	-0.262860	-0.276320	-0.242360	-0.257580	-0.308840	-0.248080	-0.188540	-0.192480	-0.256740	-0.224680	-0.120070	-0.247080	-0.207860	-0.168620	-0.207160	-0.197070
-0.166270	-0.152400	-0.103990	-0.125710	-0.054750	-0.073860	-0.075920	-0.190990	-0.215290	-0.216870	-0.150420	-0.240750	-0.221630	-0.147140	-0.023220	-0.267550	-0.210630	-0.222350	-0.185980	-0.115200	0.027120	-0.204010	-0.307190	-0.309850	-0.150930	-0.298960	-0.157240	-0.264800	-0.182040	-0.193020	-0.079050	-0.073260	-0.108480	-0.040060	-0.097020	-0.085760	-0.212300	0.001970	0.061960	0.025870	-0.094980	0.014730	0.064700	-0.057120	-0.130440	-0.153510	-0.027910	0.005930	-0.045250	-0.013470	-0.082420	-0.067670	-0.146470	-0.138830
-0.280500	-0.330260	-0.283820	-0.262850	-0.264410	-0.087900	-0.283810	-0.296170	-0.313280	-0.243110	-0.288380	-0.226590	-0.254310	-0.182420	-0.350850	-0.188880	-0.266320	-0.178250	-0.252910	-0.183510	-0.268930	-0.312240	-0.274310	-0.195890	-0.318410	-0.207080	-0.302780	-0.249400	-0.276460	-0.298190	-0.435880	-0.385280	-0.353780	-0.432110	-0.250130	-0.334850	-0.190750	-0.377190	-0.352570	-0.317950	-0.192400	-0.306780	-0.326980	-0.280830	-0.140680	-0.160980	-0.364680	-0.257480	-0.200090	-0.285010	-0.303580	-0.366130	-0.273910	-0.257370
-0.176710	-0.133480	-0.242540	-0.234710	-0.058700	-0.245580	-0.163120	-0.092550	-0.048590	-0.040770	-0.108700	-0.116090	0.049120	-0.142470	0.021120	-0.085010	0.046830	-0.115640	-0.013780	-0.206950	-0.020310	-0.128480	-0.058740	-0.127190	-0.112180	-0.100360	-0.097610	-0.055700	-0.055590	-0.169350	-0.136060	-0.169140	-0.188830	-0.076810	-0.139100	-0.177180	-0.373630	-0.103120	-0.045220	-0.063700	-0.372210	-0.202820	-0.117040	-0.077550	-0.214410	-0.180540	-0.102590	-0.060880	0.068070	0.016720	-0.066560	-0.009800	-0.135670	-0.091420
