1.792630	1.792630	1.793110	2.477750	2.942940	2.972860	3.053760	3.068690	3.072590	3.064380	3.023560	3.084170	3.053280	3.072380	3.055960	3.091170	3.085570	3.038020	3.078620	3.054690	3.030650	3.041390	3.066330	3.123800	3.118590	3.080630	3.190660	3.205140	3.032120	3.021580	3.062400	3.002550	3.090810	3.052710	3.011960	3.027330	3.065150	3.033470	3.088800	3.125420	3.077390	3.119120	3.126740	3.115050	3.113070	3.099550	3.025140	3.031920	3.072120	3.033860	3.045640	2.973540	3.022230	2.979250	2.999690	3.028810	3.021880	2.975540	2.955550	3.093880	3.587000	3.923770	3.762310	3.798530	3.773580	3.477940	3.454520	3.385960	3.369480	3.331110	3.230180	3.120030	3.072850	3.199020	3.063410	3.064180	3.046000	3.026410	3.024860	3.080270	3.052610	3.017400	3.117460	3.059700	3.018370	3.049980	3.118170	3.100140	3.057670	3.033320	3.134960	3.123260	3.093620	3.124800	3.096910	3.119450	3.106640	3.101490	3.141790	3.082860	3.159670	3.124300	3.096470	3.099150	3.082440	3.111190	3.184670
0.136580	0.136580	0.136110	0.066420	-0.032010	-0.065420	-0.119960	-0.123640	-0.057440	-0.143640	-0.053420	-0.112200	-0.095330	-0.104840	-0.116870	-0.095470	-0.142030	-0.091080	-0.099130	-0.127130	-0.095150	-0.054550	-0.074440	-0.126260	-0.108860	-0.116810	-0.146350	-0.180940	-0.132500	-0.090490	-0.096470	-0.076050	-0.113020	-0.114740	-0.080590	-0.107290	-0.120270	-0.068900	-0.126010	-0.180550	-0.109870	-0.112500	-0.116190	-0.097980	-0.118110	-0.090720	-0.074050	-0.092370	-0.098640	-0.109760	-0.097850	-0.084650	-0.111860	-0.079880	-0.088430	-0.071960	-0.065460	-0.029910	-0.053680	-0.142010	-0.119240	-0.228460	-0.147970	-0.123500	-0.103900	-0.026780	-0.028000	0.002480	-0.011620	-0.036150	-0.022600	-0.042750	-0.053300	-0.070670	-0.043840	-0.093690	-0.057860	-0.071390	-0.044310	-0.056290	-0.025760	-0.019620	-0.080050	-0.027800	-0.008370	-0.014880	-0.106080	-0.086770	-0.040180	-0.078970	-0.049600	-0.062470	-0.067950	-0.113320	-0.097320	-0.093530	-0.128290	-0.086630	-0.106230	-0.094550	-0.095220	-0.046320	-0.094780	-0.047140	-0.061070	-0.087910	-0.106370
-0.542650	-0.542650	-0.542760	-0.307780	-0.268150	-0.198040	-0.220930	-0.192310	-0.241140	-0.197050	-0.300970	-0.229260	-0.270120	-0.272710	-0.243420	-0.268180	-0.225020	-0.255690	-0.210770	-0.220520	-0.231280	-0.254170	-0.278830	-0.206050	-0.275240	-0.255750	-0.325160	-0.258010	-0.267340	-0.244080	-0.272890	-0.315740	-0.185860	-0.264010	-0.261830	-0.223430	-0.267960	-0.294460	-0.279500	-0.223890	-0.268150	-0.287820	-0.257970	-0.258350	-0.224030	-0.246950	-0.278990	-0.296000	-0.272390	-0.267210	-0.256120	-0.283910	-0.218140	-0.256830	-0.240130	-0.240170	-0.266700	-0.256430	-0.255430	-0.241860	-0.303300	-0.222920	-0.260950	-0.320370	-0.269480	-0.248320	-0.235800	-0.245260	-0.231460	-0.222280	-0.224510	-0.266720	-0.252940	-0.289580	-0.282430	-0.242390	-0.226760	-0.252090	-0.275430	-0.251000	-0.280500	-0.239880	-0.215510	-0.232680	-0.292260	-0.260150	-0.211830	-0.217340	-0.301770	-0.293290	-0.305330	-0.292190	-0.304120	-0.269800	-0.303720	-0.304720	-0.276770	-0.312670	-0.295130	-0.314060	-0.238490	-0.306640	-0.248060	-0.312720	-0.261860	-0.276040	-0.264020
0.123110	0.123110	0.124470	-0.133600	-0.099820	-0.220260	-0.130480	-0.174810	-0.150590	-0.181620	-0.057230	-0.121800	-0.075470	-0.066050	-0.121420	-0.075660	-0.121050	-0.105400	-0.173880	-0.142180	-0.135420	-0.125200	-0.073510	-0.135810	-0.053160	-0.086460	0.010270	-0.058340	-0.067480	-0.124750	-0.067220	-0.057010	-0.243460	-0.087080	-0.128140	-0.179950	-0.095270	-0.111470	-0.072160	-0.132130	-0.134300	-0.078830	-0.120300	-0.161580	-0.168980	-0.131880	-0.118130	-0.043210	-0.074620	-0.077440	-0.092660	-0.075260	-0.164440	-0.128890	-0.139100	-0.153780	-0.085910	-0.140720	-0.151460	-0.129360	-0.104260	-0.163900	-0.181090	-0.065950	-0.187570	-0.117610	-0.121530	-0.133850	-0.136360	-0.136020	-0.180140	-0.109040	-0.129910	-0.126420	-0.071200	-0.113110	-0.200660	-0.125520	-0.118410	-0.110170	-0.073590	-0.179450	-0.140630	-0.185310	-0.096380	-0.158160	-0.139480	-0.157120	-0.047910	-0.064490	-0.046460	-0.050220	-0.036250	-0.077340	-0.050130	-0.052030	-0.057530	-0.045220	-0.049290	-0.036050	-0.118150	-0.078480	-0.144730	-0.073630	-0.163150	-0.135390	-0.115410
-0.202860	-0.202860	-0.206600	-0.095950	-0.142360	-0.026130	-0.075020	-0.048470	-0.054660	0.002710	-0.137440	-0.098060	-0.104550	-0.134900	-0.060450	-0.122840	-0.089660	-0.099480	-0.049580	-0.070970	-0.082440	-0.103710	-0.125890	-0.113500	-0.142690	-0.117640	-0.096370	-0.072900	-0.106380	-0.078160	-0.126810	-0.086770	0.074370	-0.101760	-0.077300	-0.035150	-0.093110	-0.051890	-0.076660	-0.026200	-0.002380	-0.057010	-0.058790	0.013780	0.004010	-0.074650	-0.053060	-0.122580	-0.110390	-0.126500	-0.106900	-0.099620	-0.040490	-0.058410	-0.048180	-0.037090	-0.157520	-0.114290	-0.056640	-0.000190	-0.085380	-0.069870	-0.039040	-0.170560	-0.033260	-0.233710	-0.260330	-0.242200	-0.262000	-0.260500	-0.154710	-0.164310	-0.106550	-0.010880	-0.151260	-0.098110	-0.021210	-0.092400	-0.059730	-0.124960	-0.179310	-0.055000	-0.116830	-0.025640	-0.132880	-0.052740	-0.079580	-0.055370	-0.158110	-0.109750	-0.155490	-0.160030	-0.164940	-0.119350	-0.109500	-0.116120	-0.144260	-0.116640	-0.144610	-0.127330	-0.105430	-0.105310	-0.044650	-0.101320	-0.020330	-0.045600	-0.074400
-0.127090	-0.127090	-0.121060	-0.166460	-0.106440	-0.124440	-0.180750	-0.154490	-0.168330	-0.221240	-0.152240	-0.147100	-0.146460	-0.116240	-0.160530	-0.136870	-0.140330	-0.173980	-0.174150	-0.158660	-0.139010	-0.156390	-0.154460	-0.140770	-0.190680	-0.170050	-0.272250	-0.206930	-0.193610	-0.139370	-0.111110	-0.221090	-0.260900	-0.145970	-0.160020	-0.184230	-0.140880	-0.189060	-0.159650	-0.191180	-0.214460	-0.193420	-0.159930	-0.248250	-0.215790	-0.134130	-0.176980	-0.173170	-0.173960	-0.118110	-0.162730	-0.193770	-0.202220	-0.159820	-0.231840	-0.199380	-0.083620	-0.057450	-0.128500	-0.248700	-0.196400	-0.127350	-0.137400	-0.088940	-0.168520	-0.062020	-0.014240	-0.046760	-0.005540	-0.023920	-0.122270	-0.107640	-0.119060	-0.175210	-0.142050	-0.171770	-0.203780	-0.138000	-0.205420	-0.114260	-0.050700	-0.135030	-0.112220	-0.180880	-0.093540	-0.185840	-0.170620	-0.172480	-0.146510	-0.156810	-0.115650	-0.094000	-0.105700	-0.105100	-0.141620	-0.136000	-0.087250	-0.148790	-0.102630	-0.150090	-0.165210	-0.195060	-0.162000	-0.152540	-0.186570	-0.149360	-0.135790
-0.122920	-0.122920	-0.131580	-0.051260	-0.086770	-0.242450	-0.078780	-0.146160	-0.132820	-0.121840	-0.076980	-0.135440	-0.104470	-0.127570	-0.136530	-0.127190	-0.175060	-0.065750	-0.154400	-0.156650	-0.150270	-0.107750	-0.121740	-0.130130	-0.062160	-0.113450	-0.079060	-0.142720	-0.097690	-0.189410	-0.170850	-0.059160	-0.134100	-0.110380	-0.168010	-0.173680	-0.150110	-0.159590	-0.187910	-0.139730	-0.162620	-0.152510	-0.192650	-0.115630	-0.133140	-0.203310	-0.131940	-0.049460	-0.067210	-0.132720	-0.090240	-0.058880	-0.122980	-0.144390	-0.019380	-0.107920	-0.196020	-0.220670	-0.192210	-0.069550	-0.118060	-0.251990	-0.289830	-0.198090	-0.202550	-0.090570	-0.131660	-0.108830	-0.145150	-0.147850	-0.096840	-0.135710	-0.179250	-0.179060	-0.063770	-0.069120	-0.135210	-0.162100	-0.075610	-0.103680	-0.173240	-0.145180	-0.117550	-0.094860	-0.156210	-0.122050	-0.062160	-0.138590	-0.066960	-0.121630	-0.080180	-0.101720	-0.109020	-0.100460	-0.086800	-0.101550	-0.186570	-0.060700	-0.112760	-0.093650	-0.114920	-0.083050	-0.165170	-0.113200	-0.139900	-0.170590	-0.104450
-0.072600	-0.072600	-0.063190	-0.170540	-0.114800	0.092200	-0.121170	-0.038520	-0.020790	-0.030680	-0.169690	-0.083070	-0.082910	-0.132240	-0.078300	-0.088040	-0.048910	-0.222660	-0.062370	-0.073560	-0.034410	-0.133030	-0.071650	-0.124850	-0.189700	-0.142410	-0.059900	0.001310	-0.159370	-0.000420	-0.023190	-0.167100	-0.004400	-0.163430	-0.122310	-0.085240	-0.138490	-0.110780	-0.029600	-0.125480	0.017300	-0.049600	0.016670	-0.089050	-0.025150	0.010650	-0.076980	-0.146260	-0.186810	-0.130790	-0.140650	-0.163600	-0.094430	-0.041270	-0.185130	-0.058800	-0.012170	-0.042850	0.008540	-0.070110	-0.289100	-0.209260	-0.124690	-0.303030	-0.212980	-0.284660	-0.251890	-0.249750	-0.243400	-0.239190	-0.269840	-0.192130	-0.024240	-0.015520	-0.187020	-0.156740	-0.093940	-0.074190	-0.096860	-0.114320	-0.030700	-0.066590	-0.081150	-0.023780	-0.100860	-0.034360	-0.099080	0.042410	-0.153450	-0.072170	-0.166000	-0.110990	-0.146790	-0.164690	-0.161080	-0.150700	-0.088020	-0.232840	-0.193670	-0.170890	-0.082460	-0.140740	-0.062870	-0.090280	-0.081000	-0.093140	-0.166680
-0.160190	-0.160190	-0.169230	-0.165450	-0.179500	-0.347490	-0.188730	-0.188730	-0.277220	-0.256480	-0.137100	-0.221100	-0.122740	-0.115630	-0.175390	-0.207840	-0.243020	-0.077210	-0.264340	-0.264600	-0.205110	-0.195590	-0.274240	-0.221370	-0.179390	-0.187450	-0.277360	-0.303300	-0.150690	-0.259370	-0.216270	-0.168550	-0.327810	-0.106240	-0.162450	-0.207220	-0.085080	-0.159800	-0.179550	-0.121410	-0.223270	-0.174750	-0.198600	-0.187590	-0.182390	-0.252230	-0.146660	-0.090040	-0.073930	-0.122510	-0.133060	-0.136100	-0.237570	-0.226150	-0.148010	-0.294380	-0.326420	-0.178250	-0.226100	-0.155660	-0.156410	-0.258330	-0.339120	-0.164960	-0.260060	-0.280630	-0.268570	-0.323350	-0.316350	-0.317290	-0.218470	-0.233700	-0.294020	-0.135200	-0.120140	-0.102720	-0.240260	-0.175400	-0.212810	-0.119900	-0.200270	-0.142370	-0.199040	-0.220600	-0.098540	-0.291880	-0.182920	-0.341210	-0.149580	-0.222410	-0.110330	-0.131820	-0.129990	-0.104390	-0.095310	-0.153160	-0.193390	-0.015560	-0.103440	-0.089770	-0.281680	-0.294510	-0.209350	-0.227520	-0.178320	-0.179060	-0.120370
-0.096750	-0.096750	-0.091790	-0.112020	-0.008100	-0.009150	-0.075100	-0.089890	-0.019370	-0.036980	-0.141690	-0.074320	-0.089080	-0.115030	-0.059590	-0.066700	-0.052250	-0.201020	-0.128660	-0.049410	-0.083830	-0.148010	-0.054960	-0.101280	-0.204580	-0.188530	-0.130520	-0.047460	-0.195670	-0.109950	-0.048990	-0.111140	0.004430	-0.083390	-0.218810	-0.166310	-0.156000	-0.193210	-0.168300	-0.097220	-0.000950	-0.132280	-0.069460	-0.071150	-0.088620	-0.065800	-0.083140	-0.084770	-0.178730	-0.089270	-0.142840	-0.133610	-0.110400	-0.040180	-0.072600	0.009480	-0.003220	-0.094900	-0.089850	-0.050040	-0.181500	-0.068590	-0.071730	-0.122800	-0.070970	-0.038000	-0.019330	0.001070	-0.030350	-0.069710	-0.207830	-0.149620	-0.032810	-0.056610	-0.165030	-0.160920	-0.155110	-0.176630	-0.058080	-0.109310	-0.061750	-0.157680	-0.018620	-0.024650	-0.238120	-0.062060	0.000250	0.025050	-0.141020	-0.057000	-0.091180	-0.042020	-0.098990	-0.007180	-0.055130	-0.049890	-0.051180	-0.177110	-0.078290	-0.124060	-0.027680	-0.020200	-0.116510	-0.003360	-0.109700	-0.066810	-0.006100
