1.511000	1.540180	1.623560	1.600070	1.621090	1.592050	1.606420	1.589860	1.651670	1.820930	1.963960	2.576160	2.935270	3.109320	3.138040	3.083150	3.079490	3.131540	3.137060	3.157340	3.093940	3.042710	3.006100	2.946770	2.936220	2.898420	2.882030	2.823070	2.804750	2.860510	2.645180	2.622580	2.493660	2.636700	2.454370	2.412700	2.410730	2.381520	2.409860	2.424430	2.416940	2.431130	2.355120	2.333290	2.379430	2.336700	2.321060	2.315160	2.356400	2.407600	2.292350	2.323940	2.304580	2.287890	2.324780	2.298470	2.354440	2.369990	2.372730	2.317350	2.345000	2.346070	2.327000	2.336840	2.290130
0.097720	0.069100	-0.008640	0.014060	-0.007750	0.019230	0.012240	0.031640	0.003800	-0.069810	-0.075830	-0.108840	-0.055840	-0.099040	-0.120030	-0.075320	-0.113980	-0.116980	-0.107920	-0.141750	-0.093470	-0.077310	-0.036280	-0.047130	-0.040020	-0.044430	-0.048910	-0.048450	-0.026770	-0.114130	-0.005400	-0.015340	0.013410	-0.077300	-0.011260	0.000330	0.000030	0.008380	-0.065680	-0.063050	-0.059450	-0.048820	-0.040160	-0.029080	-0.019790	-0.065010	-0.076330	-0.048820	-0.062940	-0.032610	-0.053970	-0.062340	-0.069750	-0.076610	-0.082670	-0.050380	-0.075170	-0.112270	-0.104670	-0.040820	-0.045480	-0.057540	-0.059540	-0.064660	-0.031510
-0.429950	-0.386400	-0.291220	-0.319770	-0.281040	-0.315970	-0.317860	-0.308360	-0.288160	-0.222110	-0.211220	-0.247110	-0.238090	-0.244680	-0.190080	-0.240640	-0.234620	-0.200460	-0.199090	-0.164120	-0.202310	-0.217060	-0.247930	-0.201230	-0.210920	-0.184450	-0.163460	-0.166010	-0.222150	-0.120310	-0.191060	-0.179460	-0.196160	-0.126770	-0.170870	-0.186480	-0.183540	-0.208950	-0.149680	-0.156870	-0.145020	-0.168740	-0.192160	-0.200870	-0.219300	-0.184580	-0.225710	-0.208440	-0.231710	-0.233190	-0.232690	-0.240850	-0.232830	-0.207780	-0.174750	-0.221430	-0.206470	-0.187530	-0.205490	-0.226980	-0.204070	-0.213710	-0.230330	-0.232700	-0.229820
0.081120	0.024290	-0.058670	-0.032090	-0.079810	-0.052550	-0.033190	-0.087900	-0.085330	-0.093460	-0.137460	-0.056480	-0.119950	-0.145170	-0.205130	-0.176340	-0.128910	-0.142270	-0.136630	-0.140760	-0.131290	-0.107210	-0.062610	-0.130960	-0.084070	-0.106840	-0.112110	-0.120810	-0.045940	-0.152260	-0.154330	-0.149600	-0.162590	-0.186180	-0.157960	-0.164170	-0.183020	-0.135450	-0.184460	-0.160370	-0.189410	-0.177370	-0.144690	-0.152290	-0.137520	-0.179520	-0.069960	-0.135940	-0.068460	-0.143210	-0.112160	-0.094660	-0.076920	-0.158950	-0.174700	-0.115600	-0.108420	-0.138660	-0.100160	-0.129120	-0.134320	-0.117170	-0.092780	-0.068310	-0.131380
-0.151150	-0.077710	-0.030780	-0.049500	-0.007410	-0.015840	-0.049090	0.027440	0.001260	-0.064870	0.006760	-0.075790	-0.149180	-0.045970	0.001450	-0.005450	-0.055770	-0.098630	-0.098010	-0.116450	-0.094930	-0.124320	-0.210540	-0.147720	-0.244610	-0.245100	-0.273380	-0.235910	-0.297360	-0.196240	-0.135240	-0.149000	-0.167750	-0.183950	-0.186210	-0.196020	-0.170700	-0.186250	-0.129730	-0.129350	-0.095480	-0.102280	-0.118220	-0.093950	-0.025330	0.020540	-0.108760	-0.038000	-0.111210	0.013420	-0.038750	-0.062390	-0.087960	0.029080	0.014350	-0.053060	-0.071320	0.013940	-0.054510	-0.007150	-0.037490	-0.036840	-0.068570	-0.107830	-0.015120
-0.115810	-0.203110	-0.208300	-0.197010	-0.212770	-0.231840	-0.200400	-0.253290	-0.210970	-0.116160	-0.181610	-0.089870	-0.032950	-0.087890	-0.139080	-0.124490	-0.093290	-0.078240	-0.079140	-0.072990	-0.095090	-0.113950	-0.040070	-0.079390	-0.008940	0.011880	-0.006050	-0.023080	0.018620	-0.044990	-0.065900	-0.059160	-0.009510	-0.050410	-0.011180	0.015430	-0.023940	-0.008330	-0.048810	-0.032050	-0.063820	-0.053000	-0.036940	-0.036800	-0.132880	-0.204200	-0.102490	-0.139500	-0.111310	-0.128530	-0.112130	-0.125950	-0.098230	-0.188210	-0.142490	-0.087550	-0.088480	-0.208650	-0.100410	-0.155480	-0.127780	-0.139730	-0.121650	-0.080660	-0.138070
-0.100120	0.000000	-0.038110	-0.040840	-0.052520	-0.020570	-0.031930	-0.034100	-0.063620	-0.124440	-0.114580	-0.223430	-0.240440	-0.259150	-0.218640	-0.282950	-0.246030	-0.216700	-0.213980	-0.184460	-0.173430	-0.106650	-0.143920	-0.117810	-0.122740	-0.130160	-0.075010	-0.073610	-0.101020	-0.115600	-0.125610	-0.115730	-0.186500	-0.130340	-0.152380	-0.192270	-0.168950	-0.164480	-0.163230	-0.209840	-0.175260	-0.207850	-0.227300	-0.262370	-0.111840	-0.067840	-0.117960	-0.107450	-0.107400	-0.134440	-0.153560	-0.112300	-0.109530	-0.039250	-0.124600	-0.182930	-0.180110	-0.072570	-0.180830	-0.114090	-0.143410	-0.120770	-0.109350	-0.102450	-0.138990
-0.055060	-0.155120	-0.088130	-0.092660	-0.062800	-0.090410	-0.104710	-0.037490	-0.043430	-0.036850	-0.020290	-0.025850	-0.154310	-0.178240	-0.185390	-0.086360	-0.165480	-0.208360	-0.120880	-0.157560	-0.139050	-0.223000	-0.197130	-0.196690	-0.233210	-0.240670	-0.261800	-0.252220	-0.243640	-0.166330	-0.155800	-0.144310	-0.161210	-0.149700	-0.164090	-0.174850	-0.185200	-0.172270	-0.163420	-0.061990	-0.090340	-0.070120	-0.053480	0.015680	-0.086220	-0.128640	-0.115280	-0.103350	-0.132620	-0.003850	-0.057260	-0.102800	-0.132880	-0.150650	-0.047620	-0.010720	-0.013250	-0.092590	0.011780	-0.045390	-0.018080	-0.014250	-0.087260	-0.114740	0.020360
-0.142910	-0.052600	-0.140370	-0.124270	-0.139700	-0.145820	-0.108670	-0.185800	-0.167060	-0.095890	-0.212080	-0.149740	-0.264190	-0.165360	-0.161400	-0.237710	-0.143890	-0.114180	-0.300460	-0.263270	-0.295360	-0.244680	-0.288620	-0.325610	-0.287510	-0.272500	-0.323460	-0.321770	-0.297510	-0.386040	-0.293100	-0.357440	-0.279280	-0.440330	-0.313910	-0.294570	-0.328760	-0.283620	-0.270660	-0.288400	-0.272160	-0.297560	-0.259440	-0.330610	-0.028880	-0.134850	-0.112490	-0.128660	-0.174930	-0.103470	-0.061170	-0.072770	-0.010370	-0.007220	-0.057720	-0.109540	-0.187380	-0.112090	-0.141990	-0.118990	-0.178840	-0.160770	-0.070970	-0.046970	-0.156160
-0.069590	-0.126630	-0.044500	-0.067070	-0.077020	-0.040460	-0.077250	-0.012460	-0.030450	-0.101690	0.011070	-0.159460	-0.127470	-0.150830	-0.171410	-0.161370	-0.144880	-0.221890	-0.056010	-0.058510	-0.045960	-0.060570	-0.029410	0.015680	-0.024290	-0.014940	0.001170	0.031060	-0.041320	0.014370	-0.053710	0.008160	-0.083090	0.003740	-0.045970	-0.115530	-0.053470	-0.062700	-0.101550	-0.077940	-0.079910	-0.099240	-0.120020	-0.035760	-0.186320	-0.089420	-0.111120	-0.109830	-0.092170	0.021680	-0.161890	-0.089640	-0.150830	-0.079320	-0.119050	-0.103630	-0.059860	-0.118890	-0.103480	-0.095940	-0.108170	-0.049010	-0.122630	-0.070930	-0.030750
