1.833380	1.833380	1.833380	1.833380	1.833380	1.833380	1.976560	2.075220	2.097300	2.065510	2.126510	2.100980	2.116570	2.095660	2.110940	2.075020	2.068070	2.073370	2.099670	2.054550	2.130910	2.063790	2.093330	2.079680	2.048610	2.071800	2.087490	2.100700	2.078500	2.118050	2.091090	2.109840	2.108730	2.092420	2.100270	2.060740	2.135820	2.087520	2.142980	2.132200	3.213320	3.491750	3.562070	3.624410	3.605780	3.571430	3.495780	3.401690	3.258110	3.233450	3.116820	3.095070	3.097710	3.074440	3.050700	3.033240	2.929030	3.029320	3.060770	2.794930	2.419760	2.229730	2.134380	2.090760	2.109740	2.081590	2.064660	2.105400	2.101060	2.118970	2.034960	2.085000	2.066850	2.052690	1.965400	2.038850	2.049480	2.083880	2.041800	2.086680	2.113030	2.034570	2.034560	2.026000	2.002200	2.062420	2.000480	2.016170	2.042220	2.067520	2.081660	2.039170	2.048620	2.023320	2.085280	2.072250	2.037030	2.088500	2.049130	1.961760	1.833690	1.836460	1.840410	1.968030	2.047720	2.078850	1.995580	1.868680	2.029630	1.977610	2.061690	2.022630	2.016840	1.878250	2.051590	2.000280	1.846700	1.953210	1.833370	1.991550
0.173430	0.173430	0.173430	0.173430	0.173430	0.173430	0.056700	-0.026380	-0.044780	-0.013050	-0.067650	-0.039150	-0.051670	-0.031030	-0.048840	-0.019680	-0.013450	-0.024350	-0.032950	-0.003870	-0.064810	-0.009750	-0.031350	-0.021370	-0.001280	-0.022620	-0.035850	-0.048540	-0.029740	-0.057670	-0.028600	-0.049990	-0.048570	-0.027810	-0.036580	-0.016560	-0.076380	-0.024350	-0.059410	-0.032500	0.044410	-0.019780	-0.059380	-0.092270	-0.082150	-0.087180	-0.030620	-0.001970	-0.014420	-0.030010	-0.026110	-0.032780	-0.044310	-0.049140	-0.034460	-0.026540	0.027120	-0.042870	-0.051760	-0.049180	-0.026480	-0.048470	0.008550	-0.005530	-0.038540	-0.019900	-0.014690	-0.046420	-0.043540	-0.054390	-0.000050	-0.028250	-0.020780	-0.018020	0.053090	-0.008720	-0.006410	-0.037750	-0.009440	-0.038580	-0.053800	0.013370	-0.004300	0.002070	0.030970	-0.024660	0.019480	0.010610	-0.006130	-0.025450	-0.032510	-0.012640	-0.020390	0.005040	-0.038650	-0.031720	0.004050	-0.046500	-0.005690	0.051770	0.173150	0.173880	0.167980	0.043620	-0.004980	-0.034240	0.031140	0.148480	0.002900	0.039470	-0.022580	0.010630	0.003050	0.132450	-0.016070	0.030730	0.160560	0.067480	0.173530	0.044740
-0.507400	-0.507400	-0.507400	-0.507400	-0.507400	-0.507400	-0.390440	-0.308500	-0.268180	-0.300450	-0.225380	-0.272240	-0.259330	-0.273600	-0.260930	-0.297270	-0.301660	-0.284730	-0.294630	-0.288230	-0.253550	-0.309540	-0.278950	-0.293050	-0.307020	-0.273470	-0.269820	-0.253460	-0.275720	-0.248010	-0.294160	-0.245560	-0.266080	-0.279460	-0.283840	-0.273440	-0.227660	-0.259470	-0.225520	-0.240980	-0.244170	-0.224990	-0.167110	-0.123650	-0.109040	-0.129270	-0.191100	-0.199100	-0.111640	-0.115630	-0.058840	-0.037430	-0.037320	-0.035650	-0.054810	-0.076950	-0.157600	-0.120210	-0.148610	-0.162850	-0.218500	-0.151270	-0.282850	-0.278020	-0.242550	-0.299450	-0.287300	-0.254860	-0.276770	-0.257800	-0.302700	-0.304390	-0.299300	-0.276870	-0.350350	-0.303220	-0.309240	-0.289260	-0.288310	-0.282270	-0.267790	-0.336320	-0.279260	-0.302460	-0.360660	-0.281700	-0.307320	-0.310010	-0.293890	-0.278330	-0.284420	-0.275090	-0.277520	-0.305440	-0.267950	-0.278480	-0.323080	-0.255520	-0.307730	-0.343180	-0.507060	-0.506620	-0.499490	-0.327330	-0.314960	-0.267590	-0.340580	-0.484700	-0.320750	-0.333000	-0.293600	-0.330530	-0.284800	-0.452330	-0.290900	-0.344150	-0.488120	-0.377150	-0.507690	-0.390390
0.159930	0.159930	0.159930	0.159930	0.159930	0.159930	0.070760	0.026880	-0.040770	-0.008360	-0.089960	-0.030740	-0.026470	-0.035110	-0.040490	-0.008650	-0.003280	-0.024510	0.017600	-0.063490	-0.028320	0.003620	-0.020340	-0.012080	-0.006550	-0.050920	-0.042330	-0.049680	-0.031910	-0.047530	-0.002050	-0.072990	-0.030620	-0.034620	-0.002380	-0.075190	-0.060680	-0.087050	-0.096840	-0.092190	-0.142520	-0.132230	-0.163380	-0.176440	-0.184020	-0.113800	-0.072520	-0.093090	-0.169620	-0.172050	-0.258770	-0.293570	-0.276460	-0.277600	-0.272940	-0.247600	-0.159730	-0.157470	-0.113950	-0.104450	-0.058260	-0.184310	-0.029900	-0.056910	-0.086900	-0.006660	-0.038160	-0.063580	-0.014100	-0.036700	-0.028420	0.026390	0.003920	-0.048480	-0.000620	-0.009550	-0.008970	0.008350	-0.049550	-0.015870	-0.013070	0.034370	-0.074780	-0.023910	0.054460	-0.023740	-0.043800	-0.013840	-0.027880	-0.036010	-0.007680	-0.074650	-0.044120	-0.014660	-0.030860	-0.022940	0.013850	-0.042400	-0.019160	-0.018120	0.159610	0.158640	0.150390	-0.040800	0.009530	-0.041470	0.024570	0.146540	0.019700	-0.018240	-0.010430	0.022910	-0.069580	0.100570	-0.032070	0.021170	0.136810	0.037080	0.160390	0.098780
-0.166810	-0.166810	-0.166810	-0.166810	-0.166810	-0.166810	-0.095540	-0.091260	-0.010840	-0.045200	0.027020	-0.032660	-0.063930	-0.025370	-0.034780	-0.038220	-0.050200	-0.031260	-0.096080	0.053330	-0.046280	-0.048500	-0.042930	-0.037860	-0.051740	0.002470	-0.013850	-0.019230	-0.029430	-0.031160	-0.051650	0.018160	-0.035580	-0.015520	-0.072670	0.053740	-0.029230	0.053180	0.030700	0.011220	-0.119350	-0.101070	-0.096180	-0.123940	-0.139150	-0.249010	-0.274170	-0.281440	-0.295560	-0.312740	-0.188980	-0.151430	-0.179190	-0.179070	-0.182090	-0.212690	-0.295380	-0.320460	-0.323540	-0.310130	-0.216240	-0.000290	-0.070030	0.011290	0.033860	-0.042240	-0.002640	0.016950	-0.049370	-0.035820	-0.001500	-0.094140	-0.069150	-0.006010	-0.026110	-0.040120	-0.019220	-0.077240	0.024380	-0.038770	-0.066780	-0.084180	0.056220	-0.024270	-0.095220	-0.046870	0.016390	-0.041430	-0.026380	-0.012230	-0.065090	0.053780	-0.005910	-0.050410	-0.051500	-0.040770	-0.062520	-0.040900	-0.001800	0.002430	-0.166570	-0.165930	-0.155770	0.030710	-0.054880	-0.028170	-0.091470	-0.157690	-0.080560	-0.004680	-0.037690	-0.070900	0.043040	-0.105340	-0.003200	-0.058980	-0.140240	-0.059400	-0.167210	-0.146490
-0.090850	-0.090850	-0.090850	-0.090850	-0.090850	-0.090850	-0.137110	-0.118800	-0.189300	-0.175600	-0.208580	-0.171680	-0.109080	-0.178450	-0.135570	-0.190970	-0.174270	-0.184480	-0.116890	-0.278920	-0.173140	-0.182020	-0.172810	-0.192220	-0.142130	-0.202890	-0.179890	-0.174730	-0.163350	-0.152060	-0.175230	-0.212370	-0.166140	-0.199760	-0.121700	-0.267640	-0.137600	-0.249600	-0.203060	-0.156060	-0.061540	-0.070780	-0.064890	-0.056280	-0.059880	-0.010680	0.004950	0.042010	0.087710	0.076330	0.027960	0.007130	0.021180	0.020080	0.013200	0.025830	0.077620	0.066160	0.013620	0.002090	-0.052480	-0.103950	-0.140140	-0.223030	-0.238520	-0.178750	-0.213500	-0.234670	-0.171260	-0.134540	-0.229650	-0.131530	-0.142310	-0.175920	-0.183630	-0.177740	-0.221180	-0.145670	-0.249480	-0.177560	-0.119070	-0.145370	-0.285330	-0.178730	-0.144410	-0.133260	-0.235780	-0.154500	-0.173160	-0.198270	-0.137860	-0.281620	-0.195450	-0.126740	-0.118490	-0.172440	-0.144710	-0.135800	-0.239660	-0.229790	-0.090980	-0.090760	-0.101740	-0.263670	-0.180640	-0.148480	-0.091590	-0.096890	-0.138200	-0.216840	-0.197440	-0.157870	-0.260050	-0.150410	-0.211070	-0.166570	-0.118200	-0.176400	-0.090670	-0.094620
-0.086680	-0.086680	-0.086680	-0.086680	-0.086680	-0.086680	-0.089470	-0.101690	-0.037830	-0.023740	-0.059450	-0.055970	-0.136190	-0.039760	-0.121540	-0.016260	-0.033740	-0.030850	-0.079330	0.037420	-0.033640	-0.027340	-0.029340	-0.002900	-0.106200	-0.038860	-0.060710	-0.062150	-0.079940	-0.096710	-0.025040	-0.038250	-0.058170	-0.024000	-0.110250	0.017980	-0.121670	-0.005240	-0.064240	-0.118730	-0.143170	-0.154760	-0.171910	-0.153420	-0.119290	-0.084170	-0.071490	-0.094800	-0.093320	-0.088850	-0.112090	-0.116110	-0.113520	-0.118230	-0.113790	-0.112800	-0.125980	-0.084410	-0.054750	-0.063620	-0.086220	-0.196520	-0.075030	-0.007530	0.003430	-0.025690	-0.003870	0.006010	-0.022960	-0.113400	0.010270	-0.052800	-0.063240	-0.078420	-0.051420	-0.039030	0.015370	-0.043350	0.021220	-0.028440	-0.115700	-0.042790	0.052340	-0.068670	-0.038990	-0.123850	0.007760	-0.077260	-0.065950	-0.027140	-0.065220	0.049460	-0.033310	-0.127150	-0.127380	-0.035590	-0.089940	-0.107290	0.027230	0.002650	-0.086710	-0.086160	-0.075090	0.041370	-0.003190	-0.102730	-0.158310	-0.087940	-0.054650	-0.008460	0.007900	-0.038360	0.033970	-0.029010	-0.024160	-0.038260	-0.058360	-0.025500	-0.086650	-0.089080
-0.036240	-0.036240	-0.036240	-0.036240	-0.036240	-0.036240	0.029270	0.027860	-0.056410	-0.092170	0.012280	-0.044470	0.052300	-0.061940	0.046050	-0.079490	-0.056390	-0.066120	-0.044040	-0.089720	-0.067040	-0.062890	-0.077010	-0.109950	0.038050	-0.033480	-0.014590	-0.015670	0.004860	0.028120	-0.079790	-0.022100	-0.032860	-0.046270	0.035050	-0.066340	0.049510	-0.029830	0.036430	0.041070	-0.181160	-0.194260	-0.103170	-0.097820	-0.090000	-0.184580	-0.250270	-0.299020	-0.283560	-0.305230	-0.176170	-0.143620	-0.163250	-0.158980	-0.171590	-0.206430	-0.254730	-0.307160	-0.285830	-0.269410	-0.188550	0.048380	-0.052200	-0.062940	-0.067950	-0.072910	-0.083090	-0.063180	-0.089140	0.038600	-0.072900	-0.066140	-0.044370	0.023960	-0.018730	-0.043390	-0.090840	-0.067690	-0.074650	-0.070180	0.050330	-0.064620	-0.102650	0.022730	-0.076700	0.070710	-0.078860	0.000670	-0.008170	-0.037400	-0.043010	-0.097020	-0.044980	0.055990	0.047440	-0.068420	0.032990	0.038820	-0.099610	-0.068480	-0.036090	-0.035460	-0.046530	-0.108810	-0.113790	0.045340	0.089700	-0.021270	-0.062670	-0.061570	-0.108670	-0.064980	-0.107810	-0.083750	-0.032280	-0.057100	-0.061250	-0.067310	-0.036340	-0.023270
-0.124040	-0.124040	-0.124040	-0.124040	-0.124040	-0.124040	-0.222920	-0.201310	-0.094450	-0.071120	-0.205560	-0.120000	-0.197220	-0.072680	-0.179130	-0.099770	-0.126960	-0.113340	-0.090770	-0.106480	-0.111750	-0.121080	-0.071220	-0.052760	-0.202230	-0.133570	-0.144440	-0.146250	-0.167310	-0.208180	-0.088010	-0.160310	-0.132920	-0.126650	-0.200140	-0.138070	-0.199450	-0.127290	-0.205590	-0.204550	-0.307690	-0.235350	-0.378110	-0.427960	-0.501270	-0.419120	-0.335580	-0.283560	-0.369530	-0.391110	-0.469270	-0.510930	-0.490970	-0.494780	-0.501520	-0.462700	-0.386610	-0.401880	-0.443130	-0.435930	-0.350580	-0.268500	-0.210150	-0.144940	-0.125000	-0.089870	-0.065100	-0.140580	-0.081090	-0.154480	-0.141480	-0.084890	-0.114420	-0.188970	-0.160640	-0.148100	-0.104180	-0.094510	-0.132370	-0.096800	-0.206480	-0.088960	-0.121810	-0.236660	-0.085360	-0.247630	-0.122410	-0.167800	-0.173110	-0.141270	-0.101350	-0.141220	-0.120940	-0.215280	-0.195510	-0.098450	-0.218790	-0.215370	-0.107580	-0.144640	-0.124260	-0.123620	-0.115030	-0.105550	-0.045370	-0.205400	-0.260460	-0.141350	-0.087610	-0.132310	-0.073710	-0.106770	-0.087420	-0.086740	-0.158390	-0.110680	-0.103110	-0.108660	-0.123910	-0.141080
-0.060450	-0.060450	-0.060450	-0.060450	-0.060450	-0.060450	0.037870	0.014460	-0.089420	-0.103550	0.013740	-0.077590	-0.032520	-0.135330	-0.043800	-0.081110	-0.046920	-0.070980	-0.115400	-0.076430	-0.070010	-0.066440	-0.118320	-0.126120	-0.026590	-0.083110	-0.066950	-0.062790	-0.058680	0.009180	-0.083120	-0.034200	-0.045820	-0.043180	-0.005150	-0.038120	-0.033990	-0.051690	0.034560	-0.029790	-0.070880	-0.085660	-0.022690	0.006020	0.070200	0.041110	0.018780	-0.003280	0.054320	0.050540	0.081460	0.095360	0.085850	0.078670	0.083210	0.059390	-0.004640	0.041060	0.038080	0.026590	-0.042790	-0.111390	-0.035070	-0.044040	-0.050340	-0.070710	-0.116700	-0.004710	-0.077810	-0.058840	-0.006230	-0.090470	-0.057000	-0.011620	-0.023500	-0.015150	-0.049580	-0.076040	-0.021090	-0.072640	0.011280	-0.088470	-0.027810	0.064510	-0.085970	0.041290	-0.039150	-0.024090	-0.027940	-0.039810	-0.069740	0.013630	-0.070490	-0.004110	-0.008160	-0.085340	0.032940	0.030900	-0.038810	-0.005050	-0.060230	-0.059370	-0.063600	-0.038830	-0.119740	0.011250	0.050220	-0.044500	-0.096790	-0.033670	-0.075750	-0.064290	-0.068320	-0.074820	-0.018980	-0.060820	-0.069490	-0.062990	-0.060560	-0.042300
