4.045020	4.074290	4.051700	3.958740	4.132410	4.172930	4.287230	4.361060	4.366880	4.343630	4.215340	4.153800	4.057470	4.212180	4.141280	4.178150	4.327240	4.285050	4.318630	4.338100	4.239510	4.268470	4.319010	4.153680	4.182720	4.125820	4.144760	4.135620	4.114410	4.056000	4.036900	4.063780	3.989680
-0.057610	0.003860	-0.047650	-0.037470	-0.038310	-0.077600	-0.063510	-0.140220	-0.102170	-0.176380	-0.096200	-0.025430	0.013080	-0.059720	-0.059160	0.000000	-0.057220	-0.066500	-0.086030	-0.065770	-0.008380	-0.074480	-0.077050	-0.030480	0.005800	-0.006050	-0.074160	-0.020750	-0.062250	0.015970	0.061750	0.032510	0.026410
-0.209220	-0.278840	-0.313620	-0.267920	-0.242080	-0.320010	-0.305350	-0.363250	-0.299720	-0.292070	-0.293820	-0.254260	-0.339770	-0.254880	-0.331750	-0.319810	-0.236120	-0.330190	-0.266800	-0.257190	-0.347670	-0.311080	-0.283870	-0.255900	-0.295630	-0.324450	-0.251840	-0.234940	-0.238150	-0.277530	-0.295550	-0.307110	-0.341750
-0.265120	-0.229180	-0.129710	-0.237350	-0.236980	-0.142290	-0.123800	-0.049140	-0.161700	-0.151670	-0.251650	-0.300350	-0.183710	-0.303060	-0.110860	-0.223550	-0.325100	-0.170480	-0.258540	-0.279870	-0.144410	-0.108370	-0.192390	-0.258830	-0.202910	-0.153780	-0.226410	-0.270670	-0.228340	-0.237430	-0.246780	-0.205170	-0.159900
-0.089470	-0.063960	-0.161760	-0.064580	-0.099090	-0.096740	-0.154820	-0.149270	-0.109540	-0.072200	0.021030	0.047230	-0.074600	-0.001810	-0.155540	-0.078800	-0.014430	-0.090210	-0.040150	-0.082620	-0.135860	-0.197330	-0.185150	-0.036720	-0.108880	-0.100560	-0.062180	-0.099950	-0.098220	-0.113530	-0.076420	-0.140900	-0.128820
-0.073980	-0.177410	-0.083670	-0.057190	-0.126260	-0.195400	-0.177100	-0.141320	-0.117840	-0.216410	-0.210540	-0.219730	-0.171140	-0.235290	-0.156730	-0.187990	-0.219570	-0.172100	-0.159010	-0.175370	-0.170530	-0.179290	-0.087890	-0.206110	-0.125760	-0.240960	-0.204610	-0.041450	-0.062480	-0.094320	-0.158480	-0.040310	-0.063260
-0.143150	-0.110830	-0.152750	-0.303630	-0.190570	-0.138080	-0.061420	-0.169620	-0.308590	-0.153250	-0.246480	-0.186350	-0.192710	-0.199780	-0.089000	-0.206390	-0.206080	-0.226930	-0.280590	-0.193990	-0.156500	-0.092540	-0.315210	-0.138510	-0.190530	-0.025460	-0.132890	-0.339330	-0.195220	-0.199370	-0.155380	-0.291720	-0.220280
-0.117980	-0.025930	-0.101950	0.103640	-0.033190	-0.171970	-0.226900	-0.207380	0.011440	-0.251000	-0.124150	-0.027790	-0.093510	-0.165870	-0.272350	-0.143790	-0.211600	-0.178970	-0.151460	-0.310170	-0.184300	-0.229820	-0.076480	-0.146970	-0.094260	-0.219220	-0.108000	0.028710	0.033010	-0.148740	-0.112380	0.008510	0.000000
-0.087720	-0.371910	-0.151380	-0.249450	-0.362370	-0.165450	-0.170980	-0.141350	-0.375680	-0.214740	-0.239830	-0.268820	-0.289680	-0.388260	-0.088460	-0.425340	-0.314410	-0.281900	-0.247770	-0.235130	-0.287110	-0.350850	-0.498970	-0.235800	-0.273010	-0.263210	-0.415470	-0.298810	-0.235140	-0.165430	-0.305960	-0.371990	-0.166890
-0.027350	0.154250	0.011110	-0.007870	-0.016160	-0.209150	-0.136810	-0.108160	-0.091030	-0.106440	-0.112350	-0.025750	-0.057910	-0.119690	-0.194950	-0.038820	-0.228160	-0.209310	-0.231400	-0.283850	-0.168680	-0.073510	-0.163860	-0.197040	-0.128270	-0.073720	0.063000	-0.179030	0.143640	-0.205770	-0.100330	0.048720	-0.061910
-0.255440	-0.260290	-0.263030	-0.162380	-0.136120	-0.105750	-0.141210	-0.210460	-0.151340	-0.300080	-0.244090	-0.247170	-0.256870	-0.230330	-0.143950	-0.301640	-0.185600	-0.142630	-0.198070	-0.175780	-0.126340	-0.247640	-0.100840	-0.069340	-0.100830	-0.165570	-0.270200	-0.054820	-0.313610	-0.095740	-0.137200	-0.273100	-0.117370
0.044450	-0.082760	-0.025680	-0.096600	-0.107350	-0.026150	-0.043480	-0.044720	-0.065250	0.078480	0.027250	0.036520	0.048080	0.095990	-0.035210	0.123030	0.113340	-0.018960	0.091930	0.119880	-0.023670	0.068360	-0.040480	-0.069660	-0.089990	-0.069900	-0.019730	-0.098470	-0.004900	-0.041750	-0.033460	-0.009390	-0.139810
-0.292440	-0.083590	-0.153000	-0.175680	-0.071910	-0.174950	-0.157430	-0.176660	-0.088710	-0.160040	-0.174680	-0.211860	-0.154910	-0.077960	-0.084060	-0.072820	-0.108490	-0.030680	-0.122270	-0.117580	-0.097760	-0.110680	0.048160	-0.120020	-0.066310	-0.013680	-0.016750	-0.092440	-0.164610	-0.159040	-0.129960	-0.067370	-0.164100
0.041780	0.516380	1.320230	2.177220	2.741430	2.890760	2.374710	1.358490	-0.609970	-1.189980	-1.930710	-1.920820	-0.836310	0.142330	1.220830	1.760810	1.475960	0.739540	0.767830	-0.326510	-1.132710	-1.425600	-1.652260	-1.607360	-1.366900	-1.629310	-1.639860	-1.058640	-1.345240	-1.322630	-1.391450	-1.229420	-0.958040
0.127370	-0.063470	-0.177970	-0.593390	-0.773990	-1.206840	-0.892870	-0.453290	0.168990	0.445310	0.548790	0.940950	0.657120	0.443430	-0.255050	-0.561970	-0.315870	-0.158650	-0.288190	-0.211320	0.277860	0.427660	0.207450	0.110880	-0.115660	0.254160	0.452220	0.384200	0.415110	0.570560	0.646100	0.348640	0.217620
-0.677490	-0.855080	-0.863240	-1.006860	-0.742370	-0.356770	-0.243390	-0.130670	-0.190870	0.289530	0.085600	0.014480	0.003120	-0.194050	-0.068960	0.060590	-0.010590	-0.269580	-0.023980	-0.021850	-0.194790	-0.088720	-0.074240	0.246390	0.570400	0.265480	0.001240	-0.188670	-0.354090	-0.632290	-1.008490	-1.004310	-0.825730
0.411040	0.675090	0.890290	1.262780	0.969070	0.612050	-0.078610	-0.444280	-0.710950	-1.506790	-0.994330	-0.871560	-0.681990	-0.160730	0.067190	-0.183220	-0.107100	0.540430	0.179810	0.403750	0.435910	0.136190	0.147730	-0.402120	-0.877200	-0.762870	-0.412700	-0.177790	-0.081210	0.196010	0.675900	0.798750	0.633800
-0.174440	-0.172020	-0.394650	-0.529720	-0.446080	-0.193040	0.543270	0.810430	0.867110	1.052370	0.537210	0.097400	-0.133170	-0.603060	-0.705370	-0.543410	-0.359700	-0.847980	-0.800910	-0.745380	-0.713620	-0.296660	-0.018950	0.329930	0.533200	0.424660	0.134830	-0.472940	-0.334440	-0.464630	-0.533320	-0.381840	-0.352580
-0.373200	-0.710270	-0.852710	-0.748920	-0.483840	-0.569210	-1.005800	-0.977370	-0.486070	-0.482790	-0.401950	-0.393290	-0.321200	0.136450	0.207870	0.185780	0.101920	0.176800	0.304690	0.205050	0.319920	-0.246160	-0.408060	0.180610	0.485800	0.574970	0.287470	0.908870	0.799750	0.949520	0.460800	-0.023830	0.165930
-0.749590	-0.544140	-0.037090	-0.044600	-0.581520	-0.331640	-0.282950	-0.067710	-0.598700	-0.703580	-0.093710	0.380820	0.460560	-0.201500	-0.383150	-0.557180	-0.333130	0.085160	-0.522760	0.245440	0.268080	0.936700	0.890730	-0.343280	-0.509140	-0.502930	0.041910	-1.009140	-0.914360	-0.997950	-0.226450	0.202710	-0.312890
1.036590	0.406120	-0.390060	-0.999280	-0.643770	-1.467490	-1.190520	-0.809950	0.261520	0.556570	-0.135520	-0.487660	-1.096600	-0.476630	-0.868460	-1.360420	-0.681070	-0.355910	0.357140	0.166470	0.704060	0.353190	0.617990	1.496250	1.418020	0.898860	0.261990	0.757980	0.782500	0.923580	0.345580	0.104450	0.438890
-2.086890	-1.613590	-1.084650	-0.353970	-0.506940	0.271780	-0.343790	-0.104740	-0.322050	-1.458040	-0.384330	-0.762760	-0.295020	-0.695770	-0.249110	0.155690	0.202890	-0.090870	-1.408830	-0.064380	-0.405810	-0.305770	-0.703370	-0.330150	0.411990	1.173070	0.931640	-0.359370	0.358910	0.822240	1.228450	0.777040	0.660330
