2.784310	3.083390	3.255720	3.235140	3.284390	3.340620	3.568070	3.622430	3.605370	3.716000	3.675220	3.653850	3.588650	3.534290	3.560220	3.635960	3.659050	3.501900	3.785020	3.700780	3.623290	3.615680	3.712340	3.613850	3.599570	3.571060	3.599910	3.586410	3.557540	3.476330	3.444980	3.324360	3.238850	3.172830	3.343630	3.209020	3.294480	3.212050	3.194250	3.221960	3.253540	3.233680	3.308580	3.272720	3.275980	3.295970	3.248810	3.215950	3.592760	3.475680	3.350450	3.272990	3.273900	3.210230	3.335820	3.251460	3.282530	3.227320	3.190490	3.186500	3.255660	3.274390	3.258050	3.278110	3.276660	3.284880	3.259740	3.330120	3.380880	3.261630	3.640800	4.081530	4.396490	4.374940	4.372040	4.263750	4.253360	4.236860	4.172720	4.200540	4.251480	4.154070	4.164980	4.036920	4.074680	4.048580	4.021040	4.128380	4.041870	4.019170	3.917440	3.761070	3.764040	3.605860	3.584990	3.569930	3.581640	3.512400	3.432950	3.387830	3.319160	3.285240	3.305550	3.420140	3.362220	3.206820	3.234380	3.204400	3.315500	3.356520	3.322920	3.264890	3.197440	3.211500	3.230050	3.192950	3.276110	3.338900	3.236530	3.286670	3.278240	3.259980	3.253460	3.239240	3.306830	3.230160	3.199610	3.200450	3.192180	3.322290	3.261250	3.316920	3.256460	3.254090	3.277790	3.286020	3.280790	3.261220	3.195960	3.215380	3.269930	3.216270	3.251160	3.274710	3.205550	3.355790	3.296740	3.331130
0.027500	-0.063960	-0.104190	-0.058930	-0.062110	-0.120030	-0.053170	-0.059810	-0.050460	-0.087360	-0.134860	-0.101500	-0.110740	-0.084160	-0.072900	-0.105260	-0.120470	-0.041100	-0.103790	-0.059400	-0.088690	-0.048870	-0.147050	-0.072580	-0.068840	-0.064790	-0.086960	-0.058870	-0.098340	-0.047580	-0.022740	-0.007050	0.007070	-0.001500	-0.108680	-0.007790	-0.073080	-0.067860	-0.001480	0.006300	-0.046510	0.005590	-0.043740	-0.011410	-0.086290	-0.090240	-0.003510	-0.053800	-0.204790	-0.101630	-0.054380	-0.039410	-0.023950	-0.011890	-0.126750	-0.041960	-0.050180	-0.037450	-0.029390	-0.035070	-0.043500	-0.014140	-0.013040	-0.105580	-0.055430	-0.053690	-0.036090	-0.072140	-0.114610	-0.081640	-0.221240	-0.134440	-0.247450	-0.219650	-0.240030	-0.190730	-0.182700	-0.215960	-0.101360	-0.121870	-0.157760	-0.085390	-0.097160	-0.021940	-0.040080	-0.052700	-0.019040	-0.134260	-0.079170	-0.053740	-0.049460	-0.080450	-0.092800	-0.009950	0.022900	0.042210	-0.034720	-0.060920	-0.012230	0.004610	0.013200	-0.001780	-0.082070	0.023800	-0.041750	-0.004190	0.011550	0.021450	-0.075810	-0.051790	-0.101030	-0.050160	-0.016270	-0.036510	-0.042720	-0.049490	-0.000500	-0.079660	-0.013480	-0.084410	-0.075000	-0.026290	-0.024930	-0.034220	-0.084700	-0.004440	-0.043870	-0.044990	-0.009120	-0.041160	-0.022710	-0.073640	-0.030590	-0.045100	-0.040700	-0.050100	-0.031560	-0.031680	-0.011020	-0.007660	-0.026140	0.010670	-0.011030	0.007680	0.069550	-0.072360	-0.036160	0.031890
-0.316380	-0.241740	-0.300330	-0.195960	-0.262410	-0.211780	-0.221710	-0.225720	-0.220160	-0.239690	-0.261330	-0.239540	-0.272050	-0.269700	-0.210510	-0.217600	-0.170840	-0.255030	-0.192960	-0.296320	-0.214530	-0.286280	-0.194530	-0.248760	-0.195830	-0.224870	-0.232350	-0.201640	-0.187740	-0.257600	-0.226390	-0.278200	-0.294020	-0.258000	-0.222620	-0.255700	-0.225940	-0.215870	-0.260730	-0.292440	-0.248300	-0.272150	-0.270170	-0.300090	-0.234870	-0.206830	-0.289160	-0.283870	-0.332150	-0.226060	-0.267400	-0.292310	-0.279360	-0.258740	-0.214140	-0.257140	-0.256030	-0.228070	-0.295400	-0.275050	-0.237210	-0.292110	-0.289530	-0.197940	-0.217900	-0.212240	-0.279790	-0.170060	-0.214970	-0.259170	-0.376210	-0.284800	-0.259090	-0.311740	-0.279920	-0.265530	-0.286350	-0.179700	-0.267400	-0.229970	-0.219720	-0.256080	-0.247680	-0.305030	-0.286150	-0.284800	-0.319370	-0.239200	-0.288600	-0.278900	-0.275110	-0.162500	-0.140100	-0.204380	-0.249630	-0.294450	-0.212730	-0.204420	-0.185830	-0.250380	-0.248800	-0.247590	-0.236540	-0.246810	-0.218870	-0.281880	-0.267540	-0.318830	-0.217170	-0.280160	-0.210970	-0.230580	-0.274200	-0.219440	-0.256430	-0.259690	-0.292630	-0.188820	-0.252690	-0.228040	-0.276270	-0.273710	-0.283100	-0.268550	-0.207000	-0.271890	-0.299750	-0.232990	-0.288110	-0.277270	-0.294550	-0.241610	-0.257760	-0.222030	-0.293440	-0.287750	-0.250340	-0.242200	-0.285130	-0.275440	-0.261090	-0.311420	-0.268540	-0.239720	-0.303740	-0.218440	-0.185770	-0.296290
-0.131380	-0.216010	-0.069400	-0.281860	-0.117930	-0.214900	-0.202300	-0.154030	-0.263300	-0.157410	-0.119660	-0.205510	-0.148590	-0.181670	-0.276920	-0.215980	-0.263840	-0.210350	-0.190460	-0.053120	-0.276490	-0.142910	-0.229800	-0.171280	-0.286450	-0.188720	-0.170680	-0.205550	-0.260450	-0.122130	-0.196600	-0.155810	-0.151240	-0.231580	-0.187660	-0.208460	-0.190780	-0.239550	-0.240360	-0.151090	-0.204210	-0.225330	-0.175750	-0.107060	-0.194390	-0.238030	-0.167590	-0.126490	0.017670	-0.173230	-0.141400	-0.111650	-0.163580	-0.244460	-0.168500	-0.174230	-0.179410	-0.230460	-0.130480	-0.168230	-0.245070	-0.148990	-0.131970	-0.232810	-0.229830	-0.229320	-0.133510	-0.254770	-0.165720	-0.121000	0.071620	-0.211920	-0.246400	-0.143880	-0.129320	-0.213180	-0.138310	-0.283180	-0.172770	-0.199480	-0.159360	-0.195760	-0.156990	-0.169680	-0.182170	-0.147440	-0.158190	-0.130280	-0.099770	-0.102680	-0.112980	-0.272500	-0.259510	-0.290120	-0.204620	-0.150980	-0.201600	-0.220190	-0.300210	-0.204430	-0.236490	-0.195770	-0.171230	-0.231060	-0.220210	-0.143640	-0.210780	-0.115480	-0.207850	-0.076690	-0.187390	-0.226170	-0.197660	-0.267460	-0.189810	-0.201420	-0.167360	-0.274080	-0.216600	-0.206780	-0.102580	-0.167360	-0.131400	-0.157410	-0.184780	-0.176070	-0.122780	-0.203170	-0.144780	-0.098440	-0.159450	-0.152660	-0.167960	-0.223420	-0.111310	-0.078560	-0.177950	-0.166900	-0.176860	-0.156790	-0.188940	-0.148620	-0.159660	-0.229080	-0.198490	-0.179230	-0.265360	-0.162460
-0.112080	0.018020	-0.147130	0.056390	-0.149890	0.006110	-0.073890	-0.176310	0.071730	-0.076900	-0.060280	0.065000	-0.021700	0.021100	0.078160	0.029910	0.040820	0.028660	-0.078940	-0.224740	0.116390	-0.048500	0.015380	-0.085880	0.076500	-0.114510	-0.061940	-0.129990	0.048680	-0.173040	-0.117960	-0.103820	-0.079610	0.005720	-0.034840	-0.023540	-0.041820	-0.011940	0.025350	-0.068420	-0.019350	-0.010650	-0.034720	-0.129900	-0.021780	0.000750	-0.073300	-0.079870	-0.020980	-0.045670	-0.059460	-0.132920	-0.072130	0.059790	-0.085910	-0.101890	-0.067530	-0.018030	-0.065290	-0.057180	0.056910	-0.079590	-0.095470	0.008030	-0.032330	-0.038290	-0.088190	-0.075690	-0.104180	-0.137460	-0.088520	0.009210	0.112550	-0.007800	-0.108000	0.004220	-0.072360	0.072880	-0.046420	-0.015650	-0.096920	-0.036040	-0.133490	-0.082450	-0.066960	-0.158390	-0.070360	-0.171340	-0.167560	-0.254680	-0.272180	-0.142430	-0.239020	-0.083530	-0.182880	-0.250280	-0.231700	-0.183990	-0.074530	-0.149760	-0.057890	-0.114250	-0.083210	-0.176140	-0.134040	-0.133910	0.002100	-0.107110	-0.008970	-0.207020	-0.053860	0.015510	0.000650	0.034720	-0.063200	-0.024560	-0.060090	0.010670	-0.050660	-0.027350	-0.148700	-0.095720	-0.096920	-0.076690	-0.122510	-0.075430	-0.076260	-0.049500	-0.089380	-0.170480	-0.015990	-0.129110	-0.119010	-0.022310	-0.123190	-0.209420	-0.098340	-0.132640	-0.061550	-0.108090	-0.016670	-0.050440	-0.088330	-0.048920	-0.042070	-0.103730	-0.030780	-0.064870
-0.070160	-0.164020	-0.056350	-0.195590	-0.000830	-0.160290	-0.095370	-0.025570	-0.239880	-0.113070	-0.114700	-0.262750	-0.126300	-0.165340	-0.191220	-0.228600	-0.202580	-0.256820	-0.172930	-0.019180	-0.242970	-0.104740	-0.129590	-0.045330	-0.230100	-0.050050	-0.145260	-0.014570	-0.197190	-0.025260	-0.007910	-0.072950	-0.094980	-0.111970	-0.146530	-0.122990	-0.159500	-0.080500	-0.138170	-0.115740	-0.143460	-0.088550	-0.108010	-0.085790	-0.188230	-0.130240	-0.123080	-0.142060	-0.396140	-0.194200	-0.158630	-0.053590	-0.082700	-0.203500	-0.052040	-0.050820	-0.134990	-0.122820	-0.152820	-0.052740	-0.229020	-0.062320	-0.104040	-0.143700	-0.088450	-0.080620	-0.101780	-0.032820	-0.089540	-0.047240	-0.231370	-0.236260	-0.254740	-0.214150	-0.071000	-0.126630	-0.111010	-0.192580	-0.125370	-0.208480	-0.174570	-0.197590	-0.109180	-0.135350	-0.119150	-0.038330	-0.177240	-0.086040	-0.192550	-0.065040	-0.037590	-0.042900	0.015250	-0.137590	-0.065030	0.014730	0.028010	-0.001790	-0.026700	-0.000210	-0.089160	-0.033450	-0.114030	-0.011360	-0.007490	-0.034660	-0.183410	-0.097510	-0.144990	-0.034730	-0.162660	-0.175120	-0.147240	-0.155590	-0.041880	-0.104560	-0.148180	-0.139930	-0.078090	-0.122220	-0.052110	-0.010000	-0.137940	-0.126780	-0.001990	-0.076090	-0.134600	-0.090100	-0.072030	-0.056520	-0.183820	-0.044340	-0.016100	-0.143350	-0.124110	-0.026490	-0.048250	0.018430	-0.051160	-0.032070	-0.172850	-0.148290	-0.075110	-0.028580	-0.078550	-0.088950	-0.105420	-0.230280
-0.155400	-0.185380	-0.181020	-0.133700	-0.192530	-0.089770	-0.128750	-0.189090	-0.089700	-0.162800	-0.212390	-0.091170	-0.246980	-0.208350	-0.224580	-0.098240	-0.133100	-0.047330	-0.081910	-0.182240	-0.228390	-0.230570	-0.257390	-0.303400	-0.142230	-0.231960	-0.124770	-0.273760	-0.126460	-0.170720	-0.276090	-0.193700	-0.204980	-0.236600	-0.083620	-0.161380	-0.103720	-0.296640	-0.212750	-0.136250	-0.126000	-0.259370	-0.207980	-0.129000	-0.094750	-0.145680	-0.174500	-0.086710	-0.027530	-0.092100	-0.128720	-0.244580	-0.222530	-0.112490	-0.148340	-0.183930	-0.046610	-0.157330	-0.137370	-0.299860	-0.109400	-0.198340	-0.159700	-0.167670	-0.218400	-0.245860	-0.159020	-0.224200	-0.142710	-0.192260	-0.174310	-0.226390	-0.323180	-0.221720	-0.310890	-0.360750	-0.301290	-0.320000	-0.316190	-0.164450	-0.136350	-0.168260	-0.172590	-0.222590	-0.301630	-0.315660	-0.197350	-0.239990	-0.038060	-0.147450	-0.142070	-0.281440	-0.227230	-0.152610	-0.152320	-0.261010	-0.258200	-0.263000	-0.338270	-0.325520	-0.251490	-0.249460	-0.187970	-0.270970	-0.329070	-0.231370	-0.104930	-0.112070	-0.161590	-0.132610	-0.090600	-0.132900	-0.195550	-0.161510	-0.270700	-0.213140	-0.136390	-0.181500	-0.223910	-0.235760	-0.202000	-0.308170	-0.097110	-0.109440	-0.241950	-0.249140	-0.130390	-0.249920	-0.171650	-0.128150	-0.075700	-0.151080	-0.274480	-0.099090	-0.118150	-0.200770	-0.265850	-0.279420	-0.236770	-0.234190	-0.100090	-0.106300	-0.191820	-0.276370	-0.199020	-0.108660	-0.207800	0.005160
-0.152150	-0.004830	-0.184680	-0.053860	-0.093230	-0.105410	-0.198330	-0.131230	-0.097390	-0.075330	-0.033400	-0.080980	0.041640	0.008800	0.046130	-0.104920	-0.027000	-0.165840	-0.138250	-0.175730	0.072060	0.052710	-0.028940	-0.010560	-0.067910	-0.137320	-0.131710	-0.072700	-0.097380	-0.175060	0.004800	-0.102630	0.029130	-0.003560	-0.188880	-0.085310	-0.086390	0.047460	-0.008990	-0.083380	-0.193490	-0.067150	-0.036790	-0.124890	-0.184740	-0.139580	-0.116770	-0.110930	0.036500	-0.077200	-0.011710	0.028620	-0.008650	-0.045280	-0.120130	-0.178180	-0.230530	-0.128480	-0.084820	0.121430	-0.071610	-0.002370	-0.060590	-0.017600	-0.032660	0.032820	0.007490	-0.124220	-0.103430	-0.005350	0.009940	-0.202640	-0.181640	-0.339470	-0.323520	-0.172290	-0.183160	-0.054930	0.018540	-0.130020	-0.216790	-0.176220	-0.257090	-0.190160	-0.019620	-0.099520	-0.141140	-0.093250	-0.329110	-0.242890	-0.330890	-0.062490	-0.208220	-0.212330	-0.221620	-0.128520	-0.210270	-0.211510	-0.030520	-0.040930	-0.059350	-0.093670	-0.073370	-0.179690	-0.013320	-0.083180	-0.047470	-0.072090	0.069630	-0.174380	-0.177730	-0.056560	0.011410	-0.065000	0.017200	-0.125750	-0.148500	0.022070	-0.062880	0.018060	-0.115440	0.048290	-0.115620	-0.165110	-0.080770	0.036970	-0.117950	0.087610	-0.045770	-0.122810	-0.112290	-0.140380	-0.057410	-0.150790	-0.190830	-0.104280	0.028820	0.029750	0.004970	-0.020140	-0.061940	-0.120580	-0.019740	0.075850	-0.037840	-0.149910	-0.033010	-0.266890
-0.069100	-0.257710	-0.079810	-0.201340	-0.039380	-0.080280	-0.074360	-0.264740	-0.176290	-0.122450	-0.077520	-0.098030	-0.173150	-0.108580	-0.201970	-0.106980	-0.251690	-0.059560	-0.271420	-0.096340	-0.277700	-0.166010	-0.157260	-0.176630	-0.218220	-0.138050	-0.186230	-0.210510	-0.155410	-0.095700	-0.247950	-0.162290	-0.303240	-0.162990	-0.016990	-0.109270	-0.189020	-0.254920	-0.164420	-0.161300	-0.033060	-0.104130	-0.170710	-0.124590	-0.135890	-0.099940	-0.201500	-0.108570	-0.335840	-0.120010	-0.213740	-0.201980	-0.189490	-0.120640	0.004770	-0.020080	0.061070	-0.076620	-0.200920	-0.245580	-0.242610	-0.151980	-0.195840	-0.146280	-0.142440	-0.282710	-0.188430	-0.117190	-0.159250	-0.194040	-0.083530	-0.260300	-0.144790	-0.094040	-0.076760	-0.170350	-0.210500	-0.277410	-0.369200	-0.247040	-0.183650	-0.235580	-0.148660	-0.166180	-0.381490	-0.278430	-0.302110	-0.403920	-0.223840	-0.367960	-0.245470	-0.497660	-0.427690	-0.415960	-0.394130	-0.469040	-0.327300	-0.264880	-0.387010	-0.374610	-0.373710	-0.210420	-0.263010	-0.382890	-0.466080	-0.144450	-0.202130	-0.160510	-0.326620	-0.130740	-0.125550	-0.170310	-0.276770	-0.089700	-0.174830	-0.044500	-0.225230	-0.187030	-0.105310	-0.273650	-0.178320	-0.272700	-0.233320	-0.120230	-0.063130	-0.319520	-0.158250	-0.288410	-0.119190	-0.148550	-0.185880	-0.118560	-0.167560	-0.111180	-0.232150	-0.260700	-0.320390	-0.183960	-0.102560	-0.136160	-0.135840	-0.148730	-0.207560	-0.196890	-0.119990	-0.153040	-0.257480	-0.243290
-0.091730	0.027400	-0.089580	0.017590	-0.039710	0.028130	-0.114180	0.026280	-0.038690	-0.160150	-0.191250	-0.160830	-0.079520	-0.192480	-0.088710	-0.186260	-0.011010	-0.232800	-0.028770	-0.167460	-0.139570	-0.131880	-0.106010	-0.150830	-0.083370	-0.165990	-0.023590	-0.175710	-0.019880	-0.102470	-0.055970	-0.071580	0.041130	-0.103650	-0.029250	-0.114980	0.006360	-0.018790	-0.066120	0.011310	-0.132000	-0.185740	-0.023810	-0.006640	-0.074380	0.022470	-0.101080	-0.007180	-0.109670	-0.191280	-0.039090	-0.063930	-0.037880	-0.005710	-0.017080	-0.127570	-0.077540	-0.117540	-0.066410	-0.021550	0.024100	0.026250	-0.042030	-0.026160	-0.050780	0.053240	0.002950	-0.079120	0.037430	0.075390	-0.226950	-0.246490	-0.295010	-0.195350	-0.215210	-0.207780	-0.135030	-0.147180	-0.085950	-0.146140	-0.178480	-0.144700	-0.194740	-0.280690	-0.094180	-0.158320	-0.151940	-0.062860	-0.171830	-0.016600	-0.137700	-0.020340	-0.023790	-0.028930	-0.033690	0.005510	-0.112710	-0.155450	-0.130740	-0.092960	-0.078310	-0.103420	-0.007240	-0.109080	0.016200	-0.147190	0.011260	0.059000	0.127880	-0.041410	-0.073540	-0.020940	0.071340	-0.082880	0.006710	-0.198190	-0.034100	0.037010	-0.124080	-0.026420	-0.041840	0.062760	0.048590	-0.076330	-0.139060	0.062180	-0.008950	-0.008670	-0.035920	-0.004270	0.110660	0.056220	-0.148290	0.018950	-0.016920	0.014410	0.018000	-0.027890	-0.066360	-0.075230	-0.052540	0.014030	-0.011830	-0.018570	-0.055060	0.060340	-0.070270	-0.073570
