3.213440	3.243220	3.269590	3.239430	3.235690	3.194980	3.204900	3.263760	3.237410	3.277920	3.258590	3.278490	3.280460	3.246460	3.229540	3.240300	3.259510	3.248820	3.202740	3.271800	3.187230	3.282500	3.230250	3.186350	3.210790	3.204030	3.222620	3.234800	3.200930	3.168530	3.238060	3.724690	3.915560	4.045450	4.170220	4.054450	4.201250	4.102370	4.097400	4.024670	3.703190	3.515020	3.454070	3.364390	3.418200	3.368490	3.317960	3.282660	3.278240	3.231260	3.287020	3.246000	3.204450	3.233160	3.264230	3.199250	3.236310	3.185100	3.230880	3.203270	3.242850	3.218270	3.302230	3.214260	3.230380	3.227690	3.240490	3.234550
-0.041050	-0.048970	-0.087030	-0.044330	-0.069690	-0.044380	-0.025650	-0.040850	-0.042610	-0.058690	-0.047890	-0.077870	-0.082960	-0.062280	-0.056950	-0.049060	-0.016020	-0.036930	-0.039210	-0.033260	-0.005210	-0.076610	-0.063620	-0.047250	-0.024740	-0.023170	-0.040630	-0.039550	-0.040580	-0.028250	-0.049120	-0.145410	-0.122520	-0.161350	-0.223240	-0.118910	-0.213900	-0.134630	-0.113030	-0.092000	-0.058760	-0.035370	-0.074630	-0.040320	-0.027740	-0.041690	-0.041820	-0.067630	-0.061300	-0.029000	-0.102080	-0.033920	-0.034830	-0.085300	-0.066050	-0.031280	-0.023990	-0.058360	-0.088460	-0.016040	-0.058100	-0.039780	-0.002090	-0.037450	-0.014340	-0.056630	-0.070740	-0.050800
-0.269840	-0.230280	-0.197830	-0.316940	-0.257050	-0.234330	-0.275130	-0.261360	-0.248930	-0.242300	-0.251550	-0.184690	-0.250370	-0.233960	-0.219320	-0.269570	-0.269120	-0.258740	-0.254700	-0.221030	-0.274850	-0.177260	-0.236050	-0.285880	-0.258550	-0.270190	-0.264640	-0.247930	-0.248140	-0.314720	-0.246070	-0.240910	-0.373270	-0.349220	-0.257600	-0.342410	-0.288310	-0.310570	-0.274190	-0.340750	-0.300290	-0.235700	-0.235080	-0.216220	-0.196200	-0.205040	-0.222840	-0.280900	-0.235210	-0.290220	-0.213590	-0.278450	-0.258930	-0.208340	-0.284130	-0.263030	-0.231150	-0.229190	-0.197000	-0.261360	-0.240910	-0.277190	-0.291610	-0.234270	-0.265610	-0.245260	-0.202650	-0.260950
-0.109860	-0.173880	-0.176620	-0.009730	-0.104650	-0.190050	-0.111850	-0.102710	-0.150770	-0.143120	-0.128820	-0.224000	-0.092360	-0.149980	-0.196560	-0.098680	-0.132580	-0.116080	-0.150770	-0.182680	-0.150120	-0.235890	-0.154180	-0.085340	-0.157480	-0.130850	-0.113380	-0.156630	-0.150510	-0.071580	-0.137710	-0.177660	-0.144050	-0.110840	-0.225350	-0.148140	-0.133360	-0.190930	-0.210620	-0.092290	-0.133600	-0.192090	-0.126380	-0.209150	-0.242530	-0.206880	-0.175870	-0.054840	-0.140530	-0.119890	-0.177270	-0.099890	-0.149430	-0.208640	-0.058110	-0.141230	-0.216800	-0.184520	-0.189280	-0.137510	-0.138980	-0.094230	-0.097760	-0.165040	-0.133260	-0.132240	-0.205440	-0.124570
-0.062440	0.002610	-0.024200	-0.171410	-0.072310	0.037280	-0.065970	-0.094990	-0.017990	-0.029610	-0.061480	0.019560	-0.111100	-0.056220	0.001430	-0.072980	-0.033560	-0.079630	0.003360	-0.025700	-0.025650	0.022240	-0.028830	-0.094150	-0.014350	-0.052970	-0.072020	-0.030260	-0.029610	-0.048530	-0.050940	-0.022990	0.056050	-0.056170	0.059450	-0.051290	-0.081150	-0.007810	-0.016770	-0.099880	-0.129870	-0.082640	-0.109120	-0.030660	-0.067380	-0.077280	-0.105210	-0.142930	-0.090020	-0.016910	0.007000	-0.075440	-0.031160	0.020360	-0.127980	-0.022370	0.051370	-0.002970	-0.023920	-0.070310	-0.053320	-0.081370	-0.143920	-0.058900	-0.076780	-0.071230	0.013680	-0.068770
-0.151290	-0.176990	-0.125440	-0.103880	-0.130890	-0.219420	-0.134550	-0.137650	-0.183440	-0.201670	-0.153390	-0.153560	-0.118360	-0.083100	-0.152720	-0.183320	-0.172510	-0.130510	-0.221830	-0.132090	-0.178990	-0.167370	-0.157600	-0.119570	-0.161120	-0.150260	-0.141240	-0.121440	-0.161140	-0.212080	-0.161900	-0.130700	-0.214030	-0.132580	-0.202200	-0.106660	-0.097390	-0.124170	-0.122910	-0.119780	-0.042160	-0.110660	-0.136600	-0.184170	-0.096010	-0.086960	-0.046650	-0.117200	-0.117240	-0.195480	-0.162560	-0.135120	-0.145960	-0.177040	-0.125890	-0.150140	-0.248150	-0.178290	-0.121970	-0.091760	-0.169950	-0.180370	-0.180060	-0.126320	-0.140610	-0.105810	-0.171690	-0.129250
-0.116800	-0.112920	-0.120140	-0.083980	-0.113810	-0.079020	-0.122840	-0.096060	-0.074830	-0.004290	-0.108980	-0.196890	-0.137430	-0.217920	-0.197350	-0.039190	-0.074370	-0.123890	-0.038070	-0.168730	-0.115770	-0.158170	-0.153100	-0.145630	-0.159670	-0.131480	-0.125270	-0.194400	-0.120110	-0.049120	-0.065810	-0.267730	-0.283980	-0.333160	-0.316520	-0.375480	-0.303700	-0.343380	-0.345630	-0.247760	-0.318740	-0.224780	-0.144730	-0.147850	-0.277860	-0.281080	-0.289320	-0.103790	-0.129920	-0.087720	-0.127300	-0.111730	-0.153710	-0.176940	-0.112560	-0.175750	-0.067160	-0.162690	-0.217020	-0.203120	-0.083390	-0.032850	-0.041900	-0.160540	-0.142110	-0.219010	-0.156050	-0.140660
-0.000600	0.045190	0.044470	-0.157130	-0.022640	0.009120	-0.034230	-0.055680	-0.091740	-0.185140	-0.065090	0.068610	-0.072850	0.072870	0.101950	-0.150310	-0.015890	0.007710	-0.106230	0.095490	-0.043640	0.026320	0.033440	-0.019730	0.051620	-0.051010	-0.027850	0.074560	-0.014290	-0.066130	-0.061830	-0.138530	-0.223750	-0.228440	-0.207740	-0.197370	-0.323690	-0.223150	-0.095740	-0.214640	-0.154760	-0.098620	-0.098850	-0.097820	0.038270	0.054270	0.027670	-0.141900	-0.130500	0.005600	0.050310	0.019110	-0.025420	0.060940	-0.110800	0.089170	-0.090300	0.064490	0.089970	0.067940	-0.137340	-0.150720	-0.229330	-0.042860	-0.044720	0.053090	0.043020	-0.002040
-0.188970	-0.191480	-0.141190	-0.078730	-0.150760	-0.176180	-0.115410	-0.187430	-0.074040	-0.027710	-0.127030	-0.266560	-0.222220	-0.218360	-0.254650	-0.119280	-0.158130	-0.206040	-0.083300	-0.273410	-0.176700	-0.214230	-0.212090	-0.161370	-0.265180	-0.153550	-0.173610	-0.225740	-0.205070	-0.124640	-0.127440	-0.277590	-0.198110	-0.159550	-0.198370	-0.141760	-0.045530	-0.179880	-0.356420	-0.251020	-0.258930	-0.356780	-0.356870	-0.311680	-0.486810	-0.466060	-0.356270	-0.126150	-0.097310	-0.234530	-0.185760	-0.227380	-0.158510	-0.253590	-0.167190	-0.268500	-0.195570	-0.276900	-0.224740	-0.217500	-0.135350	-0.116490	-0.314650	-0.183790	-0.227150	-0.278800	-0.213340	-0.152700
-0.052370	-0.020470	-0.001260	-0.142720	-0.030710	-0.014810	-0.153040	-0.029030	-0.140940	-0.111650	-0.148500	-0.046040	-0.019520	-0.024320	-0.044630	-0.083730	-0.035820	-0.043300	-0.151470	0.000010	-0.118870	-0.056420	-0.038140	-0.062740	-0.004900	-0.121990	-0.077240	-0.040450	-0.031570	-0.099770	-0.008300	-0.107750	-0.140550	-0.195360	-0.165000	-0.276150	-0.241990	-0.162750	-0.047610	-0.104760	-0.177380	-0.123080	-0.032110	-0.153500	-0.058820	-0.059550	-0.088870	-0.140620	-0.182460	0.039020	0.038410	0.065850	-0.126130	-0.003820	-0.082380	-0.013720	-0.088140	0.000400	-0.060820	-0.062750	-0.137730	-0.084380	-0.097420	-0.121170	-0.114660	-0.070310	-0.043190	-0.080200
