1.762950	1.762950	1.762950	1.762950	1.762950	1.762950	1.762950	1.762950	1.762950	1.762950	1.762950	1.762950	1.762950	1.762950	1.762950	1.762950	1.966800	2.450690	2.723290	2.709060	2.881360	2.932930	2.945500	3.004420	3.119110	3.123830	3.131560	3.094950	3.209650	3.163180	3.291020	3.339840	3.259990	3.219580	3.260680	3.248740	3.312090	3.198290	3.238630	3.577280	3.776060	3.767880	3.753670	3.721610	3.735660	3.721470	3.728550	3.639680	3.655700	3.536170	3.524050	3.452130	3.469650	3.430600	3.439090	3.441420	3.412470	3.334830	3.355940	3.346230	3.302130	3.243310	3.284790	3.284590
0.114950	0.114950	0.114950	0.114950	0.114950	0.114950	0.114950	0.114950	0.114950	0.114950	0.114950	0.114950	0.114950	0.114950	0.114950	0.114950	-0.015840	-0.030370	-0.094640	-0.010830	-0.093930	-0.046080	-0.006090	-0.009310	-0.038930	-0.056090	-0.029340	-0.017670	-0.059220	-0.021780	-0.076370	-0.082180	-0.038580	0.000150	-0.035660	-0.028690	-0.049480	0.039640	-0.000420	-0.181450	-0.203080	-0.167200	-0.213070	-0.195620	-0.204420	-0.142700	-0.142190	-0.099030	-0.125370	-0.064850	-0.079820	-0.033520	-0.039450	-0.059640	-0.042190	-0.069870	-0.106310	-0.027680	-0.026840	-0.045400	-0.043900	-0.005110	-0.026950	-0.035100
-0.560980	-0.560980	-0.560980	-0.560980	-0.560980	-0.560980	-0.560980	-0.560980	-0.560980	-0.560980	-0.560980	-0.560980	-0.560980	-0.560980	-0.560980	-0.560980	-0.355990	-0.292400	-0.241020	-0.302430	-0.181560	-0.270760	-0.285950	-0.253420	-0.265370	-0.281310	-0.256640	-0.288050	-0.222380	-0.295790	-0.190680	-0.215390	-0.278190	-0.298030	-0.282510	-0.266050	-0.286050	-0.300020	-0.321340	-0.298350	-0.255180	-0.299470	-0.233780	-0.268570	-0.199090	-0.278130	-0.227760	-0.260840	-0.196090	-0.188120	-0.172470	-0.289870	-0.262140	-0.232090	-0.247420	-0.173540	-0.184420	-0.251180	-0.265650	-0.254740	-0.243360	-0.265030	-0.247650	-0.265190
0.101540	0.101540	0.101540	0.101540	0.101540	0.101540	0.101540	0.101540	0.101540	0.101540	0.101540	0.101540	0.101540	0.101540	0.101540	0.101540	-0.125480	-0.156840	-0.143770	-0.149790	-0.291170	-0.126830	-0.186410	-0.224390	-0.136610	-0.123240	-0.211690	-0.168480	-0.214800	-0.138830	-0.256560	-0.214850	-0.156970	-0.177110	-0.161590	-0.184730	-0.109500	-0.205650	-0.104310	-0.137070	-0.200950	-0.145880	-0.213490	-0.129860	-0.207250	-0.082260	-0.208540	-0.220710	-0.268840	-0.266800	-0.261760	-0.069470	-0.113220	-0.161170	-0.156400	-0.282930	-0.213250	-0.170930	-0.155460	-0.167070	-0.231460	-0.241020	-0.227630	-0.184030
-0.222840	-0.222840	-0.222840	-0.222840	-0.222840	-0.222840	-0.222840	-0.222840	-0.222840	-0.222840	-0.222840	-0.222840	-0.222840	-0.222840	-0.222840	-0.222840	-0.043090	-0.118230	-0.205660	-0.158690	-0.014070	-0.234290	-0.126670	-0.094910	-0.216620	-0.219060	-0.091830	-0.165920	-0.129570	-0.176110	-0.098040	-0.109100	-0.145090	-0.122240	-0.117400	-0.115960	-0.215750	-0.071190	-0.187680	-0.010310	-0.033150	-0.095220	-0.024540	-0.122750	-0.086350	-0.255370	-0.074780	-0.048570	-0.069990	-0.154150	-0.127270	-0.351370	-0.301090	-0.222460	-0.248470	-0.095920	-0.182330	-0.224760	-0.208860	-0.163990	-0.059410	-0.074780	-0.056950	-0.100130
-0.147430	-0.147430	-0.147430	-0.147430	-0.147430	-0.147430	-0.147430	-0.147430	-0.147430	-0.147430	-0.147430	-0.147430	-0.147430	-0.147430	-0.147430	-0.147430	-0.218340	-0.099880	-0.022640	-0.036780	-0.139780	0.014880	-0.037740	-0.085340	-0.013790	0.020580	-0.086740	0.012980	-0.052850	-0.017940	-0.059020	-0.099280	-0.069520	-0.037460	-0.118600	-0.087670	-0.047330	-0.123550	-0.080490	-0.187310	-0.158760	-0.093330	-0.187630	-0.126980	-0.115640	-0.025730	-0.158570	-0.162370	-0.098050	-0.060340	-0.097160	0.005890	-0.002910	-0.048960	-0.032800	-0.077150	-0.004930	0.045460	0.011000	-0.082950	-0.152700	-0.061070	-0.160030	-0.169460
-0.143290	-0.143290	-0.143290	-0.143290	-0.143290	-0.143290	-0.143290	-0.143290	-0.143290	-0.143290	-0.143290	-0.143290	-0.143290	-0.143290	-0.143290	-0.143290	-0.147090	-0.146890	-0.176750	-0.171150	-0.182490	-0.155600	-0.201150	-0.129420	-0.170010	-0.176830	-0.140210	-0.233910	-0.105400	-0.187360	-0.143440	-0.090830	-0.189600	-0.181370	-0.070450	-0.142090	-0.125270	-0.125520	-0.088230	-0.198800	-0.265500	-0.252450	-0.229210	-0.216160	-0.239000	-0.245440	-0.200320	-0.183880	-0.260060	-0.200480	-0.193210	-0.160710	-0.162770	-0.131090	-0.171800	-0.221490	-0.249420	-0.293480	-0.194630	-0.160330	-0.104240	-0.187140	-0.101240	-0.034890
-0.093210	-0.093210	-0.093210	-0.093210	-0.093210	-0.093210	-0.093210	-0.093210	-0.093210	-0.093210	-0.093210	-0.093210	-0.093210	-0.093210	-0.093210	-0.093210	-0.010780	-0.064100	-0.079340	-0.142880	0.028010	-0.182400	-0.044920	-0.108110	-0.075600	-0.158690	-0.084370	-0.022900	-0.195030	-0.068360	-0.162480	-0.107130	-0.018690	-0.043080	-0.096210	-0.043400	-0.151610	-0.059810	-0.108990	0.005920	-0.186440	-0.291360	-0.200370	-0.233180	-0.178950	-0.193480	-0.149330	-0.257830	-0.173550	-0.233630	-0.082360	-0.234390	-0.221930	-0.229070	-0.225490	-0.106180	-0.109170	-0.068110	-0.148250	-0.099690	-0.172040	-0.061530	-0.098110	-0.189390
-0.180380	-0.180380	-0.180380	-0.180380	-0.180380	-0.180380	-0.180380	-0.180380	-0.180380	-0.180380	-0.180380	-0.180380	-0.180380	-0.180380	-0.180380	-0.180380	-0.261710	-0.168780	-0.181350	-0.032920	-0.246240	-0.055830	-0.144600	-0.110230	-0.208940	-0.061670	-0.145370	-0.111490	0.020080	-0.142320	-0.076660	-0.159190	-0.274210	-0.123880	-0.159810	-0.166660	-0.131380	-0.154190	-0.148970	-0.242580	-0.237310	-0.099030	-0.235470	-0.199950	-0.226060	-0.267200	-0.322160	-0.169080	-0.266090	-0.287930	-0.452700	-0.334350	-0.306080	-0.190060	-0.303450	-0.292310	-0.206290	-0.188110	-0.090050	-0.272400	-0.060990	-0.123780	-0.169010	-0.139740
-0.117250	-0.117250	-0.117250	-0.117250	-0.117250	-0.117250	-0.117250	-0.117250	-0.117250	-0.117250	-0.117250	-0.117250	-0.117250	-0.117250	-0.117250	-0.117250	-0.000230	0.020810	0.060270	-0.088400	0.061110	-0.020580	0.024640	0.032780	0.058410	0.030230	0.079090	0.049990	-0.036410	0.061410	0.020380	0.127400	0.082240	0.063720	0.106600	0.017740	0.007010	-0.029420	0.046770	0.023940	-0.069530	-0.090600	-0.053330	-0.071260	-0.058190	-0.071930	-0.003820	-0.086470	-0.049900	-0.078110	0.049560	-0.049910	0.012090	-0.030950	-0.020720	-0.027010	-0.043530	-0.075240	-0.028310	0.047780	-0.098110	0.059000	-0.031110	0.039600
