1.858000	1.858000	1.898390	1.920230	1.912920	1.970330	1.998430	2.025330	2.093930	2.128350	2.216960	2.355590	2.494970	2.681810	2.836180	2.962540	3.105510	3.066330	3.090080	3.061470	3.034210	3.060860	3.022610	3.104040	3.108170	3.120880	3.143820	3.086430	3.006680	3.144480	3.002110	3.016260	3.047240	2.998280	3.020810	2.999040	2.958440	2.965970	2.977040	3.065740	3.014090	2.928300	3.035290	3.024870	2.959590	3.053970	3.337430	3.803240	3.823670	3.850680	3.878310	3.842310	3.878950	3.771310	3.596770	3.602340	3.605410	3.569800	3.435850	3.364770	3.269460	3.286920	3.125320	3.101310	3.066600	3.070520	2.988410	3.026960	2.986240	2.974290	3.031320	3.023320	3.032060	3.036710	3.026640	3.101450	2.969720	2.928450	3.024640	3.034790	2.937980	2.943410	2.999210	2.952360	2.931840	2.959390	2.928040	2.984340	2.992210	3.182920	3.066350	3.203970	3.092850	3.066560	2.997890
0.144260	0.144260	0.105680	0.084870	0.090830	0.038610	0.011810	-0.012190	-0.051170	-0.063140	-0.031030	-0.066620	-0.052730	-0.135900	-0.048640	-0.065450	-0.085160	-0.045620	-0.063010	-0.080730	-0.055050	-0.083590	-0.043980	-0.072050	-0.064070	-0.042760	-0.131460	-0.082110	-0.043450	-0.091840	0.002460	-0.026410	-0.034350	-0.026800	-0.052750	-0.034790	-0.029840	-0.000810	-0.036900	-0.072540	-0.077490	-0.039530	-0.048000	-0.039670	0.000210	-0.034080	-0.047340	-0.154630	-0.143970	-0.181980	-0.201600	-0.152640	-0.138090	-0.104190	-0.072710	-0.093000	-0.131880	-0.150140	-0.124980	-0.069290	-0.033400	-0.105090	-0.037990	-0.038250	-0.048190	-0.084160	-0.073170	-0.048370	-0.067050	-0.018340	-0.035520	-0.086860	-0.080650	-0.094400	-0.077240	-0.033680	-0.032680	0.005150	-0.031830	-0.054470	-0.033200	-0.055970	-0.022100	-0.043910	-0.016380	-0.033070	-0.023770	-0.033390	-0.052060	-0.130880	-0.078900	-0.129450	-0.066450	-0.074870	-0.065290
-0.558630	-0.558630	-0.503840	-0.474330	-0.475150	-0.415840	-0.381230	-0.346860	-0.311980	-0.291480	-0.278770	-0.268610	-0.290210	-0.175370	-0.240660	-0.248920	-0.219110	-0.275200	-0.263410	-0.236740	-0.258710	-0.261310	-0.263150	-0.257480	-0.227950	-0.263420	-0.183010	-0.224570	-0.265630	-0.209990	-0.286310	-0.278180	-0.227110	-0.251060	-0.239490	-0.296210	-0.278610	-0.273310	-0.197200	-0.244560	-0.171870	-0.238870	-0.189200	-0.225660	-0.203840	-0.239290	-0.332160	-0.293340	-0.323340	-0.321830	-0.297190	-0.327150	-0.312960	-0.313380	-0.249820	-0.188390	-0.166890	-0.144640	-0.181500	-0.231470	-0.264490	-0.183090	-0.234650	-0.254590	-0.224510	-0.211650	-0.258160	-0.232280	-0.248440	-0.276030	-0.250020	-0.212210	-0.194030	-0.220670	-0.244500	-0.162930	-0.288110	-0.269820	-0.264950	-0.215000	-0.248190	-0.248980	-0.277950	-0.257340	-0.224410	-0.219960	-0.242760	-0.268650	-0.253480	-0.285520	-0.272640	-0.310810	-0.219210	-0.205610	-0.208180
0.130320	0.130320	0.068980	0.035850	0.023380	-0.020500	-0.055430	-0.082630	-0.095060	-0.121190	-0.182950	-0.136080	-0.131330	-0.203020	-0.178860	-0.148870	-0.170640	-0.113840	-0.103200	-0.151350	-0.145180	-0.104280	-0.149300	-0.134350	-0.190210	-0.124280	-0.190980	-0.138420	-0.124800	-0.157180	-0.107800	-0.110020	-0.157340	-0.152290	-0.141390	-0.079140	-0.099790	-0.114850	-0.237370	-0.095380	-0.197560	-0.169340	-0.197600	-0.153350	-0.237150	-0.139840	-0.031890	-0.077630	-0.097720	-0.054580	-0.085780	-0.090560	-0.116600	-0.106050	-0.176720	-0.215870	-0.216510	-0.184660	-0.137190	-0.077670	-0.059200	-0.129190	-0.088330	-0.053340	-0.134480	-0.160510	-0.095320	-0.150280	-0.142900	-0.126950	-0.151610	-0.166890	-0.186470	-0.129330	-0.109570	-0.297370	-0.071770	-0.155900	-0.107610	-0.187980	-0.151300	-0.126080	-0.077690	-0.104050	-0.215320	-0.183930	-0.177510	-0.087190	-0.102170	-0.031140	-0.077340	-0.064340	-0.189250	-0.181480	-0.175540
-0.207000	-0.207000	-0.145980	-0.111880	-0.085230	-0.066800	-0.036810	-0.039050	-0.043230	-0.025740	0.074800	-0.062620	-0.042510	-0.026370	-0.085070	-0.069330	-0.040830	-0.075790	-0.127960	-0.060980	-0.060870	-0.117300	-0.071460	-0.054320	-0.024970	-0.125950	-0.031140	-0.113250	-0.095650	-0.087660	-0.134800	-0.141880	-0.134770	-0.102190	-0.103030	-0.139560	-0.115750	-0.152470	-0.035890	-0.185060	-0.101880	-0.074320	-0.115710	-0.133000	-0.073130	-0.130410	-0.148390	-0.109420	-0.024290	-0.087230	-0.056020	-0.002120	0.005600	-0.088220	-0.111800	-0.140760	-0.181310	-0.274740	-0.263040	-0.327110	-0.359570	-0.319630	-0.254240	-0.282460	-0.163210	-0.095320	-0.148320	-0.146820	-0.052550	-0.094380	-0.056090	-0.063180	-0.099830	-0.126180	-0.132010	-0.003250	-0.158890	-0.062040	-0.129040	-0.036630	-0.088240	-0.124070	-0.178660	-0.159090	-0.012410	-0.085390	-0.039630	-0.157670	-0.148250	-0.113750	-0.124540	-0.018100	-0.030830	-0.088430	-0.091730
-0.128590	-0.128590	-0.182510	-0.214270	-0.250350	-0.246810	-0.264580	-0.212120	-0.238340	-0.212330	-0.355120	-0.154680	-0.173560	-0.152110	-0.129290	-0.145560	-0.198290	-0.189920	-0.091560	-0.139600	-0.128800	-0.079280	-0.124910	-0.179170	-0.215850	-0.118260	-0.159030	-0.094490	-0.122160	-0.159830	-0.101540	-0.113050	-0.085500	-0.114470	-0.149540	-0.181280	-0.165120	-0.094690	-0.162600	-0.113260	-0.120530	-0.145040	-0.056720	-0.127360	-0.061290	-0.099100	-0.144630	-0.163660	-0.232520	-0.189910	-0.195510	-0.238160	-0.268270	-0.124840	-0.099050	-0.102740	-0.090400	-0.054530	-0.050270	-0.008490	-0.043590	-0.047140	-0.087640	-0.009360	-0.052950	-0.132480	-0.072350	-0.019060	-0.203040	-0.126800	-0.205980	-0.163270	-0.082980	-0.110330	-0.087400	-0.080620	-0.116340	-0.175350	-0.164840	-0.191460	-0.126760	-0.076850	-0.089930	-0.108240	-0.189650	-0.116040	-0.201760	-0.119190	-0.110670	-0.207390	-0.179210	-0.244030	-0.200380	-0.106280	-0.084700
-0.124280	-0.124280	-0.080450	-0.050340	-0.015650	-0.029420	-0.023330	-0.127440	-0.052590	-0.134580	0.030030	-0.186730	-0.158970	-0.208900	-0.231060	-0.182700	-0.061580	-0.071770	-0.158760	-0.211890	-0.147490	-0.207030	-0.153080	-0.110490	-0.110110	-0.164250	-0.170390	-0.185470	-0.179720	-0.103420	-0.115480	-0.123330	-0.122100	-0.150550	-0.108230	-0.032720	-0.063640	-0.113150	-0.158380	-0.110100	-0.108460	-0.163960	-0.198880	-0.096230	-0.271240	-0.147830	-0.149310	-0.168480	-0.174370	-0.207160	-0.216100	-0.231180	-0.164650	-0.254470	-0.235280	-0.199620	-0.202840	-0.148570	-0.137860	-0.150010	-0.062400	-0.099360	-0.042530	-0.130280	-0.175350	-0.094380	-0.159210	-0.245350	-0.023740	-0.140230	0.018420	-0.033830	-0.184560	-0.149770	-0.161580	-0.177460	-0.063410	-0.091550	-0.030880	-0.065260	-0.161480	-0.227150	-0.101140	-0.144860	-0.073690	-0.124940	-0.062160	-0.060820	-0.088200	-0.072230	-0.046990	-0.162270	-0.082420	-0.198970	-0.221920
-0.072200	-0.072200	-0.101840	-0.128910	-0.152530	-0.141730	-0.143080	-0.003650	-0.140430	-0.018270	-0.136980	0.007390	-0.041200	0.056380	-0.060260	-0.049260	-0.117290	-0.074650	-0.070740	0.079010	-0.060740	0.033500	-0.089350	-0.061720	-0.097320	-0.068230	-0.001410	0.029930	0.017750	-0.098350	-0.077090	-0.159040	-0.158390	-0.097210	-0.118180	-0.228110	-0.110720	-0.153280	-0.104070	-0.142890	-0.056390	0.013770	-0.011500	-0.165840	0.073080	0.010180	-0.107960	-0.243920	-0.220260	-0.207950	-0.223720	-0.102930	-0.164960	-0.199160	-0.179020	-0.123590	-0.122960	-0.196410	-0.204100	-0.178060	-0.296840	-0.238090	-0.206790	-0.131030	0.005660	-0.075100	-0.011290	0.037500	-0.157840	-0.044650	-0.174110	-0.149090	-0.064870	-0.035520	0.042610	0.061060	-0.165670	-0.072880	-0.178710	-0.060200	0.018840	0.061640	-0.093420	-0.034600	-0.056740	-0.107960	-0.065500	-0.105110	-0.090050	-0.069690	-0.142520	0.042890	-0.100650	0.009580	0.070930
-0.162850	-0.162850	-0.147590	-0.121800	-0.115050	-0.115510	-0.108400	-0.243370	-0.111710	-0.214880	-0.166320	-0.166130	-0.105850	-0.211250	-0.235260	-0.138350	-0.138020	-0.134920	-0.053450	-0.296910	-0.027520	-0.224530	-0.056820	-0.166170	-0.227600	-0.327710	-0.171920	-0.236550	-0.310860	-0.197290	-0.135390	-0.150180	-0.040920	-0.163920	-0.142110	-0.118110	-0.199920	-0.097300	-0.176620	-0.249720	-0.265810	-0.309580	-0.200610	-0.169900	-0.298050	-0.302280	-0.146200	-0.118340	-0.156410	-0.162890	-0.097850	-0.220280	-0.219860	-0.080240	-0.221610	-0.462720	-0.544260	-0.518990	-0.435040	-0.456200	-0.408060	-0.477000	-0.349680	-0.271470	-0.315600	-0.191630	-0.208300	-0.221960	-0.065660	-0.158760	-0.082290	-0.024280	-0.151160	-0.250800	-0.235750	-0.126660	-0.057240	-0.145650	-0.121520	-0.152560	-0.247390	-0.261640	-0.172970	-0.328630	-0.150540	-0.101060	-0.198660	-0.181190	-0.133550	-0.128610	-0.092400	-0.233530	-0.113570	-0.256590	-0.290220
-0.097200	-0.097200	-0.096090	-0.115180	-0.108050	-0.116260	-0.130420	-0.034490	-0.152490	-0.085950	-0.057260	-0.153600	-0.158750	-0.138410	-0.259470	-0.248550	-0.067190	-0.110490	-0.202580	-0.064700	-0.243070	0.014520	-0.218480	-0.090400	-0.131240	-0.000680	-0.144380	-0.051400	0.031970	-0.084720	-0.109920	-0.147240	-0.241400	-0.132290	-0.219420	-0.180910	-0.038160	-0.189400	-0.273030	-0.107190	0.001230	-0.030060	-0.095000	-0.151860	-0.138220	0.048050	-0.256310	-0.212680	-0.146860	-0.167300	-0.272540	-0.213840	-0.147000	-0.283250	-0.183150	-0.054630	-0.012340	-0.005260	-0.017550	0.010660	-0.038770	-0.013860	0.014040	-0.041010	0.037170	0.028420	0.009430	-0.005020	-0.129880	-0.146130	-0.050380	-0.122320	-0.124990	-0.032580	0.014020	-0.026730	-0.152290	-0.178510	-0.134170	-0.113260	-0.033790	-0.093050	-0.078480	0.008890	-0.092230	-0.158700	-0.070080	-0.016780	-0.105640	-0.220590	-0.182170	-0.092700	-0.183790	-0.073540	-0.045560
