1.472330	1.473860	1.475790	1.477020	1.477430	1.476940	1.475630	1.473670	1.472330	1.472330	1.472330	1.472330	1.472330	1.472330	1.472330	1.472330	1.472340	1.473860	1.475790	1.477020	1.477430	1.476940	1.472320	1.595220	1.693820	1.701640	1.908560	1.781510	1.632800	1.691430	1.714840	1.651870	1.629870	1.662410	1.645840	1.625700	1.672420	1.691760	1.623950	1.671250	1.658150	1.653500	1.626030	1.671270	1.860370	1.991480	1.836400	1.717160	1.619010	1.654500	1.702650	1.701920	1.647260	1.665260	1.687620	1.650910	1.672730	1.610740	1.625140	1.643940	1.668630	1.638820	2.029930	2.937250	3.001510	2.988030	3.026730	3.008690	3.016210	3.017620	3.047680	3.043270	2.965710	2.843280	2.761720	2.771330	2.752560	2.674410	2.671500	2.682540	2.614740	2.567280	2.456110	2.461700	2.109060	1.841330	1.693750	1.712640	1.684880	1.679110	1.591900	1.657550	1.662550	1.683780	1.744230	1.703800	1.917110	2.607130	2.332470	2.044130	1.719540	1.686940	2.046980
0.131700	0.130220	0.128360	0.127170	0.126770	0.127250	0.128510	0.130410	0.131700	0.131690	0.131690	0.131690	0.131690	0.131690	0.131690	0.131690	0.131690	0.130220	0.128360	0.127170	0.126770	0.127250	0.131700	0.033170	-0.042020	-0.045910	-0.152150	-0.067510	0.017260	-0.042730	-0.059470	-0.008340	0.016910	-0.018160	-0.012250	0.009310	-0.034820	-0.055000	0.001410	-0.039550	-0.031740	-0.021330	0.001750	-0.026370	-0.013850	-0.039750	-0.014390	-0.054590	0.006970	-0.022690	-0.061630	-0.068420	-0.017310	-0.030760	-0.055610	-0.018390	-0.035330	0.017020	0.005670	-0.012920	-0.031790	-0.007680	-0.025820	-0.102140	-0.058750	-0.031290	-0.099220	-0.084620	-0.077290	-0.061330	-0.084840	-0.053290	-0.026780	-0.026530	-0.037350	-0.034780	-0.038470	-0.028130	-0.031030	-0.025110	-0.022430	-0.027430	-0.029530	0.024900	-0.002350	-0.023690	-0.026050	-0.065340	-0.039130	-0.038230	0.031770	-0.027630	-0.035950	-0.041690	-0.011900	0.003120	-0.162100	-0.098080	-0.133290	-0.097980	-0.049450	-0.041110	-0.251060
-0.418160	-0.415970	-0.413210	-0.411420	-0.410830	-0.411530	-0.413430	-0.416250	-0.418160	-0.418160	-0.418160	-0.418160	-0.418160	-0.418160	-0.418160	-0.418160	-0.418150	-0.415970	-0.413210	-0.411420	-0.410830	-0.411530	-0.418160	-0.319090	-0.212200	-0.215900	-0.203450	-0.234400	-0.276610	-0.204800	-0.183460	-0.251860	-0.270760	-0.216490	-0.220120	-0.271690	-0.217670	-0.193700	-0.232530	-0.213360	-0.209010	-0.240700	-0.245360	-0.240570	-0.160460	-0.200220	-0.148280	-0.174470	-0.247260	-0.211320	-0.196500	-0.185250	-0.231220	-0.213190	-0.186530	-0.249600	-0.205380	-0.264610	-0.265070	-0.241840	-0.223460	-0.232200	-0.278180	-0.247810	-0.180320	-0.208590	-0.141110	-0.141050	-0.119840	-0.159780	-0.105980	-0.137160	-0.171480	-0.138670	-0.118360	-0.117740	-0.124650	-0.154450	-0.141410	-0.154310	-0.160590	-0.136350	-0.136450	-0.182890	-0.132370	-0.139910	-0.211610	-0.178560	-0.197170	-0.202450	-0.267730	-0.217980	-0.207040	-0.212260	-0.209670	-0.192970	-0.212270	-0.242820	-0.165440	-0.180760	-0.213430	-0.213560	-0.263190
0.120790	0.118200	0.114920	0.112780	0.112090	0.112920	0.115180	0.118530	0.120790	0.120790	0.120790	0.120790	0.120790	0.120790	0.120790	0.120790	0.120770	0.118200	0.114920	0.112780	0.112090	0.112920	0.120790	0.024960	-0.058180	-0.050380	-0.079710	-0.040200	-0.017110	-0.076980	-0.087200	-0.022900	-0.013990	-0.079350	-0.085910	-0.007440	-0.053910	-0.075730	-0.082500	-0.063310	-0.088080	-0.031480	-0.064010	-0.015060	-0.154880	-0.051010	-0.169060	-0.104770	-0.068160	-0.099580	-0.059020	-0.075770	-0.060990	-0.079800	-0.100450	-0.010830	-0.076480	-0.041130	-0.016700	-0.044100	-0.044640	-0.068400	-0.070190	-0.031530	-0.116450	-0.114520	-0.160790	-0.183790	-0.185320	-0.121370	-0.196260	-0.161520	-0.115730	-0.131090	-0.149600	-0.154320	-0.152940	-0.135410	-0.136630	-0.131460	-0.130270	-0.161330	-0.171370	-0.163270	-0.178450	-0.210030	-0.071660	-0.091740	-0.085140	-0.080720	-0.055800	-0.064470	-0.087000	-0.057750	-0.082090	-0.141950	0.016660	0.035450	-0.062510	-0.033430	-0.042870	-0.048930	0.108840
-0.143090	-0.140180	-0.136470	-0.134050	-0.133280	-0.134210	-0.136770	-0.140550	-0.143090	-0.143090	-0.143090	-0.143090	-0.143090	-0.143090	-0.143090	-0.143090	-0.143070	-0.140180	-0.136470	-0.134050	-0.133280	-0.134210	-0.143090	-0.038310	-0.017970	-0.045260	0.097270	-0.021710	-0.032590	0.005540	-0.009920	-0.049050	-0.043950	0.009780	0.024200	-0.051010	-0.023720	-0.005930	0.038430	-0.000380	0.030170	-0.035020	0.025690	-0.069980	0.030860	-0.083510	0.041730	0.002930	0.027080	0.055260	-0.031460	-0.011920	0.006700	0.026900	0.037290	-0.066810	-0.004090	0.004600	-0.047600	-0.008200	-0.033060	0.007460	0.093720	-0.007120	-0.115720	-0.106000	-0.072460	-0.018530	-0.054340	-0.156420	-0.073500	-0.094300	-0.167620	-0.195600	-0.190780	-0.191890	-0.179390	-0.158240	-0.175360	-0.165450	-0.151580	-0.116980	-0.120900	0.015940	-0.031600	0.051300	-0.026540	0.001490	-0.001210	0.003310	0.021430	-0.014360	0.031580	-0.017680	-0.038600	0.083140	-0.008080	-0.060680	0.006200	-0.075940	-0.034820	-0.035150	-0.025660
-0.081750	-0.084670	-0.088430	-0.090890	-0.091650	-0.090730	-0.088130	-0.084300	-0.081750	-0.081750	-0.081750	-0.081750	-0.081750	-0.081750	-0.081750	-0.081750	-0.081770	-0.084670	-0.088430	-0.090890	-0.091650	-0.090730	-0.081750	-0.165590	-0.136800	-0.088970	-0.192500	-0.064580	-0.150080	-0.171330	-0.124830	-0.111300	-0.146480	-0.157320	-0.164440	-0.138110	-0.143110	-0.148990	-0.202850	-0.182080	-0.183010	-0.147600	-0.200200	-0.104500	-0.106100	-0.028260	-0.112250	-0.112780	-0.184820	-0.213230	-0.126350	-0.144440	-0.162210	-0.198810	-0.199770	-0.105380	-0.128230	-0.191210	-0.120640	-0.178210	-0.137740	-0.153860	-0.171980	-0.045100	-0.060150	-0.006420	-0.038860	-0.081940	-0.053470	0.018750	-0.057770	-0.050520	-0.006000	-0.004650	0.005510	0.014730	0.004110	-0.029730	-0.017020	-0.034400	-0.015040	-0.015260	0.000530	-0.104190	-0.033900	-0.150870	-0.122890	-0.158170	-0.131000	-0.139030	-0.186540	-0.116380	-0.198520	-0.153830	-0.041330	-0.219230	-0.223370	-0.192200	-0.175850	-0.130370	-0.159600	-0.125760	-0.173780
-0.078380	-0.075430	-0.071600	-0.069100	-0.068340	-0.069260	-0.071910	-0.075810	-0.078380	-0.078380	-0.078380	-0.078380	-0.078380	-0.078380	-0.078380	-0.078380	-0.078360	-0.075430	-0.071600	-0.069100	-0.068340	-0.069260	-0.078380	-0.027530	-0.067150	-0.115830	-0.137170	-0.177030	-0.034190	-0.021730	-0.092600	-0.087980	-0.016330	-0.052990	-0.073770	-0.034420	-0.051990	-0.057740	-0.022720	-0.001130	-0.046600	-0.028910	-0.019090	-0.058560	-0.082160	-0.074800	-0.093960	-0.125050	-0.056870	-0.024530	-0.065870	-0.053840	-0.071250	-0.009950	-0.013510	-0.077460	-0.109980	-0.011190	-0.088290	-0.008630	-0.045690	-0.085060	-0.101440	-0.229830	-0.121480	-0.264300	-0.224790	-0.219290	-0.204020	-0.241730	-0.181250	-0.163510	-0.183260	-0.125020	-0.132010	-0.131750	-0.138390	-0.144370	-0.134710	-0.131600	-0.157790	-0.143000	-0.147820	-0.100450	-0.123190	-0.103610	-0.095450	-0.052790	-0.111130	-0.094760	-0.047220	-0.128080	-0.025580	-0.032120	-0.182970	-0.014720	-0.031070	-0.032840	-0.116450	-0.125740	-0.020870	-0.063080	-0.194450
-0.037630	-0.040130	-0.043410	-0.045570	-0.046220	-0.045430	-0.043140	-0.039810	-0.037630	-0.037630	-0.037630	-0.037630	-0.037630	-0.037630	-0.037630	-0.037630	-0.037650	-0.040130	-0.043410	-0.045570	-0.046220	-0.045430	-0.037640	-0.079630	-0.021800	-0.009940	0.068680	0.059530	-0.043740	-0.076650	0.020110	0.005890	-0.098980	-0.025360	0.002720	-0.076280	-0.044300	-0.036530	-0.043110	-0.108600	-0.024520	-0.097050	-0.042260	-0.068870	0.081240	0.027520	0.112910	0.065610	0.005700	-0.037000	-0.058140	-0.071970	0.008410	-0.075800	-0.074560	-0.045600	0.040920	-0.067990	-0.002880	-0.102870	-0.075650	0.007960	0.066470	0.014540	-0.242320	-0.081070	-0.122460	-0.070180	-0.075140	-0.081750	-0.098830	-0.102520	-0.112520	-0.152470	-0.152770	-0.167430	-0.163370	-0.124050	-0.134230	-0.132210	-0.117010	-0.155070	-0.209250	0.002340	-0.055270	-0.028220	0.004910	-0.072540	0.032500	0.009960	-0.012090	0.049690	-0.044840	-0.075390	0.065170	-0.014310	-0.000310	-0.044030	0.036990	0.042130	-0.109690	-0.057890	0.148070
-0.108550	-0.106590	-0.103990	-0.102250	-0.101730	-0.102370	-0.104200	-0.106840	-0.108550	-0.108550	-0.108550	-0.108550	-0.108550	-0.108550	-0.108550	-0.108550	-0.108540	-0.106590	-0.103990	-0.102250	-0.101730	-0.102370	-0.108550	-0.051120	-0.100260	-0.136450	-0.065820	-0.078950	-0.114930	-0.070130	-0.140300	-0.140980	-0.018780	-0.089400	-0.142490	-0.054610	-0.099370	-0.105490	-0.102400	-0.042000	-0.128900	-0.041320	-0.125750	-0.050020	-0.143910	-0.063880	-0.186630	-0.170570	-0.154420	-0.102460	-0.051160	-0.036660	-0.146340	-0.065390	-0.072780	-0.076270	-0.157120	-0.090670	-0.135270	-0.037570	-0.048380	-0.149500	-0.057080	-0.101700	-0.149920	-0.234560	-0.210450	-0.275190	-0.297250	-0.299190	-0.315240	-0.334450	-0.319140	-0.344770	-0.346100	-0.340680	-0.332240	-0.357310	-0.350980	-0.355750	-0.313690	-0.266820	-0.214520	-0.103800	-0.088830	-0.145050	-0.134330	-0.069780	-0.173340	-0.120590	-0.140440	-0.172360	-0.126010	-0.070600	-0.138770	-0.142990	-0.067530	-0.109790	-0.161780	-0.259380	-0.024330	-0.050580	-0.170080
-0.057190	-0.057780	-0.058680	-0.059330	-0.059520	-0.059280	-0.058600	-0.057700	-0.057190	-0.057190	-0.057190	-0.057190	-0.057190	-0.057190	-0.057190	-0.057190	-0.057190	-0.057780	-0.058680	-0.059330	-0.059520	-0.059280	-0.057190	-0.097250	-0.049390	-0.016050	-0.056940	-0.044390	0.022050	-0.048190	-0.000180	0.005770	-0.117400	-0.065290	-0.035790	-0.080490	-0.036220	-0.045260	-0.064770	-0.086530	-0.030080	-0.099370	-0.007500	-0.072900	0.064230	0.078850	0.088770	0.008770	-0.009860	-0.065480	-0.113730	-0.135970	-0.024390	-0.086380	-0.070830	-0.083030	-0.031280	-0.058450	-0.033690	-0.115030	-0.111240	-0.039380	0.028420	-0.077060	-0.123600	-0.147590	-0.138310	-0.094550	-0.071510	-0.070830	-0.067050	-0.020510	-0.056690	-0.026700	-0.021020	-0.008830	-0.021870	-0.031410	-0.026330	-0.038410	-0.020120	-0.032710	-0.056050	-0.015450	0.001940	-0.065430	-0.037640	-0.113730	-0.022900	-0.072030	-0.030690	-0.032050	-0.016080	-0.053900	-0.043870	-0.002160	-0.141580	-0.148840	-0.176900	-0.123170	-0.173640	-0.124140	-0.077400
