1.683360	1.683360	1.683360	1.683360	1.683360	1.683360	1.683360	1.683360	1.683360	1.683360	1.683360	1.683360	1.683360	1.683360	1.683360	1.683360	1.676460	1.954150	2.049720	2.162110	2.195840	2.316040	2.372490	2.441470	2.408860	2.516250	2.401680	2.697340	3.241560	3.516530	3.611530	3.669170	3.633250	3.675300	3.639430	3.600960	3.597210	3.670600	3.556000	3.482990	3.423510	3.422930	3.384760	3.336980	3.237860	3.146570	3.110220	2.938790	2.884160	2.782630	2.744940	2.674500	2.705360	2.608300	2.617550	2.668940	2.755590	2.796810	2.877590	2.857890	2.819330	2.883270	2.771020	2.894780	2.846040	2.708390	2.724830	2.686750	2.749510	2.723960	2.682230	2.686990
0.128890	0.128890	0.128890	0.128890	0.128890	0.128890	0.128890	0.128890	0.128890	0.128890	0.128890	0.128890	0.128890	0.128890	0.128890	0.128890	0.140770	-0.021860	0.021630	-0.016450	0.011370	-0.024510	-0.021540	-0.017160	0.023560	-0.043430	0.033780	-0.079550	-0.118890	-0.054270	-0.092350	-0.122370	-0.087230	-0.140370	-0.101030	-0.072730	-0.055950	-0.140250	-0.052020	-0.022200	-0.071070	-0.070580	-0.071860	-0.077490	-0.061140	-0.018470	-0.060300	0.016400	-0.040120	0.006000	-0.038980	-0.000380	-0.025500	0.037450	0.029100	-0.006790	-0.018560	-0.022460	-0.038140	-0.064060	-0.046110	-0.081420	0.014410	-0.039680	-0.081030	0.010020	0.027850	0.027430	-0.021530	-0.007830	0.006100	0.004550
-0.508690	-0.508690	-0.508690	-0.508690	-0.508690	-0.508690	-0.508690	-0.508690	-0.508690	-0.508690	-0.508690	-0.508690	-0.508690	-0.508690	-0.508690	-0.508690	-0.520260	-0.281250	-0.255010	-0.272470	-0.229610	-0.215140	-0.143260	-0.187670	-0.225480	-0.188010	-0.234280	-0.250250	-0.262090	-0.295250	-0.250210	-0.206350	-0.247370	-0.185810	-0.238080	-0.218860	-0.234710	-0.177300	-0.269110	-0.251530	-0.154830	-0.151440	-0.120720	-0.114810	-0.153670	-0.185920	-0.097790	-0.201340	-0.157990	-0.220730	-0.157260	-0.193020	-0.164380	-0.227000	-0.225910	-0.167470	-0.202280	-0.239770	-0.211830	-0.152670	-0.161590	-0.122820	-0.216320	-0.219070	-0.132830	-0.183610	-0.239950	-0.224460	-0.143020	-0.165780	-0.213660	-0.236700
0.116240	0.116240	0.116240	0.116240	0.116240	0.116240	0.116240	0.116240	0.116240	0.116240	0.116240	0.116240	0.116240	0.116240	0.116240	0.116240	0.124460	-0.085130	-0.170840	-0.086040	-0.180880	-0.153830	-0.291860	-0.190030	-0.179920	-0.162200	-0.190970	-0.134210	-0.122110	-0.136500	-0.175950	-0.214820	-0.151030	-0.226740	-0.139970	-0.182840	-0.157410	-0.171320	-0.142210	-0.156520	-0.202990	-0.181960	-0.238610	-0.221580	-0.183930	-0.208070	-0.286010	-0.206750	-0.223130	-0.159770	-0.228000	-0.212810	-0.238990	-0.203370	-0.185930	-0.258130	-0.136120	-0.091470	-0.111500	-0.199470	-0.189230	-0.187320	-0.175810	-0.080310	-0.194640	-0.216480	-0.126100	-0.179680	-0.258100	-0.224780	-0.197490	-0.120510
-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.192550	-0.101590	-0.030110	-0.157320	-0.077210	-0.137490	0.011250	-0.111270	-0.131340	-0.143160	-0.063620	-0.030450	-0.007070	-0.071490	-0.076420	-0.054950	-0.143330	-0.045160	-0.149290	-0.126050	-0.144690	-0.146650	-0.116690	-0.155280	-0.198080	-0.238540	-0.172100	-0.210590	-0.261790	-0.175190	-0.178060	-0.193870	-0.141720	-0.206540	-0.101980	-0.110130	-0.079400	-0.087170	-0.113660	-0.033270	-0.212700	-0.182030	-0.175700	-0.091010	-0.105330	-0.184050	-0.122220	-0.231150	-0.148320	-0.110970	-0.175940	-0.096010	-0.047730	-0.099120	-0.072760	-0.187180
-0.118610	-0.118610	-0.118610	-0.118610	-0.118610	-0.118610	-0.118610	-0.118610	-0.118610	-0.118610	-0.118610	-0.118610	-0.118610	-0.118610	-0.118610	-0.118610	-0.123290	-0.101550	-0.171690	-0.066740	-0.077870	-0.040800	-0.125620	-0.061370	-0.052290	-0.062090	-0.089890	-0.137210	-0.074390	-0.145150	-0.079880	-0.117570	-0.024950	-0.099630	-0.030300	-0.040770	-0.026890	-0.082300	-0.089980	-0.017570	0.022050	0.022950	-0.002800	0.022630	0.050910	-0.034890	0.005840	-0.014730	-0.017930	0.005560	-0.041300	-0.015080	-0.008690	-0.026350	-0.023400	-0.095690	0.059660	-0.036250	-0.019350	-0.068120	-0.074350	0.036280	0.012190	0.014940	0.014610	0.029340	0.007220	-0.052770	-0.101910	-0.049640	-0.099830	0.002720
-0.114700	-0.114700	-0.114700	-0.114700	-0.114700	-0.114700	-0.114700	-0.114700	-0.114700	-0.114700	-0.114700	-0.114700	-0.114700	-0.114700	-0.114700	-0.114700	-0.101080	-0.188750	-0.116390	-0.180000	-0.170720	-0.201030	-0.171410	-0.163140	-0.151930	-0.138190	-0.156820	-0.167050	-0.271500	-0.204610	-0.278810	-0.212630	-0.285790	-0.235440	-0.247960	-0.264120	-0.268440	-0.166840	-0.210710	-0.249710	-0.254790	-0.203080	-0.214020	-0.193720	-0.230060	-0.191920	-0.219510	-0.192470	-0.214950	-0.191450	-0.191410	-0.184510	-0.233020	-0.216430	-0.170600	-0.135260	-0.212900	-0.077320	-0.127430	-0.126010	-0.124260	-0.157570	-0.232860	-0.056340	-0.160540	-0.275800	-0.158130	-0.176660	-0.117350	-0.118500	-0.121550	-0.142620
-0.067460	-0.067460	-0.067460	-0.067460	-0.067460	-0.067460	-0.067460	-0.067460	-0.067460	-0.067460	-0.067460	-0.067460	-0.067460	-0.067460	-0.067460	-0.067460	-0.085860	0.039890	-0.040380	-0.074830	-0.071010	-0.064670	-0.028860	-0.075350	-0.179110	-0.110940	-0.093790	-0.073930	0.087240	-0.170280	-0.186280	-0.260490	-0.196570	-0.238280	-0.240070	-0.180180	-0.123220	-0.237890	-0.180380	-0.179230	-0.133080	-0.194140	-0.142950	-0.191350	-0.172970	-0.172350	-0.136340	-0.189160	-0.131040	-0.178270	-0.110750	-0.171920	-0.020900	-0.051800	-0.136410	-0.118130	-0.044300	-0.141150	0.001350	0.001330	-0.016530	-0.102790	0.062080	-0.137800	-0.079710	0.058810	-0.099220	-0.034990	-0.097770	-0.163970	-0.133570	-0.174950
-0.149690	-0.149690	-0.149690	-0.149690	-0.149690	-0.149690	-0.149690	-0.149690	-0.149690	-0.149690	-0.149690	-0.149690	-0.149690	-0.149690	-0.149690	-0.149690	-0.130430	-0.275540	-0.274250	-0.312470	-0.185000	-0.313990	-0.274540	-0.289190	-0.176850	-0.315680	-0.186550	-0.147380	-0.167360	-0.287400	-0.173490	-0.134680	-0.189790	-0.139550	-0.133210	-0.198620	-0.307490	-0.267520	-0.319960	-0.263070	-0.353180	-0.312600	-0.360700	-0.310850	-0.362680	-0.370680	-0.444320	-0.349050	-0.330260	-0.331600	-0.253630	-0.122270	-0.188580	-0.171840	-0.079590	-0.164100	-0.199640	-0.107730	-0.271640	-0.243680	-0.309120	-0.159700	-0.265990	-0.055540	-0.128550	-0.263630	-0.110770	-0.277740	-0.260770	-0.138690	-0.168080	-0.087310
-0.090130	-0.090130	-0.090130	-0.090130	-0.090130	-0.090130	-0.090130	-0.090130	-0.090130	-0.090130	-0.090130	-0.090130	-0.090130	-0.090130	-0.090130	-0.090130	-0.104690	-0.002950	0.003830	0.007070	-0.044500	0.025410	0.005110	0.011420	-0.080390	0.062190	-0.066250	-0.037150	0.039190	-0.092930	-0.179110	-0.169420	-0.113810	-0.126290	-0.134570	-0.140790	-0.054610	-0.058570	-0.015020	-0.112400	-0.059810	-0.091120	-0.053450	-0.075460	-0.060120	-0.051590	-0.031570	-0.113230	-0.068450	-0.045400	-0.042980	-0.056570	0.031400	-0.041370	-0.077190	0.002540	0.056130	0.051840	0.171630	0.095060	0.089560	0.035760	0.106960	0.046180	0.030290	0.048310	-0.068450	0.077090	0.043970	0.002870	-0.047240	-0.044720
