1.251260	1.252560	1.254200	1.255240	1.255590	1.255180	1.254070	1.252400	1.251260	1.251260	1.251260	1.251260	1.251270	1.251260	1.251260	1.251260	1.251270	1.252560	1.254200	1.255240	1.255590	1.255180	1.256120	1.398540	1.413240	1.404690	1.431430	1.671870	1.670360	1.601630	1.446170	1.449360	1.393710	1.378870	1.452970	1.593400	1.455640	1.461570	1.696640	2.020010	1.797570	1.824080	1.455530	1.474030	1.411630	1.452940	1.463690	1.577210	1.892670	2.102740	1.858750	1.447710	1.399040	1.359570	1.421230	1.404460	1.425460	1.487830	1.419250	1.397980	1.387040	1.408090	1.409220	1.424270	1.440620	1.447430	1.726880	2.118310	2.247730	2.353530	2.364830	2.544150	2.716770	2.723090	2.695310	2.710040	2.654600	2.620870	2.477090	2.404870	2.095660	1.795710	1.536010	1.442090	1.405490	1.416470	1.417980	1.441160	2.443070	2.451270	2.357210	2.234330	2.070660	1.964190	1.748180	1.852600	1.734690	1.493310	1.407330	1.415880	1.392870	1.377420	1.379930	1.428100	1.390030	1.398950	1.396720	1.387880	1.407300	1.406560	1.415620	1.374830	1.394120	1.398690	1.388090	1.401210	1.377130	1.422050	1.404600	1.426730	1.401310	1.403540	1.404960	1.384250	1.388230	1.427190	1.418700	1.432160	1.486550	1.585830	1.433140	1.433290	1.423180	1.439330	2.314450	2.114040	1.987810	1.707300	1.560270	1.778420
0.113570	0.112320	0.110740	0.109730	0.109390	0.109790	0.110870	0.112470	0.113570	0.113560	0.113570	0.113570	0.113560	0.113570	0.113570	0.113560	0.113560	0.112320	0.110740	0.109730	0.109390	0.109790	0.108880	-0.005940	-0.028700	-0.014410	-0.018370	0.009310	0.001290	-0.035730	-0.021410	-0.052390	-0.003260	0.001430	-0.048290	-0.109170	-0.054260	-0.056070	-0.067570	-0.050770	-0.125460	-0.068360	-0.044950	-0.041630	-0.004750	-0.037700	-0.055420	-0.098880	-0.138350	-0.253190	-0.237100	-0.021670	-0.007310	0.024500	-0.030620	-0.014040	-0.028790	-0.078620	-0.026280	-0.005330	0.003670	-0.014840	-0.020690	-0.036660	-0.043020	-0.046950	-0.081640	-0.075610	-0.124510	-0.068090	-0.005000	0.002680	-0.032950	-0.022900	0.021870	-0.005390	0.010550	-0.018000	0.009810	0.021830	-0.007840	0.047240	-0.052190	-0.039560	-0.008290	-0.017940	-0.024590	-0.046830	-0.004120	-0.059100	-0.101710	0.014060	0.007340	-0.009230	0.007460	-0.002290	-0.048830	0.004230	-0.009930	-0.015090	-0.000040	0.006690	0.008590	-0.035830	-0.002640	-0.017100	-0.007170	-0.002050	-0.021500	-0.016500	-0.000480	0.012180	0.003960	-0.005600	0.004550	-0.011500	0.010100	-0.034290	-0.015340	-0.038320	-0.013540	-0.011630	-0.016870	0.000050	-0.002070	-0.034480	-0.021810	-0.011580	-0.016210	-0.052370	-0.007570	-0.031620	-0.026700	-0.038660	-0.082050	-0.112300	-0.097300	-0.113720	-0.063280	-0.235530
-0.353050	-0.351200	-0.348850	-0.347330	-0.346830	-0.347430	-0.349040	-0.351430	-0.353050	-0.353050	-0.353060	-0.353060	-0.353050	-0.353060	-0.353060	-0.353050	-0.353040	-0.351200	-0.348850	-0.347330	-0.346830	-0.347430	-0.346080	-0.213050	-0.170940	-0.208160	-0.189710	-0.155230	-0.150340	-0.167230	-0.206880	-0.147830	-0.211280	-0.198340	-0.181470	-0.227040	-0.172800	-0.144000	-0.145940	-0.158810	-0.248160	-0.211250	-0.167160	-0.152570	-0.201680	-0.203010	-0.165870	-0.197770	-0.245820	-0.263530	-0.238080	-0.195850	-0.187450	-0.222920	-0.189560	-0.205670	-0.197450	-0.154480	-0.179170	-0.214460	-0.215330	-0.198340	-0.184000	-0.163240	-0.179510	-0.177110	-0.173820	-0.183750	-0.148070	-0.167710	-0.184090	-0.166570	-0.109830	-0.113500	-0.190230	-0.146230	-0.157380	-0.125360	-0.143590	-0.194310	-0.138960	-0.161370	-0.114860	-0.165960	-0.178200	-0.200250	-0.165000	-0.140120	-0.167430	-0.150150	-0.190400	-0.184350	-0.163180	-0.126470	-0.098240	-0.093710	-0.082000	-0.164510	-0.192750	-0.205890	-0.206650	-0.203440	-0.207830	-0.162120	-0.203070	-0.172080	-0.210930	-0.202740	-0.171950	-0.190670	-0.190530	-0.206100	-0.217330	-0.204980	-0.195750	-0.201900	-0.225200	-0.168600	-0.201310	-0.154670	-0.188420	-0.206980	-0.186220	-0.207470	-0.216980	-0.176370	-0.204040	-0.198130	-0.172430	-0.139570	-0.182570	-0.186190	-0.193040	-0.191080	-0.214310	-0.135910	-0.152870	-0.153350	-0.173190	-0.187000
0.104310	0.102120	0.099330	0.097520	0.096930	0.097630	0.099550	0.102400	0.104310	0.104310	0.104310	0.104310	0.104310	0.104310	0.104310	0.104310	0.104300	0.102120	0.099330	0.097520	0.096930	0.097630	0.096060	-0.007420	-0.081110	-0.011210	-0.054170	-0.092780	-0.104520	-0.082770	-0.006660	-0.081370	-0.023210	-0.066380	-0.049020	-0.059480	-0.034610	-0.090190	-0.103500	-0.110070	0.028000	-0.065690	-0.079390	-0.093760	-0.046810	-0.001130	-0.065650	-0.004640	-0.013250	0.036510	0.038740	-0.059260	-0.065920	-0.046130	-0.028800	-0.016910	-0.010380	-0.048210	-0.052630	-0.010610	-0.041590	-0.027280	-0.055370	-0.075840	-0.029580	-0.034550	-0.078270	-0.077650	-0.125070	-0.102750	-0.116800	-0.097760	-0.103490	-0.103450	-0.012200	-0.052390	-0.046990	-0.076250	-0.111240	-0.081220	-0.105760	-0.093590	-0.102600	-0.059770	-0.086110	-0.016660	-0.088210	-0.109310	-0.092080	-0.097960	-0.005130	-0.087310	-0.108360	-0.098190	-0.179560	-0.134780	-0.157620	-0.087950	-0.048750	-0.012160	-0.032070	-0.062730	-0.045300	-0.087870	-0.037610	-0.094870	-0.018450	-0.043390	-0.086800	-0.043360	-0.063110	-0.064220	-0.012270	-0.024650	-0.067490	-0.027030	-0.016010	-0.065600	-0.025010	-0.090480	-0.054480	-0.014860	-0.053200	-0.040270	-0.018000	-0.046100	-0.005820	-0.022620	-0.075830	-0.100390	-0.069310	-0.029430	-0.023070	-0.041210	0.041110	-0.048730	-0.014750	0.025130	-0.039370	0.039790
-0.119620	-0.117160	-0.114000	-0.111950	-0.111300	-0.112080	-0.114260	-0.117470	-0.119620	-0.119620	-0.119620	-0.119620	-0.119620	-0.119620	-0.119620	-0.119620	-0.119610	-0.117160	-0.114000	-0.111950	-0.111300	-0.112080	-0.110350	-0.051550	0.037140	-0.048980	-0.014730	-0.057580	-0.035990	0.007970	-0.062130	0.009410	-0.025960	0.038770	-0.000290	0.092770	-0.031340	0.020040	0.035430	0.051190	0.103270	0.059140	0.028400	0.022520	0.001080	-0.066580	0.010310	-0.024080	0.045560	0.045740	0.048530	0.013390	0.013240	0.019990	-0.033540	-0.039490	-0.060360	-0.017890	-0.012680	-0.051320	0.009110	-0.037990	0.003420	0.018560	-0.046840	-0.033310	0.009350	0.038970	0.128110	0.064740	0.045390	-0.027800	-0.062720	-0.064690	-0.136650	-0.120100	-0.137530	-0.126370	-0.037660	-0.032650	-0.068540	-0.098180	-0.042050	-0.006840	0.047290	-0.049900	0.040740	0.053320	-0.007830	0.025050	-0.056850	-0.030110	-0.035170	-0.126850	0.002230	-0.156580	-0.127130	-0.008560	-0.007220	-0.052210	-0.025410	0.036490	-0.003460	0.044760	-0.020110	0.062290	-0.032020	-0.004540	0.052900	-0.015660	0.011590	0.041690	-0.043680	-0.039330	0.034180	-0.033620	-0.027300	0.000600	-0.029000	0.033380	-0.002740	-0.045690	-0.005390	0.000940	-0.027440	-0.026700	-0.064990	-0.039660	0.016730	0.034650	0.009290	-0.036710	-0.040710	0.020900	-0.023200	0.013180	-0.048890	-0.099890	-0.004720	0.000460
-0.067570	-0.070040	-0.073240	-0.075320	-0.075970	-0.075190	-0.072980	-0.069730	-0.067570	-0.067570	-0.067570	-0.067570	-0.067570	-0.067570	-0.067570	-0.067570	-0.067580	-0.070040	-0.073240	-0.075320	-0.075970	-0.075190	-0.076890	-0.101370	-0.162420	-0.102060	-0.073110	0.009050	0.010070	-0.049290	-0.063650	-0.121860	-0.115380	-0.176110	-0.126730	-0.104400	-0.114790	-0.113490	-0.064250	-0.062300	-0.288210	-0.096110	-0.141720	-0.111600	-0.123680	-0.062450	-0.140010	-0.099980	-0.096820	-0.053560	-0.101870	-0.109640	-0.126850	-0.158350	-0.108110	-0.109690	-0.083730	-0.121490	-0.096760	-0.082520	-0.130470	-0.088910	-0.130970	-0.139080	-0.080970	-0.105310	-0.018770	-0.073610	-0.126530	-0.089470	-0.046040	-0.020560	-0.045100	-0.042810	-0.029500	-0.024660	0.011610	0.025480	-0.065460	-0.049220	-0.028110	0.013020	-0.042600	-0.135640	-0.186130	-0.096280	-0.164210	-0.161230	-0.055420	-0.106110	-0.029860	-0.065370	-0.029850	0.035180	-0.025410	0.021430	-0.009440	-0.148350	-0.121810	-0.096020	-0.101790	-0.173300	-0.112930	-0.176040	-0.103230	-0.191030	-0.120450	-0.119320	-0.188960	-0.108290	-0.144570	-0.185050	-0.096880	-0.080470	-0.164820	-0.100300	-0.114960	-0.111550	-0.120990	-0.146110	-0.106460	-0.097990	-0.107840	-0.140170	-0.122360	-0.082210	-0.074120	-0.119160	-0.129180	-0.117470	-0.118370	-0.108970	-0.108340	-0.182300	-0.182300	-0.175140	-0.123490	-0.085790	-0.137210	-0.112890
-0.064710	-0.062200	-0.058960	-0.056830	-0.056180	-0.056970	-0.059220	-0.062520	-0.064710	-0.064710	-0.064710	-0.064710	-0.064710	-0.064710	-0.064710	-0.064710	-0.064690	-0.062200	-0.058960	-0.056830	-0.056180	-0.056970	-0.055300	-0.038090	-0.031720	-0.041890	-0.123940	-0.038070	-0.076980	-0.150690	-0.077960	-0.065290	-0.055360	-0.019320	-0.037510	-0.137980	-0.034200	-0.098310	-0.118280	-0.168500	-0.017380	-0.152840	-0.049850	-0.074360	-0.050580	-0.077320	-0.010540	-0.082710	-0.073880	-0.090110	-0.130670	-0.086670	-0.076640	-0.029580	-0.044050	-0.029770	-0.058680	-0.037940	-0.102360	-0.081740	-0.062130	-0.082750	-0.054160	-0.051940	-0.077970	-0.044260	-0.191460	-0.099910	-0.146860	-0.098120	-0.177830	-0.181830	-0.070210	-0.072630	-0.024620	-0.042260	-0.080560	-0.121310	-0.087360	-0.090520	-0.134320	-0.135560	-0.141770	-0.016380	-0.000890	-0.048650	-0.034400	-0.050100	-0.098930	-0.016400	-0.079960	-0.110560	-0.128100	-0.087310	-0.088550	-0.095410	-0.131960	-0.012130	-0.058680	-0.048080	-0.074570	-0.022380	-0.088150	-0.018390	-0.079650	-0.011430	-0.033580	-0.067050	0.000770	-0.076840	-0.025030	-0.002500	-0.056710	-0.102850	-0.029240	-0.062470	-0.050320	-0.086070	-0.022080	-0.053720	-0.101760	-0.048690	-0.090500	-0.039890	-0.036420	-0.115190	-0.072500	0.002070	-0.027540	-0.042530	-0.058100	-0.028200	-0.028180	-0.003000	-0.025290	-0.026430	-0.096500	-0.051790	-0.082610	-0.170050
-0.030130	-0.032250	-0.035030	-0.036860	-0.037410	-0.036740	-0.034800	-0.031980	-0.030130	-0.030130	-0.030130	-0.030130	-0.030130	-0.030130	-0.030130	-0.030130	-0.030140	-0.032250	-0.035030	-0.036860	-0.037410	-0.036740	-0.038140	-0.060530	-0.031170	-0.061400	0.042850	-0.009310	-0.016650	0.058250	-0.046700	0.000640	-0.011500	-0.021890	-0.075350	-0.046700	-0.067410	0.037740	-0.034550	0.014210	0.003650	-0.044080	-0.026340	0.010820	-0.013100	-0.049340	-0.102500	-0.036420	0.104270	0.053100	-0.012680	0.034280	0.029240	-0.025830	-0.057850	-0.082870	-0.051860	-0.075830	0.044770	-0.011900	-0.007290	0.004790	-0.004800	-0.006740	-0.032680	-0.068370	0.129320	0.009420	0.056440	-0.011630	-0.009770	-0.015260	-0.029230	-0.013560	-0.117200	-0.098930	-0.091600	-0.058830	-0.058830	-0.082500	-0.070840	-0.042290	0.018570	-0.082250	-0.055250	-0.053220	-0.004330	0.016320	0.117060	0.049170	-0.013480	-0.068270	-0.035080	-0.138480	0.016870	-0.130020	-0.101520	-0.088660	-0.019150	-0.055710	-0.008540	-0.015490	0.037600	-0.033010	-0.008740	-0.023770	-0.054110	0.002330	-0.049480	0.008830	-0.029880	-0.037280	-0.014840	0.041780	-0.000350	-0.029480	-0.028780	0.023660	-0.085050	0.000840	0.049100	-0.059520	0.033190	-0.022570	-0.054580	0.046570	-0.043260	-0.094610	0.002930	0.018720	0.020260	-0.077150	-0.085720	-0.044110	0.045560	-0.008160	0.048250	0.008860	0.043050	0.075780
-0.090310	-0.088650	-0.086440	-0.084970	-0.084530	-0.085060	-0.086620	-0.088860	-0.090310	-0.090310	-0.090310	-0.090310	-0.090310	-0.090310	-0.090310	-0.090310	-0.090300	-0.088650	-0.086440	-0.084970	-0.084530	-0.085060	-0.083980	-0.047430	-0.091440	-0.046090	-0.111510	-0.013590	-0.003350	-0.079840	-0.021710	-0.111490	-0.118300	-0.115830	-0.052160	-0.084400	-0.047440	-0.130370	0.027750	-0.017480	-0.113750	-0.023350	-0.101930	-0.123510	-0.103120	-0.028680	-0.049810	0.038590	0.090820	0.153520	0.057220	-0.100950	-0.144960	-0.092310	-0.048810	-0.005230	-0.045470	-0.038120	-0.145880	-0.082430	-0.087530	-0.110200	-0.113810	-0.107780	-0.063960	-0.035880	-0.023180	0.075470	-0.019150	-0.001750	-0.045480	-0.083570	-0.219600	-0.237500	-0.123160	-0.141970	-0.118670	-0.148000	-0.175980	-0.060980	-0.181900	-0.216970	-0.163020	-0.038900	-0.084420	-0.064700	-0.135410	-0.150400	-0.089090	0.024130	0.096700	-0.075410	-0.016830	-0.043410	-0.081840	-0.298740	-0.318450	-0.125560	-0.092300	-0.053110	-0.089300	-0.120030	-0.141230	-0.113290	-0.084080	-0.122670	-0.068400	-0.104980	-0.084600	-0.119030	-0.081670	-0.109720	-0.088770	-0.153020	-0.129080	-0.067620	-0.078070	-0.128320	-0.011600	-0.115770	-0.162720	-0.031310	-0.131390	-0.094800	-0.057050	-0.138680	-0.040520	-0.009630	-0.086720	-0.030270	-0.091790	-0.008020	-0.011560	-0.086380	-0.137410	-0.087650	-0.193860	-0.069400	-0.152560	-0.155180
-0.046720	-0.047230	-0.047990	-0.048540	-0.048700	-0.048500	-0.047920	-0.047160	-0.046720	-0.046720	-0.046730	-0.046730	-0.046720	-0.046730	-0.046730	-0.046720	-0.046730	-0.047230	-0.047990	-0.048540	-0.048700	-0.048500	-0.048870	-0.074920	-0.036900	-0.074770	-0.032100	0.101660	0.067220	-0.019520	-0.081400	-0.020810	-0.000590	-0.011200	-0.026430	0.090890	-0.064990	-0.022830	-0.049820	-0.059000	0.004970	-0.072100	0.008320	0.026500	0.002300	-0.071270	-0.015310	-0.093880	-0.002170	-0.031090	-0.045470	0.011770	-0.007200	-0.053190	-0.073930	-0.125270	-0.081830	-0.072610	-0.014620	-0.061540	-0.052540	-0.029500	-0.025640	-0.033010	-0.068990	-0.079880	0.012750	-0.074170	-0.025030	0.019440	-0.048200	-0.103430	0.084240	0.099340	0.011870	0.041070	0.019120	0.012600	-0.001510	-0.021840	-0.054490	0.029960	-0.045890	-0.081310	-0.048620	-0.054760	0.007360	0.016440	0.056810	-0.001070	-0.072670	-0.073600	-0.090510	0.018730	0.069470	0.015130	-0.021710	-0.074190	-0.064200	-0.066330	-0.069440	-0.006400	-0.016840	-0.006490	-0.089440	0.003610	-0.051470	-0.039350	-0.036330	-0.034060	-0.035080	-0.004950	-0.026610	0.009880	0.006030	-0.071950	-0.049230	-0.026410	-0.116310	-0.027120	-0.000590	-0.109690	-0.029420	-0.040760	-0.069680	-0.034760	-0.101380	-0.077050	0.025050	-0.052260	-0.012990	-0.104230	-0.109230	-0.043970	-0.054080	-0.100910	-0.101590	-0.124990	-0.060820	-0.043580
