2.839500	3.167270	3.254470	3.445540	3.323040	3.254650	3.308440	3.357070	3.344630	3.262220	3.327980	3.301870	3.279330	3.278050	3.253590	3.333180	3.299880	3.254550	3.271280	3.270730	3.345930	3.283720	3.312830	3.248560	3.310380	3.280530	3.202270	3.294490	3.241870	3.225960	3.273220	3.292980	3.390740	3.277170	3.220790	3.289700	3.220950	3.249240	3.194840	3.215160	3.214930	3.088550	3.043350	3.139650	3.120210	3.046440	3.112740	3.128140	3.140660	3.107590	3.093030	3.157410	3.152030	3.124870	3.141920	3.122860	3.265260	3.253450	3.257170	3.385340	3.502790	3.768740	4.023210	4.140510	4.283130	4.308150	4.466000	4.434290	4.368700	4.140660	3.966000	3.944950	4.039430	4.059570	4.035130	4.011190	3.883500	3.867310	3.847090	3.819160	3.737410	3.741490	3.724950	3.645130	3.484660	3.474720	3.403960	3.249290	3.258530	3.230250	3.161590	3.360310	3.188680	3.191850	3.136670	3.239630
-0.017950	-0.131230	-0.078410	-0.178220	-0.106740	-0.033160	-0.030360	-0.062940	-0.117370	-0.066060	-0.111160	-0.118480	-0.088350	-0.127880	-0.068360	-0.066060	-0.028180	-0.039500	-0.060420	-0.074630	-0.137760	-0.094860	-0.116930	-0.054810	-0.049780	-0.023090	-0.115360	-0.098910	-0.009750	-0.044900	0.011990	-0.031830	-0.077540	-0.032090	0.045690	-0.032120	-0.001250	-0.041830	-0.001570	0.003280	0.007260	0.039820	0.049250	-0.011090	-0.011010	-0.026200	-0.028570	-0.090390	-0.066760	-0.075890	-0.053580	-0.081430	-0.053990	0.000410	-0.007580	-0.003750	-0.049810	-0.002350	-0.014120	-0.015830	-0.029530	-0.080610	-0.033180	0.023800	0.024150	0.017550	-0.084310	-0.089510	-0.023210	-0.064120	0.048350	0.014660	-0.013860	-0.064550	-0.071760	-0.085770	0.013690	-0.062180	-0.028550	-0.051470	-0.053470	-0.038910	-0.056740	-0.064190	-0.003310	-0.000490	-0.024000	0.048300	0.038050	0.002230	0.061390	-0.058920	0.004530	0.025590	0.018420	-0.008340
-0.284180	-0.306890	-0.323380	-0.222460	-0.329520	-0.373570	-0.340350	-0.280300	-0.236650	-0.301640	-0.292800	-0.298290	-0.291650	-0.234840	-0.250450	-0.269400	-0.264830	-0.277130	-0.245910	-0.250990	-0.219860	-0.257100	-0.294360	-0.317400	-0.300040	-0.293770	-0.273800	-0.248370	-0.238010	-0.240390	-0.336450	-0.203670	-0.204860	-0.248390	-0.290260	-0.196780	-0.274160	-0.282210	-0.253830	-0.300200	-0.246860	-0.314870	-0.324100	-0.272080	-0.237000	-0.242700	-0.277080	-0.250540	-0.270350	-0.254970	-0.334750	-0.281330	-0.254850	-0.330950	-0.298910	-0.281940	-0.248000	-0.295390	-0.227020	-0.260600	-0.240040	-0.246290	-0.216360	-0.222790	-0.251330	-0.282080	-0.162590	-0.172230	-0.237390	-0.163150	-0.273720	-0.267150	-0.279800	-0.299450	-0.208670	-0.202950	-0.316340	-0.262830	-0.280220	-0.217560	-0.279290	-0.247990	-0.258910	-0.183000	-0.283730	-0.257770	-0.254000	-0.305800	-0.272980	-0.277200	-0.346330	-0.187010	-0.245970	-0.295420	-0.304820	-0.304010
-0.207680	-0.075430	-0.121220	-0.190440	-0.073660	-0.092930	-0.103360	-0.181850	-0.216140	-0.137610	-0.127350	-0.106570	-0.140020	-0.228720	-0.234310	-0.186680	-0.237580	-0.171560	-0.212880	-0.210060	-0.188570	-0.158840	-0.066800	-0.114140	-0.114760	-0.150400	-0.114310	-0.149410	-0.242360	-0.202880	-0.043460	-0.259120	-0.179010	-0.162030	-0.177150	-0.254460	-0.147800	-0.117730	-0.224440	-0.135190	-0.222080	-0.174310	-0.170740	-0.166610	-0.253260	-0.249140	-0.185850	-0.161980	-0.214560	-0.244360	-0.092980	-0.133500	-0.220960	-0.122040	-0.122380	-0.202970	-0.163300	-0.116000	-0.230080	-0.159900	-0.195340	-0.152230	-0.191110	-0.231500	-0.191030	-0.142690	-0.239900	-0.230550	-0.187400	-0.280180	-0.171180	-0.150910	-0.172140	-0.151020	-0.275850	-0.278860	-0.176610	-0.196760	-0.194790	-0.266500	-0.137310	-0.178100	-0.149560	-0.286930	-0.204830	-0.244200	-0.199850	-0.220230	-0.222110	-0.222030	-0.155480	-0.257410	-0.221980	-0.163840	-0.155480	-0.083380
-0.006950	-0.093840	-0.002130	0.029010	-0.058040	-0.008540	-0.039660	0.014980	0.038210	-0.019150	-0.009920	-0.071820	-0.013600	0.059110	0.042890	-0.048690	0.002040	-0.074840	0.003580	0.042650	-0.005230	-0.047810	-0.131170	-0.043610	-0.087860	-0.075490	-0.063540	-0.070560	-0.009830	-0.061420	-0.237390	-0.038860	-0.152640	-0.163900	-0.101510	-0.065130	-0.143660	-0.138200	-0.020340	-0.097670	-0.035600	-0.017150	-0.035210	-0.105620	0.018530	0.011450	-0.018750	-0.070480	0.063660	0.093570	-0.091730	-0.077190	0.021980	-0.048060	-0.159110	-0.012250	-0.107960	-0.158670	-0.080890	-0.148380	-0.079640	-0.078080	-0.192670	-0.133990	-0.167630	-0.190430	-0.136110	-0.144580	-0.175450	-0.106580	-0.209030	-0.200520	-0.101710	-0.059430	-0.002320	0.016690	-0.041160	-0.058670	-0.038140	-0.006710	-0.150610	-0.150470	-0.131070	0.000240	-0.079350	-0.033970	-0.114580	-0.023220	-0.050920	-0.001940	-0.081320	-0.059530	-0.101070	-0.124100	-0.112440	-0.212230
-0.247870	-0.120040	-0.178630	-0.202410	-0.159450	-0.210250	-0.226960	-0.221910	-0.220900	-0.191770	-0.234800	-0.132200	-0.197720	-0.272610	-0.249260	-0.167050	-0.259830	-0.148660	-0.243390	-0.302310	-0.241330	-0.189300	-0.201730	-0.256250	-0.258400	-0.147330	-0.210950	-0.164370	-0.172560	-0.132430	-0.043780	-0.093150	-0.027930	-0.001630	-0.095600	-0.068600	-0.048140	-0.101040	-0.141610	-0.140650	-0.126900	-0.191440	-0.156930	-0.039240	-0.163330	-0.135150	-0.181120	-0.115070	-0.253390	-0.278630	-0.098630	-0.112220	-0.204820	-0.231560	-0.033580	-0.152630	-0.123200	-0.079290	-0.092520	-0.083090	-0.144840	-0.267990	-0.006230	-0.104950	-0.057230	-0.052640	-0.058430	-0.029200	-0.011240	-0.037660	-0.002780	-0.068140	-0.057720	-0.105840	-0.072210	-0.087630	-0.092440	-0.076570	-0.080170	-0.097680	0.002770	0.012210	-0.014930	-0.102980	0.016090	-0.016050	0.013610	-0.097250	-0.100860	-0.180250	-0.061840	-0.059410	0.002010	-0.007990	-0.053000	-0.047380
-0.118580	-0.137480	-0.207380	-0.151230	-0.161790	-0.153230	-0.079780	-0.133460	-0.190220	-0.162000	-0.027780	-0.190450	-0.168230	-0.124760	-0.152050	-0.242330	-0.107950	-0.202680	-0.112980	-0.079210	-0.156760	-0.193190	-0.090050	-0.068390	-0.012300	-0.208340	-0.061700	-0.104160	-0.136780	-0.182050	-0.059100	-0.236180	-0.164930	-0.290750	-0.173270	-0.207210	-0.107570	-0.142850	-0.156210	-0.111590	-0.194130	-0.098660	-0.092170	-0.275760	-0.146020	-0.251110	-0.130570	-0.202930	-0.083280	-0.149570	-0.239230	-0.205020	-0.171310	-0.045350	-0.218650	-0.213060	-0.080550	-0.141900	-0.215320	-0.162140	-0.159140	0.001030	-0.226150	-0.046050	-0.110540	-0.113730	-0.148260	-0.142350	-0.141750	-0.168810	-0.148610	-0.053250	-0.121030	-0.095920	-0.174510	-0.191240	-0.180470	-0.173240	-0.198600	-0.177050	-0.199570	-0.167200	-0.223720	-0.141640	-0.194760	-0.265790	-0.176210	-0.152860	-0.144910	-0.065050	-0.184880	-0.149810	-0.278070	-0.279670	-0.256160	-0.089310
-0.114500	-0.098820	0.150830	0.037030	-0.000690	0.019770	-0.123920	-0.043450	-0.026980	0.021020	-0.107910	-0.081980	0.007260	-0.145600	-0.092170	-0.034220	-0.195460	-0.056510	-0.105630	-0.065730	0.003090	0.015690	-0.155580	-0.139850	-0.207830	-0.011600	-0.143850	-0.002090	-0.046960	-0.038950	-0.173570	0.092120	-0.004030	0.038580	-0.044490	-0.005020	-0.105290	-0.082580	0.018250	-0.055170	0.096290	-0.045910	-0.085390	0.093200	-0.019290	0.072920	-0.052850	-0.009070	-0.089870	-0.032740	-0.014350	0.011430	0.002760	-0.097880	-0.074280	0.034310	-0.191830	-0.058310	0.001930	-0.103990	-0.033920	-0.119180	-0.086530	-0.208050	-0.125840	-0.119110	-0.008830	0.005540	-0.124400	-0.032540	-0.039520	-0.153670	-0.059450	-0.047680	0.019440	0.046300	0.043120	0.013690	0.094460	0.036080	-0.048790	-0.064570	0.099830	0.041280	-0.050360	0.075880	-0.113230	-0.065650	-0.000940	-0.104850	-0.031390	-0.034480	0.050480	0.112050	0.092820	-0.142070
-0.365770	0.025560	-0.214600	-0.146510	-0.076740	-0.141250	-0.065010	-0.195920	-0.181850	-0.171170	0.039640	-0.029460	-0.164520	-0.117680	-0.189000	-0.293890	-0.234300	-0.279220	-0.201910	-0.182330	-0.326520	-0.256020	-0.172420	-0.202020	-0.214000	-0.256740	-0.057440	-0.202670	-0.172620	-0.179870	-0.032510	-0.312930	-0.199550	-0.292110	-0.278270	-0.223290	-0.078120	-0.172920	-0.171220	-0.200300	-0.338190	-0.169860	-0.066680	-0.289450	-0.144190	-0.267830	-0.176500	-0.246670	-0.092140	-0.211430	-0.122850	-0.132440	-0.237990	-0.201690	-0.075120	-0.264080	-0.043380	-0.218980	-0.316510	-0.224720	-0.240070	-0.309500	-0.147340	-0.242650	-0.280060	-0.230950	-0.330640	-0.225010	-0.180370	-0.271840	-0.340330	-0.269630	-0.083750	0.000720	-0.076710	-0.120230	-0.183100	-0.111740	-0.218940	-0.167050	-0.086230	-0.114550	-0.290350	-0.248310	0.022590	-0.111560	0.001500	-0.048700	-0.208990	-0.074040	-0.090380	-0.135220	-0.170390	-0.304140	-0.349190	-0.119460
-0.069010	-0.115910	0.010660	-0.002010	-0.123620	-0.063960	-0.219880	-0.057560	-0.177630	-0.122650	-0.150120	-0.203180	-0.142070	-0.238060	-0.221200	-0.245900	-0.245350	-0.159940	-0.201920	-0.246110	-0.144860	-0.229690	-0.249360	-0.161860	-0.165580	-0.238620	-0.209470	0.010000	-0.130610	-0.159310	-0.070020	0.036690	0.071130	-0.048230	-0.016790	-0.050070	-0.022480	-0.119970	-0.093880	-0.096110	-0.011650	-0.085810	-0.092520	0.016250	-0.102440	-0.067810	-0.105060	-0.038440	-0.113590	-0.180010	-0.185560	-0.141820	-0.072030	-0.030760	-0.222890	-0.080820	-0.169100	0.009070	-0.067000	-0.157780	-0.206760	-0.075540	-0.227530	0.044640	0.067200	0.022450	0.145610	0.159670	0.107440	0.153780	0.175870	0.115960	0.051580	0.049240	0.079150	0.101430	0.114280	0.076810	0.152290	0.085170	0.048800	0.140190	0.140020	0.196430	0.049270	-0.010200	0.011340	-0.057200	0.056070	-0.047500	-0.033400	0.037240	-0.044490	0.080670	0.111150	-0.014070
