2.712090	2.690430	2.997310	2.758650	2.673300	2.667840	2.656300	2.656190	2.678710	2.862410	2.686760	2.717670	2.710280	2.998120	2.863410	2.743550	2.717660	2.667230	2.679140	2.667440	2.836490	3.291810	3.346380	3.411930	3.490470	3.444310	3.346700	3.247010	3.228710	2.821180	2.706330	2.628940	2.663030	2.615320	2.569930	2.637050	2.599140	2.706130	2.676400	2.732990	2.721080	3.428230	3.287040	3.288900	3.270720	3.185220	3.049000	2.905140	2.742740	2.659520	2.710980	2.743770	2.702380	2.708460	2.694950	2.702710	2.687680	2.750230	2.729010	2.708220	2.803440	2.709300	2.631320	2.660340	2.733830	2.651790	2.669610	2.647440	2.713700	2.725680	2.680950	2.751470	2.716900	2.694090
0.010550	0.018910	-0.186980	-0.045140	-0.036140	0.002140	0.004360	-0.009460	0.013180	-0.099170	-0.003610	0.006320	-0.020190	-0.111090	-0.067140	0.016390	0.012850	0.023530	0.016280	-0.015740	0.024920	-0.103740	-0.071520	-0.100250	-0.106350	-0.044270	-0.062150	-0.046330	-0.100400	-0.013120	0.004080	0.026540	0.006370	0.000890	0.016910	-0.004370	0.014130	-0.057520	-0.020730	-0.030210	0.004110	-0.022040	-0.185600	-0.150730	-0.161750	-0.141380	-0.055230	-0.055130	-0.020850	-0.041170	0.023240	-0.017570	0.025080	0.011700	-0.021830	-0.025090	-0.052400	-0.108020	-0.083120	-0.057960	-0.089350	-0.040330	-0.030760	-0.064120	-0.062480	-0.009670	-0.013810	-0.036710	-0.012480	-0.082370	-0.033170	-0.011150	-0.062630	-0.054200
-0.202490	-0.196700	-0.289780	-0.203970	-0.207970	-0.202800	-0.207570	-0.198090	-0.210020	-0.246510	-0.216550	-0.206620	-0.181910	-0.308710	-0.194150	-0.202220	-0.210810	-0.213600	-0.216330	-0.193200	-0.226800	-0.223830	-0.234190	-0.186850	-0.182020	-0.207510	-0.212210	-0.193900	-0.210280	-0.236410	-0.205310	-0.191240	-0.214440	-0.199760	-0.203930	-0.179940	-0.211600	-0.208890	-0.196960	-0.172240	-0.249940	-0.299690	-0.193560	-0.257240	-0.244290	-0.246990	-0.265310	-0.220270	-0.182900	-0.190820	-0.194070	-0.160550	-0.200330	-0.201040	-0.173000	-0.162860	-0.194950	-0.166670	-0.209970	-0.203980	-0.146470	-0.184050	-0.229430	-0.227750	-0.181160	-0.226710	-0.230890	-0.198960	-0.218840	-0.166460	-0.250870	-0.211030	-0.170960	-0.202230
-0.122950	-0.165030	0.021890	-0.117580	-0.117940	-0.152780	-0.154530	-0.152440	-0.140780	-0.051490	-0.125630	-0.128960	-0.144320	0.050180	-0.161510	-0.122360	-0.136690	-0.147750	-0.122140	-0.136420	-0.149910	-0.061150	-0.074050	-0.147330	-0.134380	-0.130300	-0.109870	-0.169180	-0.137970	-0.089940	-0.104690	-0.181750	-0.086280	-0.109400	-0.152710	-0.149300	-0.128330	-0.140660	-0.169090	-0.171080	-0.114410	-0.029960	-0.027130	0.020070	-0.014380	-0.023860	-0.050690	-0.094290	-0.150230	-0.121740	-0.143670	-0.166600	-0.143420	-0.111170	-0.143210	-0.160640	-0.103340	-0.119190	-0.081350	-0.154730	-0.180150	-0.171470	-0.135930	-0.072090	-0.185980	-0.133990	-0.119420	-0.148820	-0.117060	-0.166540	-0.042100	-0.130200	-0.159560	-0.098020
-0.113000	-0.035600	0.029480	-0.028560	-0.046470	-0.020060	-0.022250	-0.035100	-0.050680	-0.006540	-0.076380	-0.104020	-0.084170	-0.041680	0.026620	-0.107570	-0.040670	-0.035430	-0.098810	-0.101530	-0.035580	-0.094600	-0.069690	0.030220	0.001080	-0.023630	-0.038250	0.009680	0.032110	-0.105980	-0.161980	-0.027990	-0.199660	-0.168670	-0.070980	-0.107250	-0.104720	-0.023830	-0.008110	-0.034290	0.005520	-0.028160	-0.056050	-0.086610	-0.044790	-0.060670	-0.019730	-0.052690	-0.081810	-0.095470	-0.093670	-0.078500	-0.035300	-0.116180	-0.070500	-0.060830	-0.076460	-0.070400	-0.100740	-0.059080	-0.068670	-0.046910	-0.015280	-0.121710	-0.037980	-0.074230	-0.088730	-0.036630	-0.068150	-0.009280	-0.101020	-0.046290	-0.055940	-0.080250
-0.044420	-0.126450	-0.270060	-0.151610	-0.095020	-0.143120	-0.110490	-0.079000	-0.109190	-0.226120	-0.100920	-0.041980	-0.060660	-0.271810	-0.199810	-0.049820	-0.117760	-0.095520	-0.112200	-0.069660	-0.136610	-0.103970	-0.126510	-0.205130	-0.200860	-0.159350	-0.161770	-0.157110	-0.204690	-0.096400	0.017370	-0.099480	0.051980	0.066890	-0.065610	-0.018560	-0.059160	-0.042100	-0.120660	-0.157710	-0.192650	-0.160700	-0.175450	-0.115100	-0.143390	-0.118950	-0.200070	-0.101810	-0.088850	-0.051390	-0.099290	-0.083950	-0.156460	-0.042620	-0.073290	-0.087400	-0.087640	-0.063500	-0.048780	-0.099530	-0.077130	-0.115410	-0.100130	-0.027190	-0.124740	-0.082530	-0.109360	-0.102460	-0.124320	-0.127420	-0.105210	-0.123440	-0.079890	-0.098030
-0.161230	-0.112770	-0.138260	-0.132630	-0.167010	-0.070580	-0.119520	-0.150140	-0.117000	-0.143140	-0.157330	-0.168720	-0.146670	-0.013220	-0.143470	-0.124200	-0.091850	-0.147500	-0.074230	-0.144140	-0.139930	-0.199800	-0.161780	-0.075780	-0.087640	-0.092560	-0.111690	-0.127260	-0.090600	-0.113820	-0.192230	-0.137490	-0.204490	-0.244010	-0.164540	-0.199360	-0.142350	-0.227370	-0.165700	-0.066980	-0.089720	-0.028660	-0.133010	-0.089110	-0.054570	-0.059920	0.016520	-0.103490	-0.137220	-0.200890	-0.078250	-0.126000	-0.012890	-0.145110	-0.148500	-0.133240	-0.093400	-0.155010	-0.149250	-0.168640	-0.152480	-0.127620	-0.194770	-0.186430	-0.150440	-0.182240	-0.132730	-0.196480	-0.106150	-0.167000	-0.047860	-0.122030	-0.162190	-0.061110
-0.030900	-0.041080	0.036880	0.027510	0.019500	-0.104540	-0.079040	-0.015390	-0.071350	0.041800	-0.056090	-0.074120	-0.084440	-0.101920	-0.031170	-0.063090	-0.042740	0.011740	-0.159000	-0.105530	-0.058040	-0.039070	-0.059390	-0.060830	-0.063810	-0.117940	-0.054730	-0.053080	-0.104750	-0.152820	-0.105760	-0.046020	-0.120170	-0.012340	-0.058980	-0.023300	-0.100240	-0.034900	-0.047160	-0.159530	-0.049160	0.024750	0.072670	0.043950	0.009880	0.003110	-0.017670	-0.024960	-0.085550	-0.016280	-0.125920	-0.072700	-0.092810	-0.000930	0.024120	-0.018190	-0.093690	-0.105090	-0.169810	-0.193420	-0.201160	-0.176200	-0.083130	-0.175350	-0.177840	-0.103170	-0.169050	-0.019100	-0.123190	-0.053630	-0.162430	-0.056720	-0.114000	-0.128310
-0.239590	-0.266140	-0.181750	-0.246170	-0.210900	-0.145910	-0.120510	-0.076140	-0.172290	-0.302230	-0.281550	-0.154260	-0.142020	-0.104700	-0.239770	-0.174260	-0.145340	-0.226820	-0.195470	-0.194590	-0.246470	-0.131490	-0.138760	-0.046650	-0.205980	-0.104750	-0.193110	-0.207410	-0.156360	-0.156490	-0.158670	-0.208070	-0.176150	-0.195730	-0.226070	-0.298020	-0.190960	-0.101020	-0.224280	-0.190790	-0.215900	-0.013040	-0.200370	0.003750	0.026330	0.057610	-0.033710	-0.021150	-0.244500	-0.215660	-0.235140	-0.264320	-0.167050	-0.257680	-0.260170	-0.245370	-0.087000	-0.065830	-0.018700	-0.170170	-0.152000	-0.188970	-0.145180	-0.031770	-0.234240	-0.282280	-0.212550	-0.221260	-0.145280	-0.181860	-0.009640	-0.176830	-0.131080	-0.053910
-0.046770	-0.029720	-0.096140	-0.091060	-0.054690	-0.044390	-0.085470	-0.119300	-0.064520	-0.107540	-0.091260	-0.134760	-0.103100	-0.155310	-0.148360	-0.024810	-0.088130	-0.020900	-0.114590	-0.121500	-0.112200	-0.248950	-0.233970	-0.150580	-0.079440	-0.162040	-0.131080	-0.077000	-0.018890	-0.125830	-0.100940	-0.061440	-0.084030	0.005900	-0.074990	0.006680	-0.073190	-0.076280	-0.077740	-0.127590	-0.085860	-0.030580	-0.120270	-0.075560	-0.027470	-0.067080	-0.000150	-0.095190	-0.067760	-0.133880	-0.057240	-0.032020	-0.036230	-0.011360	0.001510	-0.032550	-0.062850	-0.086270	-0.120310	-0.141370	-0.115210	-0.089570	-0.102690	-0.194970	-0.099300	-0.064980	-0.150560	-0.149020	-0.206290	-0.130280	-0.132680	-0.134790	-0.122320	-0.086480
