1.663610	1.660350	1.762870	1.738070	1.829860	1.851320	1.853590	1.907910	1.945190	2.132950	2.372570	2.425530	2.381150	2.438610	2.479960	2.462790	2.575140	2.456930	2.588510	2.625820	2.587640	2.645190	2.632390	2.681380	2.636470	2.663770	2.641570	2.591970	2.665730	2.922120	3.178680	3.327680	3.408050	3.417750	3.501580	3.542300	3.577820	3.560430	3.629480	3.630360	3.643120	3.678490	3.678870	3.605970	3.723050	3.735290	3.665110	3.675650	3.567230	3.573570	3.302930	2.950440	2.742300	2.658730	2.750360	2.738600	2.679560	2.722180	2.721860
0.109420	0.113310	0.018410	0.041920	-0.039490	-0.048540	-0.019880	-0.032130	0.014500	-0.005950	-0.066310	-0.046790	-0.012270	-0.040280	-0.057960	-0.017980	-0.058710	0.027700	-0.056470	-0.020610	0.030520	-0.047040	-0.017710	-0.021860	-0.012300	-0.039300	-0.025060	0.020320	-0.035690	0.008700	0.019870	-0.026950	-0.062970	-0.009320	-0.010990	-0.013990	-0.031020	-0.006580	-0.053760	-0.052150	-0.059280	-0.075540	-0.071540	-0.006770	-0.097340	-0.102630	-0.049270	-0.093210	-0.023800	-0.097010	-0.005860	-0.059480	-0.058730	-0.008750	-0.035840	-0.051430	-0.008970	-0.032710	-0.046690
-0.528030	-0.533740	-0.411880	-0.435530	-0.331280	-0.281230	-0.340720	-0.317330	-0.349940	-0.229420	-0.189890	-0.201120	-0.234190	-0.167220	-0.164650	-0.259930	-0.183870	-0.287310	-0.148720	-0.225580	-0.229960	-0.221640	-0.206790	-0.211900	-0.166310	-0.217400	-0.161710	-0.234800	-0.218570	-0.211190	-0.308680	-0.200710	-0.179970	-0.234120	-0.216670	-0.236200	-0.222890	-0.245800	-0.220840	-0.222120	-0.214870	-0.191670	-0.185880	-0.267030	-0.169920	-0.161010	-0.242260	-0.161440	-0.236070	-0.171590	-0.243650	-0.257990	-0.148000	-0.234790	-0.197010	-0.163860	-0.242120	-0.232120	-0.189160
0.096780	0.103140	-0.014030	-0.000120	-0.094800	-0.173150	-0.080000	-0.083910	-0.053500	-0.207570	-0.162670	-0.164260	-0.159210	-0.249430	-0.229400	-0.101490	-0.195040	-0.120650	-0.270690	-0.135840	-0.217580	-0.145780	-0.196490	-0.167410	-0.284930	-0.154830	-0.295620	-0.209370	-0.159330	-0.217620	-0.084320	-0.218020	-0.217540	-0.188970	-0.213080	-0.181140	-0.200400	-0.186610	-0.181860	-0.187480	-0.188140	-0.220290	-0.238310	-0.167430	-0.238340	-0.231790	-0.123480	-0.216100	-0.167000	-0.221040	-0.176550	-0.092180	-0.242740	-0.191700	-0.186140	-0.224390	-0.144350	-0.136530	-0.235420
-0.209140	-0.214920	-0.120890	-0.127950	-0.062040	0.007990	-0.086810	-0.133650	-0.175410	-0.115260	-0.212810	-0.208720	-0.188260	-0.118560	-0.145590	-0.250610	-0.161560	-0.183970	-0.103080	-0.248510	-0.139820	-0.203900	-0.170760	-0.204960	-0.071250	-0.218560	-0.051570	-0.116380	-0.194450	-0.145530	-0.229900	-0.155890	-0.152930	-0.169410	-0.156970	-0.174310	-0.142100	-0.150860	-0.158820	-0.145520	-0.152470	-0.117270	-0.093560	-0.145750	-0.098950	-0.119700	-0.243920	-0.169190	-0.182950	-0.102170	-0.187820	-0.246320	-0.179000	-0.105830	-0.187720	-0.175750	-0.199730	-0.227670	-0.084960
-0.138030	-0.133940	-0.199980	-0.190070	-0.221280	-0.237720	-0.204350	-0.129310	-0.094400	-0.027510	-0.017710	-0.008740	-0.037930	-0.054530	-0.034960	0.015850	-0.049510	-0.064820	-0.032280	0.025370	-0.032010	-0.019080	-0.018200	-0.014090	-0.092160	0.011870	-0.078640	-0.069800	-0.032680	-0.074190	-0.043100	-0.028370	-0.073950	-0.061340	-0.047310	-0.046120	-0.072270	-0.061830	-0.066810	-0.078900	-0.057280	-0.076640	-0.106140	-0.063170	-0.092740	-0.094620	0.007740	-0.003290	-0.014750	-0.115910	-0.029620	-0.007040	0.049160	-0.127670	-0.018250	0.009560	-0.038830	-0.000900	-0.096790
-0.134120	-0.134960	-0.092940	-0.117920	-0.109830	-0.150670	-0.085360	-0.150000	-0.152120	-0.236990	-0.106480	-0.097860	-0.075100	-0.161840	-0.140170	-0.139030	-0.085030	-0.095110	-0.168850	-0.084470	-0.172240	-0.118050	-0.100080	-0.082840	-0.111450	-0.125070	-0.146010	-0.102740	-0.105360	-0.096220	-0.174700	-0.198510	-0.138800	-0.163870	-0.162440	-0.160500	-0.147620	-0.155220	-0.136550	-0.124580	-0.143830	-0.129020	-0.107620	-0.167800	-0.156620	-0.129650	-0.142130	-0.197850	-0.185400	-0.140240	-0.154130	-0.136700	-0.219620	-0.074620	-0.094610	-0.136450	-0.066070	-0.090490	-0.125920
-0.086890	-0.089030	-0.108720	-0.065750	-0.056520	0.040010	-0.079440	-0.059540	-0.052620	0.070310	-0.150990	-0.185410	-0.245510	-0.046970	-0.134660	-0.166320	-0.100760	-0.131850	-0.046930	-0.194950	-0.067820	-0.142050	-0.147340	-0.163330	-0.127150	-0.200620	-0.073400	-0.085280	-0.154600	-0.188620	-0.061970	-0.121550	-0.130180	-0.130840	-0.148430	-0.146930	-0.159890	-0.155090	-0.198020	-0.208160	-0.186770	-0.213920	-0.210490	-0.118570	-0.080990	-0.086290	-0.189930	-0.102430	-0.115320	-0.059770	-0.234270	-0.223370	-0.088280	-0.080700	-0.160140	-0.114290	-0.176140	-0.164610	-0.045230
-0.169100	-0.164770	-0.164920	-0.220120	-0.229770	-0.309450	-0.191920	-0.184560	-0.209170	-0.258110	-0.170880	-0.123010	-0.040570	-0.299290	-0.193870	-0.118760	-0.219350	-0.177800	-0.202670	-0.098380	-0.223420	-0.161420	-0.130980	-0.148030	-0.201000	-0.072010	-0.168800	-0.194050	-0.174440	-0.201890	-0.342750	-0.249920	-0.357750	-0.300210	-0.273600	-0.249410	-0.215440	-0.222680	-0.150010	-0.131060	-0.129550	-0.070640	-0.103040	-0.207340	-0.264570	-0.302710	-0.176010	-0.231760	-0.226840	-0.359070	-0.163110	-0.146090	-0.166680	-0.246240	-0.124600	-0.146100	-0.121540	-0.098550	-0.243050
-0.109560	-0.112820	-0.090780	-0.041750	-0.022850	0.019800	-0.029130	-0.062230	-0.032350	0.039250	0.059880	0.059510	-0.037610	0.118770	0.074140	0.002270	0.161290	0.011860	0.090560	0.088470	0.072990	0.069450	0.116760	0.101870	0.075170	0.004790	0.056330	0.082870	0.084680	-0.018270	0.036480	-0.010860	0.110180	0.014140	0.057350	0.018600	0.005630	0.032450	-0.046310	-0.035560	-0.026230	-0.068030	-0.040250	0.033630	0.057260	0.102070	0.073170	0.052070	0.025390	0.082880	-0.025250	-0.025890	0.028300	0.084930	0.068040	0.086650	0.060380	0.068830	0.119990
