1.449860	1.449860	1.449860	1.449860	1.449860	1.449860	1.449860	1.449860	1.449860	1.449860	1.449860	1.449860	1.449860	1.449860	1.449860	1.449860	1.439810	1.572940	1.614750	1.662260	1.662960	1.743190	1.747120	1.806960	1.865410	1.951600	2.030680	1.913430	1.964020	2.268350	2.084470	2.006630	2.270240	2.697280	2.654860	3.150910	3.206530	3.165880	3.222660	3.198630	3.207320	3.144790	3.145870	3.099660	2.595090	2.367270	2.260870	2.272240	2.202840	2.153240	2.165600	2.886160	2.841040	2.738160	2.800750	2.725560	2.668630	2.572420	2.413510	2.360540	2.183900	2.215580	2.105510	2.097370	2.109110	2.099890	2.115380	2.133570	2.061360	2.052470	2.049420	2.033310	2.109850	2.038070	2.034240	2.015770	2.049370
0.122270	0.122270	0.122270	0.122270	0.122270	0.122270	0.122270	0.122270	0.122270	0.122270	0.122270	0.122270	0.122270	0.122270	0.122270	0.122270	0.132000	0.012150	-0.011980	-0.044350	-0.014670	-0.064050	-0.047330	-0.085140	-0.109650	-0.080900	-0.154260	-0.098550	-0.084980	-0.151110	-0.151120	-0.112580	-0.202390	-0.147310	-0.118400	-0.098170	-0.109180	-0.044130	-0.074900	-0.039400	-0.064730	-0.001890	-0.043070	-0.086610	-0.074660	0.014000	-0.027500	-0.053200	-0.076290	-0.043430	-0.047400	-0.156550	-0.140470	-0.152680	-0.103260	-0.100450	-0.056740	-0.055470	-0.094840	-0.079670	-0.083070	-0.138510	-0.076070	-0.053900	-0.073080	-0.124560	-0.105970	-0.129170	-0.110460	-0.083090	-0.076900	-0.100530	-0.151760	-0.141330	-0.101080	-0.102410	-0.109100
-0.422250	-0.422250	-0.422250	-0.422250	-0.422250	-0.422250	-0.422250	-0.422250	-0.422250	-0.422250	-0.422250	-0.422250	-0.422250	-0.422250	-0.422250	-0.422250	-0.434980	-0.291590	-0.262790	-0.206500	-0.245720	-0.200730	-0.235010	-0.205620	-0.197790	-0.258720	-0.253680	-0.189080	-0.164060	-0.398170	-0.228100	-0.162510	-0.256050	-0.182850	-0.175960	-0.281520	-0.147370	-0.206680	-0.156790	-0.212650	-0.174160	-0.253700	-0.182560	-0.141980	-0.144870	-0.205920	-0.151540	-0.144630	-0.164260	-0.192530	-0.190060	-0.222000	-0.222850	-0.261810	-0.221910	-0.187380	-0.189730	-0.155170	-0.227210	-0.199600	-0.234320	-0.162910	-0.191410	-0.228990	-0.227280	-0.195310	-0.210620	-0.207550	-0.193250	-0.223600	-0.240450	-0.218540	-0.210140	-0.161800	-0.227270	-0.205180	-0.183790
0.111460	0.111460	0.111460	0.111460	0.111460	0.111460	0.111460	0.111460	0.111460	0.111460	0.111460	0.111460	0.111460	0.111460	0.111460	0.111460	0.123980	0.001680	-0.032680	-0.106700	-0.072050	-0.101530	-0.064670	-0.061060	-0.056190	-0.030000	0.025190	-0.122360	-0.135420	0.110360	0.002370	-0.133380	-0.048370	-0.148390	-0.122940	0.017020	-0.173930	-0.082080	-0.150750	-0.073040	-0.168980	-0.086580	-0.179060	-0.207540	-0.189550	-0.096880	-0.182720	-0.156860	-0.119670	-0.098730	-0.110520	-0.090270	-0.044530	0.005780	-0.066390	-0.123360	-0.146660	-0.167660	-0.012380	-0.064340	-0.065170	-0.097300	-0.131800	-0.067680	-0.055410	-0.072670	-0.040370	-0.084570	-0.091470	-0.056460	-0.006720	-0.029220	-0.038960	-0.144120	-0.008400	-0.065700	-0.106020
-0.149850	-0.149850	-0.149850	-0.149850	-0.149850	-0.149850	-0.149850	-0.149850	-0.149850	-0.149850	-0.149850	-0.149850	-0.149850	-0.149850	-0.149850	-0.149850	-0.159390	-0.077870	-0.042980	0.020580	0.009190	0.017800	-0.003230	-0.036500	-0.044160	-0.004810	-0.032220	0.074420	0.040380	0.023630	-0.014170	0.045070	0.132030	0.139740	0.031850	-0.050380	0.059900	-0.088720	0.001270	-0.107080	0.056560	-0.017490	0.063460	0.060790	0.027980	-0.088260	0.023940	-0.018030	-0.033210	-0.019020	-0.017210	0.092850	-0.008740	-0.067970	-0.066350	0.001120	0.009070	-0.038800	-0.095710	-0.059370	0.006820	-0.008360	0.082660	-0.004050	-0.020440	0.002860	-0.071450	0.059860	0.030470	-0.031420	-0.092440	-0.066720	-0.007360	0.108870	-0.098170	-0.028840	0.037940
-0.089100	-0.089100	-0.089100	-0.089100	-0.089100	-0.089100	-0.089100	-0.089100	-0.089100	-0.089100	-0.089100	-0.089100	-0.089100	-0.089100	-0.089100	-0.089100	-0.084170	-0.127250	-0.148150	-0.166910	-0.184920	-0.149490	-0.164350	-0.129670	-0.111630	-0.136830	-0.162140	-0.218060	-0.185640	-0.156420	-0.194050	-0.178640	-0.254100	-0.207530	-0.131900	-0.089580	-0.114990	0.016390	-0.075510	0.040440	-0.130020	-0.073320	-0.096430	-0.095400	-0.089620	-0.075100	-0.116430	-0.077620	-0.058800	-0.147070	-0.136920	-0.177350	-0.091610	-0.015440	-0.104010	-0.156350	-0.173160	-0.107920	-0.039980	-0.110160	-0.109640	-0.110050	-0.211070	-0.137140	-0.132600	-0.159330	-0.067670	-0.191760	-0.180320	-0.080180	-0.072990	-0.085980	-0.147710	-0.222010	-0.067110	-0.104080	-0.193310
-0.085770	-0.085770	-0.085770	-0.085770	-0.085770	-0.085770	-0.085770	-0.085770	-0.085770	-0.085770	-0.085770	-0.085770	-0.085770	-0.085770	-0.085770	-0.085770	-0.085290	-0.062860	-0.063310	-0.110400	-0.067840	-0.142930	-0.100130	-0.114620	-0.108120	-0.169430	-0.163490	-0.093750	-0.091420	-0.208680	-0.112730	-0.131520	-0.083640	-0.184930	-0.179310	-0.170280	-0.155490	-0.230770	-0.162170	-0.249440	-0.129690	-0.156290	-0.181210	-0.196250	-0.170140	-0.080580	-0.151530	-0.193780	-0.226250	-0.085120	-0.095910	-0.078070	-0.219860	-0.294380	-0.178290	-0.131740	-0.119160	-0.135400	-0.147100	-0.093060	-0.184020	-0.134370	-0.060640	-0.127620	-0.120320	-0.090050	-0.180910	-0.116920	-0.111610	-0.208220	-0.144580	-0.145270	-0.141060	-0.096860	-0.168420	-0.178330	-0.073460
-0.045420	-0.045420	-0.045420	-0.045420	-0.045420	-0.045420	-0.045420	-0.045420	-0.045420	-0.045420	-0.045420	-0.045420	-0.045420	-0.045420	-0.045420	-0.045420	-0.050430	-0.070240	-0.068830	0.016210	-0.025310	0.032160	-0.041750	-0.049370	-0.090210	0.061930	0.009500	-0.024280	-0.025020	0.023390	0.056830	0.013000	-0.069240	0.063350	-0.013610	-0.074130	-0.083220	-0.035450	-0.045160	-0.036000	-0.091330	-0.073190	-0.051190	-0.092430	-0.110140	-0.146110	0.005460	0.039020	0.057970	-0.044630	-0.098440	-0.030870	0.048840	-0.001290	-0.143480	-0.146660	-0.127810	-0.165050	-0.059900	-0.135860	0.013000	-0.037390	-0.043910	-0.001550	-0.046810	-0.096020	-0.033740	-0.013350	-0.024130	0.035990	-0.062480	-0.065460	-0.070630	0.015400	-0.058090	-0.001180	-0.089450
-0.115650	-0.115650	-0.115650	-0.115650	-0.115650	-0.115650	-0.115650	-0.115650	-0.115650	-0.115650	-0.115650	-0.115650	-0.115650	-0.115650	-0.115650	-0.115650	-0.107730	-0.085630	-0.089730	-0.195350	-0.156500	-0.165260	-0.127400	-0.086830	-0.015050	-0.059260	-0.083510	-0.138360	-0.126360	-0.016240	-0.154060	-0.129730	0.047050	-0.165560	-0.092000	0.023580	-0.017070	-0.062780	-0.106930	-0.052570	-0.064770	-0.078760	-0.081830	-0.081790	-0.075870	-0.064340	-0.163970	-0.213210	-0.173410	-0.139070	-0.063480	0.027500	-0.132260	-0.068130	-0.110070	-0.115380	-0.183800	-0.096540	0.052380	-0.014660	-0.034200	0.010050	-0.012040	-0.067850	-0.035590	0.012510	-0.045140	-0.034800	-0.078200	-0.071310	-0.016200	0.014270	0.022610	-0.054260	-0.031100	-0.076750	-0.027420
-0.064780	-0.064780	-0.064780	-0.064780	-0.064780	-0.064780	-0.064780	-0.064780	-0.064780	-0.064780	-0.064780	-0.064780	-0.064780	-0.064780	-0.064780	-0.064780	-0.072550	-0.087640	-0.085100	0.002140	-0.009280	-0.057600	-0.086760	-0.125580	-0.139690	-0.120550	-0.157580	-0.050770	-0.103680	-0.075590	-0.083550	-0.117080	-0.091230	-0.027060	-0.127530	-0.145240	-0.072420	-0.075870	-0.000860	-0.100440	-0.027680	0.000340	-0.035310	-0.069210	-0.080930	-0.127560	-0.068980	-0.070430	-0.113180	-0.096140	-0.140510	0.000410	-0.024220	-0.118420	-0.197740	-0.159550	-0.092920	-0.205690	-0.121340	-0.140890	-0.115080	-0.125020	-0.097620	-0.086410	-0.127840	-0.134050	-0.138410	-0.076130	-0.085180	-0.122200	-0.151700	-0.185300	-0.195290	-0.058090	-0.182590	-0.131220	-0.132250
