3.202140	3.439480	3.404000	3.521160	3.624630	3.713950	3.643440	3.568150	3.528640	3.622530	3.640590	3.511870	3.511240	3.420150	3.420480	3.354660	3.290660	3.717240	3.873540	3.913440	3.886910	3.932310	3.914260	3.876330	3.846150	3.876660	3.839600	3.814630	3.449970	3.455540	3.551900	3.487610	3.493660	3.356160	3.375400	3.367860	3.498170	3.474420	3.576310	3.526270	3.491780	3.579300	3.566370	3.504020	3.514710	3.482830	3.433360	3.505510	3.548190	3.573190	3.467400	3.409440	3.344680
-0.001400	-0.047330	-0.017290	-0.068100	-0.078570	-0.059490	-0.138670	-0.099710	-0.065420	-0.108980	-0.073200	-0.070870	-0.114080	-0.018940	-0.088500	-0.097340	-0.029090	-0.029320	-0.064340	-0.096340	-0.068570	-0.099670	-0.089940	-0.065520	-0.043340	-0.084690	-0.067810	-0.109910	0.016010	-0.054360	-0.040000	-0.025490	-0.047080	-0.010860	-0.048260	-0.047110	-0.121990	-0.058560	-0.156560	-0.132140	-0.044340	-0.032980	-0.041070	0.005970	-0.013470	-0.022870	-0.024870	-0.066410	-0.037200	-0.056840	-0.048290	0.014370	-0.001000
-0.252240	-0.235880	-0.274450	-0.150600	-0.178380	-0.300310	-0.218880	-0.236120	-0.225030	-0.210720	-0.217170	-0.217320	-0.194070	-0.255010	-0.251360	-0.182040	-0.236760	-0.296600	-0.237340	-0.246020	-0.262980	-0.258400	-0.265390	-0.271990	-0.237770	-0.254060	-0.304860	-0.230410	-0.295060	-0.164570	-0.198840	-0.214800	-0.195700	-0.244140	-0.257150	-0.259910	-0.259510	-0.271490	-0.252020	-0.194590	-0.204130	-0.208460	-0.174060	-0.225450	-0.167540	-0.209390	-0.160760	-0.206440	-0.209990	-0.188810	-0.201960	-0.225870	-0.244830
-0.153470	-0.105420	-0.098600	-0.223150	-0.143670	-0.018060	-0.088830	-0.104830	-0.163220	-0.105100	-0.108270	-0.160200	-0.136280	-0.120290	-0.052160	-0.154590	-0.140000	-0.086800	-0.153020	-0.073050	-0.091860	-0.043830	-0.041590	-0.054340	-0.161150	-0.087540	-0.053030	-0.122380	-0.145940	-0.193070	-0.162930	-0.144640	-0.175670	-0.150700	-0.135400	-0.121770	-0.119180	-0.171640	-0.091280	-0.174850	-0.169530	-0.134670	-0.212560	-0.143650	-0.204880	-0.161090	-0.241660	-0.089910	-0.095280	-0.084800	-0.134020	-0.155700	-0.132400
0.002050	-0.105430	-0.060610	-0.039040	-0.124640	-0.121230	-0.049360	-0.017250	0.028810	-0.064280	-0.083600	0.012250	-0.013790	-0.005430	-0.103640	-0.027630	-0.011750	-0.073370	-0.029150	-0.130050	-0.069500	-0.165530	-0.168310	-0.149820	-0.056010	-0.124250	-0.101100	-0.120490	-0.033900	-0.113250	-0.176960	-0.152630	-0.132230	-0.120760	-0.043750	-0.046020	0.014750	0.087650	0.000680	0.009500	-0.076960	-0.166250	-0.059070	-0.134900	-0.093270	-0.102500	-0.060010	-0.197380	-0.233210	-0.235070	-0.112870	-0.077250	-0.086590
-0.162440	-0.028760	-0.101770	0.031500	0.058130	-0.079440	-0.153500	-0.132370	-0.158560	-0.126260	-0.090640	-0.141220	-0.155170	-0.195480	-0.106500	-0.122180	-0.153140	-0.112230	-0.119720	-0.081520	-0.161320	-0.053690	-0.044690	-0.053990	-0.039850	-0.046590	-0.110810	-0.046710	-0.171600	-0.102470	-0.053840	-0.051430	-0.092790	-0.078190	-0.157800	-0.184640	-0.148580	-0.198370	-0.170080	-0.166230	-0.045720	0.013870	-0.085060	-0.072890	-0.114850	-0.068820	-0.104200	-0.038500	-0.019140	-0.012400	-0.124470	-0.108780	-0.160290
-0.056860	-0.103320	-0.057300	-0.238890	-0.178380	-0.073340	-0.071420	-0.122540	-0.126480	-0.019170	-0.065930	-0.081630	-0.042870	-0.039080	-0.047450	-0.123480	-0.139730	-0.128940	-0.163620	-0.144770	-0.092670	-0.131120	-0.142090	-0.149840	-0.296210	-0.201480	-0.153280	-0.184370	-0.126430	-0.141530	-0.193200	-0.215340	-0.182970	-0.226300	-0.177180	-0.137640	-0.165930	-0.215410	-0.166110	-0.225530	-0.291510	-0.285100	-0.203610	-0.136280	-0.073460	-0.199800	-0.183580	-0.181060	-0.156790	-0.123380	-0.067530	-0.114210	-0.086170
-0.034550	-0.089760	-0.052180	0.134660	0.069650	0.006950	0.083200	0.044240	0.136620	-0.012600	0.042320	0.063320	0.051340	0.052240	-0.034520	0.040650	0.073800	-0.131220	-0.162200	-0.178740	-0.147020	-0.189540	-0.182840	-0.160760	-0.005680	-0.210830	-0.177300	-0.262480	-0.172620	-0.070490	-0.112190	-0.059610	-0.112210	-0.093500	-0.105840	-0.085020	-0.030300	-0.012150	-0.082270	0.023050	0.093930	0.026360	-0.048650	-0.152470	-0.179540	-0.053470	-0.091000	-0.048840	-0.106520	-0.116360	-0.170350	-0.109020	-0.117180
-0.058470	0.085760	-0.030580	-0.070000	-0.043520	-0.058060	-0.123200	-0.026630	-0.166330	-0.036900	-0.077270	-0.010870	-0.069470	-0.174310	0.008470	-0.123810	-0.210800	-0.151630	-0.069960	-0.106780	-0.203120	-0.092360	-0.122470	-0.174220	-0.216750	-0.017850	-0.180690	-0.102400	-0.279240	-0.432920	-0.379830	-0.343700	-0.335040	-0.317160	-0.215380	-0.282200	-0.087910	-0.147380	-0.073310	-0.282860	-0.305400	-0.330510	-0.311660	-0.246060	-0.274140	-0.319500	-0.322480	-0.394920	-0.421500	-0.317720	-0.237870	-0.179870	-0.341330
-0.034720	-0.099310	0.074040	0.030710	0.066730	0.023220	0.019800	-0.114310	0.055700	0.033460	-0.050110	-0.106510	-0.043610	-0.002560	-0.074390	-0.048930	-0.034300	-0.037040	-0.172300	-0.139720	-0.001770	-0.099320	-0.059630	0.004350	-0.075060	-0.278160	-0.105430	-0.120790	-0.075040	0.027580	-0.065510	-0.079910	-0.156800	-0.169470	-0.199580	-0.139070	-0.045120	-0.134260	-0.128380	-0.125370	-0.077750	-0.030180	-0.033240	-0.092140	-0.018170	-0.064660	-0.107340	-0.002040	0.035310	0.016710	-0.007290	-0.136990	-0.053550
