3.373680	3.588820	3.527380	3.557930	3.557640	3.609730	3.537730	3.590950	3.653910	3.725560	3.827230	3.720210	3.756010	3.858090	3.777120	3.917840	3.811340	3.748650	3.767580	3.775630	3.831970	4.174310	4.151950	4.305450	4.334980	4.351130	4.328440	4.281320	4.381510	4.298380	4.302640	4.007500	4.038970	4.070390	4.017820	3.967610	3.945670	3.834720	3.926940	3.841550	3.709890	3.763870	3.764550	3.704080	3.614260	3.574870	3.517440	3.560880	3.654050	3.799810
0.001380	-0.094180	-0.063330	-0.022200	-0.045590	-0.033620	-0.031120	-0.017960	0.026420	-0.000600	-0.124710	-0.078950	-0.138290	-0.121680	-0.018700	-0.059650	-0.057820	-0.035620	-0.012050	-0.025520	-0.009150	-0.135260	-0.064330	-0.090230	-0.101610	-0.111070	-0.079670	-0.054800	-0.118250	-0.055980	-0.098070	-0.023850	-0.049690	-0.070290	-0.054950	-0.076290	-0.076970	0.009150	-0.055140	-0.037680	-0.041030	-0.085570	-0.037080	-0.073230	-0.047540	-0.040780	-0.016530	-0.060720	-0.025760	0.008770
-0.352560	-0.302660	-0.265260	-0.283330	-0.263420	-0.257450	-0.304310	-0.324030	-0.311870	-0.261300	-0.342660	-0.266920	-0.271240	-0.287600	-0.231170	-0.281450	-0.264370	-0.278810	-0.247680	-0.267280	-0.251420	-0.248530	-0.244080	-0.250620	-0.219680	-0.216310	-0.291360	-0.285770	-0.261180	-0.318670	-0.268350	-0.276820	-0.225150	-0.177960	-0.179110	-0.153650	-0.177630	-0.254270	-0.159110	-0.266110	-0.193840	-0.301800	-0.317070	-0.305680	-0.224070	-0.273220	-0.261740	-0.307010	-0.269280	-0.262160
-0.118110	-0.068950	-0.166110	-0.154990	-0.184250	-0.187710	-0.125040	-0.076400	-0.155140	-0.181060	-0.017090	-0.178050	-0.103490	-0.080360	-0.252450	-0.105160	-0.207280	-0.149480	-0.191870	-0.150380	-0.226860	-0.115890	-0.201900	-0.195850	-0.234740	-0.246360	-0.117250	-0.148950	-0.133600	-0.143540	-0.203040	-0.242030	-0.196750	-0.208000	-0.241760	-0.269530	-0.227040	-0.202340	-0.259480	-0.113980	-0.279290	-0.212010	-0.148610	-0.093630	-0.258490	-0.165780	-0.225660	-0.095750	-0.199330	-0.224130
-0.077070	-0.174400	-0.111050	-0.134760	-0.082110	-0.112480	-0.119300	-0.197050	-0.141540	-0.159700	-0.133980	-0.029640	-0.123710	-0.153580	-0.044350	-0.189390	-0.030970	-0.157660	-0.151890	-0.189580	-0.118310	-0.165410	-0.076910	-0.066800	-0.075620	-0.039430	-0.178370	-0.129480	-0.142320	-0.084190	-0.061120	-0.040520	-0.185510	-0.211340	-0.142220	-0.125440	-0.154510	-0.131830	-0.178580	-0.251220	-0.065470	0.025150	-0.129200	-0.193250	-0.012530	-0.107770	-0.039100	-0.166290	-0.087920	-0.117330
-0.168260	-0.116270	-0.099770	-0.135220	-0.140710	-0.098570	-0.171560	-0.133220	-0.064650	-0.064410	-0.256070	-0.226000	-0.185950	-0.220180	-0.159530	-0.131820	-0.238670	-0.123150	-0.116770	-0.092270	-0.070320	-0.117030	-0.180820	-0.196680	-0.076470	-0.125810	-0.087960	-0.130520	-0.116800	-0.125720	-0.104030	-0.099730	-0.073770	-0.048280	-0.093220	-0.074580	-0.096540	-0.138710	-0.013430	-0.027680	-0.120810	-0.160210	-0.062970	-0.074070	-0.214680	-0.168070	-0.173540	-0.137170	-0.143260	-0.109470
-0.161090	-0.100510	-0.239190	-0.120100	-0.163440	-0.218040	-0.060860	-0.042110	-0.159540	-0.135800	-0.108630	-0.139360	-0.181100	-0.111350	-0.154880	-0.067970	-0.128600	-0.124410	-0.097030	-0.147820	-0.267340	-0.167810	-0.097220	-0.056050	-0.284130	-0.226640	-0.125040	-0.130240	-0.137650	-0.197950	-0.289340	-0.290960	-0.194550	-0.132120	-0.143280	-0.177530	-0.133850	-0.106890	-0.207560	-0.172850	-0.192200	-0.225930	-0.294330	-0.209000	-0.089360	-0.141600	-0.183650	-0.114400	-0.161410	-0.191410
-0.018200	-0.075970	0.025300	-0.130740	0.001740	0.009160	-0.162040	-0.220460	-0.034110	-0.162930	0.013530	0.004890	0.010840	-0.106650	-0.044790	-0.152950	-0.112520	-0.211500	-0.161610	-0.151240	-0.041950	-0.108040	-0.158460	-0.242830	-0.000420	-0.050010	-0.244890	-0.159680	-0.125920	-0.080690	-0.014910	-0.013290	-0.046750	-0.115970	-0.051300	-0.036080	-0.074980	-0.109220	-0.062140	-0.091270	-0.071540	-0.118550	-0.071610	-0.100240	-0.156810	-0.069710	-0.036350	-0.160820	-0.101400	-0.040990
-0.168870	-0.113000	-0.311920	-0.185490	-0.258080	-0.289380	-0.155610	-0.113780	-0.135820	-0.100960	-0.396980	-0.236700	-0.347280	-0.288380	-0.198960	-0.123170	-0.228270	-0.169530	-0.257260	-0.325310	-0.349700	-0.107300	-0.193370	-0.183390	-0.314530	-0.275970	-0.114610	-0.222180	-0.270010	-0.247510	-0.371080	-0.317360	-0.463900	-0.392690	-0.429650	-0.389310	-0.428780	-0.407360	-0.354740	-0.338510	-0.331700	-0.026980	-0.224240	-0.256900	-0.137080	-0.326620	-0.257260	-0.165460	-0.210810	-0.310740
-0.168310	-0.053550	-0.065180	-0.056040	-0.008100	-0.055560	-0.038350	-0.092120	-0.028800	-0.090150	-0.020030	-0.170290	-0.148350	-0.201850	-0.115930	-0.121030	-0.147840	-0.135420	0.005860	-0.023360	-0.077070	-0.251620	-0.103950	-0.014260	-0.028690	-0.028010	-0.066600	-0.031600	0.043230	-0.019260	0.028910	-0.003270	0.090830	0.105840	0.112620	0.074920	0.111150	0.056910	0.049200	0.062130	0.006060	-0.197890	-0.125200	-0.066280	-0.129130	-0.010480	-0.131540	-0.110670	-0.125460	-0.009210
