1.505090	1.505090	1.610550	1.640410	1.621350	1.604710	1.655480	1.826580	1.848660	1.918210	1.924120	1.969810	2.023580	2.086990	2.047390	2.108480	2.236980	2.283160	2.294920	2.281590	2.379590	2.330140	2.388430	2.368350	2.335780	2.381970	2.398870	2.444910	2.473450	2.449780	2.406450	2.367590	2.449480	2.427230	2.445430	2.443960	2.473480	2.417200	2.408350	2.411010	2.320430	2.297070	2.292310	2.311200	2.336420	2.338890	2.404730	2.360230	2.290150	2.231150	2.249590	2.246250	2.273130	3.606340	3.689750	3.670540	3.649010	3.676950	3.615790	3.249460	2.972170	2.887220	2.817180	2.711020	2.700290	2.611450	2.565600	2.459270	3.114200	3.459600	3.286560	3.240710	3.129910	3.009070	2.813910	2.654680	2.556160	2.395370	2.328150	2.302160	2.273480	2.245040	2.170080	2.198180	2.123580	2.312570	2.393240	2.553090	2.278070	2.477710	2.259090	2.222830	2.444600	2.240120	2.237500	2.137170	2.145550	2.228180	2.237420	2.543380	2.292280	2.564250	2.429090	2.356300	2.349420	2.377310	2.352170	2.245970	2.183010	2.160310	2.201730	2.154290	2.124960	2.123570	2.167760	2.119910	2.136880	2.117070	2.128210	2.184500	2.137250	2.115530	2.079770	2.136960	2.098910	2.149100	2.114190	2.083320	2.104900	2.115130	2.086210	2.078680	2.077520	2.126230	2.110170	2.133990	2.151760	2.101860	2.097120	2.100720	2.128730	2.164020	2.209050	2.169140	2.244740
0.125320	0.125320	0.025190	-0.002580	0.017600	0.029030	-0.012680	-0.111800	-0.121700	-0.130930	-0.099880	-0.092030	-0.102660	-0.115870	-0.101530	-0.115290	-0.166730	-0.143080	-0.171590	-0.117870	-0.144560	-0.085080	-0.118480	-0.138170	-0.115830	-0.093700	-0.110490	-0.165590	-0.173180	-0.153920	-0.136970	-0.107390	-0.120930	-0.120470	-0.128930	-0.142030	-0.134890	-0.119560	-0.144060	-0.141110	-0.121950	-0.109680	-0.109350	-0.147900	-0.138780	-0.093760	-0.156340	-0.128150	-0.126200	-0.060700	-0.145300	-0.160990	-0.090210	-0.079610	-0.143320	-0.085550	-0.052600	-0.099980	-0.087150	-0.056700	-0.051530	-0.041030	-0.071400	-0.037210	-0.032170	-0.045660	-0.048920	-0.062820	-0.110250	-0.212860	-0.174930	-0.200530	-0.163060	-0.104950	-0.070080	-0.127210	-0.108380	-0.095490	-0.057930	-0.098930	-0.102580	-0.097990	-0.051770	-0.095960	-0.105750	-0.152920	-0.176240	-0.112600	-0.119410	-0.180420	-0.091220	-0.057480	-0.121880	-0.117540	-0.104470	-0.052780	-0.069000	-0.162120	-0.131240	-0.081540	-0.097620	-0.135900	-0.134260	-0.093000	-0.071550	-0.047040	-0.129800	-0.087010	-0.111040	-0.134160	-0.151470	-0.111310	-0.117060	-0.069770	-0.106500	-0.094900	-0.061900	-0.076430	-0.133700	-0.127150	-0.107130	-0.087870	-0.055180	-0.095840	-0.039040	-0.087480	-0.090420	-0.079810	-0.128610	-0.136870	-0.115730	-0.085940	-0.112370	-0.150950	-0.115620	-0.137220	-0.111260	-0.066640	-0.086140	-0.081760	-0.078840	-0.106020	-0.117550	-0.119120	-0.128030
-0.440590	-0.440590	-0.306330	-0.271190	-0.304380	-0.303630	-0.261680	-0.216500	-0.222650	-0.239360	-0.242770	-0.226470	-0.192400	-0.219620	-0.235180	-0.232330	-0.188440	-0.231120	-0.207740	-0.227800	-0.191100	-0.248360	-0.244530	-0.190440	-0.225540	-0.238420	-0.229290	-0.233520	-0.238950	-0.226820	-0.260060	-0.271370	-0.236550	-0.229060	-0.198410	-0.205510	-0.181310	-0.245740	-0.162650	-0.200630	-0.211320	-0.223940	-0.193320	-0.172520	-0.207850	-0.234120	-0.173640	-0.205240	-0.211400	-0.247900	-0.160170	-0.156120	-0.212060	-0.247500	-0.188740	-0.244790	-0.228560	-0.143350	-0.149600	-0.210490	-0.149310	-0.174770	-0.097950	-0.164560	-0.233700	-0.186180	-0.173770	-0.196390	-0.309580	-0.240220	-0.234130	-0.269980	-0.263320	-0.239630	-0.267520	-0.198370	-0.184780	-0.184170	-0.216370	-0.154770	-0.184190	-0.181620	-0.207720	-0.228740	-0.222240	-0.234200	-0.219430	-0.269190	-0.222370	-0.211960	-0.242030	-0.227040	-0.322980	-0.221580	-0.187910	-0.247110	-0.241380	-0.156730	-0.169580	-0.237660	-0.216260	-0.282510	-0.151740	-0.184670	-0.223060	-0.217960	-0.202470	-0.188140	-0.182310	-0.169540	-0.146730	-0.202400	-0.189440	-0.236490	-0.196750	-0.187920	-0.168590	-0.206130	-0.180400	-0.197210	-0.221680	-0.205520	-0.227200	-0.211140	-0.216740	-0.166940	-0.197940	-0.200500	-0.185910	-0.161640	-0.170690	-0.216310	-0.179830	-0.163180	-0.188410	-0.176130	-0.190530	-0.235660	-0.241750	-0.204620	-0.218610	-0.158470	-0.142400	-0.189830	-0.211060
0.114100	0.114100	-0.027540	-0.062430	-0.014680	-0.042760	-0.060070	-0.042450	-0.029070	-0.002380	-0.029670	-0.056310	-0.121080	-0.071750	-0.099810	-0.062460	-0.072530	-0.031300	-0.083250	-0.101900	-0.098980	-0.071900	-0.033860	-0.139870	-0.093940	-0.065980	-0.107580	-0.076560	-0.084280	-0.091950	-0.046970	-0.016620	-0.064010	-0.095200	-0.132220	-0.079660	-0.143100	-0.072000	-0.168800	-0.102380	-0.097540	-0.092730	-0.101560	-0.105040	-0.051890	-0.048260	-0.069270	-0.051430	-0.058290	-0.051130	-0.129780	-0.122840	-0.110900	-0.114740	-0.088150	-0.026370	-0.074460	-0.157940	-0.152130	-0.132890	-0.178400	-0.165950	-0.211380	-0.144360	-0.095560	-0.137690	-0.122500	-0.095670	-0.066610	-0.051720	-0.109630	-0.013290	-0.063120	-0.079000	-0.080270	-0.153610	-0.129680	-0.134770	-0.105540	-0.168590	-0.131520	-0.118080	-0.137450	-0.052860	-0.087870	-0.084620	-0.052390	-0.044250	-0.039810	-0.042850	-0.041440	-0.065020	0.044510	-0.059420	-0.098550	-0.051380	-0.046910	-0.104320	-0.105750	-0.098960	-0.044600	-0.028770	-0.129770	-0.097170	-0.099720	-0.129100	-0.068350	-0.109260	-0.098730	-0.119340	-0.139580	-0.093100	-0.142580	-0.082590	-0.079060	-0.138590	-0.160580	-0.078280	-0.104620	-0.069920	-0.063080	-0.119590	-0.107680	-0.053260	-0.103790	-0.123480	-0.093350	-0.093610	-0.080360	-0.124720	-0.136540	-0.060460	-0.104060	-0.094920	-0.088140	-0.097990	-0.092890	-0.072920	-0.044460	-0.100690	-0.078900	-0.148750	-0.169230	-0.109100	-0.041460
-0.157490	-0.157490	-0.027290	0.004030	-0.054920	-0.001440	-0.022170	-0.063290	-0.077570	-0.101680	-0.053820	-0.049520	0.041270	-0.018200	0.058390	-0.002790	-0.004730	-0.039410	0.047280	0.071940	0.001300	0.017860	-0.061810	0.081240	0.033180	0.008900	0.047130	0.064750	0.093940	0.058920	0.017850	-0.024900	-0.004920	0.031900	0.029610	-0.032340	0.036440	0.007770	0.071580	0.020060	0.025380	0.016620	-0.023290	0.002240	-0.048930	-0.023580	-0.049040	-0.052260	-0.022860	-0.018680	0.051740	0.027400	0.009400	0.045680	-0.056690	-0.125390	-0.080080	-0.045380	-0.061830	-0.000360	-0.007680	0.001370	-0.059640	-0.097510	-0.008330	-0.009410	-0.056410	-0.043310	0.099580	0.007820	0.125580	-0.006190	0.043910	-0.007830	0.011160	0.093600	0.005620	0.020240	-0.017000	0.021270	0.020680	-0.012790	0.037230	-0.051240	0.027650	0.062250	0.002210	0.066730	-0.043020	0.008120	-0.041670	-0.072100	-0.020490	-0.009470	-0.031670	-0.027900	-0.059820	-0.016530	-0.023940	0.051250	-0.080850	0.029230	0.002950	-0.052790	-0.014470	0.026980	-0.039010	-0.011910	-0.023340	0.032490	0.025570	-0.021110	0.077280	0.007620	-0.047140	0.035110	-0.012600	-0.062890	0.031130	-0.018230	-0.029260	0.043350	0.030540	-0.078710	-0.016730	-0.022530	-0.023140	-0.024560	-0.020100	0.006740	0.048160	-0.052300	-0.012600	-0.015910	-0.033600	-0.011110	-0.015110	-0.031210	-0.068220	0.019890	-0.021020	0.032260	0.053020	0.023920	-0.064510
-0.094350	-0.094350	-0.198720	-0.228710	-0.166540	-0.229360	-0.163050	-0.124050	-0.088060	-0.069300	-0.128510	-0.124220	-0.189720	-0.120910	-0.192100	-0.112110	-0.172930	-0.120140	-0.170850	-0.205070	-0.144050	-0.184380	-0.083290	-0.201590	-0.157370	-0.173360	-0.130230	-0.224980	-0.231920	-0.194090	-0.122200	-0.153800	-0.166010	-0.164320	-0.092510	-0.039190	-0.107200	-0.123270	-0.136630	-0.141960	-0.150510	-0.114750	-0.078940	-0.142200	-0.087700	-0.184480	-0.105390	-0.145860	-0.129570	-0.141380	-0.199100	-0.159590	-0.099030	-0.090650	-0.011070	0.026280	-0.001020	-0.001470	0.009270	-0.097630	-0.076170	-0.085710	0.014430	0.054690	-0.087860	-0.080260	-0.075340	-0.092480	-0.147380	-0.071360	-0.235970	-0.105890	-0.142450	-0.121100	-0.100770	-0.186500	-0.120710	-0.126030	-0.098260	-0.120300	-0.149100	-0.151670	-0.175670	-0.118720	-0.207930	-0.199690	-0.174300	-0.211520	-0.133910	-0.157750	-0.151780	-0.097610	-0.176730	-0.158710	-0.098530	-0.138030	-0.145710	-0.136950	-0.123830	-0.181690	-0.079330	-0.125110	-0.152640	-0.066150	-0.062360	-0.124950	-0.096880	-0.138350	-0.109990	-0.189450	-0.173370	-0.123820	-0.218450	-0.176280	-0.133520	-0.168630	-0.138730	-0.102530	-0.212830	-0.140520	-0.140280	-0.209760	-0.186490	-0.083560	-0.165180	-0.149040	-0.194130	-0.136290	-0.136110	-0.123120	-0.195280	-0.084710	-0.114460	-0.112710	-0.090630	-0.161460	-0.167410	-0.132200	-0.090330	-0.206330	-0.119590	-0.158060	-0.173310	-0.152700	-0.094910
-0.090880	-0.090880	-0.018800	0.010960	-0.040650	0.004800	-0.091570	-0.095500	-0.157470	-0.167890	-0.116350	-0.095650	-0.096210	-0.120100	-0.088390	-0.131230	-0.076550	-0.110750	-0.072390	-0.124860	-0.140570	-0.071430	-0.104850	-0.054350	-0.107280	-0.080880	-0.129820	-0.062920	-0.033690	-0.117880	-0.147000	-0.088810	-0.038220	-0.086190	-0.170590	-0.180230	-0.121850	-0.079680	-0.155360	-0.075710	-0.112380	-0.150350	-0.226580	-0.160410	-0.222240	-0.082200	-0.200100	-0.099510	-0.169930	-0.124170	-0.113720	-0.157040	-0.183550	-0.175440	-0.118100	-0.130500	-0.130990	-0.114700	-0.157980	-0.126980	-0.087760	-0.102690	-0.168150	-0.166970	-0.184240	-0.209490	-0.108330	-0.093290	-0.141060	-0.135860	-0.079680	-0.125270	-0.137690	-0.171720	-0.142470	-0.112650	-0.150900	-0.127240	-0.139430	-0.192810	-0.098460	-0.085270	-0.101850	-0.142900	-0.073310	-0.178450	-0.141200	-0.100980	-0.084550	-0.149830	-0.083260	-0.127630	-0.137620	-0.105640	-0.198430	-0.113530	-0.127730	-0.159460	-0.147830	-0.172230	-0.153460	-0.162390	-0.106880	-0.164940	-0.224930	-0.157480	-0.160920	-0.100080	-0.171490	-0.079210	-0.124360	-0.176650	-0.101610	-0.087850	-0.063790	-0.132680	-0.127410	-0.139950	-0.081370	-0.152180	-0.146000	-0.077610	-0.116490	-0.188790	-0.104330	-0.094720	-0.053270	-0.120060	-0.139990	-0.187250	-0.123520	-0.192860	-0.177220	-0.158990	-0.192310	-0.085950	-0.066440	-0.143630	-0.172330	-0.065210	-0.165450	-0.140960	-0.151710	-0.173330	-0.124650
-0.048950	-0.048950	-0.089300	-0.118870	-0.085660	-0.099060	0.001960	-0.067520	-0.026540	-0.040530	-0.049670	-0.082890	0.002790	-0.067770	-0.048100	0.010560	-0.078900	-0.037460	-0.099510	0.033110	-0.048380	0.033460	-0.052150	-0.001010	0.029300	-0.076530	0.050250	-0.010000	-0.064740	0.055350	0.033910	-0.119460	-0.119750	-0.042670	0.031940	-0.000670	0.012640	-0.101620	0.034680	-0.077920	-0.008460	-0.021460	0.061330	0.021020	0.081260	-0.075190	0.068170	-0.086260	0.042940	0.009680	0.014000	0.012590	0.031690	-0.070820	-0.158370	-0.112420	-0.066250	-0.124300	-0.107440	-0.105690	-0.036810	-0.000000	-0.017390	-0.033090	0.109050	0.110340	-0.059380	-0.029350	-0.097900	-0.073430	-0.096910	-0.169710	-0.142370	-0.075300	-0.100090	-0.074800	0.005030	-0.050890	-0.026010	0.032760	-0.055870	-0.081650	-0.019480	-0.018740	-0.067420	-0.012150	-0.098070	0.043020	-0.065330	0.010250	-0.119900	-0.097270	0.040620	-0.045770	0.036470	-0.027620	-0.062670	-0.014470	-0.009020	-0.002260	-0.054800	0.003160	-0.022240	0.016470	0.053770	-0.000250	-0.016800	-0.093930	0.021310	-0.012230	-0.016720	-0.033320	-0.015640	-0.032870	-0.132840	-0.023500	-0.094520	-0.089650	-0.032790	0.054630	-0.049250	-0.078220	-0.034540	0.054240	-0.079230	-0.080140	-0.140230	-0.064220	0.019510	0.031750	-0.004130	0.083970	0.034190	0.063940	0.050390	-0.092580	-0.091260	-0.057420	-0.083520	-0.061000	0.005000	-0.011100	0.014940	0.026740	-0.035880
-0.121940	-0.121940	-0.108320	-0.083560	-0.093550	-0.116470	-0.186050	0.013370	-0.034890	-0.044400	-0.100680	-0.038820	-0.116320	0.001780	-0.054440	-0.023340	-0.050220	-0.001820	0.021540	-0.162810	-0.044920	-0.064870	0.046630	-0.023220	0.002890	0.006950	-0.085350	-0.072110	0.005260	-0.061500	0.013780	0.027010	0.092870	-0.014800	-0.064750	-0.039640	-0.019180	0.026960	-0.124520	-0.012310	-0.057880	-0.074510	-0.166150	-0.175100	-0.190740	-0.086260	-0.180920	-0.061470	-0.119370	-0.093410	-0.120840	-0.125020	-0.064080	-0.058380	0.065900	0.038810	-0.030310	0.032010	-0.021930	-0.122480	-0.104270	-0.137770	-0.123760	-0.014200	-0.128860	-0.172470	-0.027530	-0.057760	-0.026900	0.011330	-0.050860	-0.014590	-0.053460	-0.144730	0.012950	-0.092440	-0.139640	-0.040540	-0.101610	-0.165740	-0.112360	-0.035150	-0.063230	-0.087380	-0.067250	-0.144350	-0.050060	-0.056200	0.020310	-0.062570	-0.022190	-0.039620	-0.070530	-0.042640	-0.161280	-0.074410	-0.168340	-0.160470	-0.121070	-0.093500	-0.044460	-0.006250	-0.135030	-0.096610	-0.126470	-0.099240	-0.110230	-0.020610	-0.159810	-0.069680	-0.124620	-0.095890	-0.082030	-0.080860	0.040920	-0.107420	-0.086540	-0.016140	-0.110510	-0.126170	-0.096000	-0.075930	-0.085660	-0.170460	-0.127150	-0.103070	-0.109150	-0.058750	-0.099490	-0.133440	-0.117610	-0.151920	-0.102430	-0.100970	-0.098450	-0.018510	-0.028780	-0.102880	-0.070060	-0.086710	-0.076390	-0.085360	-0.136980	-0.129940	0.017740
-0.069080	-0.069080	-0.061380	-0.077200	-0.083400	-0.044400	-0.013400	-0.195830	-0.192060	-0.176160	-0.079090	-0.114240	-0.074950	-0.177810	-0.072000	-0.095780	-0.098730	-0.120930	-0.116930	-0.024740	-0.159170	-0.019210	-0.115810	-0.011650	-0.090690	-0.155560	0.058820	0.019780	-0.005930	-0.027360	-0.086940	-0.144830	-0.127310	-0.044070	0.029930	0.001680	0.011340	-0.055730	0.019430	-0.076570	-0.105940	-0.076420	-0.104300	-0.094790	-0.081330	-0.165430	-0.144190	-0.174110	-0.134740	-0.122740	-0.110620	-0.128380	-0.112450	0.021230	0.034710	0.033850	0.071560	0.057650	0.034850	0.076960	0.091560	0.118020	0.087470	0.041100	-0.054620	-0.067150	-0.142790	-0.052500	-0.037020	0.049940	-0.045230	0.005740	-0.025980	-0.048140	-0.077290	-0.018150	-0.016270	-0.095700	-0.019500	-0.089580	0.001240	-0.127120	-0.115990	-0.124810	-0.095740	-0.039630	-0.173320	-0.069060	-0.155590	-0.087520	-0.160020	-0.187890	-0.088160	-0.116650	-0.101900	-0.132760	-0.135960	-0.116730	-0.083760	-0.156030	-0.159570	-0.048430	-0.035970	-0.068170	-0.060570	-0.051820	-0.011690	-0.174780	-0.069590	-0.072650	-0.072680	-0.164220	-0.064640	-0.092150	-0.157850	-0.060620	-0.167800	-0.239680	-0.095710	-0.098010	-0.154220	-0.107710	-0.169860	-0.067650	-0.175640	-0.121800	-0.144160	-0.139430	-0.097800	-0.088520	-0.131430	-0.065100	-0.138070	-0.065450	-0.085160	-0.134530	-0.110080	-0.118510	-0.175660	-0.148670	-0.146640	-0.163550	-0.122770	-0.121110	-0.144410
