1.314270	1.314270	1.368670	1.420410	1.440840	1.487500	1.538730	1.555550	1.629600	1.698280	1.781550	1.942050	2.172730	2.258110	2.227750	2.257710	2.214710	2.225710	2.204760	2.247650	2.242220	2.194560	2.222210	2.224530	2.185810	2.168740	2.217030	2.176400	2.185070	2.285200	2.250720	2.832030	3.156580	3.173090	3.183270	3.181760	3.159210	3.123410	3.182160	3.087520	3.098300	2.947990	2.695540	2.583190	2.478190	2.397780	2.352150	2.287960	2.486200	2.653340	2.663580	2.569880	2.444480	2.388210	2.312300	2.215300	2.268060
0.084640	0.084640	0.032800	-0.015810	-0.030630	-0.007330	-0.021230	-0.024040	-0.032430	-0.031430	-0.012630	-0.035550	-0.020520	-0.040420	-0.038680	-0.046110	0.003620	-0.054190	-0.022390	-0.052860	-0.050020	-0.012530	-0.045710	-0.027170	0.002470	-0.003410	-0.024400	-0.003780	0.001240	-0.053500	-0.073240	-0.027580	-0.049130	-0.053240	-0.049300	-0.045010	-0.039920	-0.006150	-0.068730	-0.021220	-0.055930	-0.056430	-0.045270	-0.042390	-0.010430	-0.005750	-0.035920	-0.037660	-0.086960	-0.136020	-0.140590	-0.188290	-0.160430	-0.125920	-0.071660	-0.035130	-0.052440
-0.419690	-0.419690	-0.346120	-0.276680	-0.255300	-0.268550	-0.246640	-0.208140	-0.202750	-0.184250	-0.173330	-0.191970	-0.148770	-0.215490	-0.177780	-0.194830	-0.188680	-0.155680	-0.169970	-0.177460	-0.150800	-0.216180	-0.167930	-0.207600	-0.202930	-0.222300	-0.190040	-0.188950	-0.184130	-0.142150	-0.108240	-0.215540	-0.159370	-0.139810	-0.158410	-0.176720	-0.170630	-0.219790	-0.128540	-0.219750	-0.206770	-0.195560	-0.175360	-0.170530	-0.199290	-0.182690	-0.180930	-0.178430	-0.207880	-0.203540	-0.217620	-0.184490	-0.181850	-0.214940	-0.212650	-0.222180	-0.194410
0.074630	0.074630	-0.005770	-0.084870	-0.103990	-0.058510	-0.064770	-0.135910	-0.139860	-0.141080	-0.175710	-0.100390	-0.200990	-0.099760	-0.134600	-0.077850	-0.163600	-0.192080	-0.176180	-0.147150	-0.186700	-0.121370	-0.157730	-0.097470	-0.141560	-0.123630	-0.138590	-0.170140	-0.164030	-0.166590	-0.238430	-0.123240	-0.157120	-0.183620	-0.180620	-0.128260	-0.123520	-0.094090	-0.182800	-0.107250	-0.096830	-0.143670	-0.153500	-0.153600	-0.143250	-0.177040	-0.143210	-0.136780	-0.124330	-0.103400	-0.075770	-0.100610	-0.122110	-0.086870	-0.074730	-0.103140	-0.106280
-0.167400	-0.167400	-0.097800	-0.016220	-0.007970	-0.103520	-0.129330	-0.063880	-0.070680	-0.096460	-0.083110	-0.163900	-0.056120	-0.117940	-0.111850	-0.193710	-0.073290	-0.015210	-0.068320	-0.052080	-0.051120	-0.084900	-0.085520	-0.152610	-0.091870	-0.080060	-0.086530	-0.058250	-0.102690	-0.111050	-0.027430	-0.092940	-0.099300	-0.094730	-0.067310	-0.149920	-0.184950	-0.164050	-0.105690	-0.113460	-0.129870	-0.092510	-0.088470	-0.116350	-0.107470	-0.090270	-0.108180	-0.137250	-0.019760	-0.036750	-0.030190	-0.009950	-0.015770	-0.024740	-0.132410	-0.076700	-0.116060
-0.111130	-0.111130	-0.152350	-0.231220	-0.224560	-0.125630	-0.103760	-0.100170	-0.090110	-0.076240	-0.054390	-0.036460	-0.100480	-0.066870	-0.086160	-0.026370	-0.122230	-0.173830	-0.087440	-0.163880	-0.114560	-0.109530	-0.077650	-0.045760	-0.065170	-0.114930	-0.122290	-0.114730	-0.048060	-0.065340	-0.064200	-0.062560	-0.110240	-0.048010	-0.085380	-0.003750	0.020490	-0.029650	-0.048440	-0.085040	-0.069360	-0.052090	-0.104840	-0.026610	-0.067750	-0.057920	-0.054330	-0.010550	-0.161300	-0.120250	-0.206870	-0.175150	-0.159710	-0.201920	-0.072280	-0.125390	-0.075890
-0.108040	-0.108040	-0.106230	-0.031920	-0.052220	-0.082910	-0.092750	-0.187270	-0.200420	-0.144080	-0.206900	-0.112300	-0.109640	-0.158890	-0.080480	-0.134420	-0.077800	-0.073790	-0.182400	-0.019120	-0.107430	-0.099960	-0.149140	-0.131200	-0.144530	-0.110250	-0.086580	-0.114710	-0.153460	-0.083470	-0.197290	-0.159040	-0.015800	-0.162180	-0.101360	-0.180770	-0.156500	-0.121070	-0.133150	-0.105310	-0.134090	-0.171030	-0.080280	-0.198490	-0.145570	-0.181800	-0.173080	-0.205240	-0.091320	-0.164950	-0.016040	-0.128840	-0.134640	-0.045910	-0.104710	-0.081530	-0.109850
-0.070670	-0.070670	-0.034120	-0.102260	-0.071970	-0.082100	-0.108990	0.065600	0.015870	-0.017870	0.030480	-0.116180	-0.074660	-0.045490	-0.118930	-0.070470	-0.096250	-0.079300	0.045130	-0.115400	-0.047380	-0.055090	0.016740	-0.080490	0.001940	-0.036900	-0.083090	-0.050780	-0.067980	-0.102690	0.045260	0.006950	-0.178750	0.014530	-0.080580	-0.008060	-0.073170	-0.066180	-0.061360	-0.100350	-0.061590	-0.120280	-0.132470	-0.018420	-0.073750	-0.033650	-0.027620	-0.030700	-0.047540	0.052390	-0.088900	0.005020	-0.028590	-0.100490	-0.074390	-0.042600	-0.023400
-0.135720	-0.135720	-0.195780	-0.138710	-0.169080	-0.113050	-0.120740	-0.274960	-0.216410	-0.188950	-0.242860	-0.116330	-0.135210	-0.134570	-0.102490	-0.206470	-0.170880	-0.140610	-0.302820	-0.115610	-0.145150	-0.161320	-0.219920	-0.111750	-0.152120	-0.160190	-0.171620	-0.153860	-0.130670	-0.133260	-0.181170	-0.075610	-0.042510	-0.229980	-0.106070	-0.222180	-0.165440	-0.163630	-0.181070	-0.135560	-0.237760	-0.142790	-0.145560	-0.208190	-0.202620	-0.278520	-0.204950	-0.172260	-0.079500	-0.107210	-0.015100	-0.119260	-0.120580	-0.066730	-0.080790	-0.127550	-0.161560
-0.088610	-0.088610	-0.026010	-0.069060	-0.045220	-0.087450	-0.096130	-0.014170	-0.108610	-0.057890	-0.070510	-0.057090	-0.104850	-0.093200	-0.083350	-0.027350	-0.056050	-0.115690	-0.002210	-0.041420	-0.075370	-0.039570	0.013250	-0.114790	-0.078880	-0.069420	-0.111840	-0.105870	-0.103420	-0.008620	-0.043570	-0.131550	-0.064400	0.013360	-0.042300	0.028390	0.024430	0.019120	-0.012240	-0.080580	0.025710	-0.038400	-0.063900	-0.038500	-0.032940	0.033370	-0.064280	-0.071280	-0.116260	-0.083390	-0.101920	-0.086950	-0.069880	-0.094940	-0.071480	-0.058730	0.002090
