2.115730	2.115710	2.116220	2.400110	2.341330	2.374100	2.372790	2.384830	2.429720	2.598660	2.520370	2.679830	2.787640	2.749890	2.752780	2.826730	2.827990	2.834450	2.751550	2.818020	2.821510	2.796230	2.640940	2.762620	2.825570	2.745230	2.706140	2.868900	2.773260	2.819760	2.763500	2.862470	2.721750	2.823070	2.718850	2.717890	2.878490	2.768140	2.802270	2.712580	2.791960	2.786500	2.798590	2.852310	2.767380	2.845220	2.805990	2.866350	2.691860	2.901270	2.916740	2.862030	2.923760	2.784370	2.794280	2.756420	2.766020	2.765670	2.741270	2.837690	2.786080	2.799370	2.975690	2.783890	2.849460	2.833640	2.825580	2.826510	2.800080	2.761250	2.778800	2.859990	2.747090	2.880030	2.824910	2.819280	2.769030	2.768630	2.806230	3.105390	3.661900	3.937050	4.007040	3.887140	3.985900	3.952470	3.931010	3.751920	3.446940	2.912920	2.837210	2.844470	2.769770	2.888610	2.815060	2.796590	2.867020	3.557300	3.458630	3.084620	3.056050	2.919500	2.925180	2.823830	2.813260	2.789470	2.887020	2.806460	2.762800	2.827800	2.826020	2.945660	2.856240	2.830560	2.815000	2.812370	2.767790	2.696640	2.734390	2.771430	2.875210	2.873660	2.791940	2.858540	2.831990	2.786930	2.832440	2.793990	2.834600	2.717440	2.889290	2.773590	2.811960	2.844340	2.901110	2.801140	2.787560	2.874620	2.883450	2.767160	2.791400	2.767050	2.774490	2.862310	2.740430	2.819530	2.870930	2.811540	2.739370	2.820760	2.774560	2.858520	2.861100	2.811070	2.823920	2.794770	2.881050	2.761900	2.848890
0.184160	0.184150	0.184370	-0.048750	0.002030	-0.038560	-0.010080	-0.013490	-0.051310	-0.108490	-0.014460	-0.063410	-0.051290	0.053820	0.008250	-0.009610	-0.001870	-0.015110	-0.017070	-0.010620	-0.033000	0.008570	0.035050	-0.017940	-0.022540	0.044140	-0.019290	-0.067230	-0.003740	-0.016600	-0.021040	-0.018580	0.019850	-0.080980	-0.011330	0.010610	-0.101830	-0.020700	-0.039640	0.042950	0.026370	-0.003790	-0.064940	-0.029070	0.009210	-0.084530	-0.013620	-0.040550	0.046530	-0.026560	-0.026440	-0.043520	-0.086140	-0.009010	0.002800	0.010170	0.032910	0.032700	0.029880	-0.024580	0.001710	-0.065520	-0.048860	-0.034740	-0.065830	-0.058180	-0.053190	-0.027520	0.017800	0.010320	0.011830	-0.053380	0.048170	-0.021770	-0.028780	-0.029900	-0.025250	-0.026900	0.031800	0.063970	0.005130	-0.076440	-0.100280	-0.013050	-0.127850	-0.125480	-0.167700	-0.122120	-0.139740	-0.096520	-0.043340	-0.057330	-0.016090	-0.089780	-0.003900	-0.054400	-0.019970	0.025250	-0.087840	-0.091680	-0.104250	0.030910	-0.016110	0.008670	-0.021990	0.015250	-0.070100	-0.063380	-0.041890	-0.012220	-0.024440	0.000550	-0.025930	-0.055280	-0.059680	-0.038710	-0.016200	0.007740	0.044250	0.024490	-0.040110	-0.038330	0.003670	0.019310	-0.034110	-0.025880	-0.036080	0.011010	-0.030590	0.033990	-0.063330	0.042070	-0.026420	-0.079960	-0.078550	0.017220	-0.039330	-0.018150	-0.078260	-0.025310	-0.063570	0.016600	0.051480	-0.007340	0.036280	0.020200	0.011940	0.023620	0.069400	-0.026600	-0.017420	-0.080110	-0.042680	-0.054780	-0.028560	-0.002600	-0.046140	0.039090	-0.000990
-0.608080	-0.608080	-0.608310	-0.334740	-0.351670	-0.282460	-0.323060	-0.387040	-0.273290	-0.235040	-0.312720	-0.197050	-0.177570	-0.308530	-0.276900	-0.301030	-0.251650	-0.214320	-0.253490	-0.241420	-0.233690	-0.277960	-0.294960	-0.210190	-0.283490	-0.266910	-0.285480	-0.207320	-0.253450	-0.188710	-0.267160	-0.250490	-0.261310	-0.193760	-0.254290	-0.279190	-0.173620	-0.223520	-0.212730	-0.323470	-0.289860	-0.294740	-0.194080	-0.198550	-0.277380	-0.204300	-0.287280	-0.194770	-0.282450	-0.216460	-0.254030	-0.175560	-0.203730	-0.273380	-0.220830	-0.227430	-0.274750	-0.199530	-0.206060	-0.180210	-0.278550	-0.239180	-0.246920	-0.212370	-0.190830	-0.213720	-0.187420	-0.257590	-0.250570	-0.288770	-0.282350	-0.169250	-0.290380	-0.292860	-0.246280	-0.262640	-0.208720	-0.204790	-0.268170	-0.267820	-0.249690	-0.313330	-0.284710	-0.273970	-0.160710	-0.218160	-0.155160	-0.191230	-0.244880	-0.267680	-0.297790	-0.208340	-0.259830	-0.195770	-0.265100	-0.188220	-0.256270	-0.338270	-0.173090	-0.250320	-0.207960	-0.252890	-0.234850	-0.230560	-0.234330	-0.278160	-0.195110	-0.197940	-0.185990	-0.263280	-0.252770	-0.384500	-0.238150	-0.161480	-0.201180	-0.172220	-0.243350	-0.333240	-0.280940	-0.293230	-0.242060	-0.274350	-0.269680	-0.328690	-0.216160	-0.201650	-0.256390	-0.274190	-0.285160	-0.281040	-0.249420	-0.262820	-0.281160	-0.213550	-0.194050	-0.297700	-0.260630	-0.166840	-0.225090	-0.254430	-0.176890	-0.273050	-0.289110	-0.248740	-0.303520	-0.246920	-0.289330	-0.274680	-0.274050	-0.187410	-0.263370	-0.222990	-0.232350	-0.248130	-0.231540	-0.331400	-0.193050	-0.267820	-0.228680
0.168430	0.168440	0.168280	-0.053260	-0.103760	-0.191820	-0.147580	0.013530	-0.195840	-0.144460	-0.106220	-0.261020	-0.276460	-0.149450	-0.172030	-0.089730	-0.161750	-0.257580	-0.189480	-0.160640	-0.175880	-0.148720	-0.222310	-0.252990	-0.095180	-0.212190	-0.141740	-0.209480	-0.202760	-0.285760	-0.176350	-0.131100	-0.197600	-0.202040	-0.220800	-0.193300	-0.229900	-0.260820	-0.251000	-0.119740	-0.177810	-0.087080	-0.248420	-0.236800	-0.179030	-0.170230	-0.126190	-0.281770	-0.232450	-0.234400	-0.202760	-0.298750	-0.181720	-0.117570	-0.247070	-0.223330	-0.217120	-0.317540	-0.312140	-0.255740	-0.146310	-0.189470	-0.271080	-0.269740	-0.231150	-0.232130	-0.250420	-0.149010	-0.231920	-0.154570	-0.158830	-0.233260	-0.140680	-0.058800	-0.136150	-0.107880	-0.283000	-0.269440	-0.186830	-0.218710	-0.228730	-0.026200	-0.052180	-0.186850	-0.243060	-0.160390	-0.299990	-0.329100	-0.115930	-0.102120	-0.095510	-0.202930	-0.170110	-0.201720	-0.135840	-0.282970	-0.132360	-0.178510	-0.290110	-0.123870	-0.167780	-0.194250	-0.145350	-0.233490	-0.168720	-0.155290	-0.211640	-0.244180	-0.299870	-0.106420	-0.129280	-0.091670	-0.224660	-0.299300	-0.266450	-0.291290	-0.188120	-0.102060	-0.209840	-0.155640	-0.142530	-0.111560	-0.162970	-0.080040	-0.235080	-0.267850	-0.107810	-0.155750	-0.088620	-0.191440	-0.120250	-0.210000	-0.107730	-0.226970	-0.231340	-0.144230	-0.133410	-0.289110	-0.135610	-0.190680	-0.294990	-0.167900	-0.190820	-0.150130	-0.135250	-0.212710	-0.143210	-0.179840	-0.196690	-0.284540	-0.141280	-0.144640	-0.167100	-0.144550	-0.205530	-0.034030	-0.257640	-0.199090	-0.204010
-0.211760	-0.211760	-0.211380	-0.085500	0.001070	0.100690	0.051880	-0.173920	0.084420	-0.055470	-0.101380	0.030680	-0.007420	-0.095790	-0.090700	-0.154880	-0.124980	0.027170	-0.045000	-0.161670	-0.132320	-0.113140	0.045070	-0.006170	-0.176930	-0.060230	-0.074350	-0.044270	-0.068640	0.030200	-0.070230	-0.197960	-0.062370	-0.096730	0.022150	-0.007660	-0.068590	0.061120	0.022420	-0.120730	-0.022210	-0.206690	-0.008210	-0.071520	-0.065840	-0.094680	-0.118820	0.034660	0.025050	-0.036590	-0.011860	0.071800	-0.103100	-0.188050	-0.000840	-0.069400	-0.005740	0.060530	0.073160	-0.070930	-0.097310	-0.002740	0.129430	0.044250	-0.066150	0.000810	-0.039960	-0.132760	-0.001460	-0.085880	-0.078500	-0.094580	-0.143190	-0.222740	-0.181550	-0.166160	0.056260	0.005730	-0.073360	-0.104400	-0.066900	-0.272170	-0.234170	-0.100170	-0.088160	-0.157570	0.030660	0.101520	-0.172340	-0.131710	-0.119060	-0.044610	-0.061680	-0.049840	-0.149770	0.044360	-0.134190	-0.072560	-0.009420	-0.165850	-0.121800	-0.115600	-0.198670	-0.051960	-0.136280	-0.101390	-0.047040	-0.016560	0.048130	-0.192710	-0.142970	-0.044810	-0.032190	0.003080	0.031170	-0.000880	-0.081270	-0.085990	-0.008190	-0.076240	-0.167350	-0.132000	-0.092160	-0.138000	-0.017310	0.013370	-0.171950	-0.113060	-0.157690	-0.043170	-0.137510	-0.040620	-0.154150	0.004170	-0.001810	-0.075650	-0.152800	-0.030300	-0.128270	-0.049680	0.042790	-0.093920	-0.021040	-0.120720	-0.105020	-0.053680	-0.084450	-0.085130	-0.103890	0.026560	-0.132160	-0.141220	-0.108470	-0.137200	-0.030550	-0.211880	0.024810	-0.058320	-0.084100
-0.123370	-0.123380	-0.123140	-0.162090	-0.219650	-0.315490	-0.255460	-0.053440	-0.266680	-0.117730	-0.027040	-0.103050	-0.058920	-0.059600	-0.018220	-0.037250	-0.024060	-0.121930	-0.083200	0.078320	0.045000	0.007120	-0.120360	-0.074460	0.028760	-0.011010	-0.062240	-0.075550	-0.045140	-0.123130	-0.021090	0.078040	-0.039750	-0.016100	-0.138160	-0.088120	-0.008620	-0.177690	-0.128850	0.008350	-0.135360	0.057320	-0.084440	-0.008720	-0.046370	-0.080520	-0.022780	-0.114890	-0.129520	0.002240	-0.081730	-0.154580	-0.006070	0.083730	-0.101150	0.009810	-0.102090	-0.116570	-0.143290	0.017310	-0.012900	-0.129060	-0.164140	-0.123280	-0.008660	-0.107510	-0.032670	0.022600	-0.099230	-0.074010	-0.062810	0.006290	0.035130	0.047800	0.102130	-0.043410	-0.158210	-0.058450	-0.021430	0.043030	-0.006240	0.128070	0.043140	0.034440	0.033830	0.081230	-0.032650	-0.062530	0.026340	-0.028500	-0.091110	-0.086700	-0.092770	-0.100040	-0.000940	-0.146460	-0.043410	0.081500	0.006380	0.046830	-0.040290	-0.057410	0.000350	-0.049680	-0.000840	-0.024820	-0.113370	-0.064520	-0.109180	0.024580	-0.000410	-0.002690	-0.021040	-0.055050	-0.097170	-0.035050	-0.018200	-0.044340	-0.095260	-0.041920	0.086400	-0.019670	-0.035780	-0.058300	-0.095200	-0.074260	-0.022110	0.000860	-0.036810	-0.069950	-0.048420	-0.057810	-0.020020	-0.064670	-0.111580	-0.117650	0.041210	-0.002170	-0.059440	-0.042460	-0.074280	-0.047600	-0.135870	-0.056050	-0.040220	-0.056380	-0.067700	-0.022890	0.055410	-0.075420	0.009210	0.008850	0.007350	0.067020	-0.117270	0.019390	-0.123540	-0.023890	-0.044130
-0.118520	-0.118530	-0.118770	-0.106580	-0.115520	-0.055970	-0.102120	-0.212550	-0.103990	-0.145390	-0.246190	-0.228100	-0.228360	-0.126470	-0.203750	-0.153670	-0.098580	-0.158970	-0.175400	-0.269640	-0.301400	-0.169540	-0.227260	-0.239400	-0.252420	-0.254280	-0.188610	-0.112370	-0.155980	-0.147170	-0.221830	-0.255270	-0.182860	-0.195780	-0.130280	-0.215030	-0.222210	-0.115820	-0.100360	-0.244000	-0.087770	-0.180370	-0.167480	-0.217030	-0.191920	-0.108890	-0.182920	-0.119310	-0.116700	-0.292040	-0.211210	-0.131280	-0.134930	-0.235830	-0.120150	-0.265900	-0.163480	-0.085520	-0.083080	-0.245910	-0.187630	-0.139100	-0.183460	-0.182710	-0.228580	-0.188780	-0.139460	-0.230110	-0.211470	-0.161950	-0.185790	-0.178500	-0.154120	-0.141490	-0.285000	-0.095100	-0.097730	-0.206350	-0.214090	-0.172810	-0.200180	-0.245510	-0.101030	-0.199730	-0.200660	-0.246030	-0.236620	-0.269390	-0.156720	-0.130540	-0.088890	-0.105330	-0.151560	-0.135990	-0.130410	-0.128830	-0.137080	-0.125740	-0.179500	-0.129900	-0.111900	-0.161270	-0.155810	-0.192770	-0.153880	-0.203680	-0.077670	-0.174250	-0.238120	-0.187180	-0.174500	-0.279310	-0.213590	-0.260890	-0.213160	-0.201410	-0.228490	-0.171560	-0.165970	-0.127640	-0.310420	-0.134250	-0.202480	-0.010320	-0.104000	-0.233820	-0.159240	-0.204630	-0.097020	-0.192640	-0.078810	-0.132700	-0.061000	-0.232350	-0.148410	-0.035940	-0.184090	-0.249010	-0.075330	-0.134760	-0.204050	-0.161990	-0.100940	-0.161250	-0.175930	-0.114270	-0.191730	-0.196430	-0.268490	-0.189300	-0.149900	-0.153260	-0.176980	-0.202970	-0.058790	-0.129280	-0.172400	-0.208500	-0.088090
-0.059820	-0.059820	-0.059830	-0.068080	0.007480	-0.009810	0.012550	0.026160	0.005150	-0.032940	0.001030	0.003220	-0.043940	-0.084350	-0.139040	-0.107120	-0.184610	0.011960	-0.049350	-0.026670	-0.024990	-0.144110	0.002700	0.020750	0.020500	-0.013900	-0.068970	-0.069210	-0.088030	-0.040220	-0.099970	-0.092090	-0.064740	-0.144120	-0.063340	0.044510	-0.139510	-0.044170	-0.177330	-0.005900	-0.075810	-0.098700	-0.127510	-0.071630	-0.119220	-0.111470	-0.108610	-0.112930	-0.081310	0.123720	0.015100	0.068380	-0.046960	-0.094340	-0.000840	0.022450	-0.056470	-0.057800	-0.071680	0.000360	0.033250	-0.013490	0.032140	-0.102860	-0.073400	-0.036190	-0.126410	-0.098620	0.012030	-0.162650	-0.037120	-0.102870	-0.116650	-0.098380	-0.004240	-0.146480	-0.066210	-0.066480	0.012240	-0.160750	-0.147240	-0.131020	-0.283870	-0.179030	-0.191550	-0.217380	-0.165760	-0.106360	-0.302470	-0.194500	-0.202910	-0.110490	-0.049870	-0.061380	-0.159750	0.015050	-0.032110	-0.046600	-0.087840	-0.213410	-0.150890	-0.138230	-0.188000	-0.071390	-0.150180	0.018390	-0.114600	-0.053640	-0.000440	0.003730	0.020320	0.027760	-0.032130	-0.002700	0.036090	-0.008360	0.002670	-0.000860	0.000660	-0.020820	-0.018260	-0.085700	-0.035620	-0.112710	-0.018260	0.088450	-0.069820	-0.086540	-0.149250	0.024310	-0.133180	0.025660	-0.131260	-0.016550	0.004510	-0.176160	-0.152040	0.075290	-0.149730	-0.150420	0.026280	-0.081720	-0.040530	-0.026630	-0.039970	-0.071770	-0.006130	-0.125380	0.022440	0.060390	-0.147640	-0.065410	-0.012290	-0.108500	-0.160450	-0.151140	0.097280	0.046240	-0.084640
-0.161980	-0.162000	-0.161310	-0.144110	-0.217970	-0.271310	-0.253530	-0.223020	-0.288130	-0.166330	-0.104410	-0.191130	-0.141370	-0.082030	-0.065350	-0.094580	0.021000	-0.163810	-0.160810	-0.068870	-0.131480	0.062250	-0.132190	-0.217070	-0.264720	-0.128260	-0.082850	-0.107510	-0.003150	-0.140300	-0.054750	-0.108300	-0.068660	-0.050910	-0.126910	-0.196700	-0.016230	-0.141250	0.019300	-0.105510	-0.118500	-0.046840	-0.030930	-0.067110	-0.002080	-0.146270	-0.013420	-0.006780	-0.006170	-0.174510	-0.163300	-0.214210	-0.030360	0.020350	-0.147490	-0.123500	-0.118530	-0.032100	-0.056260	-0.131850	-0.131290	-0.196880	-0.035790	-0.040690	-0.041440	-0.151930	0.060140	-0.046220	-0.206640	-0.060040	-0.202960	-0.020600	0.042500	-0.014830	-0.067320	-0.072030	-0.092300	-0.046530	-0.164670	-0.029280	-0.134480	-0.181450	-0.022270	-0.063350	-0.094770	-0.092310	-0.179370	-0.199140	-0.032550	-0.021670	-0.092530	-0.000210	-0.192950	-0.197100	0.044540	-0.150540	-0.231980	0.126790	-0.070730	0.020740	-0.101110	-0.223680	-0.152750	-0.103020	-0.025580	-0.189410	-0.099840	-0.092920	-0.188000	-0.225470	-0.200110	0.036930	0.040850	-0.173630	-0.150840	-0.071540	-0.121190	-0.088230	-0.124320	-0.046650	-0.077950	-0.004160	-0.143970	-0.000890	-0.106870	-0.209010	-0.183750	-0.056090	-0.012750	-0.183810	-0.032360	-0.124300	0.038510	-0.073720	-0.145210	-0.050740	0.038380	-0.188640	-0.029260	0.072820	-0.087920	-0.094340	-0.166230	-0.255910	-0.179170	-0.076690	-0.283970	0.005290	-0.088200	-0.133130	0.066760	-0.072430	-0.067630	0.134490	-0.015770	0.006790	-0.285910	-0.149770	-0.025350
-0.087980	-0.088000	-0.087580	-0.041530	-0.004370	0.054990	0.047410	0.037790	0.083190	0.038550	-0.088870	0.011320	-0.028850	0.032270	-0.053290	-0.022040	-0.009090	0.047640	0.012760	-0.054540	-0.075150	-0.096020	-0.040190	0.005520	0.107000	-0.003500	-0.047200	0.082360	-0.015960	-0.002140	0.003560	-0.009160	-0.013710	-0.050100	0.042630	0.063540	-0.061840	0.025990	-0.051340	-0.017460	0.062330	0.024670	-0.034860	-0.043690	-0.088460	0.060560	-0.063280	0.022080	-0.044190	0.074460	0.032800	0.119150	0.109750	-0.068020	0.103200	-0.035880	0.049540	0.029290	0.049530	0.007530	0.052720	0.128590	0.067100	-0.078030	-0.067000	0.017560	-0.015850	-0.082710	0.020710	-0.137830	0.053350	-0.060540	-0.053210	0.002620	0.010890	0.008280	0.088000	-0.002430	0.057360	0.086470	0.055730	0.166950	0.081900	0.088560	0.112970	0.086510	0.158500	0.157480	0.058160	0.034410	0.035880	-0.071550	0.081430	0.093770	-0.068910	0.106670	0.119850	0.163400	0.188780	0.123840	0.120140	-0.006170	-0.039440	-0.010790	-0.006410	0.097050	0.081500	0.068690	-0.013360	0.130750	0.121010	0.011050	-0.040770	-0.017730	0.062940	0.041950	-0.009900	0.064470	0.040480	0.067150	-0.042830	-0.028170	-0.017210	0.127220	0.162770	0.053100	0.023550	-0.002860	-0.005260	0.077190	0.065670	0.093580	0.061900	0.002710	0.075770	0.095980	-0.017770	0.078580	0.010180	-0.048240	0.054530	-0.026820	0.057380	0.042420	0.064950	0.109110	0.151620	-0.119390	-0.008460	0.073580	-0.053940	0.102910	0.055170	-0.062880	-0.001720	-0.014560	0.149280	0.071010	0.042770
