1.906490	2.819390	2.865510	2.841020	2.863690	2.928240	2.855840	2.874760	2.905460	2.927300	2.991380	2.977640	3.008870	2.912660	2.995690	2.925580	2.987200	2.969130	2.934670	2.854910	2.921890	2.873690	2.900310	2.762200	2.768560	2.721130	2.682390	2.606640	2.573930	2.561730	2.569890	2.461220	2.484880	2.519670	2.519750	2.581560	2.558110	2.684260	2.712530	2.740260	2.733410	2.664070	2.922120	2.717000	2.644240	2.607150	2.635360	2.576710	2.586200	2.596150	2.591160	2.619480	2.694660	2.806900	2.646730	2.720440	2.710930	2.662390	2.690790	2.760920	2.693720	2.684270	2.718240	2.701280	2.639590	2.675530	2.655300	2.745750	3.680750	3.959940	3.963140	3.975110	3.961270	3.960660	3.955970	3.928810	3.830910	3.861910	3.564050	3.153850	3.145430	2.950500	2.913480	2.993770	2.929820	2.985580	3.033250	3.033750	3.008930	3.196790	3.307510	3.275740	3.217760	3.219200	3.148280	2.975730	2.890200	2.881180	2.824370	2.663850	2.705200	2.682550	2.714030	2.633890	2.669770	2.535450	2.530770	2.532490	2.556710	2.501460	2.738340	2.754000	2.555650	2.774160	2.606800	2.662040	2.608270	2.513960	2.668410	2.575420	2.594560	2.614420	2.552080	2.583170	2.608740	2.536760	2.596570	2.579390	2.464080	2.522450	2.540430	2.543110	2.541790	2.660030	2.685870	2.669540	2.651650	2.676780	2.625380	2.645700	2.578580	2.543840	2.602740	2.676760	2.610400	2.666760	2.595920	2.625610	2.636680	2.570720	2.522190	2.576510	2.560410	2.588530	2.467400	2.543980	2.520170	2.576130	2.648250	2.527080	2.743900	2.796690	2.609310	2.599340
0.167030	-0.011570	-0.035030	-0.016710	-0.030720	-0.078370	-0.010450	-0.001700	-0.038250	-0.029260	-0.009390	-0.015320	-0.031270	-0.004450	-0.023350	0.003280	-0.028940	-0.057720	-0.026400	-0.027240	-0.024380	-0.029050	-0.058400	-0.003520	-0.013150	-0.016610	-0.050880	-0.049970	0.004600	0.025380	0.022500	-0.035170	0.006590	0.036570	0.034770	-0.005930	0.033080	-0.004890	-0.046760	-0.122630	-0.118840	-0.008090	-0.134980	-0.073870	-0.048050	-0.023590	-0.093380	0.000470	-0.038750	-0.026950	0.037260	-0.012490	-0.004160	-0.018970	0.006980	-0.011370	0.009630	0.047340	0.011790	0.029010	0.039980	0.009100	0.025580	0.014260	-0.011450	-0.021290	0.034190	-0.046590	0.090830	-0.031880	-0.026290	-0.053870	-0.046420	-0.064460	-0.074530	-0.056460	-0.006240	-0.069070	-0.004330	-0.016930	-0.039810	-0.049770	-0.033970	-0.074650	-0.115930	-0.162440	-0.115730	-0.098240	-0.114180	-0.019240	-0.082030	-0.145320	-0.155460	-0.099550	-0.158480	-0.128430	-0.118560	-0.108280	-0.074070	-0.056170	-0.047970	-0.077110	-0.086700	-0.038100	-0.095300	-0.033070	-0.041210	-0.023510	-0.019150	0.025180	-0.047550	-0.070670	0.074410	-0.029000	0.043860	-0.014860	0.003770	0.080260	-0.008180	-0.026680	-0.002380	0.001860	0.030150	0.011240	-0.024090	-0.001220	-0.024070	-0.000930	0.041940	-0.035680	-0.022330	0.046090	0.009230	-0.054220	-0.018340	0.001550	-0.014450	-0.035190	0.027420	0.024150	0.030960	0.074930	0.042930	-0.041000	-0.025150	-0.034960	0.062860	0.017940	-0.005690	0.025960	0.028870	-0.048070	-0.004450	-0.011770	0.041880	-0.041410	0.012140	0.022140	0.024020	0.064040	-0.048350	-0.048650	0.017920	-0.020320
-0.527900	-0.239850	-0.204840	-0.237110	-0.233680	-0.185290	-0.276600	-0.200350	-0.196080	-0.238290	-0.216280	-0.229350	-0.214070	-0.230220	-0.223690	-0.204390	-0.211890	-0.145620	-0.187570	-0.223940	-0.171560	-0.224560	-0.127410	-0.246170	-0.229520	-0.238470	-0.169310	-0.179310	-0.217980	-0.200840	-0.209620	-0.177770	-0.229630	-0.239200	-0.179490	-0.209010	-0.201710	-0.253700	-0.245430	-0.170880	-0.168720	-0.246620	-0.343710	-0.236810	-0.179820	-0.246950	-0.156500	-0.187690	-0.160770	-0.182110	-0.231320	-0.221350	-0.220180	-0.180040	-0.193660	-0.169840	-0.205290	-0.212510	-0.173040	-0.199520	-0.228480	-0.209740	-0.243270	-0.239190	-0.179600	-0.170770	-0.224540	-0.189520	-0.335450	-0.236630	-0.199960	-0.144600	-0.199630	-0.163010	-0.202470	-0.253300	-0.253000	-0.177220	-0.288540	-0.252900	-0.233670	-0.141090	-0.283890	-0.233390	-0.215560	-0.194480	-0.226830	-0.255070	-0.195380	-0.226330	-0.293140	-0.203280	-0.178540	-0.247770	-0.225940	-0.214510	-0.250570	-0.234610	-0.237410	-0.274550	-0.208480	-0.197770	-0.249020	-0.206140	-0.173100	-0.255330	-0.237070	-0.205450	-0.245320	-0.249040	-0.174240	-0.149730	-0.261280	-0.209900	-0.254110	-0.141990	-0.210150	-0.258230	-0.181180	-0.134990	-0.135920	-0.137830	-0.188550	-0.235860	-0.189310	-0.224180	-0.174530	-0.215510	-0.238000	-0.164740	-0.227100	-0.249950	-0.179450	-0.108080	-0.119000	-0.133580	-0.154880	-0.181200	-0.204760	-0.184150	-0.256860	-0.265650	-0.207690	-0.123870	-0.147090	-0.170720	-0.258690	-0.194540	-0.198600	-0.237550	-0.198070	-0.129480	-0.208630	-0.177380	-0.218070	-0.149900	-0.206150	-0.177370	-0.237780	-0.236640	-0.105590	-0.072470	-0.212590	-0.158370
0.150430	-0.108170	-0.157180	-0.111170	-0.107380	-0.174790	-0.075080	-0.217890	-0.175650	-0.102900	-0.097450	-0.090120	-0.102980	-0.132050	-0.083780	-0.160690	-0.111790	-0.218520	-0.172910	-0.135610	-0.173700	-0.102860	-0.256640	-0.113680	-0.131750	-0.105160	-0.184100	-0.210850	-0.182270	-0.223860	-0.199970	-0.234900	-0.142410	-0.128780	-0.257140	-0.158950	-0.201090	-0.097870	-0.107430	-0.252040	-0.168100	-0.121140	0.016930	-0.079380	-0.198740	-0.099290	-0.160520	-0.191450	-0.221890	-0.157620	-0.142170	-0.098660	-0.098370	-0.113560	-0.164150	-0.160820	-0.099510	-0.158570	-0.153610	-0.115200	-0.108080	-0.091680	-0.057370	-0.050020	-0.217270	-0.178540	-0.130030	-0.123560	-0.055470	-0.079680	-0.121270	-0.230120	-0.122000	-0.150000	-0.061150	-0.011700	-0.113380	-0.153090	-0.075270	-0.119640	-0.078430	-0.257320	-0.049190	-0.136680	-0.167110	-0.164000	-0.138690	-0.092460	-0.158460	-0.186620	-0.102330	-0.196700	-0.217880	-0.109750	-0.074980	-0.156730	-0.130430	-0.138650	-0.127230	-0.098420	-0.218970	-0.175420	-0.041810	-0.171370	-0.148970	-0.110460	-0.091330	-0.155910	-0.125790	-0.147910	-0.162400	-0.169730	-0.128410	-0.088560	-0.118310	-0.204070	-0.099430	-0.142080	-0.151730	-0.245780	-0.259110	-0.257790	-0.247270	-0.172510	-0.266440	-0.199010	-0.214570	-0.200390	-0.151120	-0.218660	-0.108290	-0.127380	-0.208250	-0.246920	-0.256440	-0.276030	-0.200580	-0.120140	-0.162070	-0.202230	-0.066520	-0.111640	-0.181510	-0.238300	-0.203830	-0.147910	-0.139540	-0.166280	-0.140030	-0.137800	-0.219450	-0.238180	-0.131600	-0.212850	-0.164620	-0.217970	-0.169780	-0.200720	-0.065210	-0.124570	-0.196810	-0.254150	-0.091090	-0.145900
-0.173920	-0.087830	-0.032960	-0.070840	-0.083180	0.004270	-0.104910	0.044440	-0.015870	-0.067610	-0.164060	-0.139310	-0.108490	-0.051200	-0.149790	-0.045990	-0.119510	-0.025430	-0.073540	-0.047940	-0.109290	-0.099900	0.018220	-0.073810	-0.070270	-0.083800	-0.036560	0.028080	-0.023680	0.032700	-0.026470	0.051910	-0.095750	-0.160810	0.013620	-0.090710	-0.083210	-0.162890	-0.100340	0.109330	-0.046970	-0.085680	-0.040190	-0.118140	-0.029250	-0.107590	-0.095630	-0.052390	-0.007900	-0.112280	-0.122140	-0.154780	-0.170010	-0.240360	-0.126160	-0.162460	-0.189530	-0.088190	-0.205960	-0.248850	-0.157560	-0.196020	-0.258340	-0.278940	-0.029390	-0.098940	-0.166850	-0.138320	-0.182540	-0.198480	-0.178160	-0.024550	-0.160640	-0.151810	-0.255520	-0.272330	-0.107430	-0.139470	-0.178450	-0.095920	-0.199350	0.004050	-0.117890	-0.009790	0.041050	0.043400	-0.001910	-0.038330	-0.001570	0.021000	0.011490	0.087320	0.110240	-0.060650	-0.087590	0.049960	0.075210	0.036970	0.003590	-0.028730	0.053080	0.054650	-0.169020	-0.054370	-0.072600	-0.033300	-0.135990	-0.069330	-0.022790	-0.085440	-0.102830	-0.121310	-0.135910	-0.215760	-0.104250	-0.152270	-0.210890	-0.086260	-0.148210	-0.068970	-0.065160	-0.065940	-0.037600	-0.084100	0.056820	-0.037320	-0.042230	-0.064440	-0.113490	-0.070340	-0.141550	-0.213400	-0.075130	-0.111660	-0.128750	-0.090030	-0.085630	-0.184590	-0.149190	-0.123110	-0.205210	-0.169570	-0.148180	-0.104160	-0.083710	-0.165810	-0.223180	-0.209150	-0.237760	-0.230460	-0.095230	-0.093270	-0.186320	-0.113060	-0.100350	-0.061970	-0.085940	-0.072360	-0.211710	-0.151410	-0.147070	-0.110780	-0.212040	-0.192040
-0.107570	-0.081720	-0.117770	-0.078340	-0.075800	-0.108570	-0.074520	-0.152830	-0.085890	-0.106540	0.022360	-0.002910	-0.064580	-0.089360	-0.027940	-0.127430	-0.071090	-0.090300	-0.088630	-0.058420	-0.037270	-0.043910	-0.097900	-0.063430	-0.066210	-0.099430	-0.109730	-0.135510	-0.077820	-0.152400	-0.089350	-0.133910	-0.069090	0.022180	-0.133590	-0.055520	-0.004710	0.052860	0.009490	-0.101470	-0.039420	-0.063340	-0.164070	-0.075380	-0.056020	-0.132550	-0.060060	-0.100270	-0.097050	-0.006570	-0.034930	-0.057350	-0.062430	0.015090	-0.047980	-0.044520	-0.041250	-0.097330	0.095710	0.044530	-0.041970	-0.007740	0.042250	0.051370	-0.116550	-0.064200	0.000990	-0.028510	0.037380	0.030990	-0.018210	-0.127210	-0.017430	-0.025970	0.045370	0.060540	-0.041060	-0.014600	0.068770	-0.074680	-0.049650	-0.021390	-0.074180	-0.155800	-0.145710	-0.140960	-0.097750	-0.113450	-0.105290	-0.089810	-0.136980	-0.053940	-0.118310	-0.055600	-0.061270	-0.124430	-0.174700	-0.161990	-0.147770	-0.048680	-0.119540	-0.197350	0.011260	-0.032430	-0.085180	-0.105540	0.022380	-0.009990	-0.142070	-0.036370	-0.077740	-0.054200	-0.010900	-0.027820	-0.120570	0.027840	0.045780	-0.136680	-0.076740	-0.036210	-0.033530	-0.069170	-0.046210	0.008840	-0.157690	-0.064530	-0.049810	-0.093480	0.004810	-0.036830	-0.057620	0.057190	-0.090460	-0.021500	0.023250	0.005740	-0.030180	0.008100	0.003870	-0.035960	0.022570	-0.031520	-0.014340	-0.010500	-0.047550	-0.040680	-0.015470	0.042790	0.027650	0.048510	-0.053850	-0.031660	0.008770	-0.097100	-0.011420	-0.044330	-0.035920	-0.027310	-0.020060	0.016500	0.003920	0.013000	0.024590	0.060010
-0.095160	-0.130080	-0.130260	-0.173050	-0.144590	-0.145150	-0.131650	-0.106200	-0.225130	-0.114170	-0.191020	-0.199210	-0.172280	-0.169410	-0.130560	-0.028470	-0.129650	-0.191290	-0.112200	-0.237150	-0.177040	-0.155910	-0.208470	-0.210180	-0.211130	-0.140230	-0.089810	-0.150510	-0.213850	-0.147050	-0.189610	-0.220880	-0.142300	-0.227730	-0.125000	-0.120270	-0.244760	-0.231430	-0.254280	-0.295060	-0.201150	-0.170720	-0.168250	-0.165920	-0.243550	-0.048110	-0.191100	-0.133010	-0.207170	-0.243000	-0.207910	-0.084870	-0.057780	-0.090190	-0.105590	-0.087850	-0.057060	-0.051150	-0.244410	-0.113450	-0.095880	-0.071540	-0.123330	-0.138740	-0.119180	-0.090640	-0.162080	-0.128870	-0.241500	-0.226960	-0.146900	-0.107480	-0.160720	-0.151190	-0.176500	-0.160560	-0.139770	-0.090670	-0.292530	-0.165860	-0.101140	-0.318120	-0.142800	-0.143670	-0.207520	-0.212220	-0.230950	-0.185200	-0.225360	-0.069570	-0.051180	-0.175710	-0.198840	-0.075350	-0.136840	-0.185160	-0.148350	-0.167730	-0.137670	-0.269290	-0.273150	-0.083020	-0.240610	-0.278460	-0.163240	-0.185720	-0.270600	-0.265100	-0.140980	-0.216970	-0.144430	-0.141840	-0.194870	-0.089080	-0.028050	-0.198910	-0.201710	-0.057240	-0.068890	-0.223670	-0.229010	-0.142210	-0.268230	-0.330290	-0.200880	-0.277140	-0.232340	-0.193190	-0.274270	-0.230940	-0.122170	-0.276690	-0.125640	-0.199140	-0.230790	-0.278130	-0.195940	-0.150510	-0.211870	-0.139970	-0.168240	-0.101350	-0.184550	-0.199650	-0.187670	-0.112310	-0.136350	-0.219700	-0.168120	-0.258990	-0.182040	-0.211450	-0.187250	-0.099930	-0.247750	-0.208530	-0.219840	-0.210790	-0.054200	-0.157060	-0.103350	-0.139400	-0.101420	-0.193350
-0.045520	-0.074480	-0.084820	0.014910	-0.086790	-0.045770	-0.121440	-0.134580	0.075200	-0.119850	-0.067900	-0.015400	0.049070	0.011810	-0.092220	-0.192130	-0.095010	-0.045340	-0.206610	0.058560	-0.122280	-0.026310	-0.015800	0.026150	-0.020290	-0.087970	-0.211190	-0.103190	-0.052150	-0.050060	-0.067280	0.004810	-0.187910	-0.072350	-0.082900	-0.127950	-0.035170	-0.182230	-0.111670	-0.013090	-0.165790	-0.126780	-0.127490	-0.137110	-0.007990	-0.276660	-0.073300	-0.125220	-0.007630	-0.003960	-0.018580	-0.197550	-0.231990	-0.218280	-0.227350	-0.212770	-0.122540	-0.104690	-0.082870	-0.216660	-0.067910	-0.161100	-0.206720	-0.193550	-0.167690	-0.222560	-0.186700	-0.163040	-0.084690	-0.048220	-0.094390	-0.091320	-0.111280	-0.084870	-0.115200	-0.189800	-0.157080	-0.319080	-0.153140	-0.168270	-0.228610	0.022300	-0.188730	-0.173270	-0.122340	-0.161860	-0.168980	-0.160190	-0.076810	-0.003650	-0.016560	0.030400	0.025670	-0.049150	-0.087850	-0.092430	-0.068750	-0.027490	-0.128350	-0.046500	-0.025110	-0.098960	-0.113770	-0.065010	-0.109180	-0.056000	-0.077920	0.029520	-0.047890	-0.120730	-0.072080	-0.115070	-0.123490	-0.171540	-0.224270	-0.139680	-0.061340	-0.138710	-0.154780	-0.043680	-0.019150	-0.132620	-0.033780	-0.016750	-0.104020	-0.039130	-0.036560	-0.142250	-0.010600	-0.097410	-0.168710	-0.092240	-0.146630	-0.088100	-0.065650	-0.038360	0.009280	-0.107050	-0.060950	-0.203770	-0.122720	-0.237770	-0.138670	-0.116550	-0.003880	-0.164890	-0.276740	-0.171370	-0.227870	-0.140310	-0.178220	-0.087190	-0.166260	-0.269340	0.031740	-0.055660	-0.034410	0.026630	-0.185150	-0.109340	-0.056700	-0.011250	-0.135700	-0.063740
-0.138650	-0.156580	-0.164870	-0.210330	-0.057940	-0.100240	-0.107500	-0.048350	-0.266050	-0.062480	-0.117860	-0.157580	-0.363590	-0.254830	-0.139940	-0.033480	-0.254840	-0.248590	-0.080680	-0.232580	-0.148130	-0.164090	-0.221140	-0.247870	-0.231190	-0.184100	-0.012730	-0.075270	-0.174330	-0.226390	-0.245970	-0.211430	-0.098450	-0.229370	-0.217980	-0.128350	-0.240650	-0.086740	-0.093190	-0.106160	-0.026630	-0.145280	-0.099780	-0.110100	-0.229640	-0.111350	-0.228500	-0.187210	-0.247010	-0.264660	-0.353540	-0.141760	-0.179470	-0.259470	-0.152910	-0.240780	-0.310770	-0.253110	-0.217530	-0.229370	-0.317140	-0.219480	-0.203540	-0.251250	-0.168010	-0.127920	-0.155640	-0.183430	-0.279230	-0.374800	-0.384830	-0.391730	-0.326210	-0.386850	-0.353760	-0.220630	-0.267480	-0.097320	-0.134100	-0.228380	-0.270220	-0.216070	-0.092240	-0.105250	-0.122040	-0.005770	-0.016560	-0.060310	-0.143140	0.008940	0.072510	-0.016940	-0.021500	0.122360	0.148710	0.098060	0.078080	-0.000360	-0.036540	0.008830	-0.148550	-0.075010	-0.119010	-0.154390	-0.197530	-0.140840	-0.102070	-0.189590	-0.267430	-0.182280	-0.405200	-0.320850	-0.168830	-0.280770	-0.236610	-0.252570	-0.306680	-0.363040	-0.416980	-0.393700	-0.409930	-0.364570	-0.333240	-0.304320	-0.295420	-0.282690	-0.295520	-0.317630	-0.322870	-0.297300	-0.282860	-0.380830	-0.282110	-0.422990	-0.340210	-0.410850	-0.345800	-0.244600	-0.306180	-0.286510	-0.226640	-0.269750	-0.357390	-0.363770	-0.407660	-0.334090	-0.322280	-0.314250	-0.320730	-0.385630	-0.290380	-0.407150	-0.274370	-0.274980	-0.385890	-0.310540	-0.282530	-0.331950	-0.202070	-0.143170	-0.282750	-0.292700	-0.210960	-0.242150
-0.067490	-0.054000	-0.051300	-0.037670	-0.150020	-0.020770	-0.038530	-0.139150	-0.003310	-0.178380	-0.085950	-0.083250	0.077310	-0.043570	-0.050510	-0.096380	-0.062000	-0.090380	-0.141000	-0.049570	-0.143010	-0.013770	-0.106090	-0.051670	-0.075150	-0.148750	-0.158690	-0.175170	-0.146330	-0.097600	-0.124420	-0.166160	-0.175330	-0.058810	-0.071490	-0.032790	-0.041560	-0.102660	-0.082750	-0.056460	-0.100120	-0.120870	-0.225110	-0.191120	-0.088980	-0.171350	-0.132720	-0.149100	-0.085180	-0.081070	0.016370	-0.090220	-0.070550	0.044170	-0.101420	-0.026300	0.120670	0.031860	-0.035890	-0.003140	0.104070	0.080720	-0.043050	-0.012000	-0.109000	-0.065960	-0.127630	-0.025280	0.013210	0.080070	0.056630	0.097250	0.031040	0.083480	0.089120	0.021390	0.103340	0.001600	-0.118530	-0.034720	-0.027600	-0.104950	-0.117600	-0.144910	-0.109180	-0.174980	-0.195750	-0.142650	-0.116020	0.066420	0.066460	0.094140	0.013570	0.009480	-0.114060	-0.119100	-0.074730	-0.081710	-0.121310	-0.153980	-0.170770	-0.055950	-0.097600	-0.178210	-0.074170	-0.049960	-0.162470	-0.041580	-0.009500	-0.128180	0.073050	0.000080	-0.156090	0.021550	-0.019640	-0.069740	0.000360	0.040010	0.087530	-0.005850	-0.014650	0.002330	-0.123590	-0.115290	-0.094760	-0.147630	-0.007170	-0.112530	-0.055710	-0.068390	0.023380	-0.000530	-0.093680	0.000510	-0.006240	-0.078170	0.020710	-0.015170	-0.018600	-0.078820	-0.035180	-0.026980	-0.045120	0.009570	0.022350	-0.002200	-0.083520	-0.092330	-0.056000	-0.047730	-0.149190	-0.017510	-0.078290	-0.092220	0.013410	-0.012960	-0.066320	0.038440	0.031950	-0.040510	0.114570	0.106750	0.083830	0.032900
