1.872310	1.872310	1.872310	1.872310	1.927980	1.909560	1.995190	2.030240	2.097750	2.107920	2.194730	2.383860	2.399340	2.500700	2.612070	2.573550	2.496520	2.588750	2.531920	2.516960	2.460710	2.558620	2.454640	2.432570	2.480230	2.554590	2.511580	2.490170	2.619180	2.508300	2.540990	2.488850	2.473360	2.458370	2.569070	2.520510	2.589970	2.611020	2.535320	2.542630	2.563460	2.499140	2.490390	2.574860	2.533260	2.463580	2.569280	2.521360	2.497670	2.534740	2.453800	2.609680	2.511250	2.517410	2.593230	2.491260	2.470930	2.610050	2.532740	2.575180	2.557600	2.545780	2.544670	2.517900	2.573250	2.559350	2.527700	2.553100	2.583250	2.507860	2.559510	2.554110	2.533250	2.599310	2.546620	2.536800	2.546560	2.607390	2.540110	2.492680	2.511310	2.565370	3.063820	3.321530	3.580480	3.691900	3.680610	3.849190	3.893440	3.827640	3.928140	3.806400	3.786310	3.765130	3.633200	3.513620	3.334190	2.741110	2.643790	2.591150	2.601450	2.581370	2.611680	2.489130	2.466530	2.519060	2.714770	3.143570	3.102260	2.963770	2.648410	2.623700	2.680260
0.154650	0.154650	0.154650	0.154650	0.100930	0.118230	0.039090	0.008770	-0.034240	-0.024360	-0.006930	-0.105720	-0.049120	-0.080750	-0.084570	-0.112970	0.027310	-0.064960	-0.035870	-0.022180	0.018970	-0.091070	-0.015470	0.013780	-0.022050	-0.028230	-0.028270	-0.012850	-0.079810	-0.017590	-0.011580	-0.033380	0.012380	-0.007400	-0.069600	0.026410	-0.036690	-0.091470	-0.061560	-0.039580	-0.068290	-0.024180	-0.023070	-0.079070	-0.046660	-0.006830	-0.011660	-0.016410	-0.045540	-0.045780	0.021480	-0.097390	-0.009820	-0.022850	-0.076020	0.010240	0.001290	-0.055320	-0.019030	-0.072250	-0.066020	-0.031680	-0.062560	-0.010380	-0.071970	-0.030990	-0.027360	-0.039500	-0.069450	-0.022780	-0.088950	-0.048690	-0.026270	-0.053290	-0.058080	-0.022670	-0.011460	-0.055130	-0.058640	-0.000220	-0.011030	-0.038250	0.124730	0.052520	-0.001910	-0.036340	-0.002070	-0.070040	-0.072870	-0.001910	-0.103850	-0.028150	-0.024210	-0.016320	0.028080	0.042130	-0.037080	-0.054030	-0.045010	-0.051490	-0.057300	-0.080990	-0.084150	-0.024780	0.010040	-0.017480	-0.078490	0.000950	-0.091600	-0.111320	-0.015750	-0.005970	-0.066670
-0.549860	-0.549860	-0.549860	-0.549860	-0.473680	-0.491520	-0.391130	-0.348620	-0.315960	-0.290980	-0.290440	-0.186800	-0.204180	-0.185520	-0.167810	-0.166090	-0.272540	-0.162670	-0.212830	-0.265050	-0.272750	-0.202880	-0.244470	-0.283590	-0.233260	-0.263210	-0.206780	-0.231580	-0.193670	-0.235150	-0.281660	-0.240890	-0.282960	-0.191750	-0.199360	-0.231780	-0.134040	-0.174250	-0.220050	-0.165760	-0.185020	-0.282220	-0.258410	-0.193710	-0.195280	-0.253210	-0.251170	-0.255620	-0.249160	-0.248240	-0.283210	-0.199750	-0.260630	-0.253100	-0.157930	-0.288030	-0.223610	-0.207720	-0.247200	-0.202390	-0.182040	-0.188840	-0.215830	-0.267770	-0.163990	-0.221230	-0.262070	-0.256870	-0.267880	-0.208000	-0.159480	-0.213380	-0.237290	-0.170910	-0.219680	-0.265210	-0.191510	-0.256280	-0.208990	-0.264230	-0.265730	-0.274200	-0.352290	-0.269980	-0.248880	-0.235320	-0.261280	-0.240480	-0.216970	-0.310770	-0.183110	-0.240760	-0.254720	-0.229400	-0.244030	-0.253150	-0.210740	-0.170930	-0.233810	-0.264250	-0.190390	-0.186420	-0.217820	-0.272160	-0.273480	-0.281980	-0.147290	-0.257780	-0.111850	-0.173000	-0.273020	-0.285790	-0.159380
0.140670	0.140670	0.140670	0.140670	0.054140	0.063930	-0.032200	-0.074680	-0.072350	-0.135180	-0.127570	-0.179810	-0.233800	-0.218320	-0.239270	-0.192980	-0.162350	-0.259970	-0.222740	-0.129590	-0.172450	-0.193820	-0.196700	-0.175460	-0.203450	-0.086140	-0.238780	-0.220560	-0.195810	-0.183390	-0.113070	-0.176770	-0.147300	-0.292170	-0.198920	-0.230540	-0.300190	-0.187760	-0.182260	-0.278200	-0.240320	-0.092790	-0.165150	-0.201950	-0.257700	-0.187130	-0.139980	-0.194520	-0.166430	-0.148650	-0.138050	-0.139970	-0.188700	-0.169190	-0.266010	-0.158020	-0.243360	-0.195730	-0.191040	-0.200720	-0.250050	-0.263990	-0.204380	-0.153460	-0.261520	-0.208650	-0.146050	-0.127710	-0.073610	-0.231060	-0.267510	-0.211530	-0.176450	-0.286050	-0.178330	-0.146240	-0.276770	-0.092020	-0.209540	-0.155380	-0.133700	-0.085440	-0.086700	-0.139800	-0.133340	-0.172090	-0.150910	-0.094000	-0.167140	-0.074890	-0.190780	-0.174070	-0.140070	-0.126360	-0.145000	-0.161770	-0.206280	-0.253600	-0.143770	-0.084110	-0.210160	-0.224150	-0.155850	-0.163190	-0.170180	-0.115900	-0.261390	-0.204130	-0.319100	-0.168350	-0.127280	-0.099330	-0.258580
-0.197420	-0.197420	-0.197420	-0.197420	-0.110940	-0.109120	-0.038300	-0.009500	-0.052280	0.026390	-0.026130	-0.060140	0.012780	-0.068550	-0.078050	-0.102170	-0.091510	-0.036610	-0.014600	-0.112720	-0.030770	-0.021560	-0.017930	0.005930	-0.026760	-0.186050	0.005540	-0.007200	-0.031450	-0.091090	-0.116540	-0.048070	-0.063970	0.057940	-0.045170	0.013080	-0.017060	-0.102160	-0.037890	-0.004160	0.012570	-0.162680	-0.039810	-0.044030	0.037310	-0.020910	-0.119710	-0.002020	-0.041930	-0.048680	-0.113570	-0.124370	0.037220	-0.032530	-0.009370	-0.023120	0.029820	-0.030360	-0.010200	-0.016960	0.022200	0.014520	-0.029370	-0.042180	-0.021810	0.017820	-0.051190	-0.074670	-0.167630	-0.023330	0.006100	0.002880	-0.059800	0.051330	-0.074380	-0.047270	0.047130	-0.137140	-0.011040	-0.074420	-0.098070	-0.143880	-0.163580	-0.155360	-0.125300	-0.058100	-0.088680	-0.189330	-0.060400	-0.151440	-0.081360	-0.064630	-0.082080	-0.194490	-0.195530	-0.148210	-0.048690	-0.040500	-0.110220	-0.156800	0.001680	-0.001390	-0.049580	0.000830	-0.008980	-0.078620	-0.017770	-0.038610	0.012480	-0.125960	-0.131650	-0.139700	0.009300
-0.118830	-0.118830	-0.118830	-0.118830	-0.194640	-0.205820	-0.243970	-0.243100	-0.184250	-0.244290	-0.147320	-0.080620	-0.140030	-0.017060	-0.002100	-0.019020	-0.024100	-0.016540	-0.087650	-0.012080	-0.125560	-0.122990	-0.089930	-0.132460	-0.047300	0.055130	-0.088190	-0.086580	-0.111890	0.008550	-0.036140	-0.021450	-0.045130	-0.109410	-0.036000	-0.137750	0.003620	0.003210	-0.092730	-0.035130	-0.121680	0.033050	-0.063340	-0.047000	-0.126550	-0.067330	-0.033760	-0.122800	-0.052100	-0.114210	0.020660	-0.022140	-0.185300	-0.082150	-0.036090	-0.091040	-0.112480	-0.099920	-0.135860	-0.102240	-0.107160	-0.090980	-0.078200	-0.105040	-0.035900	-0.215400	-0.109000	-0.116530	0.000160	-0.059450	-0.060860	-0.124760	-0.040930	-0.106750	-0.007810	-0.118570	-0.120350	-0.050440	-0.089580	-0.034400	-0.036430	-0.014230	-0.020340	-0.010520	-0.088930	-0.071630	-0.062160	0.028890	-0.101720	-0.004020	-0.021710	-0.035810	-0.066380	0.018910	0.022490	-0.065240	-0.106090	-0.012550	-0.060590	-0.007670	-0.159130	-0.096440	-0.115090	-0.129720	-0.101770	-0.091540	-0.057740	0.021340	-0.027410	-0.002240	0.040080	0.039670	-0.085820
-0.114510	-0.114510	-0.114510	-0.114510	-0.055570	-0.040640	-0.036000	-0.064590	-0.096010	-0.077050	-0.113240	-0.128810	-0.089350	-0.150280	-0.110170	-0.083980	-0.168680	-0.149360	-0.141130	-0.200350	-0.086440	-0.128370	-0.172640	-0.110040	-0.170840	-0.207480	-0.155050	-0.213170	-0.149070	-0.249270	-0.184170	-0.256360	-0.184830	-0.173100	-0.215490	-0.074470	-0.250810	-0.183760	-0.113480	-0.217260	-0.105570	-0.167470	-0.189860	-0.160460	-0.138350	-0.144440	-0.200940	-0.149400	-0.219180	-0.073860	-0.262220	-0.149950	-0.052970	-0.143590	-0.227320	-0.171530	-0.161430	-0.150340	-0.143790	-0.177990	-0.168400	-0.124260	-0.156570	-0.136740	-0.217600	0.007100	-0.071680	-0.056520	-0.160040	-0.166970	-0.222590	-0.126200	-0.174730	-0.183690	-0.229560	-0.111600	-0.155410	-0.111080	-0.134310	-0.137940	-0.187850	-0.151650	-0.172770	-0.129700	-0.064660	-0.147550	-0.137090	-0.218060	-0.145430	-0.248680	-0.217200	-0.224550	-0.187400	-0.131510	-0.182770	-0.094010	-0.130580	-0.252210	-0.094690	-0.115790	-0.064850	-0.167750	-0.042750	-0.132170	-0.195770	-0.090300	-0.152120	-0.159070	-0.183980	-0.106950	-0.198660	-0.233000	-0.159320
-0.062310	-0.062310	-0.062310	-0.062310	-0.098880	-0.111260	-0.092040	-0.045750	-0.057140	-0.019720	-0.006950	-0.028170	0.005670	0.069930	0.049000	-0.031620	0.037850	0.040150	0.041240	0.036140	-0.073850	-0.134000	-0.025720	-0.074490	-0.086540	-0.083800	-0.033590	0.007620	-0.067790	-0.066870	-0.090290	0.025780	-0.048500	-0.099710	-0.034110	-0.095760	0.036050	-0.130360	-0.150290	-0.069630	-0.066750	-0.133860	-0.010610	-0.023330	-0.011500	-0.040380	-0.052490	-0.040160	-0.036690	-0.187000	-0.048690	-0.116110	-0.059190	-0.073070	-0.043690	-0.033050	-0.053710	0.004770	-0.096910	-0.024450	-0.035430	-0.059640	-0.133130	-0.070920	-0.019510	-0.193600	-0.165760	-0.178800	-0.166510	-0.109570	-0.008330	-0.060050	-0.020510	0.019750	-0.003480	-0.081510	-0.004040	-0.135210	-0.106860	-0.110270	0.032310	-0.068960	-0.122890	-0.225650	-0.191760	-0.142930	-0.171790	-0.113330	-0.104520	-0.023910	-0.123140	-0.070350	-0.021050	-0.201370	-0.127500	-0.210320	-0.149350	-0.087330	-0.230520	-0.139410	-0.033900	-0.068000	-0.194460	-0.089730	0.041010	-0.147090	-0.014240	0.045890	-0.021880	-0.176070	-0.082470	0.085100	0.030630
-0.153170	-0.153170	-0.153170	-0.153160	-0.139420	-0.132390	-0.174140	-0.216460	-0.172500	-0.259250	-0.166840	-0.109120	-0.122660	-0.105230	-0.044090	-0.034500	-0.131000	-0.055740	-0.141800	-0.188360	-0.079440	-0.084580	-0.082210	-0.055840	0.064470	-0.054560	-0.061920	-0.162510	-0.207510	-0.030240	-0.112600	-0.144660	-0.080630	0.007980	-0.078030	-0.109300	-0.148050	0.009370	0.008150	-0.035100	-0.094730	0.024270	-0.108010	-0.079400	-0.104300	-0.040990	-0.237380	-0.155120	-0.101420	-0.015170	-0.077620	-0.040680	-0.072280	-0.083750	-0.046720	-0.125200	-0.068360	-0.184600	-0.139580	-0.191450	-0.104690	-0.065270	-0.003560	-0.137930	-0.052440	-0.115690	-0.050930	-0.037720	0.026220	0.002110	-0.094200	-0.122740	-0.079180	-0.127000	-0.112080	-0.156870	-0.149830	-0.085550	-0.033470	0.042340	-0.191360	-0.088550	-0.199500	-0.079430	-0.189580	-0.114590	-0.164730	-0.194380	-0.240300	-0.281180	-0.150710	-0.162430	-0.268980	-0.166630	-0.277860	-0.237120	-0.287220	-0.158150	0.046190	0.003860	-0.220230	-0.120800	0.024240	-0.067250	-0.212480	-0.027840	-0.136760	-0.021710	-0.140240	-0.056060	-0.043080	-0.155230	-0.176800
-0.087360	-0.087360	-0.087360	-0.087360	-0.077750	-0.079120	-0.026160	0.002090	-0.020270	0.067800	0.048990	0.066120	0.102360	0.166300	0.180370	0.149370	0.114030	0.133070	0.143390	0.192200	0.045760	0.007220	0.006410	0.033670	-0.055410	0.013820	0.031330	0.027540	0.059700	-0.099480	-0.002550	0.058840	0.042360	-0.095560	-0.010850	0.087830	0.056180	-0.023930	-0.029900	-0.027870	0.102980	0.037810	0.063500	0.102600	0.099380	0.054440	0.061700	0.081420	-0.015320	0.008710	-0.069980	0.004370	0.045260	0.045650	-0.029740	0.070870	-0.012060	0.112660	-0.006520	0.060940	0.044270	0.085390	-0.020160	0.053700	0.005320	0.100940	0.078890	0.008180	-0.046350	-0.072250	0.014220	0.065120	0.034000	0.093080	0.074870	0.101930	0.084800	0.057000	0.002190	-0.010220	0.120030	0.092210	-0.034110	-0.033290	0.040180	-0.017550	0.066180	0.039360	0.088860	0.091420	0.023540	0.006060	0.048370	0.075670	0.072450	-0.003970	0.097450	-0.009390	-0.106390	0.036930	0.161930	0.041640	0.017950	0.009940	0.069280	0.008040	0.125650	0.172190	0.157980	0.103190	0.080170	0.128030	0.104820
