3.588760	3.775670	3.709000	3.715780	3.726820	3.652370	3.643130	3.674070	3.727710	3.657770	3.566750	3.516970	3.543930	3.530020	3.525780	3.810320	3.770420	3.789060	3.859170	4.073130	4.234950	4.208860	4.333020	4.303150	4.380440	4.316920	4.355100	4.183780	3.995150	4.035710	3.990980	3.929170	3.765700	3.877530	3.802510	3.857140	3.945410	3.951650	4.054410	4.013220	4.091730	3.998590	4.043810	4.064420
-0.101610	-0.182340	-0.097880	-0.096030	-0.120820	-0.056850	-0.044390	-0.017860	-0.086950	-0.080620	-0.065130	-0.046160	-0.070970	-0.049740	-0.056570	-0.127790	-0.103230	-0.024880	-0.046980	-0.028230	-0.071570	-0.048450	-0.148630	-0.108590	-0.160130	-0.117320	-0.165710	-0.149030	-0.096070	-0.083500	-0.049920	-0.074450	-0.031870	-0.098520	-0.091640	-0.151100	-0.068560	-0.046860	-0.086230	0.000970	-0.132820	-0.142230	-0.097390	-0.103130
-0.379920	-0.275200	-0.276800	-0.249130	-0.257160	-0.298120	-0.306150	-0.326300	-0.185150	-0.209720	-0.278550	-0.249540	-0.192870	-0.209860	-0.315910	-0.228920	-0.198900	-0.293720	-0.303390	-0.311510	-0.280840	-0.272720	-0.187490	-0.264040	-0.225560	-0.235290	-0.261010	-0.287240	-0.263530	-0.270880	-0.278340	-0.256390	-0.338040	-0.285690	-0.273110	-0.225180	-0.253910	-0.260200	-0.220410	-0.366400	-0.265470	-0.199940	-0.240240	-0.211170
-0.066290	-0.171330	-0.209350	-0.279060	-0.237910	-0.185900	-0.181890	-0.160560	-0.335730	-0.293790	-0.184000	-0.247880	-0.309140	-0.277940	-0.150190	-0.188760	-0.275070	-0.225670	-0.176260	-0.182530	-0.225380	-0.220180	-0.248550	-0.165550	-0.189770	-0.261190	-0.201170	-0.188510	-0.209470	-0.200410	-0.189660	-0.216190	-0.167470	-0.170420	-0.235060	-0.239180	-0.228360	-0.223180	-0.247610	-0.068660	-0.202110	-0.214000	-0.174260	-0.217680
-0.152820	-0.079430	-0.076660	0.005600	-0.036600	-0.145400	-0.139120	-0.138530	-0.011280	-0.060960	-0.182260	-0.115240	-0.070440	-0.119980	-0.154410	-0.199070	-0.093030	-0.039330	-0.138000	-0.135530	-0.102810	-0.131400	-0.168410	-0.233930	-0.194200	-0.080570	-0.114730	-0.109940	-0.110370	-0.142700	-0.137780	-0.085610	-0.082350	-0.170790	-0.054640	-0.095520	-0.115150	-0.114040	-0.091310	-0.228380	-0.036730	-0.121490	-0.205600	-0.138020
-0.133680	-0.184920	-0.156940	-0.238930	-0.166340	-0.047810	-0.072310	-0.117140	-0.135030	-0.101400	-0.013920	-0.069980	-0.117450	-0.062840	-0.076830	-0.035750	-0.119850	-0.254330	-0.089390	-0.139150	-0.098240	-0.095580	-0.017560	0.032540	-0.040880	-0.076660	-0.056200	-0.104770	-0.154510	-0.144530	-0.159710	-0.197420	-0.193730	-0.103190	-0.207180	-0.103970	-0.142030	-0.128990	-0.136100	-0.128760	-0.200470	-0.165910	-0.027920	-0.084810
-0.141290	-0.151480	-0.234940	-0.158150	-0.232090	-0.309020	-0.273430	-0.172320	-0.232280	-0.231320	-0.299430	-0.281260	-0.237530	-0.267790	-0.205010	-0.243370	-0.251070	-0.058050	-0.245750	-0.192450	-0.253320	-0.206810	-0.284250	-0.345910	-0.226050	-0.344250	-0.293090	-0.218610	-0.255250	-0.257020	-0.178370	-0.148530	-0.195270	-0.271690	-0.198420	-0.301420	-0.181140	-0.196830	-0.156850	-0.026190	-0.174020	-0.160400	-0.210710	-0.180080
-0.253160	-0.233910	-0.111560	-0.183530	-0.086360	-0.016700	-0.095250	-0.119410	-0.025570	-0.044540	-0.086010	-0.069470	-0.060730	-0.032650	-0.138820	-0.155150	-0.045450	-0.202690	-0.083050	-0.157520	-0.171490	-0.166310	-0.142760	-0.078950	-0.234270	-0.063370	-0.225580	-0.305790	-0.099690	-0.101540	-0.131180	-0.118590	-0.138310	-0.168260	-0.216190	-0.150630	-0.198060	-0.123270	-0.034100	-0.172120	0.023520	-0.034540	-0.028540	0.022530
-0.093920	-0.239070	-0.182800	-0.186920	-0.218100	-0.289670	-0.245120	-0.135700	-0.299150	-0.240170	-0.199920	-0.263730	-0.359820	-0.341630	-0.121450	-0.260490	-0.398810	-0.269860	-0.222230	-0.271020	-0.174530	-0.307840	-0.248680	-0.268140	-0.083680	-0.231920	-0.108490	-0.111420	-0.259080	-0.371030	-0.287940	-0.252050	-0.192370	-0.213640	-0.167030	-0.152360	-0.240170	-0.247090	-0.236940	-0.137030	-0.140060	-0.375170	-0.183190	-0.245840
-0.135050	-0.012890	-0.182590	-0.153460	-0.054470	-0.010590	-0.086870	-0.152670	0.027340	0.008190	-0.080500	-0.095870	-0.003050	0.003990	-0.074680	-0.045380	-0.030600	0.011300	-0.080760	-0.100320	-0.128160	0.020360	-0.057910	-0.023220	-0.140510	-0.135940	-0.161680	-0.119670	-0.287820	-0.188890	-0.204090	-0.127100	-0.201850	-0.258180	-0.264340	-0.253650	-0.129880	-0.083560	0.036760	0.007040	-0.111460	-0.028650	0.001510	0.003440
-0.138460	-0.304920	-0.177160	-0.191210	-0.264690	-0.244480	-0.200630	-0.091430	-0.227150	-0.221450	-0.245810	-0.174800	-0.214720	-0.250000	-0.242970	-0.255510	-0.176610	-0.268460	-0.246860	-0.202150	-0.236420	-0.278810	-0.250540	-0.316120	-0.265310	-0.227550	-0.249540	-0.306280	-0.042260	-0.143180	-0.052570	-0.166410	-0.164630	-0.177290	-0.174640	-0.200000	-0.208860	-0.232630	-0.234140	-0.202570	-0.096380	-0.115580	-0.272380	-0.189660
-0.133580	0.020820	-0.013870	-0.035170	-0.007770	-0.063030	-0.087220	-0.147000	-0.093460	-0.101360	-0.016140	-0.089300	-0.090560	-0.035600	-0.047680	-0.049670	-0.126110	-0.064000	-0.014570	-0.073230	-0.021320	-0.078340	-0.040530	0.009430	0.002520	-0.023050	0.002490	0.053040	-0.085590	-0.020030	-0.128710	-0.036760	-0.034220	0.026770	-0.003910	0.035410	-0.038630	-0.022930	-0.084680	-0.134840	-0.159860	-0.183590	0.012580	-0.050140
-0.128180	-0.216230	-0.252080	-0.227240	-0.257230	-0.172540	-0.069750	-0.198790	-0.142840	-0.141430	-0.212000	-0.096260	-0.070970	-0.142910	-0.193340	-0.107350	-0.050770	-0.112510	-0.222370	-0.097160	-0.157990	-0.024620	-0.123010	-0.147370	-0.135720	-0.136070	-0.152150	-0.252280	-0.144030	-0.092810	-0.073470	-0.192290	-0.133640	-0.176240	-0.131400	-0.199120	-0.096560	-0.123950	-0.202140	-0.182910	-0.195060	-0.049450	-0.311030	-0.355260
1.251310	0.933520	0.515140	0.166170	-0.053540	-0.692010	-0.828990	-1.289490	-1.416230	-1.371580	-1.519330	-0.448560	0.450160	1.595280	2.609760	3.823640	4.929510	5.347830	5.528260	4.765040	4.956300	4.123910	2.990900	0.957130	-1.085960	-2.079710	-3.183580	-3.696070	-4.607930	-4.148570	-3.803970	-2.535550	-1.272700	-0.689690	0.550690	1.384000	2.200050	1.663640	1.634370	1.146120	0.669130	0.426200	0.095430	0.165700
-0.242770	0.026880	0.301650	0.625320	0.588860	0.563030	0.174560	0.167020	0.017750	-0.195520	-0.187410	-0.402120	-0.302550	-0.149620	-0.115570	0.037320	0.074790	0.106100	-0.179640	-0.240530	-0.811650	-1.056430	-1.088870	-1.024320	-0.552090	-0.178430	0.457060	0.495040	0.829330	0.562610	0.475830	-0.116420	-0.309720	-0.231860	-0.297850	0.155600	-0.099650	-0.121310	-0.186500	-0.241360	-0.582070	-0.558020	-0.390900	-0.364360
1.084990	0.950790	0.702690	0.300180	0.408640	0.224060	0.117600	0.122520	0.465250	0.643590	0.145590	-0.026760	-0.257060	-0.288290	-0.372470	-0.739610	-0.806040	-0.525330	0.091170	-0.151120	0.143550	0.546050	0.407960	0.083920	-0.202040	-0.412020	-0.621240	-0.310890	-0.640940	-0.495240	-0.287740	0.020730	0.047310	0.133920	0.339640	-0.126370	0.009090	0.007570	-0.031520	0.063090	0.335430	0.450120	0.490590	0.680990
-1.825360	-1.671300	-1.381610	-0.890980	-1.006790	-0.685370	-0.222550	-0.192650	-0.717760	-0.882270	-0.235700	0.240930	0.485850	0.167030	0.145520	0.530270	0.422790	0.007320	-0.454610	0.024790	0.229870	-0.281290	-0.319240	-0.083970	0.048300	0.029570	0.054840	-0.198360	0.125900	0.319200	-0.122500	-0.306720	-0.346340	-0.430220	-0.552760	0.141430	0.048180	0.136880	0.416330	0.202730	-0.048840	-0.267820	-0.471590	-0.803000
1.056500	0.661970	0.285150	-0.103000	0.003510	-0.230230	-0.674060	-0.733130	-0.163040	0.073860	-0.287550	-0.787220	-0.799790	-0.006830	0.171060	-0.170570	-0.092980	0.081810	-0.078190	-0.623980	-1.154630	-0.705430	-0.136800	0.033000	0.185400	0.346960	0.425110	0.533230	0.243990	-0.351910	0.061490	0.114660	0.094050	0.080940	0.000790	-0.654410	-0.191580	-0.100350	-0.748640	-0.511050	-0.394490	-0.333580	-0.244240	-0.017310
-0.653530	-0.097650	0.274340	0.405650	0.448850	0.627950	0.868500	0.853740	0.152180	-0.089500	0.102010	0.364330	0.029540	-0.929880	-0.942080	-0.727930	-0.505220	-0.480960	0.106550	0.779290	1.254290	1.170810	0.453600	0.168710	-0.548550	-1.006030	-1.464620	-1.619820	-1.329860	-0.818610	-0.839940	-0.215600	0.061450	0.179190	0.292870	0.351610	-0.096020	-0.383880	0.305100	0.171280	0.431170	0.481600	0.539990	0.518640
