3.077260	3.072400	3.072470	3.076650	3.082270	3.058720	3.062230	3.082960	3.072150	3.097010	3.028070	3.097770	3.086480	3.117410	3.113320	3.152580	3.084220	3.149920	3.169790	3.333330	3.171170	3.117240	3.087990	3.046370	3.026590	3.088990	3.049560	3.052410	3.005510	3.152470	3.410880	3.738300	3.868730	3.997790	4.090580	4.207250	4.164590	4.185350	4.175730	3.950310	3.526280	3.417180	3.275150	3.278250	3.111570	3.211380	3.142840	3.105450	3.069250	3.090220	3.100170	3.061580	3.073280	3.084270	3.108970	3.129570	3.100050	3.271720	3.209420	3.183930	3.119250	3.018340	3.160150	3.044220	3.126380	3.099180	3.092230	3.074710
-0.017060	-0.040920	-0.063550	-0.076760	-0.091520	-0.078050	-0.025640	-0.036410	-0.041500	-0.081320	-0.051820	-0.099880	-0.087880	-0.101580	-0.090330	-0.107980	-0.120110	-0.121270	-0.135500	-0.113260	-0.105150	-0.087660	-0.133970	-0.046860	-0.054070	-0.019880	-0.079480	-0.087150	-0.060140	-0.088190	-0.243600	-0.323430	-0.109860	-0.066230	-0.105550	-0.170950	-0.114560	-0.114000	-0.127960	-0.072250	-0.098340	-0.175940	-0.060380	-0.125910	-0.025190	-0.136480	-0.093460	-0.061780	-0.092870	-0.044880	-0.108760	-0.088040	-0.072370	-0.084010	-0.095190	-0.154210	-0.118500	-0.124280	-0.125200	-0.133200	-0.086120	-0.062280	-0.109370	-0.065790	-0.132430	-0.090130	-0.078220	-0.100670
-0.245150	-0.247990	-0.247540	-0.222030	-0.246720	-0.248380	-0.234750	-0.255850	-0.235330	-0.235950	-0.259530	-0.307870	-0.240070	-0.204000	-0.240390	-0.199530	-0.219680	-0.232420	-0.234310	-0.256820	-0.271890	-0.271130	-0.221120	-0.295260	-0.272830	-0.257560	-0.233250	-0.257940	-0.260030	-0.178020	-0.336540	-0.237880	-0.314740	-0.281350	-0.302790	-0.224380	-0.318890	-0.303600	-0.291080	-0.286900	-0.264670	-0.190060	-0.276720	-0.205500	-0.327190	-0.188010	-0.226250	-0.284750	-0.207940	-0.262400	-0.233560	-0.201770	-0.251440	-0.225090	-0.270740	-0.206920	-0.205280	-0.232100	-0.271250	-0.244570	-0.242870	-0.267620	-0.292690	-0.289330	-0.174020	-0.231870	-0.247860	-0.258130
-0.153440	-0.110200	-0.108970	-0.137110	-0.084630	-0.087840	-0.183510	-0.089900	-0.167220	-0.118150	-0.132770	-0.051780	-0.119460	-0.158190	-0.098720	-0.149950	-0.149350	-0.109960	-0.125050	-0.178810	-0.101850	-0.075080	-0.144270	-0.095300	-0.130750	-0.148440	-0.141710	-0.090250	-0.122410	-0.202340	-0.013890	-0.083470	-0.098200	-0.145670	-0.107030	-0.203250	-0.078200	-0.092730	-0.092260	-0.134320	-0.132080	-0.159420	-0.152920	-0.178600	-0.090080	-0.166600	-0.173940	-0.081780	-0.200660	-0.102630	-0.112550	-0.207150	-0.101160	-0.152110	-0.050680	-0.123840	-0.179860	-0.090240	-0.099150	-0.073840	-0.099490	-0.098530	-0.050330	-0.034270	-0.178730	-0.112430	-0.092390	-0.063460
-0.052100	-0.083790	-0.046340	-0.028150	-0.089740	-0.080180	0.045930	-0.110580	-0.004610	-0.055720	0.000100	-0.000190	-0.021750	-0.009690	-0.084740	-0.045270	0.011430	-0.039610	-0.005010	0.095140	0.002570	-0.096450	-0.001800	-0.015020	0.008430	-0.021450	-0.055250	-0.069660	-0.047670	-0.004400	0.045400	0.042940	0.008860	0.022350	0.009210	0.121900	-0.010630	-0.021820	-0.055050	-0.018670	-0.044150	-0.058200	-0.002060	-0.000650	-0.012250	-0.028410	0.023200	-0.065130	0.061610	-0.106610	-0.049810	0.048850	-0.077960	0.000680	-0.105220	-0.012500	0.067970	-0.070640	0.018340	-0.077970	-0.068950	-0.051940	-0.050040	-0.133590	-0.004920	-0.065920	-0.099560	-0.087870
-0.136720	-0.098700	-0.208970	-0.208830	-0.108780	-0.127180	-0.255590	-0.108400	-0.176740	-0.144830	-0.203840	-0.250400	-0.229230	-0.165490	-0.124360	-0.127360	-0.170530	-0.175880	-0.173030	-0.227970	-0.192870	-0.074890	-0.155300	-0.186700	-0.209440	-0.137400	-0.051660	-0.137740	-0.095340	-0.146890	-0.154220	-0.145790	-0.110240	-0.141260	-0.128920	-0.197790	-0.113960	-0.104980	-0.066210	-0.140380	-0.099300	-0.081990	-0.130830	-0.127730	-0.180490	-0.148200	-0.200370	-0.146870	-0.200790	-0.085150	-0.175120	-0.219910	-0.109460	-0.184340	-0.124570	-0.197450	-0.269260	-0.166770	-0.208940	-0.120150	-0.151570	-0.139120	-0.176800	-0.115500	-0.161030	-0.120270	-0.089030	-0.135110
-0.157910	-0.191670	-0.032240	-0.064160	-0.157390	-0.156950	-0.058010	-0.117210	-0.145690	-0.165750	-0.128160	-0.134430	-0.075700	-0.145650	-0.149320	-0.199070	-0.183550	-0.106880	-0.198130	-0.064690	-0.101220	-0.213270	-0.178750	-0.114580	-0.118920	-0.176240	-0.276170	-0.110320	-0.224680	-0.148460	-0.282040	-0.211740	-0.237430	-0.173420	-0.177110	-0.204060	-0.202010	-0.218020	-0.273780	-0.230200	-0.257150	-0.206640	-0.222560	-0.218150	-0.146710	-0.158020	-0.121930	-0.114750	-0.171950	-0.170980	-0.084220	-0.090470	-0.190630	-0.138610	-0.150330	-0.044810	-0.095450	-0.098770	-0.124010	-0.166090	-0.115190	-0.164780	-0.076470	-0.114850	-0.172480	-0.155060	-0.199110	-0.082970
-0.082420	0.065310	-0.146350	-0.098260	0.028040	0.017800	-0.045570	-0.039830	-0.039070	-0.001690	-0.005330	-0.002980	-0.076290	0.031150	-0.066580	0.052270	0.058780	-0.123350	-0.031940	-0.018890	-0.055310	-0.018420	-0.044760	-0.057950	-0.076660	0.021270	0.099240	-0.128790	0.036260	-0.043890	-0.027750	-0.032880	-0.116480	-0.121470	-0.147920	-0.024780	-0.143490	-0.140340	-0.116600	-0.095490	-0.052020	-0.185160	-0.083060	-0.046250	-0.090810	-0.083800	-0.109710	-0.096970	-0.028130	-0.155530	-0.163000	-0.130310	-0.014070	0.019650	-0.072460	-0.086400	-0.028980	-0.041100	0.029240	-0.027050	-0.058890	-0.009770	-0.092590	-0.135910	0.022020	-0.050390	-0.005780	-0.113900
-0.176130	-0.248240	-0.116190	-0.127430	-0.146360	-0.196540	-0.228630	-0.155650	-0.193380	-0.236080	-0.184140	-0.194340	-0.191240	-0.210560	-0.102490	-0.215250	-0.119210	-0.010910	-0.113460	-0.020630	-0.010020	-0.062110	-0.061160	-0.111820	-0.171760	-0.201250	-0.152510	-0.040070	-0.135430	-0.070820	0.028520	0.075610	0.015650	-0.062870	0.023000	-0.086890	0.037840	-0.028910	-0.119780	-0.225920	-0.264700	-0.110410	-0.209040	-0.215660	-0.163820	-0.123770	-0.096190	-0.075320	-0.129940	-0.036700	-0.068460	-0.061780	-0.178770	-0.213720	-0.125110	0.013910	-0.217310	-0.123430	-0.074850	-0.108810	-0.147570	-0.118460	-0.026040	-0.070900	-0.210760	-0.087120	-0.155950	-0.024620
-0.160640	-0.041660	-0.112250	-0.163950	-0.073260	-0.086240	-0.036950	-0.083720	-0.160260	-0.089060	-0.107920	-0.145030	-0.090650	-0.010770	-0.165880	-0.083190	-0.165510	-0.234370	-0.218680	0.033410	-0.121940	-0.175490	-0.174100	-0.086640	-0.068670	-0.051460	-0.078420	-0.147840	-0.109520	-0.177610	-0.166560	-0.140960	-0.123960	-0.120650	-0.121270	-0.016490	-0.110390	-0.088690	-0.083830	-0.006840	-0.001910	-0.064230	0.002260	-0.036180	-0.077410	-0.104880	-0.135330	-0.107250	-0.162420	-0.242600	-0.145740	-0.165490	-0.147520	-0.025530	-0.139070	-0.134320	-0.085170	-0.076080	-0.092930	-0.113450	-0.127810	-0.165490	-0.105660	-0.188800	-0.086120	-0.186050	-0.138750	-0.147840
