1.754460	1.754460	1.947210	2.042910	2.379490	2.314070	2.356920	2.365700	2.392020	2.348670	2.604400	2.592530	2.470930	2.443280	2.411070	2.456060	2.449500	2.387920	2.343040	2.387060	2.409830	2.320750	2.376230	2.431070	2.412760	2.412930	2.388210	2.353470	2.375180	2.349090	2.320810	2.408390	2.453400	2.436620	2.366410	2.452710	2.621880	2.535680	2.449150	3.003050	2.440520	2.389960	2.380010	2.337130	2.357050	2.509810	2.426490	2.373700	2.462780	2.432130	2.383270	2.463120	2.356930	2.336790	2.360050	2.570110	3.097680	3.482920	3.528030	3.585160	3.560450	3.549930	3.570310	3.625480	3.608530	3.559360	3.504240	3.301410	3.258740	3.330400	3.177140	2.801970	2.509280	2.523200	2.523080	2.463500	2.395830	2.400500	2.398110	2.363130	2.711750	2.637850	2.501530	2.481110	2.416680	2.349970	2.405950	2.444220	2.666460	2.980390	2.999520	2.967730	2.896240	2.739920	2.676380	2.662650	2.618000	2.504310	2.660870	2.663230	2.544930	2.474390	2.406280	2.460410	2.571020	2.427680	2.478090	2.370350	2.449480	2.387200	2.502680	2.424980	2.501280	2.354440	2.402270	2.347040	2.372450	2.305300	2.391180	2.458920	2.363510	2.305690	2.329850	2.537170	2.441210	2.387460	2.502130	2.650910	2.492360	2.491080	2.399780	2.405600	2.381210	2.396350
0.153480	0.153480	-0.017130	-0.078250	-0.073320	-0.026350	-0.085640	-0.104680	-0.095600	-0.049700	-0.170430	-0.117680	-0.100020	-0.087060	-0.082960	-0.084040	-0.112040	-0.072530	-0.071430	-0.106360	-0.105530	-0.036770	-0.096860	-0.056420	-0.074170	-0.094820	-0.093930	-0.054130	-0.034090	-0.032700	-0.036210	-0.101720	-0.040700	-0.079080	-0.100310	-0.145280	-0.201290	-0.127650	-0.097860	-0.293890	-0.102220	-0.099710	-0.076510	-0.065200	-0.044830	-0.113820	-0.119970	-0.076630	-0.087260	-0.110530	-0.082830	-0.090120	-0.081910	-0.061520	-0.055500	0.036790	-0.057760	-0.063930	-0.090270	-0.117410	-0.061350	-0.061760	-0.033240	-0.085280	-0.077790	-0.068160	-0.106070	-0.049890	-0.055470	-0.122090	-0.097110	-0.087970	-0.039600	-0.102980	-0.117960	-0.111050	-0.013330	-0.024930	-0.045240	-0.001120	-0.106140	-0.172720	-0.044790	-0.059460	-0.035470	-0.025750	-0.073710	-0.060880	-0.091260	-0.108420	-0.109090	-0.176310	-0.050030	-0.098120	-0.129800	-0.130490	-0.096990	-0.106540	-0.107810	-0.147900	-0.077170	-0.130660	-0.024680	-0.061750	-0.076930	-0.040100	-0.083340	-0.028030	-0.057260	-0.086660	-0.053200	-0.027330	-0.020010	0.015890	-0.059810	-0.057950	-0.055990	-0.062050	-0.047060	-0.071370	-0.061120	-0.052700	-0.053450	-0.021230	-0.009290	-0.021250	-0.065400	-0.064190	-0.116540	-0.041650	-0.056720	-0.123730	-0.079910	-0.112400
-0.503170	-0.503170	-0.300510	-0.238360	-0.219430	-0.276050	-0.219250	-0.197500	-0.204330	-0.260310	-0.245950	-0.201250	-0.290840	-0.276130	-0.296020	-0.256800	-0.237950	-0.247300	-0.273690	-0.214890	-0.222480	-0.245310	-0.161170	-0.221080	-0.234730	-0.255310	-0.229980	-0.248950	-0.243320	-0.259620	-0.234360	-0.275630	-0.233650	-0.238830	-0.238740	-0.202090	-0.243150	-0.246080	-0.241070	-0.304510	-0.250060	-0.222910	-0.179680	-0.233760	-0.213120	-0.198110	-0.226470	-0.260940	-0.244430	-0.250920	-0.252760	-0.218230	-0.236620	-0.240200	-0.243260	-0.224280	-0.169180	-0.217750	-0.199400	-0.135210	-0.224600	-0.184140	-0.254300	-0.198030	-0.201780	-0.199530	-0.181880	-0.195840	-0.259260	-0.185860	-0.226790	-0.179270	-0.268160	-0.210350	-0.191080	-0.185970	-0.270540	-0.256590	-0.228960	-0.261810	-0.263040	-0.233310	-0.223890	-0.263540	-0.271940	-0.284750	-0.203970	-0.201610	-0.229280	-0.238230	-0.254730	-0.232800	-0.270590	-0.300900	-0.270050	-0.195730	-0.240670	-0.279210	-0.232350	-0.252480	-0.215070	-0.196500	-0.259930	-0.262760	-0.194820	-0.253050	-0.215310	-0.248300	-0.219490	-0.226360	-0.217970	-0.212980	-0.283620	-0.296640	-0.218740	-0.255980	-0.208370	-0.243200	-0.224170	-0.221010	-0.206930	-0.248190	-0.239890	-0.271230	-0.244420	-0.278210	-0.222060	-0.279590	-0.288000	-0.287100	-0.273510	-0.240660	-0.260650	-0.246120
0.140450	0.140450	-0.040030	-0.096750	-0.091980	-0.098330	-0.144190	-0.147320	-0.146130	-0.123140	-0.009330	-0.157030	-0.035420	-0.034780	-0.014600	-0.067030	-0.084530	-0.107660	-0.074590	-0.126800	-0.092470	-0.132470	-0.213200	-0.165150	-0.109560	-0.058700	-0.102930	-0.109360	-0.104790	-0.093690	-0.136780	0.003500	-0.103820	-0.057400	-0.068670	-0.088440	-0.009270	-0.053980	-0.060050	0.064750	-0.035390	-0.107620	-0.187820	-0.104740	-0.139830	-0.111590	-0.080350	-0.039960	-0.068660	-0.057060	-0.096790	-0.100650	-0.094090	-0.102990	-0.101840	-0.192230	-0.203680	-0.105260	-0.100040	-0.177310	-0.077110	-0.184620	-0.119830	-0.155560	-0.171840	-0.187860	-0.130570	-0.158790	-0.047960	-0.131420	-0.068000	-0.166730	-0.100300	-0.174960	-0.160710	-0.196700	-0.108410	-0.098720	-0.135480	-0.134630	-0.088270	-0.090200	-0.141230	-0.044750	-0.055810	-0.032430	-0.167750	-0.163440	-0.075170	-0.074960	-0.050020	-0.054830	-0.098750	-0.034980	-0.026110	-0.164420	-0.083080	-0.035400	-0.064320	-0.023250	-0.136430	-0.128000	-0.138420	-0.032680	-0.164510	-0.107860	-0.101200	-0.121750	-0.109460	-0.087800	-0.132420	-0.186230	-0.058930	-0.070380	-0.116470	-0.052120	-0.146350	-0.094660	-0.153820	-0.131830	-0.161440	-0.084560	-0.092490	-0.078590	-0.130250	-0.056770	-0.112130	-0.060950	0.025480	-0.060890	-0.078260	-0.063950	-0.074060	-0.061680
-0.174680	-0.174680	-0.037620	0.003610	-0.067750	0.014860	0.036930	0.035490	0.023540	0.054220	-0.064860	0.102240	-0.001370	-0.055960	-0.077360	-0.013310	0.000930	0.026850	-0.005350	0.012090	-0.020430	0.022950	0.081150	0.027210	-0.020940	-0.065720	-0.019100	-0.018090	-0.012650	-0.027810	0.032070	-0.126120	-0.030560	-0.047210	-0.023730	-0.019690	-0.007590	-0.007000	-0.089780	0.018880	-0.119800	0.002020	0.034710	-0.026490	-0.031920	-0.006670	-0.004380	-0.064360	-0.043190	-0.028440	0.027010	-0.024650	-0.022330	-0.012630	-0.030460	0.008960	-0.013960	-0.125420	-0.147540	-0.075530	-0.157060	-0.032660	-0.023090	-0.024900	0.010070	0.028300	-0.102360	-0.088390	-0.163330	-0.089370	-0.161220	-0.057330	-0.005780	0.067090	-0.000340	0.085080	-0.020790	-0.043970	0.001490	0.021040	0.031510	0.034270	-0.013920	-0.119790	-0.133280	-0.131930	0.047140	0.016030	-0.059340	0.003610	-0.060540	0.001630	-0.027230	-0.024660	-0.071090	0.053730	-0.025930	-0.057930	-0.041810	-0.038080	0.033830	-0.006000	0.042330	-0.108080	0.018770	-0.001170	-0.058710	0.021840	-0.075240	-0.043370	-0.061380	-0.019420	-0.191480	-0.077270	-0.076170	-0.079200	-0.038470	-0.025970	-0.019220	-0.070690	0.006520	-0.054020	-0.072210	-0.197850	-0.143230	-0.096670	-0.091270	-0.160450	-0.112300	-0.120770	-0.005380	-0.012560	-0.010260	-0.026820
-0.101420	-0.101420	-0.192860	-0.175000	-0.112400	-0.186810	-0.142890	-0.172090	-0.136280	-0.227350	-0.151710	-0.259680	-0.181040	-0.087990	-0.077340	-0.159930	-0.188150	-0.204690	-0.197040	-0.166450	-0.167120	-0.173070	-0.188240	-0.098950	-0.176030	-0.108530	-0.174460	-0.104540	-0.150590	-0.127500	-0.184180	-0.107540	-0.134370	-0.167840	-0.167910	-0.145550	-0.207070	-0.169870	-0.055130	-0.149770	-0.012500	-0.162230	-0.121190	-0.116400	-0.084240	-0.165350	-0.197360	-0.149450	-0.088180	-0.157830	-0.182380	-0.141310	-0.121410	-0.139080	-0.102270	-0.098480	-0.050230	0.023510	0.023360	-0.036520	0.016830	-0.029940	-0.112370	-0.063340	-0.091090	-0.105350	-0.001140	0.020810	0.030680	-0.006290	0.007500	-0.106010	-0.135070	-0.132170	-0.070280	-0.149270	-0.106180	-0.069060	-0.110550	-0.136620	-0.157950	-0.137910	-0.104820	-0.107540	-0.060420	-0.111520	-0.191210	-0.218520	-0.122910	-0.184050	-0.124280	-0.189270	-0.184110	-0.127260	-0.062640	-0.129950	-0.163690	-0.055420	-0.160370	-0.176170	-0.230390	-0.102400	-0.207710	-0.065940	-0.100110	-0.161840	-0.094850	-0.163310	-0.143790	-0.134570	-0.245370	-0.191610	-0.125370	-0.157120	-0.117300	-0.124370	-0.149760	-0.148550	-0.236210	-0.199300	-0.149680	-0.152820	-0.107110	-0.131890	-0.071880	-0.177860	-0.191230	-0.161390	-0.141840	-0.190590	-0.225840	-0.185600	-0.165660	-0.134000
-0.097400	-0.097400	-0.029400	-0.101850	-0.081980	-0.060870	-0.159180	-0.094850	-0.190510	-0.093570	-0.120850	-0.076630	-0.102160	-0.167190	-0.181450	-0.130290	-0.075480	-0.123030	-0.062380	-0.162360	-0.076060	-0.129620	-0.167120	-0.131240	-0.040130	-0.064960	-0.041360	-0.157830	-0.072190	-0.163520	-0.102100	-0.135700	-0.091320	0.015740	-0.093520	-0.163300	-0.097240	-0.128360	-0.184330	-0.260220	-0.240840	-0.102460	-0.216270	-0.118800	-0.199050	-0.058720	-0.095560	-0.067630	-0.170480	-0.080990	-0.094090	-0.119560	-0.120550	-0.150360	-0.174420	-0.093600	-0.156490	-0.112490	-0.116820	-0.099440	-0.109560	-0.169860	-0.073350	-0.169100	-0.146700	-0.110180	-0.128290	-0.130160	-0.110890	-0.135250	-0.111970	-0.104440	-0.132540	-0.163890	-0.179780	-0.131820	-0.122120	-0.099600	-0.124290	-0.126150	-0.095630	-0.158100	-0.227450	-0.099520	-0.160790	-0.081560	-0.111730	-0.044610	-0.065570	-0.007480	-0.095380	-0.035690	-0.118270	-0.101020	-0.132350	-0.114370	-0.038820	-0.178980	-0.074450	-0.108000	-0.047640	-0.219160	-0.097870	-0.081480	-0.196120	-0.135310	-0.178030	-0.108110	-0.086570	-0.104650	0.027660	-0.079700	-0.083270	-0.107140	-0.170610	-0.067370	-0.113550	-0.107910	-0.050040	-0.058280	-0.177500	-0.056290	-0.151880	-0.079110	-0.192030	-0.029760	-0.038810	-0.108080	-0.087460	-0.042810	-0.048100	-0.114430	-0.155500	-0.160790
-0.048740	-0.048740	-0.108750	0.002790	-0.116050	-0.051980	0.000990	-0.066250	0.031850	-0.056490	-0.023710	0.023090	-0.008940	0.061090	0.016160	0.045260	-0.039180	-0.016670	-0.100990	0.005690	-0.093810	0.010790	0.048500	0.073310	-0.168640	-0.143990	-0.155360	-0.056980	-0.057180	-0.008260	-0.032510	-0.056420	-0.007190	-0.090850	-0.005070	0.049730	-0.014280	0.051190	-0.015800	0.142510	0.000550	-0.087010	0.083810	-0.072300	-0.012170	0.061820	0.071320	-0.037660	0.045370	-0.086840	-0.051720	0.032570	-0.081490	0.014890	0.037930	-0.015780	-0.025380	-0.177650	-0.138780	-0.133720	-0.147020	-0.032230	-0.116390	-0.025840	-0.032060	-0.097250	-0.131130	-0.172420	-0.192930	-0.171210	-0.251860	-0.195740	-0.051890	0.041670	0.057490	0.040180	-0.073970	-0.029610	0.042110	0.002340	-0.020940	0.106990	0.058140	-0.170050	-0.145310	-0.153970	0.000130	-0.126740	-0.017610	-0.075260	-0.065310	-0.075230	-0.106520	-0.028710	-0.008700	0.023500	-0.169720	0.027920	-0.045250	-0.033810	-0.070590	0.058730	-0.020110	-0.068200	0.121540	-0.001070	0.046560	0.028790	-0.115660	-0.037640	-0.275180	-0.210730	-0.213530	-0.065310	-0.045470	-0.117580	-0.148950	-0.038510	-0.161790	-0.192890	-0.004150	-0.139150	-0.044260	-0.210660	-0.143420	-0.198820	-0.202690	-0.188040	-0.079290	-0.250070	-0.126420	0.015640	0.006910	0.031090
-0.133430	-0.133430	-0.067200	-0.127550	-0.018240	-0.077790	-0.072780	0.005820	-0.159820	-0.159950	-0.007060	-0.127990	-0.062700	-0.016010	-0.061580	-0.159050	-0.049530	-0.144390	-0.060600	-0.235820	-0.055710	-0.163920	-0.201820	-0.080410	-0.013190	0.014760	-0.000540	-0.050810	-0.058570	-0.189550	-0.093780	-0.097220	-0.092190	0.006560	-0.139500	-0.206910	-0.005320	-0.075680	-0.009090	0.075760	-0.013430	0.010380	-0.166610	0.011540	-0.112250	-0.106340	-0.186790	-0.119110	-0.078180	-0.051020	-0.041000	-0.195080	0.014220	-0.183660	-0.161640	-0.105590	-0.142960	0.010540	-0.067220	-0.082180	-0.041610	-0.123230	-0.098360	-0.176250	-0.166990	-0.094240	-0.035630	-0.028210	-0.039600	-0.094080	-0.089320	-0.257230	-0.078300	-0.151970	-0.106180	-0.093140	-0.049530	0.056420	-0.098870	-0.088520	0.064050	-0.040290	-0.191420	-0.135110	-0.128010	-0.124980	-0.224190	-0.216980	-0.082910	0.022050	-0.033020	0.034630	-0.184420	-0.033980	0.015290	0.036290	0.032470	0.017370	-0.041420	-0.051630	-0.128340	-0.153970	-0.151550	0.007490	-0.157070	-0.211520	-0.211460	-0.093230	-0.149520	-0.100760	-0.226120	-0.214710	-0.367840	-0.271560	-0.287330	-0.044700	-0.098750	-0.092240	-0.352810	-0.273300	-0.243370	-0.040460	-0.117050	-0.427730	-0.314270	-0.205960	-0.298060	-0.376390	-0.118710	-0.258290	-0.175970	-0.222130	-0.165280	-0.155050
-0.072090	-0.072090	-0.107500	-0.057320	-0.115940	-0.017780	-0.119500	-0.167810	-0.078050	-0.083830	-0.200110	-0.051370	-0.088530	-0.129340	-0.112860	-0.037010	-0.126690	-0.139230	-0.073380	-0.056260	-0.108020	-0.037040	-0.089930	0.052300	-0.109030	-0.075110	-0.111010	-0.134980	-0.092950	-0.091280	-0.141710	-0.153880	-0.092110	-0.089580	-0.015580	-0.045960	-0.177410	-0.096940	-0.160760	-0.128190	-0.170910	-0.183870	-0.101040	-0.159290	-0.177180	0.011800	-0.012590	-0.026430	-0.067340	-0.063240	-0.104260	0.026390	-0.180340	0.012470	-0.020590	0.034590	0.082190	0.061030	0.135450	0.087610	0.076240	0.090500	0.065640	0.088870	0.084960	0.058680	0.069060	0.090690	0.080190	0.101370	0.049360	0.063030	-0.135540	0.056850	0.048020	0.024470	-0.067670	-0.100450	0.002860	-0.038360	-0.141560	-0.065230	-0.151300	-0.097630	-0.133970	-0.092590	0.057980	-0.024240	-0.020730	-0.059350	-0.101100	-0.074660	-0.169980	-0.026090	-0.008330	-0.033010	-0.110880	-0.088360	-0.123610	-0.167300	-0.067750	-0.071460	-0.048820	-0.061690	0.015570	-0.024800	-0.010580	-0.075020	-0.089230	-0.088910	-0.144960	-0.181660	-0.060520	-0.029860	-0.102130	-0.106080	-0.226800	-0.108230	-0.036490	-0.094450	-0.106610	-0.115250	-0.150060	-0.005420	-0.175580	-0.073260	-0.095640	-0.162460	-0.109090	-0.137580	-0.091440	0.028650	-0.121130	-0.034230
