3.389780	3.635430	3.658750	3.750380	3.959620	4.176690	4.138460	4.108750	4.173590	4.141540	4.132280	4.113060	4.089930	3.575030	3.628890	3.592780	3.588900	3.607490	3.611260	3.634100	3.695020	3.659650	3.652480	3.692930	3.535300	3.589580	3.680160	3.687610	3.673620	3.641720	3.618360	3.665480	3.639800	3.576100	3.606830	3.604780	3.501200	3.433310	3.508250	3.447010	3.482780	3.595160	3.729700	3.595950	3.565620	3.520760
0.071130	-0.041850	0.000770	-0.010810	0.028800	-0.062960	-0.022370	-0.003800	-0.028060	-0.019110	-0.037670	-0.023660	-0.066570	-0.001020	-0.015230	-0.005980	-0.011150	0.026440	-0.022830	0.001520	-0.011050	-0.040370	-0.021640	-0.031820	-0.061440	-0.078040	-0.064990	-0.084280	-0.055800	-0.012720	-0.026510	-0.024850	-0.087350	-0.028080	-0.026930	-0.086670	-0.037920	0.041980	-0.050890	-0.037560	0.011670	-0.034000	-0.089930	-0.012270	-0.029630	-0.074170
-0.292990	-0.132800	-0.244210	-0.221030	-0.230080	-0.239790	-0.248200	-0.247470	-0.249910	-0.233820	-0.225100	-0.282130	-0.303700	-0.244380	-0.225810	-0.235630	-0.244710	-0.227280	-0.203640	-0.209090	-0.211280	-0.174690	-0.214250	-0.259420	-0.278620	-0.262120	-0.262360	-0.219200	-0.232910	-0.221780	-0.233680	-0.248410	-0.174420	-0.273020	-0.306520	-0.292690	-0.292510	-0.292050	-0.238450	-0.237250	-0.253310	-0.219910	-0.184790	-0.279480	-0.241590	-0.251230
-0.149900	-0.290110	-0.158780	-0.202490	-0.218060	-0.079030	-0.142440	-0.168310	-0.122630	-0.178910	-0.177420	-0.115870	-0.117090	-0.173630	-0.128540	-0.121600	-0.140900	-0.180720	-0.168850	-0.215090	-0.198850	-0.225920	-0.208900	-0.109620	-0.061880	-0.075490	-0.088640	-0.166090	-0.156340	-0.208840	-0.188330	-0.171130	-0.226950	-0.141240	-0.102540	-0.031690	-0.105220	-0.166760	-0.131390	-0.176000	-0.207740	-0.201470	-0.154010	-0.099070	-0.111220	-0.089000
-0.080950	-0.015260	-0.103820	-0.076270	-0.083500	-0.235820	-0.119730	-0.079870	-0.167420	-0.107240	-0.094190	-0.133850	-0.076790	-0.130030	-0.194660	-0.214940	-0.121390	-0.092870	-0.118320	-0.025300	-0.030490	-0.046490	0.000430	-0.090290	-0.116690	-0.109670	-0.119760	-0.016540	-0.050730	-0.019080	-0.052990	-0.012310	-0.012710	-0.036080	-0.046910	-0.146830	-0.037550	-0.021790	-0.100530	-0.060520	-0.003660	-0.074540	-0.139920	-0.115390	-0.163970	-0.141450
-0.099840	-0.063360	-0.063360	-0.056170	-0.029810	0.017250	-0.082260	-0.123450	-0.039960	-0.020370	-0.059690	0.005010	-0.049630	-0.013440	-0.054440	-0.031910	-0.050760	-0.080020	-0.060640	-0.113630	-0.211610	-0.090240	-0.167410	-0.157980	-0.141100	-0.169030	-0.168500	-0.220650	-0.138240	-0.175790	-0.091390	-0.238280	-0.133300	-0.195180	-0.195280	-0.144440	-0.252850	-0.146450	-0.141500	-0.106290	-0.189220	-0.048670	-0.068090	-0.124920	-0.041440	-0.079140
-0.138560	-0.218120	-0.162530	-0.191260	-0.178680	-0.145150	-0.122210	-0.075290	-0.084770	-0.152030	-0.110500	-0.196300	-0.216360	-0.272540	-0.068490	-0.116660	-0.240640	-0.126930	-0.201830	-0.205790	-0.032400	-0.183190	-0.156010	-0.062020	-0.132950	-0.055340	-0.073940	-0.073790	-0.189970	-0.156310	-0.286730	-0.037760	-0.222970	-0.123060	-0.108310	-0.124310	-0.072020	-0.212920	-0.115740	-0.238680	-0.147720	-0.301520	-0.133800	-0.102880	-0.161540	-0.156780
-0.135620	0.029540	-0.036670	-0.079340	-0.106650	-0.147190	-0.124720	-0.121820	-0.190400	-0.136620	-0.192810	-0.169300	-0.215360	-0.055390	-0.251690	-0.215120	0.020870	-0.080080	0.016150	0.117840	-0.127050	0.013520	0.062130	-0.108860	-0.017620	-0.164310	-0.164270	-0.162770	-0.004980	-0.051740	0.079930	-0.153100	-0.000170	-0.104400	-0.141080	-0.156060	-0.127860	-0.016810	-0.150100	-0.063870	-0.124400	-0.009220	-0.170530	-0.142620	-0.094930	-0.115180
-0.109120	-0.250150	-0.237450	-0.184340	-0.197670	-0.146380	-0.138690	-0.196420	-0.039690	-0.051460	-0.086720	-0.072410	-0.064570	-0.335990	-0.214160	-0.291690	-0.342560	-0.213780	-0.315050	-0.355410	-0.248430	-0.198790	-0.295640	-0.124250	-0.232850	-0.123520	-0.204000	-0.168010	-0.243330	-0.274320	-0.335590	-0.221190	-0.256800	-0.216900	-0.177830	-0.141390	-0.252000	-0.219390	-0.176590	-0.180220	-0.224440	-0.314990	-0.195770	-0.215160	-0.174370	-0.117920
-0.178560	-0.005440	0.001290	-0.010920	0.068140	0.008610	-0.049990	0.074010	0.002460	0.013610	0.015160	-0.037190	-0.052370	-0.062140	0.003290	-0.001740	-0.026800	-0.013210	-0.015840	0.036860	-0.085390	-0.077600	-0.023710	-0.110180	-0.080920	-0.154070	-0.109230	-0.149260	-0.106590	-0.118030	-0.111230	-0.085400	-0.151150	-0.151780	-0.142040	-0.269440	-0.171840	-0.224680	-0.161990	-0.254800	-0.179860	-0.101220	-0.038540	-0.029510	-0.028950	-0.154940
-0.073830	-0.121040	-0.094610	-0.204380	-0.247430	-0.180860	-0.143210	-0.226800	-0.233280	-0.245070	-0.239660	-0.202320	-0.277670	-0.105570	-0.250670	-0.227570	-0.124970	-0.151330	-0.163260	-0.122910	-0.062720	-0.105490	-0.083420	-0.086420	-0.104550	-0.081010	-0.152470	-0.134050	-0.107690	-0.133670	-0.052450	-0.103720	-0.043110	-0.083020	-0.117020	-0.022120	-0.075120	-0.002480	-0.134320	-0.051350	-0.104850	-0.131730	-0.236970	-0.208300	-0.248930	-0.110430
-0.046660	-0.088260	-0.152470	-0.019940	-0.039910	-0.105890	-0.087920	-0.066980	-0.038580	-0.018060	-0.021260	-0.037850	0.045520	-0.113380	0.024590	0.007930	-0.084420	-0.053090	0.006030	-0.062340	-0.099400	-0.026790	-0.081640	-0.068350	-0.036870	-0.051130	0.012250	0.007200	-0.030660	0.041000	-0.084550	-0.075900	-0.090660	-0.045260	-0.021720	-0.028800	-0.013900	-0.067410	0.043080	-0.001700	0.007810	-0.041360	0.036400	-0.011150	0.080960	-0.010100
-0.109920	-0.079610	-0.044800	-0.121850	-0.087930	-0.045450	-0.114980	-0.103250	-0.134480	-0.161400	-0.125120	-0.094570	-0.170130	0.064480	-0.081620	-0.026800	0.010670	-0.065260	-0.114930	-0.131330	-0.070240	-0.205880	-0.131560	-0.113330	-0.166530	-0.131700	-0.123570	-0.065580	-0.112520	-0.168500	-0.083690	-0.053420	-0.054600	-0.079860	-0.114280	-0.103310	-0.062740	-0.109450	-0.149570	-0.165670	-0.072500	0.004960	-0.076310	-0.035270	-0.176690	-0.165210
